TaxonSort,UltrataxonID,taxonRank,SpNo,taxonID,vernacularName,scientificName,FamilyCommonName,family,order,Population,Australian IUCN RedListStatus_2020,Supplementary,ABD_Avibase ID
171,1,subspecies,21,u21a,Western Rose-crowned Fruit-Dove,Ptilinopus regina ewingii,Pigeons and Doves,Columbidae,Columbiformes,Endemic,Least Concern,,avibase-EB7DF790
172,1,subspecies,21,u21b,Eastern Rose-crowned Fruit-Dove,Ptilinopus regina regina,Pigeons and Doves,Columbidae,Columbiformes,Endemic,Least Concern,,avibase-2BADE896
173,,species,737,737,New Zealand Pigeon,Hemiphaga novaeseelandiae,Pigeons and Doves,Columbidae,Columbiformes,Extinct (Australia only),,,avibase-ED09E827
174,1,subspecies,737,u737,Norfolk Island New Zealand Pigeon,Hemiphaga novaeseelandiae spadicea,Pigeons and Doves,Columbidae,Columbiformes,"Extinct, Endemic",Extinct,,avibase-B4A55200
175,1,species,27,u27,Topknot Pigeon,Lopholaimus antarcticus,Pigeons and Doves,Columbidae,Columbiformes,Endemic,Least Concern,,avibase-B6416BD3
176,,species,314,314,Marbled Frogmouth,Podargus ocellatus,Frogmouths,Podargidae,Caprimulgiformes,Australian,,,avibase-A9003A7B
177,1,subspecies,314,u314a,Cape York Marbled Frogmouth,Podargus ocellatus marmoratus,Frogmouths,Podargidae,Caprimulgiformes,Endemic,Least Concern,,avibase-C0FE19C4
178,1,subspecies,314,u314b,Plumed Frogmouth,Podargus ocellatus plumiferus,Frogmouths,Podargidae,Caprimulgiformes,Endemic,Least Concern,,avibase-DC27D543
179,1,species,316,u316,Papuan Frogmouth,Podargus papuensis,Frogmouths,Podargidae,Caprimulgiformes,Australian,,,avibase-BA1D64E2
180,,species,313,313,Tawny Frogmouth,Podargus strigoides,Frogmouths,Podargidae,Caprimulgiformes,Endemic,,,avibase-8500F130
181,1,subspecies,313,u313a,Western Tawny Frogmouth,Podargus strigoides brachypterus,Frogmouths,Podargidae,Caprimulgiformes,Endemic,Least Concern,,avibase-0B39D220
182,1,subspecies,313,u313b,Northern Tawny Frogmouth,Podargus strigoides phalaenoides,Frogmouths,Podargidae,Caprimulgiformes,Endemic,Least Concern,,avibase-C1931C54
183,1,subspecies,313,u313c,Eastern Tawny Frogmouth,Podargus strigoides strigoides,Frogmouths,Podargidae,Caprimulgiformes,Endemic,Least Concern,,avibase-D94DBB36
184,1,species,331,u331,Spotted Nightjar,Eurostopodus argus,Eared Nightjars,Eurostopodidae,Caprimulgiformes,Australian,Least Concern,,avibase-28BD3EB7
185,1,species,330,u330,White-throated Nightjar,Eurostopodus mystacalis,Eared Nightjars,Eurostopodidae,Caprimulgiformes,Australian,Least Concern,,avibase-8A6C3156
186,,species,9917,9917,Grey Nightjar,Caprimulgus jotaka,Nightjars,Caprimulgidae,Caprimulgiformes,Vagrant,,,avibase-E4D158C4
187,1,subspecies,9917,u9917,Grey Nightjar (ssp),Caprimulgus jotaka ssp,Nightjars,Caprimulgidae,Caprimulgiformes,Vagrant,,,
188,,species,332,332,Large-tailed Nightjar,Caprimulgus macrurus,Nightjars,Caprimulgidae,Caprimulgiformes,Australian,,,avibase-04DDADF0
189,1,subspecies,332,u332,Australasian Large-tailed Nightjar,Caprimulgus macrurus schlegelii,Nightjars,Caprimulgidae,Caprimulgiformes,Australian,Least Concern,,avibase-5E466BB0
190,,species,765,765,Savanna Nightjar,Caprimulgus affinis,Nightjars,Caprimulgidae,Caprimulgiformes,Vagrant,,,avibase-B17BAFDB
191,1,subspecies,765,u765,Eastern Savanna Nightjar,Caprimulgus affinis affinis,Nightjars,Caprimulgidae,Caprimulgiformes,Vagrant,,,avibase-9B013786
192,,species,317,317,Australian Owlet-nightjar,Aegotheles cristatus,Owlet-nightjars,Aegothelidae,Caprimulgiformes,Australian,,,avibase-175A7534
193,1,subspecies,317,u317a,Mainland Australian Owlet-nightjar,Aegotheles cristatus cristatus,Owlet-nightjars,Aegothelidae,Caprimulgiformes,Endemic,Least Concern,,avibase-B5E5239C
194,1,subspecies,317,u317b,Tasmanian Australian Owlet-nightjar,Aegotheles cristatus tasmanicus,Owlet-nightjars,Aegothelidae,Caprimulgiformes,Endemic,Least Concern,,avibase-66A5D413
195,,species,9941,9941,Papuan Spine-tailed Swift,Mearnsia novaeguineae,Swifts and Swiftlets,Apodidae,Caprimulgiformes,Vagrant,,,avibase-BC8996E2
196,1,subspecies,9941,u9941,Papuan Spine-tailed Swift (ssp),Mearnsia novaeguineae ssp,Swifts and Swiftlets,Apodidae,Caprimulgiformes,Vagrant,,,
197,,species,334,334,White-throated Needletail,Hirundapus caudacutus,Swifts and Swiftlets,Apodidae,Caprimulgiformes,Non-breeding,,,avibase-EA55CA27
198,1,subspecies,334,u334,Eastern White-throated Needletail,Hirundapus caudacutus caudacutus,Swifts and Swiftlets,Apodidae,Caprimulgiformes,Non-breeding,Vulnerable,,avibase-95400F8C
199,,species,9704,9704,Silver-backed Needletail,Hirundapus cochinchinensis,Swifts and Swiftlets,Apodidae,Caprimulgiformes,Vagrant,,,
200,1,subspecies,9704,u9704,Silver-backed Needletail (ssp),Hirundapus cochinchinensis ssp,Swifts and Swiftlets,Apodidae,Caprimulgiformes,Vagrant,,,
201,,species,9925,9925,Glossy Swiftlet,Collocalia esculenta,Swifts and Swiftlets,Apodidae,Caprimulgiformes,Australian,,,avibase-1D0E677F
202,1,subspecies,9925,u9925a,Christmas Island Glossy Swiftlet,Collocalia esculenta natalis,Swifts and Swiftlets,Apodidae,Caprimulgiformes,Endemic,Least Concern,,avibase-48E1BFD0
203,1,subspecies,9925,u9925b,New Guinean Glossy Swiftlet,Collocalia esculenta nitens,Swifts and Swiftlets,Apodidae,Caprimulgiformes,Vagrant,,,avibase-D37D1F97
204,,species,333,333,Australian Swiftlet,Aerodramus terraereginae,Swifts and Swiftlets,Apodidae,Caprimulgiformes,Australian,,,avibase-CB433EED
205,1,subspecies,333,u333a,Chillagoe Australian Swiftlet,Aerodramus terraereginae chillagoensis,Swifts and Swiftlets,Apodidae,Caprimulgiformes,Endemic,Least Concern,,avibase-2129D8BB
206,1,subspecies,333,u333b,Coastal Australian Swiftlet,Aerodramus terraereginae terraereginae,Swifts and Swiftlets,Apodidae,Caprimulgiformes,Endemic,Least Concern,,avibase-28E35123
207,,species,881,881,Uniform Swiftlet,Aerodramus vanikorensis,Swifts and Swiftlets,Apodidae,Caprimulgiformes,Vagrant,,,avibase-4ADF31A6
208,1,subspecies,881,u881,New Guinean Uniform Swiftlet,Aerodramus vanikorensis yorki,Swifts and Swiftlets,Apodidae,Caprimulgiformes,Vagrant,,,avibase-079A4A40
209,,species,335,335,Fork-tailed Swift,Apus pacificus,Swifts and Swiftlets,Apodidae,Caprimulgiformes,Non-breeding,,,avibase-E23EBEFB
210,1,subspecies,335,u335,Eastern Fork-tailed Swift,Apus pacificus pacificus,Swifts and Swiftlets,Apodidae,Caprimulgiformes,Non-breeding,Least Concern,,avibase-BB044D4C
211,,species,828,828,House Swift,Apus nipalensis,Swifts and Swiftlets,Apodidae,Caprimulgiformes,Vagrant,,,avibase-2A241F0C
212,1,subspecies,828,u828,Indonesian House Swift,Apus nipalensis subfurcatus,Swifts and Swiftlets,Apodidae,Caprimulgiformes,Vagrant,,,avibase-F19D541D
213,,species,9714,9714,Common Swift,Apus apus,Swifts and Swiftlets,Apodidae,Caprimulgiformes,Vagrant,,,
214,1,subspecies,9714,u9714a,Common Swift (ssp),Apus apus ssp,Swifts and Swiftlets,Apodidae,Caprimulgiformes,Vagrant,,,
215,,species,9935,9935,Lesser Coucal,Centropus bengalensis,Cuckoos,Cuculidae,Cuculiformes,Vagrant,,,avibase-FD7D022A
216,1,subspecies,9935,u9935,Lesser Coucal (ssp),Centropus bengalensis sarasinorum,Cuckoos,Cuculidae,Cuculiformes,Vagrant,,,avibase-C326B41B
217,,species,349,349,Pheasant Coucal,Centropus phasianinus,Cuckoos,Cuculidae,Cuculiformes,Australian,,,avibase-122A6A6D
218,1,subspecies,349,u349b,Northern Pheasant Coucal,Centropus phasianinus melanurus,Cuckoos,Cuculidae,Cuculiformes,Endemic,Least Concern,,avibase-CAC18C48
219,1,subspecies,349,u349a,Eastern Pheasant Coucal,Centropus phasianinus phasianinus,Cuckoos,Cuculidae,Cuculiformes,Endemic,Least Concern,,avibase-46C1222A
220,1,subspecies,349,u349c,Papuan Pheasant Coucal,Centropus phasianinus thierfelderi,Cuckoos,Cuculidae,Cuculiformes,Australian,Least Concern,,avibase-8853FCF5
221,1,species,5128,u5128,Chestnut-winged Cuckoo,Clamator coromandus,Cuckoos,Cuculidae,Cuculiformes,Vagrant,,,
222,,species,9937,9937,Asian Koel,Eudynamys scolopaceus,Cuckoos,Cuculidae,Cuculiformes,Vagrant,,,avibase-61503588
223,1,subspecies,9937,u9937,Asian Koel (ssp),Eudynamys scolopaceus ssp,Cuckoos,Cuculidae,Cuculiformes,Vagrant,Least Concern,,
224,,species,347,347,Eastern Koel,Eudynamys orientalis,Cuckoos,Cuculidae,Cuculiformes,Australian,,,avibase-A9881D27
225,1,subspecies,347,u347a,South-east Eastern Koel,Eudynamys orientalis cyanocephalus,Cuckoos,Cuculidae,Cuculiformes,Endemic (breeding only),Least Concern,,avibase-203E098D
226,1,subspecies,347,u347b,Torresian Eastern Koel,Eudynamys orientalis subcyanocephalus,Cuckoos,Cuculidae,Cuculiformes,Australian,Least Concern,,avibase-35A67CD8
227,1,species,791,u791,Long-tailed Cuckoo,Urodynamis taitensis,Cuckoos,Cuculidae,Cuculiformes,Vagrant,,,avibase-3BD58F08
228,,species,348,348,Channel-billed Cuckoo,Scythrops novaehollandiae,Cuckoos,Cuculidae,Cuculiformes,Australian,,,avibase-D9638667
229,1,subspecies,348,u348,Australian Channel-billed Cuckoo,Scythrops novaehollandiae novaehollandiae,Cuckoos,Cuculidae,Cuculiformes,Australian,Least Concern,,avibase-1FA2DDE5
230,1,species,342,u342,Horsfield's Bronze-Cuckoo,Chalcites basalis,Cuckoos,Cuculidae,Cuculiformes,Endemic (breeding only),Least Concern,,avibase-91248B47
231,1,species,341,u341,Black-eared Cuckoo,Chalcites osculans,Cuckoos,Cuculidae,Cuculiformes,Endemic (breeding only),Least Concern,,avibase-087C279E
232,,species,344,344,Shining Bronze-Cuckoo,Chalcites lucidus,Cuckoos,Cuculidae,Cuculiformes,Australian,,,avibase-19268395
233,1,subspecies,344,u344a,New Zealand Shining Bronze-Cuckoo,Chalcites lucidus lucidus,Cuckoos,Cuculidae,Cuculiformes,Non-breeding,Least Concern,,avibase-FD93F192
234,1,subspecies,344,u344b,Australian Shining Bronze-Cuckoo,Chalcites lucidus plagosus,Cuckoos,Cuculidae,Cuculiformes,Endemic (breeding only),Least Concern,,avibase-CE0BD607
235,,species,345,345,Little Bronze-Cuckoo,Chalcites minutillus,Cuckoos,Cuculidae,Cuculiformes,Australian,,,avibase-B001B6F0
236,1,subspecies,345,u345a,Eastern Little Bronze-Cuckoo,Chalcites minutillus barnardi,Cuckoos,Cuculidae,Cuculiformes,Endemic (breeding only),Least Concern,,avibase-49427264
237,1,subspecies,345,u345b,Western Little Bronze-Cuckoo,Chalcites minutillus minutillus,Cuckoos,Cuculidae,Cuculiformes,Endemic,Least Concern,,avibase-2AFF6B29
238,1,subspecies,345,u345c,Gould's Bronze-Cuckoo,Chalcites minutillus russatus,Cuckoos,Cuculidae,Cuculiformes,Endemic,Least Concern,,avibase-020C86DB
239,,species,340,340,Chestnut-breasted Cuckoo,Cacomantis castaneiventris,Cuckoos,Cuculidae,Cuculiformes,Australian,,,avibase-26360764
240,1,subspecies,340,u340,Australian Chestnut-breasted Cuckoo,Cacomantis castaneiventris castaneiventris,Cuckoos,Cuculidae,Cuculiformes,Endemic (breeding only),Least Concern,,avibase-E4EA80F9
241,,species,338,338,Fan-tailed Cuckoo,Cacomantis flabelliformis,Cuckoos,Cuculidae,Cuculiformes,Australian,,,avibase-D86848D4
242,1,subspecies,338,u338,Australian Fan-tailed Cuckoo,Cacomantis flabelliformis flabelliformis,Cuckoos,Cuculidae,Cuculiformes,Endemic,Least Concern,,avibase-58E6D6EE
243,,species,339,339,Brush Cuckoo,Cacomantis variolosus,Cuckoos,Cuculidae,Cuculiformes,Australian,,,avibase-8755D994
244,1,subspecies,339,u339,Southern Brush Cuckoo,Cacomantis variolosus variolosus,Cuckoos,Cuculidae,Cuculiformes,Endemic (breeding only),Least Concern,,avibase-2E14CB8C
245,1,species,337,u337,Pallid Cuckoo,Heteroscenes pallidus,Cuckoos,Cuculidae,Cuculiformes,Endemic (breeding only),Least Concern,,avibase-D2B68684
246,1,species,5129,u5129,Square-tailed Drongo-cuckoo,Surniculus lugubris,Cuckoos,Cuculidae,Cuculiformes,Vagrant,,,
247,1,species,9949,u9949,Large Hawk-Cuckoo,Hierococcyx sparverioides,Cuckoos,Cuculidae,Cuculiformes,Vagrant,,,avibase-CC033E81
248,1,species,5064,u5064,Whistling Hawk-cuckoo,Hierococcyx nisicolor,Cuckoos,Cuculidae,Cuculiformes,Vagrant,,,
249,,species,9703,9703,Indian Cuckoo,Cuculus micropterus,Cuckoos,Cuculidae,Cuculiformes,Vagrant,,,
250,1,subspecies,9703,u9703,Indian Cuckoo (ssp),Cuculus micropterus ssp,Cuckoos,Cuculidae,Cuculiformes,Vagrant,,,
251,1,species,336,u336,Oriental Cuckoo,Cuculus optatus,Cuckoos,Cuculidae,Cuculiformes,Non-breeding,,,avibase-5195E456
252,1,species,48,u48,Red-necked Crake,Rallina tricolor,"Crakes, Rails and Swamphens",Rallidae,Gruiformes,Australian,Least Concern,,avibase-EBD8C251
253,1,species,900,u900,Red-legged Crake,Rallina fasciata,"Crakes, Rails and Swamphens",Rallidae,Gruiformes,Vagrant,,,avibase-1DFAA1B7
254,,species,9705,9705,Slaty-breasted Rail,Lewinia striata,"Crakes, Rails and Swamphens",Rallidae,Gruiformes,Vagrant,,,
255,1,subspecies,9705,u9705,Slaty-breasted Rail (ssp),Lewinia striata ssp,"Crakes, Rails and Swamphens",Rallidae,Gruiformes,Vagrant,,,
256,,species,45,45,Lewin's Rail,Lewinia pectoralis,"Crakes, Rails and Swamphens",Rallidae,Gruiformes,Australian,,,avibase-8B6FB21F
257,1,subspecies,45,u45a,Tasmanian Lewin's Rail,Lewinia pectoralis brachipus,"Crakes, Rails and Swamphens",Rallidae,Gruiformes,Endemic,Least Concern,,avibase-6C39A739
258,1,subspecies,45,u45b,Western Australian Lewin's Rail,Lewinia pectoralis clelandi,"Crakes, Rails and Swamphens",Rallidae,Gruiformes,"Extinct, Endemic",Extinct,,avibase-760E6480
259,1,subspecies,45,u45c,Eastern Australian Lewin's Rail,Lewinia pectoralis pectoralis,"Crakes, Rails and Swamphens",Rallidae,Gruiformes,Endemic,Least Concern,,avibase-197A980C
260,,species,47,47,Chestnut Rail,Eulabeornis castaneoventris,"Crakes, Rails and Swamphens",Rallidae,Gruiformes,Australian,,,avibase-EC514143
261,1,subspecies,47,u47,Australian Chestnut Rail,Eulabeornis castaneoventris castaneoventris,"Crakes, Rails and Swamphens",Rallidae,Gruiformes,Endemic,Least Concern,,avibase-82D33C6E
262,1,species,966,u966,Lord Howe Woodhen,Hypotaenidia sylvestris,"Crakes, Rails and Swamphens",Rallidae,Gruiformes,Endemic,Endangered,,avibase-A2D6E35A
263,,species,46,46,Buff-banded Rail,Hypotaenidia philippensis,"Crakes, Rails and Swamphens",Rallidae,Gruiformes,Australian,,,avibase-732D08C3
264,1,subspecies,46,u46a,Cocos Keeling Buff-banded Rail,Hypotaenidia philippensis andrewsi,"Crakes, Rails and Swamphens",Rallidae,Gruiformes,Endemic,Endangered,,avibase-F3261D00
265,1,subspecies,46,u46b,Macquarie Island Buff-banded Rail,Hypotaenidia philippensis macquariensis,"Crakes, Rails and Swamphens",Rallidae,Gruiformes,"Extinct, Endemic",Extinct,,avibase-444839DC
266,1,subspecies,46,u46c,Australian Buff-banded Rail,Hypotaenidia philippensis mellori,"Crakes, Rails and Swamphens",Rallidae,Gruiformes,Endemic (breeding only),Least Concern,,avibase-46AF43F0
267,1,subspecies,46,u46d,Coral Sea Buff-banded Rail,Hypotaenidia philippensis tounelieri,"Crakes, Rails and Swamphens",Rallidae,Gruiformes,Australian,Least Concern,,
268,1,species,899,u899,Corncrake,Crex crex,"Crakes, Rails and Swamphens",Rallidae,Gruiformes,Vagrant,,,avibase-7E257242
269,1,species,49,u49,Australian Spotted Crake,Porzana fluminea,"Crakes, Rails and Swamphens",Rallidae,Gruiformes,Endemic,Least Concern,,avibase-C1F82F7A
270,,species,715,715,Ruddy-breasted Crake,Zapornia fusca,"Crakes, Rails and Swamphens",Rallidae,Gruiformes,Vagrant,,,avibase-14C2B730
271,1,subspecies,715,u715,Eastern Ruddy-breasted Crake,Zapornia fusca fusca,"Crakes, Rails and Swamphens",Rallidae,Gruiformes,Vagrant,,,avibase-8E418C00
272,,species,50,50,Baillon's Crake,Zapornia pusilla,"Crakes, Rails and Swamphens",Rallidae,Gruiformes,Australian,,,avibase-34D5B04D
273,1,subspecies,50,u50,Torresian Baillon's Crake,Zapornia pusilla palustris,"Crakes, Rails and Swamphens",Rallidae,Gruiformes,Australian,Least Concern,,avibase-8CEDC3BC
274,,species,51,51,Spotless Crake,Zapornia tabuensis,"Crakes, Rails and Swamphens",Rallidae,Gruiformes,Australian,,,avibase-C15FF1EB
275,1,subspecies,51,u51,Australasian Spotless Crake,Zapornia tabuensis tabuensis,"Crakes, Rails and Swamphens",Rallidae,Gruiformes,Australian,Least Concern,,avibase-68E0D1AA
276,,species,53,53,Pale-vented Bush-hen,Amaurornis moluccana,"Crakes, Rails and Swamphens",Rallidae,Gruiformes,Australian,,,avibase-8CB46BDE
277,1,subspecies,53,u53,Torresian Pale-vented Bush-hen,Amaurornis moluccana ruficrissa,"Crakes, Rails and Swamphens",Rallidae,Gruiformes,Australian,Least Concern,,avibase-2669E59B
278,,species,768,768,White-breasted Waterhen,Amaurornis phoenicurus,"Crakes, Rails and Swamphens",Rallidae,Gruiformes,Australian,,,avibase-F53518E3
279,1,subspecies,768,u768,Eastern White-breasted Waterhen,Amaurornis phoenicurus phoenicurus,"Crakes, Rails and Swamphens",Rallidae,Gruiformes,Australian,Least Concern,,avibase-A0CFA482
280,1,species,52,u52,White-browed Crake,Amaurornis cinerea,"Crakes, Rails and Swamphens",Rallidae,Gruiformes,Australian,Least Concern,,avibase-498A4369
281,1,species,711,u711,Watercock,Gallicrex cinerea,"Crakes, Rails and Swamphens",Rallidae,Gruiformes,Vagrant,,,avibase-39B7A3C7
282,,species,58,58,Purple Swamphen,Porphyrio porphyrio,"Crakes, Rails and Swamphens",Rallidae,Gruiformes,Australian,,,avibase-AC1E791E
283,1,subspecies,58,u58a,Western Australian Purple Swamphen,Porphyrio porphyrio bellus,"Crakes, Rails and Swamphens",Rallidae,Gruiformes,Endemic,Least Concern,,avibase-916C1B9C
284,1,subspecies,58,u58b,Australasian Purple Swamphen,Porphyrio porphyrio melanotus,"Crakes, Rails and Swamphens",Rallidae,Gruiformes,Endemic,Least Concern,,avibase-CE039B56
285,1,species,746,u746,White Gallinule,Porphyrio albus,"Crakes, Rails and Swamphens",Rallidae,Gruiformes,"Extinct, Endemic",Extinct,,avibase-1A365A3F
286,,species,8090,8090,Common Moorhen,Gallinula chloropus,"Crakes, Rails and Swamphens",Rallidae,Gruiformes,Vagrant,,,avibase-8F82FF8C
287,1,subspecies,8090,u8090,Common Moorhen (ssp),Gallinula chloropus ssp,"Crakes, Rails and Swamphens",Rallidae,Gruiformes,Vagrant,,,
288,,species,56,56,Dusky Moorhen,Gallinula tenebrosa,"Crakes, Rails and Swamphens",Rallidae,Gruiformes,Australian,,,avibase-0BA183A7
289,1,subspecies,56,u56,Australian Dusky Moorhen,Gallinula tenebrosa tenebrosa,"Crakes, Rails and Swamphens",Rallidae,Gruiformes,Endemic,Least Concern,,avibase-75C162AD
290,1,species,9715,u9715,Lesser Moorhen,Paragallinula angulata,"Crakes, Rails and Swamphens",Rallidae,Gruiformes,Vagrant,,,
291,1,species,55,u55,Black-tailed Native-hen,Tribonyx ventralis,"Crakes, Rails and Swamphens",Rallidae,Gruiformes,Endemic,Least Concern,,avibase-B0A6B924
292,1,species,54,u54,Tasmanian Native-hen,Tribonyx mortierii,"Crakes, Rails and Swamphens",Rallidae,Gruiformes,Endemic,Least Concern,,avibase-4CF76CCF
293,,species,59,59,Eurasian Coot,Fulica atra,"Crakes, Rails and Swamphens",Rallidae,Gruiformes,Australian,,,avibase-B682B2A9
294,1,subspecies,59,u59,Australian Eurasian Coot,Fulica atra australis,"Crakes, Rails and Swamphens",Rallidae,Gruiformes,Australian,Least Concern,,avibase-7A570928
295,,species,898,898,Sarus Crane,Grus antigone,Cranes,Gruidae,Gruiformes,Australian,,,avibase-8D891DB7
296,1,subspecies,898,u898,Australian Sarus Crane,Grus antigone gillae,Cranes,Gruidae,Gruiformes,Endemic,Least Concern,,avibase-8498583D
297,1,species,177,u177,Brolga,Grus rubicunda,Cranes,Gruidae,Gruiformes,Australian,Least Concern,,avibase-A4480D02
298,1,species,176,u176,Australian Bustard,Ardeotis australis,Bustards,Otididae,Otidiformes,Australian,Least Concern,,avibase-5D1DFB96
299,1,species,927,u927,King Penguin,Aptenodytes patagonicus,Penguins,Spheniscidae,Sphenisciformes,Australian,Least Concern,,avibase-827A77C7
300,1,species,804,u804,Emperor Penguin,Aptenodytes forsteri,Penguins,Spheniscidae,Sphenisciformes,Vagrant,,,avibase-58848B71
301,,species,926,926,Gentoo Penguin,Pygoscelis papua,Penguins,Spheniscidae,Sphenisciformes,Australian,,,avibase-F2B3BF2A
302,1,subspecies,926,u926,Subantarctic Gentoo Penguin,Pygoscelis papua papua,Penguins,Spheniscidae,Sphenisciformes,Australian,Vulnerable,,avibase-A9681732
303,1,species,924,u924,Adelie Penguin,Pygoscelis adeliae,Penguins,Spheniscidae,Sphenisciformes,Vagrant,,,avibase-4A947BE7
304,1,species,925,u925,Chinstrap Penguin,Pygoscelis antarcticus,Penguins,Spheniscidae,Sphenisciformes,Vagrant,,,avibase-75B943A3
305,1,species,968,u968,Royal Penguin,Eudyptes schlegeli,Penguins,Spheniscidae,Sphenisciformes,Endemic (breeding only),Least Concern,,avibase-01A11B3A
306,1,species,8005,u8005,Macaroni Penguin,Eudyptes chrysolophus,Penguins,Spheniscidae,Sphenisciformes,Australian,Vulnerable,,avibase-2C2BC004
307,1,species,8869,u8869,Northern Rockhopper Penguin,Eudyptes moseleyi,Penguins,Spheniscidae,Sphenisciformes,Vagrant,,,avibase-8722DFC2
308,,species,3,3,Southern Rockhopper Penguin,Eudyptes chrysocome,Penguins,Spheniscidae,Sphenisciformes,Australian,,,avibase-4023CC81
