TEMPORARY TAXONOMIC SORT ORDER,MAJOR GROUP,FAMILYNAME,COMMON NAME,NSXCODE,GENUS,SP,SUBSPECIES,SCIENTIFIC NAME,INTRODUCED,NPW ACT STATUS,NPW ACT STATUS COMMENT,EPBC ACT STATUS,EPBC ACT STATUS COMMENT,WEED OF NATIONAL SIGNIFICANCE,LANDSCAPE ACT Weed Status,DATE CREATED IN BDBSA,DATE TAXONOMY MODIFIED IN BDBSA,SPECIES with AUTHOR
3023,Angiospermae,UMBELLIFERAE,Buttercup Pennywort,E02378,Hydrocotyle,intertexta,     ,Hydrocotyle intertexta,,,,,,,,1990-10-02 00:00:00,2022-06-02 17:10:18,Hydrocotyle intertexta R.Br. ex A.Rich.
3024,Angiospermae,UMBELLIFERAE,Stinking Pennywort,W02375,Hydrocotyle,laxiflora,     ,Hydrocotyle laxiflora,,,,,,,,1990-10-02 00:00:00,,Hydrocotyle laxiflora DC.
3025,Angiospermae,UMBELLIFERAE,Medic Pennywort,A02376,Hydrocotyle,medicaginoides,     ,Hydrocotyle medicaginoides,,,,,,,,1990-10-02 00:00:00,,Hydrocotyle medicaginoides Turcz.
3026,Angiospermae,UMBELLIFERAE,Mossy Pennywort,C02377,Hydrocotyle,muscosa,     ,Hydrocotyle muscosa,,,,,,,,1990-10-02 00:00:00,,Hydrocotyle muscosa R.Br. ex A.Rich.
3027,Angiospermae,UMBELLIFERAE,Wing Pennywort,Q02380,Hydrocotyle,pterocarpa,     ,Hydrocotyle pterocarpa,,,,,,,,1990-10-02 00:00:00,,Hydrocotyle pterocarpa F.Muell.
3028,Angiospermae,UMBELLIFERAE,Mallee Pennywort,S02381,Hydrocotyle,rugulosa,     ,Hydrocotyle rugulosa,,,,,,,,1990-10-02 00:00:00,,Hydrocotyle rugulosa Turcz.
3029,Angiospermae,UMBELLIFERAE,,G02379,Hydrocotyle,simulans,     ,Hydrocotyle simulans,,,,,,,,1990-10-02 00:00:00,2021-07-23 11:37:12,Hydrocotyle simulans A.J.Perkins
3030,Angiospermae,UMBELLIFERAE,Pennywort,E10502,Hydrocotyle,sp.,     ,Hydrocotyle sp.,,,,,,,,1990-10-02 00:00:00,,Hydrocotyle sp.
3031,Angiospermae,UMBELLIFERAE,Wild Parsley,U02382,Hydrocotyle,trachycarpa,     ,Hydrocotyle trachycarpa,,,,,,,,1990-10-02 00:00:00,,Hydrocotyle trachycarpa F.Muell.
3032,Angiospermae,UMBELLIFERAE,Three-part Pennywort,K04077,Hydrocotyle,tripartita,     ,Hydrocotyle tripartita,,,,,,,,1990-10-02 00:00:00,,Hydrocotyle tripartita R.Br. ex A.Rich.
3033,Angiospermae,UMBELLIFERAE,Shield Pennywort,W02383,Hydrocotyle,verticillata,     ,Hydrocotyle verticillata,,,,,,,,1990-10-02 00:00:00,,Hydrocotyle verticillata Thunb.
3034,Angiospermae,UMBELLIFERAE,Australian Lilaeopsis,A02384,Lilaeopsis,polyantha,     ,Lilaeopsis polyantha,,,,,,,,1990-10-02 00:00:00,,Lilaeopsis polyantha (Gand.)H.Eichler
3035,Angiospermae,UMBELLIFERAE,Water Dropwort,E02386,Oenanthe,pimpinelloides,     ,Oenanthe pimpinelloides,*,,,,,,Declared Landscape Act - Not For Sale,1990-10-02 00:00:00,2005-07-20 00:00:00,Oenanthe pimpinelloides L.
3036,Angiospermae,UMBELLIFERAE,Australian Carraway,G02387,Oreomyrrhis,eriopoda,     ,Oreomyrrhis eriopoda,,E,,,,,,1990-10-02 00:00:00,,Oreomyrrhis eriopoda (DC.)Hook.f.
3037,Angiospermae,UMBELLIFERAE,,G10715,Oreomyrrhis,sp.,     ,Oreomyrrhis sp.,,,,,,,,1990-10-02 00:00:00,,Oreomyrrhis sp.
3038,Angiospermae,UMBELLIFERAE,Parsnip,Y02388,Pastinaca,sativa,ssp. sativa    ,Pastinaca sativa ssp. sativa,*,,,,,,,1990-10-02 00:00:00,,Pastinaca sativa L. ssp. sativa
3039,Angiospermae,UMBELLIFERAE,Parsley,U02390,Petroselinum,crispum,     ,Petroselinum crispum,*,,,,,,,1990-10-02 00:00:00,,Petroselinum crispum (Mill.)Fuss
3040,Angiospermae,UMBELLIFERAE,Slender Platysace,G20139,Platysace,heterophylla,var.     ,Platysace heterophylla var.,,,,,,,,1990-10-02 00:00:00,,Platysace heterophylla
3041,Angiospermae,UMBELLIFERAE,Slender Platysace,K02389,Platysace,heterophylla,var. heterophylla    ,Platysace heterophylla var. heterophylla,,,,,,,,1990-10-02 00:00:00,,Platysace heterophylla (Benth.)C.Norman var. heterophylla
3042,Angiospermae,UMBELLIFERAE,Kangaroo Island Platysace,K02125,Platysace,heterophylla,var. tepperi    ,Platysace heterophylla var. tepperi,,R,,,,,,1990-10-02 00:00:00,,Platysace heterophylla (Benth.)C.Norman var. tepperi (J.M.Black)H.Eichler
3043,Angiospermae,UMBELLIFERAE,Platysace,S10789,Platysace,sp.,     ,Platysace sp.,,,,,,,,1990-10-02 00:00:00,,Platysace sp.
3044,Angiospermae,UMBELLIFERAE,Shepherd's Needle,W02391,Scandix,pecten-veneris,ssp. pecten-veneris    ,Scandix pecten-veneris ssp. pecten-veneris,*,,,,,,,1990-10-02 00:00:00,,Scandix pecten-veneris L. ssp. pecten-veneris
3045,Angiospermae,UMBELLIFERAE,Hartwort,K03869,Tordylium,apulum,     ,Tordylium apulum,*,,,,,,,1990-10-02 00:00:00,,Tordylium apulum L.
3046,Angiospermae,UMBELLIFERAE,,Y06320,Torilis,arvensis,     ,Torilis arvensis,*,,,,,,,2006-02-08 00:00:00,2011-12-16 12:41:44,Torilis arvensis (Huds.)Link
3047,Angiospermae,UMBELLIFERAE,Knotted Hedge-parsley,C02393,Torilis,nodosa,     ,Torilis nodosa,*,,,,,,,1990-10-02 00:00:00,,Torilis nodosa (L.)Gaertn.
3048,Angiospermae,UMBELLIFERAE,Blue Parsnip,U06422,Trachymene,bialata,     ,Trachymene bialata,,,,,,,,2006-03-01 00:00:00,,Trachymene bialata (Domin)B.L.Burtt
3049,Angiospermae,UMBELLIFERAE,Creeping Carrot,Z02399,Trachymene,ceratocarpa,     ,Trachymene ceratocarpa,,,,,,,,1990-10-02 00:00:00,2006-02-28 00:00:00,Trachymene ceratocarpa (W.Fitzg.)Keighery & Rye
3050,Angiospermae,UMBELLIFERAE,,Q15220,Trachymene,cf. anisocarpa,     ,Trachymene cf. anisocarpa,,,,,,,,1990-10-02 00:00:00,1993-11-29 00:00:00,Trachymene cf. anisocarpa
3051,Angiospermae,UMBELLIFERAE,Purple Trachymene,G02395,Trachymene,cyanopetala,     ,Trachymene cyanopetala,,,,,,,,1990-10-02 00:00:00,,Trachymene cyanopetala (F.Muell.)Benth.
3052,Angiospermae,UMBELLIFERAE,Blue Parsnip,S06421,Trachymene,glaucifolia,     ,Trachymene glaucifolia,,,,,,,,2006-03-01 00:00:00,,Trachymene glaucifolia (F.Muell.)Benth.
3053,Angiospermae,UMBELLIFERAE,Cotton-ball Trachymene,A06424,Trachymene,ornata,     ,Trachymene ornata,,,,,,,,2006-03-01 00:00:00,,Trachymene ornata (Endl.)Druce
3054,Angiospermae,UMBELLIFERAE,Dwarf Trachymene,M02398,Trachymene,pilosa,     ,Trachymene pilosa,,,,,,,,1990-10-02 00:00:00,,Trachymene pilosa Sm.
3055,Angiospermae,UMBELLIFERAE,Trachymene,C10993,Trachymene,sp.,     ,Trachymene sp.,,,,,,,,1990-10-02 00:00:00,,Trachymene sp.
3056,Angiospermae,UMBELLIFERAE,Native Parsnip,E02394,Trachymene,thysanocarpa,     ,Trachymene thysanocarpa,,R*,equivalent (name mismatch: NPW Act name as anisocarpa),,,,,1990-10-02 00:00:00,2006-03-01 00:00:00,Trachymene thysanocarpa J.M.Hart
3057,Angiospermae,UMBELLIFERAE,Celery Family,Y15156,Umbelliferae,sp.,     ,Umbelliferae sp.,,,,,,,,1990-10-02 00:00:00,,Umbelliferae sp.
3058,Angiospermae,UMBELLIFERAE,Hairy Xanthosia,S02401,Xanthosia,huegelii,     ,Xanthosia huegelii,,,,,,,,1990-10-02 00:00:00,2005-02-16 00:00:00,Xanthosia huegelii (Benth.)Steud.
3059,Angiospermae,UMBELLIFERAE,Cut-leaf Xanthosia,S04089,Xanthosia,leiophylla,     ,Xanthosia leiophylla,,,,,,,,1990-10-02 00:00:00,2005-02-16 00:00:00,Xanthosia leiophylla Klatt
3060,Angiospermae,UMBELLIFERAE,Xanthosia,Y11056,Xanthosia,sp.,     ,Xanthosia sp.,,,,,,,,1990-10-02 00:00:00,,Xanthosia sp.
3061,Angiospermae,UMBELLIFERAE,Southern Xanthosia,U02402,Xanthosia,tasmanica,     ,Xanthosia tasmanica,,R,,,,,,1990-10-02 00:00:00,,Xanthosia tasmanica Domin
3062,Angiospermae,ERICACEAE,Strawberry Tree,W02403,Arbutus,unedo,     ,Arbutus unedo,*,,,,,,,1990-10-02 00:00:00,,Arbutus unedo L.
3063,Angiospermae,ERICACEAE,Irish Heath,C05941,Daboecia,cantabrica,     ,Daboecia cantabrica,*,,,,,,,2005-03-10 00:00:00,,Daboecia cantabrica (Hudson)K.Koch
3064,Angiospermae,ERICACEAE,Tree Heath,K03981,Erica,arborea,     ,Erica arborea,*,,,,,,Declared Landscape Act - Not For Sale,1990-10-02 00:00:00,,Erica arborea L.
3065,Angiospermae,ERICACEAE,Berry-flower Heath,Y03664,Erica,baccans,     ,Erica baccans,*,,,,,,Declared Landscape Act - Not For Sale,1990-10-02 00:00:00,,Erica baccans L.
3066,Angiospermae,ERICACEAE,,A06096,Erica,caffra,     ,Erica caffra,*,,,,,,,2005-07-26 00:00:00,,Erica caffra L.
3067,Angiospermae,ERICACEAE,,C06097,Erica,canaliculata,     ,Erica canaliculata,*,,,,,,,2005-07-26 00:00:00,,Erica canaliculata Andrews
3068,Angiospermae,ERICACEAE,,E06098,Erica,cinerea,     ,Erica cinerea,*,,,,,,,2005-07-26 00:00:00,,Erica cinerea L.
3069,Angiospermae,ERICACEAE,,G06099,Erica,cruenta,     ,Erica cruenta,*,,,,,,,2005-07-26 00:00:00,,Erica cruenta Sol.
3070,Angiospermae,ERICACEAE,,Y06100,Erica,darleyensis,     ,Erica darleyensis,*,,,,,,,2005-07-26 00:00:00,,Erica darleyensis Bean
3071,Angiospermae,ERICACEAE,,M06102,Erica,discolor,     ,Erica discolor,*,,,,,,,2005-07-26 00:00:00,,Erica discolor Andrews
3072,Angiospermae,ERICACEAE,,Z06103,Erica,glandulosa,     ,Erica glandulosa,*,,,,,,,2005-07-26 00:00:00,,Erica glandulosa Thunb.
3073,Angiospermae,ERICACEAE,,Q06228,Erica,hirta,     ,Erica hirta,*,,,,,,,2005-11-08 00:00:00,,Erica hirta Thunb.
3074,Angiospermae,ERICACEAE,,Q06104,Erica,hirtiflora,     ,Erica hirtiflora,*,,,,,,,2005-07-26 00:00:00,,Erica hirtiflora Curt.
3075,Angiospermae,ERICACEAE,Spanish Heath,A02404,Erica,lusitanica,     ,Erica lusitanica,*,,,,,,,1990-10-02 00:00:00,,Erica lusitanica Rudolphi
3076,Angiospermae,ERICACEAE,,S06105,Erica,mauritanica,     ,Erica mauritanica,*,,,,,,,2005-07-26 00:00:00,,Erica mauritanica L.
3077,Angiospermae,ERICACEAE,,U06106,Erica,melanthera,     ,Erica melanthera,*,,,,,,,2005-07-26 00:00:00,,Erica melanthera Thunb.
3078,Angiospermae,ERICACEAE,,W06107,Erica,peziza,     ,Erica peziza,*,,,,,,,2005-07-26 00:00:00,,Erica peziza Lodd.
3079,Angiospermae,ERICACEAE,,A06108,Erica,quadrangularis,     ,Erica quadrangularis,*,,,,,,,2005-07-26 00:00:00,,Erica quadrangularis Salisb.
3080,Angiospermae,ERICACEAE,,C06109,Erica,simulans,     ,Erica simulans,*,,,,,,,2005-07-26 00:00:00,,Erica simulans Dulfer
3081,Angiospermae,ERICACEAE,Heath,C10377,Erica,sp.,     ,Erica sp.,*,,,,,,,1990-10-02 00:00:00,,Erica sp.
3082,Angiospermae,ERICACEAE,,Z06111,Erica,subulata,     ,Erica subulata,*,,,,,,,2005-07-26 00:00:00,,Erica subulata J.C.Wendl.
3083,Angiospermae,ERICACEAE,,Q06112,Erica,vestita,     ,Erica vestita,*,,,,,,,2005-07-26 00:00:00,,Erica vestita Thunb.
3084,Angiospermae,ERICACEAE,Australian Heath Family,W15055,Ericaceae,sp.,     ,Ericaceae sp.,*,,,,,,,1990-10-02 00:00:00,,Ericaceae sp.
3085,Angiospermae,ERICACEAE,Common Rhododendron,E32342,Rhododendron,ponticum,     ,Rhododendron ponticum,*,,,,,,,2013-02-11 00:00:00,,Rhododendron ponticum L.
3086,Angiospermae,EPACRIDACEAE,Ridged Ground-berry,E02406,Acrotriche,affinis,     ,Acrotriche affinis,,,,,,,,1990-10-02 00:00:00,,Acrotriche affinis DC.
3087,Angiospermae,EPACRIDACEAE,Blunt-leaf Ground-berry,G02407,Acrotriche,cordata,     ,Acrotriche cordata,,,,,,,,1990-10-02 00:00:00,,Acrotriche cordata (Labill.)R.Br.
3088,Angiospermae,EPACRIDACEAE,Hybrid Ground-berry,Q15352,Acrotriche,cordata,     ,Acrotriche cordata X Acrotriche patula,,,,,,,,1994-12-20 00:00:00,2005-12-06 00:00:00,Acrotriche cordata X Acrotriche patula R.Br.
3089,Angiospermae,EPACRIDACEAE,Native Currant,Y02408,Acrotriche,depressa,     ,Acrotriche depressa,,,,,,,,1990-10-02 00:00:00,,Acrotriche depressa R.Br.
3090,Angiospermae,EPACRIDACEAE,Mount Lofty Ground-berry,K02409,Acrotriche,fasciculiflora,     ,Acrotriche fasciculiflora,,,,,,,,1990-10-02 00:00:00,,Acrotriche fasciculiflora (Regel)Benth.
3091,Angiospermae,EPACRIDACEAE,Kangaroo Island Ground-berry,U02410,Acrotriche,halmaturina,     ,Acrotriche halmaturina,,,,,,,,1990-10-02 00:00:00,,Acrotriche halmaturina B.R.Paterson
3092,Angiospermae,EPACRIDACEAE,Prickly Ground-berry,W02411,Acrotriche,patula,     ,Acrotriche patula,,,,,,,,1990-10-02 00:00:00,,Acrotriche patula R.Br.
3093,Angiospermae,EPACRIDACEAE,Cushion Ground-berry,G00583,Acrotriche,serrulata,     ,Acrotriche serrulata,,,,,,,,1990-10-02 00:00:00,,Acrotriche serrulata R.Br.
3094,Angiospermae,EPACRIDACEAE,Ground-berry,Z10011,Acrotriche,sp.,     ,Acrotriche sp.,,,,,,,,1990-10-02 00:00:00,,Acrotriche sp.
3095,Angiospermae,EPACRIDACEAE,Fringed Brachyloma,E02414,Brachyloma,ciliatum,     ,Brachyloma ciliatum,,,,,,,,1990-10-02 00:00:00,,Brachyloma ciliatum (R.Br.)Benth.
3096,Angiospermae,EPACRIDACEAE,Daphne Heath,G02415,Brachyloma,daphnoides,     ,Brachyloma daphnoides,,,,,,,,1990-10-02 00:00:00,1993-01-04 00:00:00,Brachyloma daphnoides (Sm.)Benth.
3097,Angiospermae,EPACRIDACEAE,Brush Heath,E20030,Brachyloma,ericoides,ssp.     ,Brachyloma ericoides ssp.,,,,,,,,1990-10-02 00:00:00,,Brachyloma ericoides
3098,Angiospermae,EPACRIDACEAE,Kangaroo Island Brush Heath,M01114,Brachyloma,ericoides,ssp. bicolor    ,Brachyloma ericoides ssp. bicolor,,,,,,,,1990-10-02 00:00:00,,Brachyloma ericoides (Schltdl.)Sond. ssp. bicolor R.J.Bates
3099,Angiospermae,EPACRIDACEAE,Brush Heath,Y02416,Brachyloma,ericoides,ssp. ericoides    ,Brachyloma ericoides ssp. ericoides,,,,,,,,1990-10-02 00:00:00,,Brachyloma ericoides (Schltdl.)Sond. ssp. ericoides
3100,Angiospermae,EPACRIDACEAE,,S10145,Brachyloma,sp.,     ,Brachyloma sp.,,,,,,,,1990-10-02 00:00:00,,Brachyloma sp.
3101,Angiospermae,EPACRIDACEAE,Heath Family,U15054,Epacridaceae,sp.,     ,Epacridaceae sp.,,,,,,,,1990-10-02 00:00:00,,Epacridaceae sp.
3102,Angiospermae,EPACRIDACEAE,Common Heath,M02418,Epacris,impressa,     ,Epacris impressa,,,,,,,,1990-10-02 00:00:00,,Epacris impressa Labill.
3103,Angiospermae,EPACRIDACEAE,Heath,A10368,Epacris,sp.,     ,Epacris sp.,,,,,,,,1990-10-02 00:00:00,,Epacris sp.
3104,Angiospermae,EPACRIDACEAE,Lance Beard-heath,G02431,Leucopogon,affinis,     ,Leucopogon affinis,,,,,,,,1990-10-02 00:00:00,2018-05-28 17:20:08,Leucopogon affinis R.Br.
3105,Angiospermae,EPACRIDACEAE,Scrambling Beard-heath,K02425,Leucopogon,concurvus,     ,Leucopogon concurvus,,,,,,,,1990-10-02 00:00:00,,Leucopogon concurvus F.Muell.
3106,Angiospermae,EPACRIDACEAE,Twiggy Beard-heath,Z02427,Leucopogon,costatus,     ,Leucopogon costatus,,,,,,,,1990-10-02 00:00:00,,Leucopogon costatus (F.Muell.)F.Muell.ex J.M.Black
3107,Angiospermae,EPACRIDACEAE,Twisted Beard-heath,S02429,Leucopogon,glacialis,     ,Leucopogon glacialis,,,,,,,,1990-10-02 00:00:00,,Leucopogon glacialis Lindl.
3108,Angiospermae,EPACRIDACEAE,Hairy Beard-heath,E02430,Leucopogon,hirsutus,     ,Leucopogon hirsutus,,R,,,,,,1990-10-02 00:00:00,,Leucopogon hirsutus Sond.
3109,Angiospermae,EPACRIDACEAE,,S04549,Leucopogon,obovatus,ssp. obovatus    ,Leucopogon obovatus ssp. obovatus,,R,,,,,,1990-10-02 00:00:00,2012-03-15 11:41:42,Leucopogon obovatus (Labill.)R.Br. ssp. obovatus
3110,Angiospermae,EPACRIDACEAE,Coast Beard-heath,Y02432,Leucopogon,parviflorus,     ,Leucopogon parviflorus,,,,,,,,1990-10-02 00:00:00,,Leucopogon parviflorus (Andrews)Lindl.
3111,Angiospermae,EPACRIDACEAE,Beard-heath,W10579,Leucopogon,sp.,     ,Leucopogon sp.,,,,,,,,1990-10-02 00:00:00,,Leucopogon sp.
3112,Angiospermae,EPACRIDACEAE,Tassel flower,Z32495,Leucopogon,verticillatus,     ,Leucopogon verticillatus,*,,,,,,,2015-01-12 00:00:00,,Leucopogon verticillatus R.Br.
3113,Angiospermae,EPACRIDACEAE,,Y32036,Leucopogon,virgatus,var. brevifolius    ,Leucopogon virgatus var. brevifolius,,,,,,,,2008-08-22 00:00:00,,Leucopogon virgatus (Labill.)R.Br. var. brevifolius Benth.
3114,Angiospermae,EPACRIDACEAE,Common Beard-heath,M02434,Leucopogon,virgatus,var. virgatus    ,Leucopogon virgatus var. virgatus,,,,,,,,1990-10-02 00:00:00,2005-02-01 00:00:00,Leucopogon virgatus (Labill.)R.Br. var. virgatus
3115,Angiospermae,EPACRIDACEAE,Peach Heath,Q02436,Lissanthe,strigosa,ssp. subulata    ,Lissanthe strigosa ssp. subulata,,,,,,,,1990-10-02 00:00:00,2005-02-01 00:00:00,Lissanthe strigosa (Sm.)R.Br. ssp. subulata (R.Br.)J.M.Powell
3116,Angiospermae,EPACRIDACEAE,Prickly Broom-heath,S04901,Monotoca,scoparia,     ,Monotoca scoparia,,,,,,,,1990-10-02 00:00:00,,Monotoca scoparia (Sm.)R.Br.
3117,Angiospermae,EPACRIDACEAE,Pink Swamp-heath,U02438,Sprengelia,incarnata,     ,Sprengelia incarnata,,R,,,,,,1990-10-02 00:00:00,,Sprengelia incarnata Sm.
3118,Angiospermae,EPACRIDACEAE,Flame Heath,A02412,Stenanthera,conostephioides,     ,Stenanthera conostephioides,,,,,,,,1990-10-02 00:00:00,2018-01-17 09:44:51,Stenanthera conostephioides Sond.
3119,Angiospermae,EPACRIDACEAE,Golden Heath,W02439,Styphelia,adscendens,     ,Styphelia adscendens,,,,,,,,1990-10-02 00:00:00,,Styphelia adscendens R.Br.
3120,Angiospermae,EPACRIDACEAE,Cleland's Beard-heath,G02423,Styphelia,clelandii,     ,Styphelia clelandii,,R,,,,,,1990-10-02 00:00:00,2021-12-16 15:27:39,Styphelia clelandii (Cheel)J.H.Willis
3121,Angiospermae,EPACRIDACEAE,Heart-leaf Beard-heath,M02426,Styphelia,cordifolia,     ,Styphelia cordifolia,,,,,,,,1990-10-02 00:00:00,2021-12-16 15:33:02,Styphelia cordifolia (Lindl.)F.Muell.
3122,Angiospermae,EPACRIDACEAE,Pink Beard-heath,Q02428,Styphelia,ericoides,     ,Styphelia ericoides,,,,,,,,1990-10-02 00:00:00,2021-12-16 16:55:56,Styphelia ericoides Sm.
3123,Angiospermae,EPACRIDACEAE,Desert Heath,Y02440,Styphelia,exarrhena,     ,Styphelia exarrhena,,,,,,,,1990-10-02 00:00:00,,Styphelia exarrhena (F.Muell.)F.Muell.
3124,Angiospermae,EPACRIDACEAE,Candle Cranberry,Q32496,Styphelia,foliosa,     ,Styphelia foliosa,*,,,,,,,2015-01-12 00:00:00,2021-12-16 15:15:31,"Styphelia foliosa (Sond.)Hislop, Crayn & Puente-Lel."
3125,Angiospermae,EPACRIDACEAE,Cranberry Heath,C02413,Styphelia,humifusa,     ,Styphelia humifusa,,,,,,,,1990-10-02 00:00:00,2021-12-16 15:03:50,Styphelia humifusa (Cav.)Pers.
3126,Angiospermae,EPACRIDACEAE,Ruddy Beard-heath,K02433,Styphelia,rufa,     ,Styphelia rufa,,,,,,,,1990-10-02 00:00:00,2021-12-16 16:59:36,Styphelia rufa (Lindl.)F.Muell.
3127,Angiospermae,EPACRIDACEAE,Heath,Z10955,Styphelia,sp.,     ,Styphelia sp.,,,,,,,,1990-10-02 00:00:00,,Styphelia sp.
3128,Angiospermae,EPACRIDACEAE,Nodding Beard-heath,Z02435,Styphelia,woodsii,     ,Styphelia woodsii,,,,,,,,1990-10-02 00:00:00,2021-12-16 17:02:59,Styphelia woodsii (F.Muell.)F.Muell.
3129,Angiospermae,PRIMULACEAE,,S10057,Anagallis,sp.,     ,Anagallis sp.,*,,,,,,,1990-10-02 00:00:00,,Anagallis sp.
3130,Angiospermae,PRIMULACEAE,Pimpernel,M02442,Lysimachia,arvensis,     ,Lysimachia arvensis,*,,,,,,,1990-10-02 00:00:00,2018-01-17 14:15:41,Lysimachia arvensis (L.)U.Manns & Anderb.
3131,Angiospermae,PRIMULACEAE,Asterolinon,Z02443,Lysimachia,linum-stellatum,     ,Lysimachia linum-stellatum,*,,,,,,,1990-10-02 00:00:00,2018-01-17 14:22:08,Lysimachia linum-stellatum L.
3132,Angiospermae,PRIMULACEAE,Chaffweed,Q02444,Lysimachia,minima,     ,Lysimachia minima,*,,,,,,,1990-10-02 00:00:00,2018-01-17 14:18:44,Lysimachia minima (L.)U.Manns & Anderb.
3133,Angiospermae,PRIMULACEAE,Desert Samolus,Z03155,Samolus,eremaeus,     ,Samolus eremaeus,,R,,,,,,1990-10-02 00:00:00,,Samolus eremaeus S.W.L.Jacobs
3134,Angiospermae,PRIMULACEAE,Creeping Brookweed,S02445,Samolus,repens,     ,Samolus repens,,,,,,,,1990-10-02 00:00:00,,Samolus repens (J.R.Forst. & G.Forst.)Pers.
3135,Angiospermae,PRIMULACEAE,Brookweed,S10877,Samolus,sp.,     ,Samolus sp.,,,,,,,,1990-10-02 00:00:00,,Samolus sp.
3136,Angiospermae,PLUMBAGINACEAE,,K05265,Plumbago,auriculata,     ,Plumbago auriculata,*,,,,,,,1993-01-04 00:00:00,,Plumbago auriculata Lam.
3137,Angiospermae,LIMONIACEAE,Dwarf Sea-lavender,W02447,Limonium,binervosum,     ,Limonium binervosum,*,,,,,,,1990-10-02 00:00:00,,Limonium binervosum (G.E.Sm.)C.E.Salmon
3138,Angiospermae,LIMONIACEAE,Sea-lavender,M02450,Limonium,companyonis,     ,Limonium companyonis,*,,,,,,,1990-10-02 00:00:00,,Limonium companyonis (Gren. & Billot)Kuntze
3139,Angiospermae,LIMONIACEAE,,M01838,Limonium,diffusum,     ,Limonium diffusum,*,,,,,,,1990-10-02 00:00:00,2008-02-27 00:00:00,Limonium diffusum Pourr.)Kuntze
3140,Angiospermae,LIMONIACEAE,,E04014,Limonium,hyblaeum,     ,Limonium hyblaeum,*,,,,,,,1990-10-02 00:00:00,,Limonium hyblaeum Brullo
3141,Angiospermae,LIMONIACEAE,Winged Sea-lavender,A02448,Limonium,lobatum,     ,Limonium lobatum,*,,,,,,,1990-10-02 00:00:00,,Limonium lobatum (L.f.)Chaz.
3142,Angiospermae,LIMONIACEAE,,Q32020,Limonium,perezii,     ,Limonium perezii,*,,,,,,,2008-03-19 00:00:00,,Limonium perezii (Stapf)F.T.Hubb.
3143,Angiospermae,LIMONIACEAE,Notch-leaf Sea-lavender,C02449,Limonium,sinuatum,     ,Limonium sinuatum,*,,,,,,,1990-10-02 00:00:00,,Limonium sinuatum (L.)Mill.
3144,Angiospermae,LIMONIACEAE,Sea-lavender,Q10584,Limonium,sp.,     ,Limonium sp.,*,,,,,,,1990-10-02 00:00:00,,Limonium sp.
3145,Angiospermae,OLEACEAE,Narrow-leaved Ash,C32757,Fraxinus,angustifolia,ssp.     ,Fraxinus angustifolia ssp.,*,,,,,,,2019-07-30 00:00:00,,Fraxinus angustifolia Vahl
3146,Angiospermae,OLEACEAE,Narrow-leaved Ash,Q04108,Fraxinus,angustifolia,ssp. angustifolia    ,Fraxinus angustifolia ssp. angustifolia,*,,,,,,Declared Landscape Act - Not For Sale,1990-10-02 00:00:00,2010-03-31 10:24:39,Fraxinus angustifolia Vahl ssp. angustifolia
3147,Angiospermae,OLEACEAE,Desert Ash,U32162,Fraxinus,angustifolia,ssp. oxycarpa    ,Fraxinus angustifolia ssp. oxycarpa,*,,,,,,Declared Landscape Act - Not For Sale,2010-03-31 00:00:00,,Fraxinus angustifolia Vahl ssp. oxycarpa (M.Bieb. ex Willd.) Franco & Rocha Afonso
3148,Angiospermae,OLEACEAE,Manna Ash,Y32336,Fraxinus,ornus,     ,Fraxinus ornus,*,,,,,,,2012-11-05 00:00:00,,Fraxinus ornus L.
3149,Angiospermae,OLEACEAE,Ash,A32756,Fraxinus,sp.,     ,Fraxinus sp.,*,,,,,,,2019-07-30 00:00:00,,Fraxinus sp.
3150,Angiospermae,OLEACEAE,Native Jasmine,Q04768,Jasminum,didymum,ssp. lineare    ,Jasminum didymum ssp. lineare,,,,,,,,1990-10-02 00:00:00,1993-04-16 00:00:00,Jasminum didymum G.Forst. ssp. lineare (R.Br.)P.Green
3151,Angiospermae,OLEACEAE,,S32161,Jasminum,mesnyi,     ,Jasminum mesnyi,*,,,,,,,2010-03-31 00:00:00,,Jasminum mesnyi Hance
3152,Angiospermae,OLEACEAE,Pink Jasmine,S32445,Jasminum,polyanthum,     ,Jasminum polyanthum,*,,,,,,,2014-01-22 00:00:00,,Jasminum polyanthum Franch.
3153,Angiospermae,OLEACEAE,Jasmine,M32734,Jasminum,sp.,     ,Jasminum sp.,*,,,,,,,2019-02-12 00:00:00,,Jasminum sp.
3154,Angiospermae,OLEACEAE,European Privet,G03867,Ligustrum,vulgare,     ,Ligustrum vulgare,*,,,,,,,1990-10-02 00:00:00,,Ligustrum vulgare L.
3155,Angiospermae,OLEACEAE,Olive,S20125,Olea,europaea,ssp.     ,Olea europaea ssp.,*,,,,,,,1990-10-02 00:00:00,,Olea europaea
3156,Angiospermae,OLEACEAE,African Olive,C04497,Olea,europaea,ssp. cuspidata    ,Olea europaea ssp. cuspidata,*,,,,,,,1990-10-02 00:00:00,2005-02-01 00:00:00,Olea europaea L. ssp. cuspidata (Wall. ex G.Don)Cif.
3157,Angiospermae,OLEACEAE,Olive,U04902,Olea,europaea,ssp. europaea    ,Olea europaea ssp. europaea,*,,,,,,,1990-10-02 00:00:00,,Olea europaea L. ssp. europaea
