name,scientificName_old,scientificName_new,commonName_old,commonName_new,status_old,status_new,listUpdate
Pigea cymulosa,,Pigea cymulosa,,,,Critically Endangered,status change
Pigea sp. Chloroxantha (E. Bennett & D. Bright EUC 1810),,Pigea,,,,Priority 3: Poorly-known species,status change
Pigea volubilis,,Pigea volubilis,,,,Priority 2: Poorly-known species,status change
Poranthera dissecta,,Poranthera dissecta,,,,Priority 2: Poorly-known species,status change
Portulaca sp. Berkeley River (M.D. Barrett MDB 4766),,Portulaca,,Purslane Plants,,Priority 1: Poorly-known species,status change
Portulaca sp. finely echinate (D.G. Tulloch 41),,Portulaca sp. finely echinate (D.G.Tulloch 41),,,,Priority 1: Poorly-known species,status change
Portulaca sp. Kununurra (M.D. Barrett MDB 5981),,Portulaca,,Purslane Plants,,Priority 1: Poorly-known species,status change
Portulaca sp. Theda Station (R.L. Barrett & M.D. Barrett RLB 3285),,Portulaca,,Purslane Plants,,Priority 3: Poorly-known species,status change
Pterostylis segregata,,Pterostylis,,Greenhoods,,Priority 1: Poorly-known species,status change
Ptilotus seminudus,,Ptilotus seminudus,,Rabbit Tails,,Priority 3: Poorly-known species,status change
Ptilotus sp. Cue (P. Armstrong PA 16/362),,Ptilotus sp. Cue (P.Armstrong PA 16/362),,,,Priority 1: Poorly-known species,status change
Ptilotus sp. Kalgoorlie (J. Jackson & B. Moyle 260),,Ptilotus sp. Kalgoorlie (J.Jackson & B.Moyle 260),,,,Priority 1: Poorly-known species,status change
Ptilotus sp. Kookynie (J. Jackson & B. Moyle 261),,Ptilotus sp. Kookynie (J.Jackson & B.Moyle 261),,,,Priority 1: Poorly-known species,status change
Pultenaea sp. Mt Lesueur (J.S. Beard 7827),,Pultenaea sp. Mt Lesueur (J.S.Beard 7827),,,,Priority 2: Poorly-known species,status change
Chorilaena rudis subsp. linearis,,Chorilaena,,,,"Priority 4: Rare, Near Threatened",status change
"Rhodanthe sp. Yuna (G.J. Keighery, B.J. Keighery & B. Moyle 2820)",,"Rhodanthe sp. Yuna (G.J.Keighery, B.J.Keighery & B.Moyle 2820)",,,,Priority 3: Poorly-known species,status change
Diplacrum blakei,,Diplacrum,,,,Priority 1: Poorly-known species,status change
Sida sp. Turee Creek (P.-L.de Kock PLDK1116),,,,,,Priority 1: Poorly-known species,status change
Solanum sp. W Hamersley Range (S. Colwill & B. Duncan LCR99-01),,Solanum,,Tūpurupuru,,Priority 1: Poorly-known species,status change
Stackhousia muricata subsp. Perennial (W.R. Barker 3641),,Stackhousia,,Candles,,Priority 3: Poorly-known species,status change
Stenanthemum sp. Eganu (S. Patrick 4537),,Stenanthemum,,,,Priority 2: Poorly-known species,status change
Stenanthera lacsalaria A.J.G.Wilson & Hislop,,Stenanthera,,Rare Flame Heath,,Priority 1: Poorly-known species,status change
Streptoglossa sp. Cracking clays (S. van Leeuwen et al. PBS 7353),,Streptoglossa sp. Cracking clays (S.van Leeuwen et al. PBS 7353),,,,Priority 3: Poorly-known species,status change
Streptoglossa sp. South Coast (R.M. Hoggart 16/1113),,Streptoglossa,,,,Priority 2: Poorly-known species,status change
Styphelia bracteolosa,,Styphelia,,Maal,,Priority 3: Poorly-known species,status change
Styphelia echinulata,,Styphelia,,Maal,,Priority 2: Poorly-known species,status change
Styphelia hyalina,,Styphelia,,Maal,,Priority 3: Poorly-known species,status change
Styphelia incerta,,Styphelia,,Maal,,Priority 3: Poorly-known species,status change
Styphelia pallens,,Styphelia,,Maal,,Priority 2: Poorly-known species,status change
Styphelia papillosa,,Styphelia,,Maal,,Priority 3: Poorly-known species,status change
Styphelia platyneura,,Styphelia,,Maal,,Priority 2: Poorly-known species,status change
Styphelia sp. Kirkalocka (A.S. George 17738),,Styphelia,,Maal,,Priority 1: Poorly-known species,status change
Styphelia sp. Watheroo (M. Hislop 4324),,Styphelia,,Maal,,Priority 2: Poorly-known species,status change
Styphelia subglauca,,Styphelia,,Maal,,Priority 3: Poorly-known species,status change
Styphelia tamminensis,,Leucopogon tamminensis,,,Priority 3: Poorly-known species,Priority 2: Poorly-known species,status change
Styphelia williamsiorum,,Styphelia williamsiorum,,,,Priority 3: Poorly-known species,status change
Swainsona sp. Burnerbinmah (D. Edinger et al. 38),,Swainsona sp. Burnerbinmah (D.Edinger et al. 38),,,,Priority 1: Poorly-known species,status change
Synaphea sp. Jilakin Flat Rocks Rd (R. Butcher et. al RB200),,Synaphea sp. Jilakin Flat Rocks Rd (R.Butcher et al. RB200),,,,Priority 1: Poorly-known species,status change
Themeda sp. Panorama (J. Nelson et al. NS 102),,Themeda,,,,Priority 1: Poorly-known species,status change
"Tricostularia sp. Mogumber (A. Harris s.n., 23/12/2015)",,"Tricostularia sp. Mogumber (A.Harris s.n., 23/12/2015)",,,,Priority 2: Poorly-known species,status change
Tricostularia sp. Porongurup (I. Abbott 18),,Tricostularia sp. Porongurup (I.Abbott 18),,,,Priority 1: Poorly-known species,status change
Tricostularia sp. Two Peoples Bay (G. Wardell-Johnson GWJ 114),,Tricostularia sp. Two Peoples Bay (G.Wardell-Johnson GWJ 114),,,,Priority 2: Poorly-known species,status change
Triodia sp. De Grey River (M.D. Barrett & B.M. Anderson MDB 4432),,,,,,Priority 1: Poorly-known species,status change
Typhonium sp. Middle Creek (M.D. Barrett MDB 3246),,Typhonium sp. Middle Creek (M.D.Barrett MDB 3246),,,,Priority 1: Poorly-known species,status change
Utricularia cowiei,,Utricularia,,Bladderworts,,Priority 1: Poorly-known species,status change
Anilios sp. (Cape Range),,Anilios,,,,Priority 1: Poorly-known species,status change
Anous stolidus pileatus,,Anous stolidus pileatus,,Common Noddy,,Migratory,status change
Anstisia alba,,,,,,Critically Endangered,status change
Anstisia lutea,,,,,,"Priority 4: Rare, Near Threatened",status change
Anstisia vitellina,,,,,,Vulnerable,status change
Antichiropus cirratus,,Antichiropus cirratus,,,,Priority 1: Poorly-known species,status change
Antichiropus filiolus,,Antichiropus filiolus,,,,Priority 1: Poorly-known species,status change
Antichiropus forcipatus,,Antichiropus forcipatus,,,,Priority 1: Poorly-known species,status change
Antichiropus lucyae,,Antichiropus lucyae,,,,Priority 1: Poorly-known species,status change
Antichiropus nimbus,,Antichiropus nimbus,,,,Priority 1: Poorly-known species,status change
Antichiropus pendiculus,,Antichiropus pendiculus,,,,Priority 1: Poorly-known species,status change
Antichiropus sloanae,,Antichiropus sloanae,,,,Priority 1: Poorly-known species,status change
Apus pacificus pacificus,,Apus (Apus) pacificus pacificus,,,,Migratory,status change
Arenaria interpres interpres,,Arenaria interpres interpres,,Ruddy Turnstone,,Migratory,status change
Balaenoptera borealis schlegelii,,Balaenoptera borealis,,Sei Whale,,Endangered,status change
Balaenoptera musculus brevicauda,,Balaenoptera musculus brevicauda,,,,Endangered,status change
Balaenoptera physalus quoyi,,Balaenoptera physalus,,Fin Whale,,Endangered,status change
Bettongia lesueur (Barrow and Boodie Islands),,Bettongia lesueur Barrow and Boodie Islands subspecies,,Burrowing Bettong (barrow And Boodie Islands),,Conservation Dependent,status change
Calidris canutus piersmai,,Calidris (Calidris) canutus piersmai,,,,Endangered,status change
Calidris canutus rogersi,,Calidris (Calidris) canutus rogersi,,Red Knot (ssp. Rogersi),,Endangered,status change
Calidris falcinellus,,Calidris (Calidris) falcinellus,,Broad-billed Sandpiper,,Migratory,status change
Calidris falcinellus falcinellus,,Calidris (Calidris) falcinellus,,Broad-billed Sandpiper,,Migratory,status change
Calidris falcinellus sibirica,,Calidris (Calidris) falcinellus sibirica,,,,Migratory,status change
Calidris pugnax,,Calidris pugnax,,Ruff,,Migratory,status change
Cecropis daurica japonica,,HIRUNDINIDAE,,Swallows And Martins,,Migratory,status change
Chaeropus ecaudatus occidentalis,,Chaeropus ecaudatus occidentalis,,,,Extinct,status change
Chaeropus yirratji,,Chaeropus yirratji,,Yirratji,,Extinct,status change
Charadrius dubius curonicus,,Charadrius (Charadrius) dubius,,Little Ringed Plover,,Migratory,status change
Charadrius leschenaultii leschenaultii,,Charadrius (Charadrius) leschenaultii leschenaultii,,Greater Sand Plover,,Vulnerable,status change
Charadrius mongolus mongolus,,Charadrius (Charadrius) mongolus mongolus,,Lesser Sand Plover,,Endangered,status change
Chloebia gouldiae,,Chloebia gouldiae,,Gouldian Finch,,"Priority 4: Rare, Near Threatened",status change
Crenadactylus tuberculatus,,Crenadactylus tuberculatus,,Cape Range Clawless Gecko,,Priority 2: Poorly-known species,status change
Dasyurus geoffroii fortis,,Dasyurus geoffroii fortis,,,,Vulnerable,status change
Diomedea amsterdamensis,,Diomedea amsterdamensis,,Amsterdam Albatross,,Critically Endangered,status change
Diomedea antipodensis antipodensis,,Diomedea antipodensis antipodensis,,,,IA,status change
Draculoides anachoretus,,Draculoides anachoretus,,,,Vulnerable,status change
Draculoides bythius,,Draculoides bythius,,,,Vulnerable,status change
Draculoides gnophicola,,Draculoides gnophicola,,,,Vulnerable,status change
Draculoides kryptus,,Draculoides kryptus,,,,Vulnerable,status change
Falco peregrinus japonensis,,Falco (Hierofalco) peregrinus,,Duck Hawk,,Other Specially Protected,status change
Falco peregrinus macropus,,Falco (Hierofalco) peregrinus macropus,,Peregrine Falcon,,Other Specially Protected,status change
Fregata ariel ariel,,Fregata ariel ariel,,,,Migratory,status change
Gelochelidon nilotica [nilotica],,Gelochelidon,,,,Migratory,status change
Gelochelidon nilotica affinis,,Gelochelidon nilotica affinis,,,,Migratory,status change
Hirundapus caudacutus caudacutus,,Hirundapus caudacutus caudacutus,,White-throated Needletail,,Migratory,status change
Hirundo rustica gutturalis,,Hirundo (Hirundo) rustica gutturalis,,,,Migratory,status change
Hirundo rustica tytleri,,Hirundo (Hirundo) rustica,,Barn Swallow,,Migratory,status change
Ixobrychus eurhythmus,,ARDEIDAE,,Herons And Bitterns,,IA,status change
Ixobrychus flavicollis australis,,Ixobrychus flavicollis australis,,,,Priority 2: Poorly-known species,status change
Lagorchestes hirsutus (Central Australia),,Lagorchestes hirsutus Central Australian subspecies,,Mala,,Endangered,status change
Limosa lapponica anadyrensis,,Limosa lapponica anadyrensis,,,,Migratory,status change
Limosa lapponica lapponica,,Limosa lapponica,,Bar-tailed Godwit,,Migratory,status change
Limosa limosa melanuroides,,Limosa limosa melanuroides,,Black-tailed Godwit,,Migratory,status change
Malurus assimilis bernieri,,Malurus (Leggeornis) assimilis bernieri,,,,Vulnerable,status change
Megaptera novaeangliae australis,,Megaptera novaeangliae australis,,Southern Humpback Whale,,Conservation Dependent,status change
Mobula alfredi,,Mobula alfredi,,Coastal Manta Ray,,Migratory,status change
Mobula birostris,,Mobula birostris,,Giant Manta Ray,,Migratory,status change
Mobula eregoodoo,,Mobula eregoodoo,,Pygmy Devilray,,Migratory,status change
Motacilla cinerea cinerea,,Motacilla (Calobates) cinerea,,Grey Wagtail,,Migratory,status change
Myrmecobius fasciatus fasciatus,,Myrmecobius fasciatus fasciatus,,,,Endangered,status change
Ninox connivens connivens,,Ninox (Hieracoglaux) connivens connivens,,Barking Owl (southwest Subpop.),,Priority 3: Poorly-known species,status change
Numenius phaeopus variegatus,,Numenius (Phaeopus) phaeopus variegatus,,Asiatic Whimbrel,,Migratory,status change
Oceanites oceanicus oceanicus,,Oceanites oceanicus oceanicus,,,,Migratory,status change
Oceanodroma matsudariae,,Hydrobates,,,,Migratory,status change
Oceanodroma monorhis,,Hydrobates monorhis,,Swinhoe's Storm-petrel,,Migratory,status change
Onychoprion anaethetus anaethetus,,Onychoprion anaethetus anaethetus,,,,Migratory,status change
Orcaella heinsohni,,Orcaella heinsohni,,Australian Snubfin Dolphin,"Priority 4: Rare, Near Threatened",P4 & MI,status change
Ozimops cobourgianus,,Ozimops cobourgianus,,North-western Free-tailed Bat,,Priority 1: Poorly-known species,status change
Petrogale lateralis (MacDonnell Ranges),,Petrogale lateralis,,Black-footed Rock-wallaby,,Vulnerable,status change
Petrogale lateralis (West Kimberley),,Petrogale lateralis,,Black-footed Rock-wallaby,,Endangered,status change
Pezoporus wallicus flaviventris,,Pezoporus flaviventris,,Kyloring,,Critically Endangered,status change
Phaps elegans (Abrolhos subpop.),,Phaps elegans (Abrolhos subpop.),,Brush Bronzewing (abrolhos Subpop.),,"Priority 4: Rare, Near Threatened",status change
Pletholax edelensis,,Pletholax,,,,Priority 3: Poorly-known species,status change
Pluvialis squatarola squatarola,,Pluvialis squatarola squatarola,,,,Migratory,status change
Pseudomys gouldii,,Pseudomys gouldii,,Koontin,,Vulnerable,status change
Rhinonicteris aurantia (Pilbara),,Rhinonicteris aurantia,,Orange Leaf-nosed Bat,,Vulnerable,status change
Stenella attenuata attenuata,,Stenella attenuata,,Pantropical Spotted Dolphin,,Migratory,status change
Stenella longirostris roseiventris,,Stenella longirostris roseiventris,,Dwarf Spinner Dolphin,,"Priority 4: Rare, Near Threatened",status change
Sterna dougallii bangsi,,Sterna (Sterna) dougallii bangsi,,,,Migratory,status change
Sterna dougallii gracilis,,Sterna (Sterna) dougallii gracilis,,,,Migratory,status change
Sterna hirundo hirundo,,Sterna hirundo hirundo (Western Palearctic populations),,Atlantic Common Tern,,Migratory,status change
Sterna hirundo longipennis,,Sterna (Sterna) hirundo longipennis,,Common Tern,,Migratory,status change
Sterna hirundo minussensis,,Sterna (Sterna) hirundo,,Common Tern,,Migratory,status change
Sula dactylatra personata,,Sula dactylatra personata,,Masked (blue-faced) Booby,,Migratory,status change
Sula leucogaster plotus,,Sula leucogaster plotus,,Brown Booby,,Migratory,status change
"Teyl sp (BY Main 1953/2683, 1984/13)",,Teyl,,,,Critically Endangered,status change
Teyl sp. MYG693,,Teyl,,,,Critically Endangered,status change
Zanda baudinii,,Zanda baudinii,,Baudin's Black-cockatoo,,Endangered,status change
Zanda latirostris,,Zanda latirostris,,Short-billed Black-cockatoo,,Endangered,status change
