taxonRank,kingdom,class,order,family,genus,scientificName,specificEpithet,vernacularName,establishmentMeans,sourceStatus,protectedInNSW,sensitivityClass,tsprofileid,countryConservation,dcterms_modified,speciesID,taxonID,status
Species,Plantae,Flora,Flora,Symplocaceae,Symplocos,Symplocos baeuerlenii,baeuerlenii,Small-leaved Hazelwood,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10790.0,Vulnerable,2017-10-04T17:39:28.693+11:00,4397,4397,Vulnerable
Species,Plantae,Flora,Flora,Proteaceae,Hakea,Hakea pulvinifera,pulvinifera,Lake Keepit Hakea,"Alive in NSW, Native",Endangered,false,Category 2,10390.0,Endangered,2017-10-04T17:37:45.58+11:00,4403,4403,Endangered
Species,Plantae,Flora,Flora,Tiliaceae,Corchorus,Corchorus cunninghamii,cunninghamii,Native Jute,"Alive in NSW, Native",Endangered,false,Not Sensitive,10177.0,Endangered,2017-10-04T17:39:38.77+11:00,4405,4405,Endangered
Species,Plantae,Flora,Flora,Ericaceae,Epacris,Epacris hamiltonii,hamiltonii,,"Alive in NSW, Native",Endangered,false,Not Sensitive,10272.0,Endangered,2017-10-04T17:30:16.463+11:00,4430,4430,Endangered
Species,Plantae,Flora,Flora,Poaceae,Digitaria,Digitaria porrecta,porrecta,Finger Panic Grass,"Alive in NSW, Native",Endangered,false,Not Sensitive,10222.0,Not Listed,2017-10-04T17:41:07.617+11:00,4436,4436,Endangered
Species,Plantae,Flora,Flora,Proteaceae,Grevillea,Grevillea kennedyana,kennedyana,Flame Spider Flower,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10368.0,Vulnerable,2017-10-04T17:37:33.13+11:00,4445,4445,Vulnerable
Subspecies,Plantae,Flora,Flora,Proteaceae,Grevillea,Grevillea scortechinii subsp. sarmentosa,scortechinii,Backwater Grevillea,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10379.0,Not Listed,2017-10-04T17:45:28.733+11:00,4463,4463,Vulnerable
Species,Plantae,Flora,Flora,Orchidaceae,Rhizanthella,Rhizanthella slateri,slateri,Eastern Australian Underground Orchid,"Alive in NSW, Native",Vulnerable,true,Category 2,10730.0,Endangered,2018-10-26T23:43:16.47+11:00,4465,4465,Vulnerable
Species,Plantae,Flora,Flora,Fabaceae (Mimosoideae),Acacia,Acacia constablei,constablei,Narrabarba Wattle,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10010.0,Vulnerable,2017-10-04T17:33:27.093+11:00,4467,4467,Vulnerable
Species,Plantae,Flora,Flora,Myrtaceae,Eucalyptus,Eucalyptus cannonii,cannonii,Capertee Stringybark,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10289.0,Not Listed,2017-10-04T17:44:25.717+11:00,4488,4488,Vulnerable
Species,Plantae,Flora,Flora,Asteraceae,Olearia,Olearia flocktoniae,flocktoniae,Dorrigo Daisy Bush,"Alive in NSW, Native",Endangered,false,Not Sensitive,10577.0,Endangered,2017-10-04T17:27:41.82+11:00,4494,4494,Endangered
Species,Plantae,Flora,Flora,Fabaceae (Faboideae),Swainsona,Swainsona murrayana,murrayana,Slender Darling Pea,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10779.0,Vulnerable,2017-10-04T17:31:32.84+11:00,4514,4514,Vulnerable
Species,Plantae,Flora,Flora,Myrtaceae,Eucalyptus,Eucalyptus scoparia,scoparia,Wallangarra White Gum,"Alive in NSW, Native",Endangered,false,Not Sensitive,10315.0,Vulnerable,2017-10-04T17:45:47.763+11:00,4531,4531,Endangered
Species,Plantae,Flora,Flora,Argophyllaceae,Corokia,Corokia whiteana,whiteana,Corokia,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10178.0,Vulnerable,2017-10-04T17:32:01.73+11:00,4545,4545,Vulnerable
Species,Plantae,Flora,Flora,Myrtaceae,Eucalyptus,Eucalyptus kartzoffiana,kartzoffiana,Araluen Gum,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10297.0,Vulnerable,2022-11-04T17:28:59.747+11:00,4553,4553,Vulnerable
Species,Plantae,Flora,Flora,Fabaceae (Faboideae),Phyllota,Phyllota humifusa,humifusa,Dwarf Phyllota,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10626.0,Vulnerable,2022-11-04T17:29:02.467+11:00,4594,4594,Vulnerable
Species,Plantae,Flora,Flora,Myrtaceae,Eucalyptus,Eucalyptus mckieana,mckieana,McKie's Stringybark,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10300.0,Vulnerable,2017-10-04T17:34:47.483+11:00,4596,4596,Vulnerable
Species,Plantae,Flora,Flora,Fabaceae (Faboideae),Almaleea,Almaleea cambagei,cambagei,Torrington Pea,"Alive in NSW, Native",Endangered,false,Not Sensitive,10041.0,Vulnerable,2017-10-04T17:44:32.433+11:00,4608,4608,Endangered
Species,Plantae,Flora,Flora,Meliaceae,Owenia,Owenia cepiodora,cepiodora,Onion Cedar,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10579.0,Vulnerable,2017-10-04T17:33:13.42+11:00,4616,4616,Vulnerable
Species,Plantae,Flora,Flora,Fabaceae (Mimosoideae),Acacia,Acacia clunies-rossiae,clunies-rossiae,Kanangra Wattle,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10009.0,Not Listed,2017-10-04T17:33:25.75+11:00,4668,4668,Vulnerable
Species,Plantae,Flora,Flora,Brassicaceae,Lepidium,Lepidium monoplocoides,monoplocoides,Winged Peppercress,"Alive in NSW, Native",Endangered,false,Not Sensitive,10463.0,Endangered,2017-10-04T17:28:08.163+11:00,4689,4689,Endangered
Species,Plantae,Flora,Flora,Santalaceae,Thesium,Thesium australe,australe,Austral Toadflax,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10802.0,Vulnerable,2017-10-04T17:38:52.007+11:00,4704,4704,Vulnerable
Species,Plantae,Flora,Flora,Gentianaceae,Gentiana,Gentiana wissmannii,wissmannii,New England Gentian,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10348.0,Vulnerable,2017-10-04T17:43:11.637+11:00,4713,4713,Vulnerable
Species,Plantae,Flora,Flora,Ranunculaceae,Ranunculus,Ranunculus anemoneus,anemoneus,Anemone Buttercup,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10727.0,Vulnerable,2017-10-04T17:38:00.99+11:00,4728,4728,Vulnerable
Species,Plantae,Flora,Flora,Chenopodiaceae,Sclerolaena,Sclerolaena napiformis,napiformis,Turnip Copperburr,"Alive in NSW, Native",Endangered,false,Not Sensitive,10747.0,Endangered,2017-10-04T17:40:07.273+11:00,4734,4734,Endangered
Species,Plantae,Flora,Flora,Cyperaceae,Carex,Carex raleighii,raleighii,Raleigh Sedge,"Alive in NSW, Native",Endangered,false,Not Sensitive,10149.0,Not Listed,2017-10-04T17:29:23.743+11:00,4736,4736,Endangered
Species,Plantae,Flora,Flora,Gentianaceae,Gentiana,Gentiana bredboensis,bredboensis,Bredbo Gentian,"Alive in NSW, Native",Critically Endangered,false,Category 2,10346.0,Vulnerable,2017-10-04T17:42:22.51+11:00,4740,4740,Critically Endangered
Species,Plantae,Flora,Flora,Fabaceae (Mimosoideae),Acacia,Acacia ausfeldii,ausfeldii,Ausfeld's Wattle,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,20061.0,Not Listed,2017-12-04T10:05:00.027+11:00,4746,4746,Vulnerable
Species,Plantae,Flora,Flora,Apocynaceae,Cynanchum,Cynanchum elegans,elegans,White-flowered Wax Plant,"Alive in NSW, Native",Endangered,false,Not Sensitive,10196.0,Endangered,2017-10-04T17:23:18.017+11:00,4753,4753,Endangered
Species,Plantae,Flora,Flora,Myrtaceae,Eucalyptus,Eucalyptus pulverulenta,pulverulenta,Silver-leafed Gum,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10308.0,Vulnerable,2017-10-04T17:34:55.483+11:00,4798,4798,Vulnerable
Species,Plantae,Flora,Flora,Chenopodiaceae,Maireana,Maireana cheelii,cheelii,Chariot Wheels,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10504.0,Vulnerable,2017-10-04T17:28:46.053+11:00,4804,4804,Vulnerable
Species,Plantae,Flora,Flora,Orchidaceae,Sarcochilus,Sarcochilus dilatatus,dilatatus,Brown Butterfly Orchid,"Alive in NSW, Native",Endangered,true,Category 2,10743.0,Not Listed,2017-10-04T17:36:03.58+11:00,4818,4818,Endangered
Species,Plantae,Flora,Flora,Orchidaceae,Diuris,Diuris venosa,venosa,Veined Doubletail,"Alive in NSW, Native",Vulnerable,true,Category 2,10244.0,Vulnerable,2022-11-04T17:28:59.42+11:00,4836,4836,Vulnerable
Species,Plantae,Flora,Flora,Fabaceae (Faboideae),Swainsona,Swainsona recta,recta,Small Purple-pea,"Alive in NSW, Native",Endangered,false,Not Sensitive,10782.0,Endangered,2017-10-04T17:31:38.247+11:00,4843,4843,Endangered
Species,Plantae,Flora,Flora,Proteaceae,Floydia,Floydia praealta,praealta,Ball Nut,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10332.0,Vulnerable,2017-10-04T17:37:28.707+11:00,4844,4844,Vulnerable
Species,Plantae,Flora,Flora,Surianaceae,Cadellia,Cadellia pentastylis,pentastylis,Ooline,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10118.0,Vulnerable,2017-10-04T17:39:28.257+11:00,4854,4854,Vulnerable
Species,Plantae,Flora,Flora,Orchidaceae,Bulbophyllum,Bulbophyllum globuliforme,globuliforme,Hoop Pine Orchid,"Alive in NSW, Native",Vulnerable,true,Category 2,10112.0,Vulnerable,2011-11-11T11:23:01+11:00,4861,4861,Vulnerable
Species,Plantae,Flora,Flora,Acanthaceae,Xerothamnella,Xerothamnella parvifolia,parvifolia,Small-leaved Little Dry Shrub,"Alive in NSW, Native",Endangered,false,Not Sensitive,10844.0,Vulnerable,2020-09-08T19:13:25.753+10:00,4869,4869,Endangered
Species,Plantae,Flora,Flora,Fabaceae (Faboideae),Kennedia,Kennedia retrorsa,retrorsa,,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10442.0,Vulnerable,2017-10-04T17:31:12.62+11:00,4876,4876,Vulnerable
Species,Plantae,Flora,Flora,Asteraceae,Rutidosis,Rutidosis leiolepis,leiolepis,Monaro Golden Daisy,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10738.0,Vulnerable,2022-11-04T17:29:05.9+11:00,4879,4879,Vulnerable
Species,Plantae,Flora,Flora,Proteaceae,Macadamia,Macadamia tetraphylla,tetraphylla,Rough-shelled Bush Nut,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10499.0,Vulnerable,2017-10-04T17:37:50.41+11:00,4899,4899,Vulnerable
Species,Plantae,Flora,Flora,Fabaceae (Mimosoideae),Acacia,Acacia phasmoides,phasmoides,Phantom Wattle,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10021.0,Vulnerable,2017-10-04T17:33:52.5+11:00,4916,4916,Vulnerable
Species,Plantae,Flora,Flora,Asteraceae,Ammobium,Ammobium craspedioides,craspedioides,Yass Daisy,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10043.0,Vulnerable,2017-10-04T17:24:00.893+11:00,4928,4928,Vulnerable
Species,Plantae,Flora,Flora,Cupressaceae,Callitris,Callitris oblonga,oblonga,Pygmy Cypress Pine,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10132.0,Vulnerable,2017-10-04T17:29:12.837+11:00,4948,4948,Vulnerable
Species,Plantae,Flora,Flora,Asteraceae,Acanthocladium,Acanthocladium dockeri,dockeri,Spiny Everlasting,"Extinct in NSW, Native",Extinct,false,Not Sensitive,20212.0,Critically Endangered,2020-01-22T14:20:50.883+11:00,4963,4963,Extinct
Species,Plantae,Flora,Flora,Fabaceae (Mimosoideae),Acacia,Acacia bynoeana,bynoeana,Bynoe's Wattle,"Alive in NSW, Native",Endangered,false,Not Sensitive,10006.0,Vulnerable,2022-11-04T15:31:01.56+11:00,4964,4964,Endangered
Species,Plantae,Flora,Flora,Asteraceae,Rutidosis,Rutidosis heterogama,heterogama,Heath Wrinklewort,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10737.0,Vulnerable,2017-10-04T17:27:51.397+11:00,4980,4980,Vulnerable
Species,Plantae,Flora,Flora,Myrtaceae,Eucalyptus,Eucalyptus nicholii,nicholii,Narrow-leaved Black Peppermint,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10302.0,Vulnerable,2017-10-04T17:34:50.063+11:00,4991,4991,Vulnerable
Species,Plantae,Flora,Flora,Ranunculaceae,Clematis,Clematis fawcettii,fawcettii,Northern Clematis,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10169.0,Vulnerable,2017-10-04T17:38:00.287+11:00,4999,4999,Vulnerable
Species,Plantae,Flora,Flora,Poaceae,Ancistrachne,Ancistrachne maidenii,maidenii,,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10050.0,Not Listed,2017-10-04T17:36:17.75+11:00,5011,5011,Vulnerable
Species,Plantae,Flora,Flora,Cyperaceae,Eleocharis,Eleocharis obicis,obicis,Spike-Rush,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10264.0,Vulnerable,2017-10-04T17:29:40.417+11:00,5036,5036,Vulnerable
Species,Plantae,Flora,Flora,Fabaceae (Faboideae),Tephrosia,Tephrosia filipes,filipes,,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,20113.0,Not Listed,2017-10-04T17:45:40.2+11:00,5048,5048,Vulnerable
Species,Plantae,Flora,Flora,Asteraceae,Senecio,Senecio behrianus,behrianus,,"Extinct in NSW, Native",Extinct,false,Not Sensitive,20215.0,Endangered,2020-01-22T14:21:41.457+11:00,5060,5060,Extinct
Species,Plantae,Flora,Flora,Myrtaceae,Eucalyptus,Eucalyptus recurva,recurva,Mongarlowe Mallee,"Alive in NSW, Native",Critically Endangered,false,Not Sensitive,10310.0,Critically Endangered,2017-10-04T17:42:47.993+11:00,5066,5066,Critically Endangered
Species,Plantae,Flora,Flora,Brassicaceae,Lepidium,Lepidium pseudopapillosum,pseudopapillosum,Formbe Peppercress,"Alive in NSW, Native",Endangered,false,Not Sensitive,10977.0,Vulnerable,2017-10-04T17:41:30.07+11:00,5100,5100,Endangered
Species,Plantae,Flora,Flora,Fabaceae (Faboideae),Bossiaea,Bossiaea oligosperma,oligosperma,Few-seeded Bossiaea,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10104.0,Vulnerable,2017-10-04T17:30:52.557+11:00,5131,5131,Vulnerable
Species,Plantae,Flora,Flora,Rhamnaceae,Discaria,Discaria nitida,nitida,Leafy Anchor Plant,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10233.0,Not Listed,2022-11-04T17:28:58.747+11:00,5136,5136,Vulnerable
Species,Plantae,Flora,Flora,Gentianaceae,Gentiana,Gentiana wingecarribiensis,wingecarribiensis,Wingecarribee Gentian,"Alive in NSW, Native",Critically Endangered,false,Category 3,10347.0,Endangered,2021-03-05T12:53:47.673+11:00,5147,5147,Critically Endangered
Species,Plantae,Flora,Flora,Molluginaceae,Glinus,Glinus orygioides,orygioides,,"Extinct in NSW, Native",Extinct,false,Not Sensitive,20209.0,Not Listed,2022-12-15T10:46:51.84+11:00,5178,5178,Extinct
Species,Plantae,Flora,Flora,Orchidaceae,Pterostylis,Pterostylis cobarensis,cobarensis,Greenhood Orchid,"Alive in NSW, Native",Vulnerable,true,Category 2,10698.0,Not Listed,2017-10-04T17:42:28.447+11:00,5189,5189,Vulnerable
Species,Plantae,Flora,Flora,Poaceae,Deyeuxia,Deyeuxia appressa,appressa,,"Alive in NSW, Native",Endangered,false,Not Sensitive,10220.0,Endangered,2017-10-04T17:36:28.61+11:00,5205,5205,Endangered
Species,Plantae,Flora,Flora,Myrtaceae,Eucalyptus,Eucalyptus pumila,pumila,Pokolbin Mallee,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10309.0,Vulnerable,2017-10-04T17:34:55.72+11:00,5209,5209,Vulnerable
Species,Plantae,Flora,Flora,Myrtaceae,Homoranthus,Homoranthus darwinioides,darwinioides,Fairy Bells,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10409.0,Vulnerable,2020-12-04T10:08:51.13+11:00,5236,5236,Vulnerable
Species,Plantae,Flora,Flora,Lauraceae,Cryptocarya,Cryptocarya foetida,foetida,Stinking Cryptocarya,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10186.0,Vulnerable,2017-10-04T17:32:41.997+11:00,5243,5243,Vulnerable
Species,Plantae,Flora,Flora,Ericaceae,Melichrus,Melichrus hirsutus,hirsutus,Hairy Melichrus,"Alive in NSW, Native",Endangered,false,Not Sensitive,10520.0,Endangered,2021-10-22T13:50:20.883+11:00,5258,5258,Endangered
Species,Plantae,Flora,Flora,Proteaceae,Grevillea,Grevillea renwickiana,renwickiana,Nerriga Grevillea,"Alive in NSW, Native",Endangered,false,Not Sensitive,10376.0,Not Listed,2017-10-04T17:37:39.88+11:00,5269,5269,Endangered
Species,Plantae,Flora,Flora,Orchidaceae,Sarcochilus,Sarcochilus weinthalii,weinthalii,Blotched Sarcochilus,"Alive in NSW, Native",Vulnerable,true,Category 2,10746.0,Vulnerable,2017-12-04T10:30:31.6+11:00,5278,5278,Vulnerable
Species,Plantae,Flora,Flora,Rutaceae,Zieria,Zieria obcordata,obcordata,Granite Zieria,"Alive in NSW, Native",Endangered,false,Not Sensitive,10861.0,Endangered,2020-09-08T19:15:20.147+10:00,5282,5282,Endangered
Species,Plantae,Flora,Flora,Orchidaceae,Sarcochilus,Sarcochilus fitzgeraldii,fitzgeraldii,Ravine Orchid,"Alive in NSW, Native",Vulnerable,true,Category 2,10744.0,Vulnerable,2017-10-04T17:36:04.08+11:00,5297,5297,Vulnerable
Species,Plantae,Flora,Flora,Solanaceae,Solanum,Solanum karsense,karsense,Menindee Nightshade,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10762.0,Vulnerable,2017-10-04T17:39:16.74+11:00,5303,5303,Vulnerable
Species,Plantae,Flora,Flora,Brassicaceae,Lepidium,Lepidium peregrinum,peregrinum,Wandering Pepper Cress,"Alive in NSW, Native",Endangered,false,Not Sensitive,10464.0,Endangered,2017-10-04T17:41:41.307+11:00,5315,5315,Endangered
Species,Plantae,Flora,Flora,Proteaceae,Grevillea,Grevillea shiressii,shiressii,,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10380.0,Vulnerable,2017-10-04T17:37:41.033+11:00,5319,5319,Vulnerable
Species,Plantae,Flora,Flora,Fabaceae (Faboideae),Swainsona,Swainsona plagiotropis,plagiotropis,Red Darling Pea,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10780.0,Vulnerable,2017-10-04T17:31:34.277+11:00,5323,5323,Vulnerable
Species,Plantae,Flora,Flora,Sapindaceae,Lepiderema,Lepiderema pulchella,pulchella,Fine-leaved Tuckeroo,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10460.0,Not Listed,2017-10-04T17:44:18.683+11:00,5351,5351,Vulnerable
Species,Plantae,Flora,Flora,Orchidaceae,Phaius,Phaius australis,australis,Southern Swamp Orchid,"Alive in NSW, Native",Endangered,true,Category 2,10610.0,Endangered,2017-10-04T17:35:50.61+11:00,5361,5361,Endangered
Species,Plantae,Flora,Flora,Euphorbiaceae,Euphorbia,Euphorbia sarcostemmoides,sarcostemmoides,Climbing Caustic,"Alive in NSW, Native",Endangered,false,Not Sensitive,10323.0,Not Listed,2017-10-04T17:41:06.9+11:00,5366,5366,Endangered
Species,Plantae,Flora,Flora,Rutaceae,Boronia,Boronia repanda,repanda,Granite Rose,"Alive in NSW, Native",Endangered,true,Not Sensitive,10099.0,Endangered,2017-10-04T17:38:33.99+11:00,5424,5424,Endangered
Species,Plantae,Flora,Flora,Fabaceae (Mimosoideae),Acacia,Acacia georgensis,georgensis,Bega Wattle,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10014.0,Vulnerable,2022-11-04T17:28:55.773+11:00,5459,5459,Vulnerable
Species,Plantae,Flora,Flora,Fabaceae (Caesalpinioideae),Cassia,Cassia marksiana,marksiana,,"Alive in NSW, Native",Endangered,false,Not Sensitive,10150.0,Not Listed,2018-10-26T23:43:16.737+11:00,5460,5460,Endangered
Species,Plantae,Flora,Flora,Myrtaceae,Syzygium,Syzygium hodgkinsoniae,hodgkinsoniae,Red Lilly Pilly,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10792.0,Vulnerable,2017-10-04T17:35:20.47+11:00,5464,5464,Vulnerable
Species,Plantae,Flora,Flora,Asteraceae,Olearia,Olearia cordata,cordata,,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10576.0,Vulnerable,2017-10-04T17:27:40.693+11:00,5465,5465,Vulnerable
Subspecies,Plantae,Flora,Flora,Proteaceae,Persoonia,Persoonia mollis subsp. revoluta,mollis,,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,20345.0,Not Listed,2020-01-21T00:25:40.39+11:00,5466,5466,Vulnerable
Species,Plantae,Flora,Flora,Droseraceae,Aldrovanda,Aldrovanda vesiculosa,vesiculosa,Waterwheel Plant,"Alive in NSW, Native",Endangered,false,Not Sensitive,10035.0,Not Listed,2017-10-04T17:40:14.913+11:00,5467,5467,Endangered
Species,Plantae,Flora,Flora,Myrtaceae,Leptospermum,Leptospermum thompsonii,thompsonii,Monga Tea Tree,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10469.0,Vulnerable,2022-11-04T17:29:02.14+11:00,5476,5476,Vulnerable
Species,Plantae,Flora,Flora,Brassicaceae,Lepidium,Lepidium hyssopifolium,hyssopifolium,Aromatic Peppercress,"Alive in NSW, Native",Endangered,false,Not Sensitive,10462.0,Endangered,2017-10-04T17:28:07.74+11:00,5540,5540,Endangered
Species,Plantae,Flora,Flora,Myrtaceae,Melaleuca,Melaleuca groveana,groveana,Grove's Paperbark,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10516.0,Not Listed,2017-10-04T17:35:13.733+11:00,5549,5549,Vulnerable
Species,Plantae,Flora,Flora,Sapindaceae,Diploglottis,Diploglottis campbellii,campbellii,Small-leaved Tamarind,"Alive in NSW, Native",Endangered,false,Category 2,10231.0,Endangered,2017-10-04T17:38:54.74+11:00,5558,5558,Endangered
Species,Plantae,Flora,Flora,Myrtaceae,Leptospermum,Leptospermum deanei,deanei,,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10468.0,Vulnerable,2017-10-04T17:44:23.137+11:00,5563,5563,Vulnerable
Species,Plantae,Flora,Flora,Proteaceae,Grevillea,Grevillea rivularis,rivularis,Carrington Falls Grevillea,"Alive in NSW, Native",Critically Endangered,false,Not Sensitive,10378.0,Endangered,2018-10-26T23:43:16.97+11:00,5577,5577,Critically Endangered
Species,Plantae,Flora,Flora,Chenopodiaceae,Atriplex,Atriplex infrequens,infrequens,A saltbush,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10077.0,Vulnerable,2017-10-04T17:41:17.493+11:00,5592,5592,Vulnerable
Species,Plantae,Flora,Flora,Orchidaceae,Sarcochilus,Sarcochilus hartmannii,hartmannii,Hartman's Sarcochilus,"Alive in NSW, Native",Vulnerable,true,Category 2,10745.0,Vulnerable,2017-10-04T17:36:04.283+11:00,5596,5596,Vulnerable
Species,Plantae,Flora,Flora,Myrtaceae,Eucalyptus,Eucalyptus tetrapleura,tetrapleura,Square-fruited Ironbark,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10319.0,Vulnerable,2017-10-04T17:35:01.767+11:00,5600,5600,Vulnerable
Species,Plantae,Flora,Flora,Apocynaceae,Ochrosia,Ochrosia moorei,moorei,Southern Ochrosia,"Alive in NSW, Native",Endangered,false,Not Sensitive,10572.0,Endangered,2017-10-04T17:22:25.437+11:00,5617,5617,Endangered
Species,Plantae,Flora,Flora,Rutaceae,Bosistoa,Bosistoa transversa,transversa,Yellow Satinheart,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10103.0,Vulnerable,2018-10-26T23:43:17.27+11:00,5634,5634,Vulnerable
Species,Plantae,Flora,Flora,Gyrostemonaceae,Codonocarpus,Codonocarpus pyramidalis,pyramidalis,,"Extinct in NSW, Native",Extinct,false,Not Sensitive,20225.0,Vulnerable,2020-01-22T14:23:24.867+11:00,5638,5638,Extinct
