scientificName,class,family,sourceStatus,status,vernacularName,vernacularName_alt,,sensitivityZoneId
Hydrocotyle crassiuscula,Angiospermae,Umbelliferae,Rare,Rare,Spreading Pennywort,,,SA
Hydrocotyle diantha,Angiospermae,Umbelliferae,Endangered,Endangered,Kangaroo Island Pennywort,,,SA
Hydrurga leptonyx,,,SA: R,Rare,Leopard Seal,,,SA
Hyparrhenia hirta,Angiospermae,Gramineae,Declared,Declared,Tambookie Grass,,,SA
Hypericum japonicum,Angiospermae,Guttiferae,Rare,Rare,Matted St John's Wort,,,SA
Hyperoodon planifrons,,,SA: R,Rare,Southern Bottlenose Whale,,,SA
Hypolepis rugosula,Pteridophyta,Dennstaedtiaceae,Rare,Rare,Ruddy Ground-fern,,,SA
Iotasperma sessilifolium,Angiospermae,Compositae,Rare,Rare,,,,SA
Irenepharsus phasmatodes,Angiospermae,Cruciferae,Rare,Rare,Kangaroo Island Cress,,,SA
Isoetes drummondii,Pteridophyta,Isoetaceae,Rare,Rare,Plain Quillwort,,,SA
Isolepis producta,Angiospermae,Cyperaceae,Vulnerable,Vulnerable,Nutty Club-rush,Nutty Club-sedge,,SA
Isoodon auratus,,,SA: E,Endangered,Golden Bandicoot,,,SA
Isoodon obesulus,,,SA: V,Vulnerable,Southern Brown Bandicoot,,,SA
Isotoma fluviatilis,Angiospermae,Campanulaceae,Rare,Rare,Swamp Isotome,,,SA
Isotoma scapigera,Angiospermae,Campanulaceae,Rare,Rare,Salt Isotome,Erect Isotome,,SA
Ixobrychus dubius,,,SA: E,Endangered,Australian Little Bittern [Black-backed Bittern],,,SA
Ixodia achillaeoides,Angiospermae,Compositae,Endangered,Endangered,Sand Ixodia,,,SA
Jarava plumosa,Angiospermae,Gramineae,Declared,Declared,,,,SA
Juncus amabilis,Angiospermae,Juncaceae,Vulnerable,Vulnerable,,,,SA
Juncus australis,Angiospermae,Juncaceae,Rare,Rare,Austral Rush,,,SA
Juncus homalocaulis,Angiospermae,Juncaceae,Vulnerable,Vulnerable,Wiry Rush,,,SA
Juncus prismatocarpus,Angiospermae,Juncaceae,Endangered,Endangered,Branching Rush,,,SA
Juncus procerus,Angiospermae,Juncaceae,Rare,Rare,Tall Rush,,,SA
Juncus radula,Angiospermae,Juncaceae,Vulnerable,Vulnerable,Hoary Rush,,,SA
Kogia breviceps,,,SA: R,Rare,Pygmy Sperm Whale,,,SA
Kogia sima,,,SA: R,Rare,Dwarf Sperm Whale,,,SA
Lachnagrostis limitanea,Angiospermae,Gramineae,Endangered,Endangered,Spalding Blown-grass,Rare Blown-grass,,SA
Lachnagrostis robusta,Angiospermae,Gramineae,Rare,Rare,Tall Blown-grass,,,SA
Lachnagrostis rudis,Angiospermae,Gramineae,Vulnerable,Vulnerable,Ruddy Bent,Annual Bent-grass,,SA
Lachnagrostis semibarbata,Angiospermae,Gramineae,Rare,Rare,Narrow-leaf Blown-grass,,,SA
Lachnagrostis semibarbata,Angiospermae,Gramineae,Rare,Rare,,,,SA
Lagenophora sublyrata,Angiospermae,Compositae,Vulnerable,Vulnerable,Slender Bottle-daisy,Slender Lagenifera,,SA
Lagorchestes hirsutus,,,SA: E,Endangered,Rufous Hare-wallaby (Mala),,,SA
Lagorchestes leporides,,,SA: E,Endangered,Eastern Hare-wallaby,,,SA
Larus dominicanus,,,SA: R,Rare,Kelp Gull,,,SA
Lastreopsis acuminata,Pteridophyta,Dryopteridaceae,Endangered,Endangered,Shiny Shield-fern,,,SA
Lathamus discolor,,,SA: E,Endangered,Swift Parrot,,,SA
Lawrencia berthae,Angiospermae,Malvaceae,Rare,Rare,Showy Lawrencia,,,SA
Lechenaultia aphylla,Angiospermae,Goodeniaceae,Vulnerable,Vulnerable,Leafless Lechenaultia,,,SA
Leiocarpa pluriseta,Angiospermae,Compositae,Rare,Rare,,,,SA
Leionema equestre,Angiospermae,Rutaceae,Endangered,Endangered,Kangaroo Island Phebalium,Saddle-leaf Phebalium,,SA
Leionema hillebrandii,Angiospermae,Rutaceae,Rare,Rare,Mount Lofty Phebalium,Hillebrand's Phebalium,,SA
Leionema microphyllum,Angiospermae,Rutaceae,Rare,Rare,Limestone Phebalium,Spreading Phebalium,,SA
Leipoa ocellata,,,SA:V,Vulnerable,Malleefowl,,,SA
Lepidium desvauxii,Angiospermae,Cruciferae,Rare,Rare,Bushy Peppercress,,,SA
Lepidium draba,Angiospermae,Cruciferae,Declared,Declared,Hoary Cress,White Weed,,SA
Lepidium monoplocoides,Angiospermae,Cruciferae,Endangered,Endangered,Winged Peppercress,,,SA
Lepidium pseudopapillosum,Angiospermae,Cruciferae,Endangered,Endangered,Erect Peppercress,,,SA
Lepidium pseudoruderale,Angiospermae,Cruciferae,Rare,Rare,,,,SA
Lepidium pseudotasmanicum,Angiospermae,Cruciferae,Vulnerable,Vulnerable,Shade Peppercress,Tasmanian Peppercress,,SA
Lepidosperma avium,Angiospermae,Cyperaceae,Rare,Rare,Central Australian Rapier-sedge,,,SA
Lepidosperma gahnioides,Angiospermae,Cyperaceae,Rare,Rare,,,,SA
Lepidosperma neesii,Angiospermae,Cyperaceae,Vulnerable,Vulnerable,Stiff Raper-sedge,,,SA
Leporillus apicalis,,,SA: E,Endangered,Lesser Stick-nest Rat,,,SA
Leporillus conditor,,,SA: V,Vulnerable,Greater Stick-nest Rat,,,SA
Leptinella reptans,Angiospermae,Compositae,Rare,Rare,Creeping Cotula,,,SA
Leptomeria preissiana,Angiospermae,Santalaceae,Endangered,Endangered,,,,SA
Leptorhynchos elongatus,Angiospermae,Compositae,Endangered,Endangered,Lanky Buttons,,,SA
Leptorhynchos melanocarpus,Angiospermae,Compositae,Vulnerable,Vulnerable,Lake Acraman Button-daisy,,,SA
Leptorhynchos orientalis,Angiospermae,Compositae,Rare,Rare,Eastern Annual Buttons,,,SA
Leptorhynchos scaber,Angiospermae,Compositae,Rare,Rare,Annual Buttons,,,SA
Leptorhynchos tenuifolius,Angiospermae,Compositae,Rare,Rare,Wiry Buttons,,,SA
Leptostigma reptans,Angiospermae,Rubiaceae,Rare,Rare,Dwarf Nertera,,,SA
Lepyrodia valliculae,Angiospermae,Restionaceae,Rare,Rare,Kangaroo Island Scale-rush,,,SA
Lerista arenicola,,,SA: R,Rare,Beach Slider ,,,SA
Lerista baynesi,,,SA: R,Rare,Speckled Slider ,,,SA
Lerista distinguenda,,,SA: R,Rare,Dwarf Four-toed Slider ,,,SA
Lerista microtis,,,SA: R,Rare,Long-legged Slider ,,,SA
Lerista speciosa,,,SA: V,Vulnerable,Musgrave Slider ,,,SA
Leucopogon hirsutus,Angiospermae,Epacridaceae,Rare,Rare,Hairy Beard-heath,,,SA
Leucopogon obovatus,Angiospermae,Epacridaceae,Rare,Rare,,,,SA
Levenhookia sonderi,Angiospermae,Stylidiaceae,Vulnerable,Vulnerable,Slender Stylewort,,,SA
Levenhookia stipitata,Angiospermae,Stylidiaceae,Rare,Rare,,,,SA
Lewinia pectoralis,,,SA: V,Vulnerable,Lewin’s Rail,,,SA
Limosa lapponica,,,SA: R,Rare,Bar-tailed Godwit,,,SA
Limosa limosa,,,SA: R,Rare,Black-tailedGodwit,,,SA
Limosella granitica,Angiospermae,Scrophulariaceae,Vulnerable,Vulnerable,Granite Mudwort,,,SA
Liopholis kintorei,,,SA: E,Endangered,Tjakura,,,SA
Liopholis slateri,,,SA: E,Endangered,Black-lined Desert Skink ,,,SA
Lissolepis coventryi,,,SA: E,Endangered,Swamp Skink ,,,SA
Litoria raniformis,,,SA: V,Vulnerable,Southern Bell Frog,,,SA
Lobelia beaugleholei,Angiospermae,Campanulaceae,Vulnerable,Vulnerable,Showy Lobelia,,,SA
Lobelia cleistogamoides,Angiospermae,Campanulaceae,Rare,Rare,,,,SA
Lobelia concolor,Angiospermae,Campanulaceae,Rare,Rare,Poison Pratia,Milky Pratia,,SA
Lobelia heterophylla,Angiospermae,Campanulaceae,Rare,Rare,,,,SA
Lobelia pedunculata,Angiospermae,Campanulaceae,Vulnerable,Vulnerable,White-flower Matted Pratia,,,SA
Lobelia pratioides,Angiospermae,Campanulaceae,Rare,Rare,Poison Lobelia,,,SA
Logania insularis,Angiospermae,Loganiaceae,Vulnerable,Vulnerable,Kangaroo Island Logania,,,SA
Logania saxatilis,Angiospermae,Loganiaceae,Rare,Rare,Rock Logania,Large Logania,,SA
Logania scabrella,Angiospermae,Loganiaceae,Rare,Rare,Rough Logania,,,SA
Lomandra filiformis,Angiospermae,Liliaceae,Rare,Rare,Wattle Mat-rush,,,SA
Lomandra multiflora,Angiospermae,Liliaceae,Endangered,Endangered,Many-flower Mat-rush,,,SA
Lophoictinia isura,,,SA: E,Endangered,"(Gould, 1838)",,,SA
Lucasium steindachneri,,,SA: R,Rare,Map Gecko ,,,SA
Luzula flaccida,Angiospermae,Juncaceae,Vulnerable,Vulnerable,Pale Wood-rush,,,SA
Luzula ovata,Angiospermae,Juncaceae,Rare,Rare,Clustered Wood-rush,Oval Wood-rush,,SA
Lycium ferocissimum,Angiospermae,Solanaceae,Declared,Declared,African Boxthorn,,,SA
Lycopodiella lateralis,Pteridophyta,Lycopodiaceae,Rare,Rare,Slender Clubmoss,,,SA
Lycopodiella serpentina,Pteridophyta,Lycopodiaceae,Endangered,Endangered,Bog Clubmoss,,,SA
Lycopodium deuterodensum,Pteridophyta,Lycopodiaceae,Endangered,Endangered,Bushy Clubmoss,,,SA
Lythrum salicaria,Angiospermae,Lythraceae,Rare,Rare,Purple Loosestrife,,,SA
Machaerina acuta,Angiospermae,Cyperaceae,Rare,Rare,Pale Twig-rush,Pale Twig-sedge,,SA
Machaerina gunnii,Angiospermae,Cyperaceae,Rare,Rare,Slender Twig-rush,Slender Twig-sedge,,SA
Machaerina laxa,Angiospermae,Cyperaceae,Rare,Rare,Lax Twig-rush,Lax Twig-sedge,,SA
Macroderma gigas,,,SA:  E,Endangered,Ghost Bat,,,SA
Macronectes giganteus,,,SA:V,Vulnerable,Southern Giant Petrel,,,SA
Macropus giganteus,,,SA: R,Rare,Eastern Grey Kangaroo,,,SA
Macropus greyi,,,SA: E,Endangered,Toolache Wallaby,,,SA
Macropus rufogriseus,,,SA: R,Rare,Red-necked Wallaby,,,SA
Macrotis lagotis,,,SA: V,Vulnerable,Greater Bilby (Bilby),,,SA
Macrotis leucura,,,SA: E,Endangered,Lesser Bilby,,,SA
Maireana decalvans,Angiospermae,Chenopodiaceae,Endangered,Endangered,Black Cotton-bush,,,SA
Maireana excavata,Angiospermae,Chenopodiaceae,Vulnerable,Vulnerable,Bottle Fissure-plant,Bottle Bluebush,,SA
Maireana melanocarpa,Angiospermae,Chenopodiaceae,Rare,Rare,Black-fruit Bluebush,,,SA
Maireana pentagona,Angiospermae,Chenopodiaceae,Rare,Rare,Slender Fissure-plant,Hairy Bluebush,,SA
Maireana rohrlachii,Angiospermae,Chenopodiaceae,Rare,Rare,Rohrlach's Bluebush,,,SA
Maireana suaedifolia,Angiospermae,Chenopodiaceae,Rare,Rare,Lax Bluebush,,,SA
Malacocera gracilis,Angiospermae,Chenopodiaceae,Vulnerable,Vulnerable,Slender Soft-horns,,,SA
Malvella leprosa,Angiospermae,Malvaceae,Declared,Declared,Alkali Sida,Ivy-leaf Sida,,SA
Manorina flavigula melanotis,,,SA: E,Endangered,Black-eared Miner,,,SA
Marrubium vulgare,Angiospermae,Labiatae,Declared,Declared,Horehound,,,SA
Matthiola longipetala,Angiospermae,Cruciferae,Declared,Declared,Two-horned Stock,Night Scented Stock,,SA
Mazus pumilio,Angiospermae,Scrophulariaceae,Vulnerable,Vulnerable,Swamp Mazus,,,SA
Megaptera novaeangliae,,,SA: V,Vulnerable,Humpback Whale,,,SA
Meionectes brownii,Angiospermae,Haloragaceae,Rare,Rare,Swamp Raspwort,,,SA
Melaleuca armillaris,Angiospermae,Myrtaceae,Rare,Rare,Needle-leaf Honey-myrtle,,,SA
Melaleuca cuticularis,Angiospermae,Myrtaceae,Endangered,Endangered,Western Swamp-paperbark,,,SA
Melaleuca fulgens,Angiospermae,Myrtaceae,Rare,Rare,Wrinkled Honey-myrtle,,,SA
Melaleuca leiocarpa,Angiospermae,Myrtaceae,Rare,Rare,Pungent Honey-myrtle,,,SA
Melaleuca nanophylla,Angiospermae,Myrtaceae,Rare,Rare,Dwarf-leaf Honey-myrtle,,,SA
Melaleuca oxyphylla,Angiospermae,Myrtaceae,Rare,Rare,Pointed-leaf Honey-myrtle,,,SA
Melaleuca squamea,Angiospermae,Myrtaceae,Rare,Rare,Swamp Honey-myrtle,Heath Honey-myrtle,,SA
Melaleuca squarrosa,Angiospermae,Myrtaceae,Rare,Rare,Bottlebrush Tea-tree,Scented Paper-bark,,SA
Melaleuca wilsonii,Angiospermae,Myrtaceae,Rare,Rare,Wilson's Honey-myrtle,Violet Honey-myrtle,,SA
Menkea lutea,Angiospermae,Cruciferae,Rare,Rare,,,,SA
Mentha atrolilacina,Angiospermae,Labiatae,Rare,Rare,Slender Mint,,,SA
Mentha diemenica,Angiospermae,Labiatae,Rare,Rare,Slender Mint,,,SA
Mentha satureioides,Angiospermae,Labiatae,Rare,Rare,Native Pennyroyal,Creeping Mint,,SA
Mesoplodon bowdoini,,,SA: R,Rare,Andrews’ Beaked Whale,,,SA
Mesoplodon grayi,,,SA: R,Rare,Gray’s Beaked Whale (Scamperdown Whale),,,SA
Mesoplodon hectori,,,SA: R,Rare,Hector’s Beaked Whale,,,SA
Microcorys macredieana,Angiospermae,Labiatae,Rare,Rare,,,,SA
Microlepidium alatum,Angiospermae,Cruciferae,Vulnerable,Vulnerable,,,,SA
Microlepidium pilosulum,Angiospermae,Cruciferae,Rare,Rare,Hairy Shepherd's-purse,,,SA
Micromyrtus ciliata,Angiospermae,Myrtaceae,Rare,Rare,Fringed Heath-myrtle,,,SA
Microtis atrata,Angiospermae,Orchidaceae,Rare,Rare,Yellow Onion-orchid,,,SA
Microtis eremaea,Angiospermae,Orchidaceae,Endangered,Endangered,Slender Onion-orchid,,,SA
Microtis oblonga,Angiospermae,Orchidaceae,Rare,Rare,Sweet Onion-orchid,,,SA
Microtis orbicularis,Angiospermae,Orchidaceae,Vulnerable,Vulnerable,Swamp Onion-orchid,,,SA
Microtis rara,Angiospermae,Orchidaceae,Rare,Rare,Sweet Onion-orchid,,,SA
Miniopterus orianae bassanii,,,SA:E,Endangered,Southern Bent-winged Bat,,,SA
Mirounga leonina,,,SA: R,Rare,Southern Elephant Seal,,,SA
Mitrasacme pilosa,Angiospermae,Loganiaceae,Vulnerable,Vulnerable,Hairy Mitrewort,,,SA
Montia australasica,Angiospermae,Portulacaceae,Rare,Rare,White Purslane,Montia,,SA
Montia fontana,Angiospermae,Portulacaceae,Vulnerable,Vulnerable,Waterblinks,,,SA
Moraea flaccida,Angiospermae,Iridaceae,Declared,Declared,One-leaf Cape Tulip,,,SA
Moraea miniata,Angiospermae,Iridaceae,Declared,Declared,Two-leaf Cape Tulip,,,SA
Morelia spilota,,,SA: R,Rare,Carpet Python ,,,SA
Mormopterus eleryi,,,SA: V,Vulnerable,Bristle-faced Free-tailed Bat,,,SA
Myagrum perfoliatum,Angiospermae,Cruciferae,Declared,Declared,Musk Weed,Mitre-cress,,SA
Myiagra cyanoleuca,,,SA: E,Endangered,Satin Flycatcher,,,SA
Myiagra inquieta,,,SA: R,Rare,Restless Flycatcher,,,SA
Myoporum parvifolium,Angiospermae,Myoporaceae,Rare,Rare,Creeping Boobialla,Dwarf Native Myrtle,,SA
Myotis macropus,,,SA:  E,Endangered,Large-footed Myotis,,,SA
Myriophyllum amphibium,Angiospermae,Haloragaceae,Rare,Rare,Broad Milfoil,Broad Water-milfoil,,SA
Myriophyllum crispatum,Angiospermae,Haloragaceae,Vulnerable,Vulnerable,Upright Milfoil,,,SA
Myriophyllum glomeratum,Angiospermae,Haloragaceae,Endangered,Endangered,Clustered Milfoil,,,SA
Myriophyllum integrifolium,Angiospermae,Haloragaceae,Rare,Rare,Tiny Milfoil,,,SA
Myriophyllum papillosum,Angiospermae,Haloragaceae,Rare,Rare,Robust Milfoil,,,SA
Myriophyllum variifolium,Angiospermae,Haloragaceae,Rare,Rare,Varied Milfoil,,,SA
Myrmecobius fasciatus,,,SA: E,Endangered,Numbat,,,SA
Najas tenuifolia,Angiospermae,Najadaceae,Endangered,Endangered,Water Nymph,Australian Naiad,,SA
Nannoscincus maccoyi,,,SA: E,Endangered,Salamander Skink ,,,SA
Nassella leucotricha,Angiospermae,Gramineae,Declared,Declared,,,,SA
Nassella neesiana,Angiospermae,Gramineae,Declared,Declared,,,,SA
Nassella tenuissima,Angiospermae,Gramineae,Declared,Declared,,,,SA
Neelaps bimaculatus,,,SA: R,Rare,Western Black-naped Snake ,,,SA
Neobatrachus sutor,,,SA: V,Vulnerable,Shoemaker Frog,,,SA
Neophema chrysogaster,,,SA: E,Endangered,Orange-bellied Parrot,,,SA
Neophema chrysostoma,,,SA: V,Vulnerable,Blue-winged Parrot,,,SA
Neophema elegans,,,SA: R,Rare,Elegant Parrot,,,SA
Neophema petrophila,,,SA: R,Rare,Rock Parrot,,,SA
Neophema splendida,,,SA: R,Rare,Scarlet-chested Parrot,,,SA
Neophoca cinerea,,,SA: V,Vulnerable,Australian Sea Lion,,,SA
Neosciadium glochidiatum,Angiospermae,Umbelliferae,Rare,Rare,,,,SA
Nephrurus deleani,,,SA: R,Rare,Pernatty Knob-tailed Gecko ,,,SA
Nertera granadensis,Angiospermae,Rubiaceae,Endangered,Endangered,Matted Nertera,,,SA
Neurachne lanigera,Angiospermae,Gramineae,Rare,Rare,Woolly Mulga-grass,,,SA
Nicotiana burbidgeae,Angiospermae,Solanaceae,Vulnerable,Vulnerable,,,,SA
Nicotiana truncata,Angiospermae,Solanaceae,Rare,Rare,,,,SA
Ninox connivens,,,SA: R,Rare,Barking Owl,,,SA
Ninox strenua,,,SA: E,Endangered,Powerful Owl,,,SA
Notomys amplus,,,SA: E,Endangered,Short-tailed Hopping-mouse,,,SA
Notomys cervinus,,,SA: V,Vulnerable,Fawn Hopping-mouse,,,SA
Notomys fuscus,,,SA: V,Vulnerable,Dusky Hopping-mouse,,,SA
Notomys longicaudatus,,,SA: E,Endangered,Long-tailed Hopping-mouse,,,SA
Notoryctes typhlops,,,SA: V,Vulnerable,Southern Marsupial Mole (Itjaritjara),,,SA
Notoscincus ornatus,,,SA: R,Rare,Desert Glossy Skink ,,,SA
Numenius madagascariensis,,,SA: V,Vulnerable,Far Eastern Curlew,,,SA
Numenius phaeopus,,,SA: R,Rare,Whimbrel,,,SA
Nyctophilus corbeni,,,SA: V,Vulnerable,Corben’s Long-eared Bat,,,SA
Nyctophilus gouldi,,,SA:  E,Endangered,Gould’s Long-eared Bat,,,SA
Nymphoides crenata,Angiospermae,Menyanthaceae,Rare,Rare,Wavy Marshwort,,,SA
Nymphoides geminata,Angiospermae,Menyanthaceae,Vulnerable,Vulnerable,Entire Marshwort,Open Marshwort,,SA
Oedura marmorata,,,SA: R,Rare,Marbled Velvet Gecko ,,,SA
Oenanthe pimpinelloides,Angiospermae,Umbelliferae,Declared,Declared,Water Dropwort,Corky-fruit Water Dropwort,,SA
Olax obcordata,Angiospermae,Olacaceae,Rare,Rare,,,,SA
Olea europaea,Angiospermae,Oleaceae,Declared,Declared,African Olive,,,SA
Olea europaea,Angiospermae,Oleaceae,Declared,Declared,Olive,,,SA
Olearia adenolasia,Angiospermae,Compositae,Rare,Rare,Musk Daisy-bush,Woolly-glandular Daisy-bush,,SA
Olearia arckaringensis,Angiospermae,Compositae,Endangered,Endangered,Arckaringa Daisy,,,SA
Olearia arida,Angiospermae,Compositae,Vulnerable,Vulnerable,Desert Daisy-bush,,,SA
Olearia erubescens,Angiospermae,Compositae,Endangered,Endangered,Moth Daisy-bush,,,SA
Olearia glandulosa,Angiospermae,Compositae,Vulnerable,Vulnerable,Swamp Daisy-bush,,,SA
Olearia glutinosa,Angiospermae,Compositae,Endangered,Endangered,Sticky Daisy-bush,,,SA
Olearia microdisca,Angiospermae,Compositae,Endangered,Endangered,Small-flower Daisy-bush,,,SA
Olearia pannosa,Angiospermae,Compositae,Vulnerable,Vulnerable,Silver Daisy-bush,,,SA
Olearia pannosa,Angiospermae,Compositae,Rare,Rare,Velvet Daisy-bush,Mount Remarkable Daisy-bush,,SA
Olearia passerinoides,Angiospermae,Compositae,Rare,Rare,Sticky Daisy-bush,,,SA
Olearia picridifolia,Angiospermae,Compositae,Rare,Rare,Rasp Daisy-bush,,,SA
Olearia suffruticosa,Angiospermae,Compositae,Endangered,Endangered,Clustered Daisy-bush,,,SA
Oncosiphon suffruticosum,Angiospermae,Compositae,Declared,Declared,Calomba Daisy,Yellow Top,,SA
Onychogalea lunata,,,SA: E,Endangered,Crescent Nailtail Wallaby,,,SA
Ophidiocephalus taeniatus,,,SA: R,Rare,Bronzeback Legless Lizard ,,,SA
Ophioglossum polyphyllum,Pteridophyta,Ophioglossaceae,Rare,Rare,Large Adder's-tongue,,,SA
Opuntia aurantiaca,Angiospermae,Cactaceae,Declared,Declared,,,,SA
Opuntia elata,Angiospermae,Cactaceae,Declared,Declared,Riverina Pear,,,SA
Opuntia elatior,Angiospermae,Cactaceae,Declared,Declared,,,,SA
Opuntia engelmannii,Angiospermae,Cactaceae,Declared,Declared,,,,SA
Opuntia ficus-indica,Angiospermae,Cactaceae,Declared,Declared,Indian Fig,,,SA
Opuntia leoglossa,Angiospermae,Cactaceae,Declared,Declared,Lion's Tongue,Chicken Dance Cactus,,SA
Opuntia linguiformis,Angiospermae,Cactaceae,Declared,Declared,,,,SA
Opuntia microdasys,Angiospermae,Cactaceae,Declared,Declared,Bunny-ears,Rabbit-ears,,SA
Opuntia monacantha,Angiospermae,Cactaceae,Declared,Declared,Drooping Prickly Pear,Barbary Fig,,SA
Opuntia polyacantha,Angiospermae,Cactaceae,Declared,Declared,Grizzly Bear Cactus,,,SA
Opuntia polyacantha,Angiospermae,Cactaceae,Declared,Declared,Grizzly Bear Cactus,,,SA
Opuntia puberula,Angiospermae,Cactaceae,Declared,Declared,,,,SA
Opuntia robusta,Angiospermae,Cactaceae,Declared,Declared,Wheel Pear,Wheel Cactus,,SA
Opuntia sp. A (C.Schrank s.n. AD98351226),Angiospermae,Cactaceae,Declared,Declared,,,,SA
Opuntia streptacantha,Angiospermae,Cactaceae,Declared,Declared,,,,SA
Opuntia stricta,Angiospermae,Cactaceae,Declared,Declared,Erect Prickly Pear,Common Prickly Pear,,SA
Opuntia tomentosa,Angiospermae,Cactaceae,Declared,Declared,Velvet Pear,Velvety Tree Pear,,SA
Oreomyrrhis eriopoda,Angiospermae,Umbelliferae,Endangered,Endangered,Australian Carraway,,,SA
Oriolus gittatus,,,SA: R,Rare,Olive-backed Oriole,,,SA
Ornduffia umbricola,Angiospermae,Menyanthaceae,Vulnerable,Vulnerable,Beauglehole's Marsh-flower,Lax Marsh-flower,,SA
Ornithorhynchus anatinus,,,SA: E,Endangered,Platypus,,,SA
Orobanche cernua,Angiospermae,Orobanchaceae,Rare,Rare,Australian Broomrape,,,SA
Orobanche ramosa,Angiospermae,Orobanchaceae,Declared,Declared,Branched Broomrape,,,SA
Osteocarpum acropterum,Angiospermae,Chenopodiaceae,Rare,Rare,Wingless Bonefruit,Water Weed,,SA
Osteocarpum pentapterum,Angiospermae,Chenopodiaceae,Endangered,Endangered,Five-wing Bonefruit,,,SA
Ottelia ovalifolia,Angiospermae,Hydrocharitaceae,Rare,Rare,Swamp Lily,,,SA
Oxalis pes-caprae,Angiospermae,Oxalidaceae,Declared,Declared,Soursob,Soursop,,SA
Oxyura australis,,,SA: R,Rare,Blue-billed Duck,,,SA
Ozothamnus pholidotus,Angiospermae,Compositae,Vulnerable,Vulnerable,Scaly Haeckeria,,,SA
Ozothamnus scaber,Angiospermae,Compositae,Vulnerable,Vulnerable,Rough Bush-everlasting,Rough Everlasting,,SA
Pachycephala inornata,,,SA: R,Rare,Gilbert’s Whistler,,,SA
Pachycephala olivacea,,,SA: E,Endangered,Olive Whistler,,,SA
Pachycephala rufogularis,,,SA: R,Rare,Red-lored Whistler,,,SA
Pandion haliaetus,,,SA: E,Endangered,Osprey,,,SA
Paracaleana disjuncta,Angiospermae,Orchidaceae,Endangered,Endangered,Black-beak Duck-orchid,,,SA
Paracaleana minor,Angiospermae,Orchidaceae,Vulnerable,Vulnerable,Small Duck-orchid,,,SA
Parkinsonia aculeata,Angiospermae,Leguminosae,Declared,Declared,Jerusalem Thorn,Parkinsonia,,SA
Pedionomus torquatus,,,SA:E,Endangered,Plains-wanderer,,,SA
Peganum harmala,Angiospermae,Zygophyllaceae,Declared,Declared,African Rue,Harmal,,SA
Pentapogon quadrifidus,Angiospermae,Gramineae,Rare,Rare,Five-awn Spear-grass,,,SA
Perameles eremiana,,,SA: E,Endangered,Desert Bandicoot,,,SA
Perameles gunnii,,,SA: E,Endangered,Eastern Barred Bandicoot,,,SA
Petaurus australis,,,SA: E,Endangered,Yellow-bellied Glider,,,SA
Petaurus breviceps,,,SA: R,Rare,Sugar Glider,,,SA
Petaurus norfolcensis,,,SA: E,Endangered,Squirrel Glider,,,SA
Petrogale xanthopus,,,SA: V,Vulnerable,Yellow-footed Rock-wallaby,,,SA
Petroica phoenicea,,,SA: V,Vulnerable,Flame Robin,,,SA
Pezoporus occidentalis,,,SA: E,Endangered,Night Parrot,,,SA
Pezoporus wallicus,,,SA: E,Endangered,Eastern Ground Parrot,,,SA
Phaps histrionica,,,SA: R,Rare,Flock Bronzewing,,,SA
Phascogale calura,,,SA: E,Endangered,Red-tailed Phascogale,,,SA
Phascogale tapoatafa,,,SA: E,Endangered,Brush-tailed Phascogale,,,SA
Phebalium calcicola,Angiospermae,Rutaceae,Endangered,Endangered,Limestone Phebalium,,,SA
Phebalium glandulosum,Angiospermae,Rutaceae,Endangered,Endangered,Glandular Phebalium,Desert Phebalium,,SA
Phebalium lowanense,Angiospermae,Rutaceae,Vulnerable,Vulnerable,Lowan Phebalium,Mallee Phebalium,,SA
Philemon citreogularis,,,SA: R,Rare,Little Friarbird,,,SA
Philomachus pugnax,,,SA: R,Rare,Ruff,,,SA
Philotheca angustifolia,Angiospermae,Rutaceae,Rare,Rare,Narrow-leaf Wax-flower,,,SA
Philotheca difformis,Angiospermae,Rutaceae,Vulnerable,Vulnerable,Small-leaf Wax-flower,,,SA
Philotheca verrucosa,Angiospermae,Rutaceae,Vulnerable,Vulnerable,Bendigo Wax-flower,Fairy Wax-flower,,SA
Phlegmatospermum eremaeum,Angiospermae,Cruciferae,Rare,Rare,Spreading Cress,,,SA
Phlegmatospermum richardsii,Angiospermae,Cruciferae,Vulnerable,Vulnerable,Nullarbor Cress,Richard's Cress,,SA
Phoebetria fusca,,,SA:E,Endangered,Sooty Albatross,,,SA
Phoebetria palpebrata ,,,SA: V,Vulnerable,Light-mantled Albatross (Light-mantled Sooty Albatross),,,SA
Phyllangium distylis,Angiospermae,Loganiaceae,Rare,Rare,Tiny Mitrewort,,,SA
Phyllangium sulcatum,Angiospermae,Loganiaceae,Vulnerable,Vulnerable,,,,SA
Phyllanthus calycinus,Angiospermae,Euphorbiaceae,Rare,Rare,Snowdrop Spurge,False Boronia,,SA
Phylloglossum drummondii,Pteridophyta,Lycopodiaceae,Rare,Rare,Pigmy Clubmoss,,,SA
Physeter macrocephalus,,,SA: R,Rare,Sperm Whale,,,SA
Picnomon acarna,Angiospermae,Compositae,Declared,Declared,Soldier Thistle,Yellow-plumed Thistle,,SA
Picris squarrosa,Angiospermae,Compositae,Rare,Rare,Squat Picris,Hawkweed Picris,,SA
Pilularia novae-hollandiae,Pteridophyta,Marsileaceae,Rare,Rare,Austral Pillwort,,,SA
