scientificName,vernacularName,Current Scientific Name,status,Australian Capital Territory,New South Wales,Northern Territory,Queensland,South Australia,Tasmania,Victoria,Western Australia,Ashmore and Cartier Islands,Cocos  Keeling  Islands,Christmas Island,Coral Sea Islands,Jervis Bay Territory,Norfolk Island,Heard and McDonald Islands,Australian Antarctic Territory,Commonwealth Marine Area,listed sprat taxonID,current sprat taxonID,kingdom,class,Profile,Date extracted,nsl name,family,genus,species,Infraspecific Rank,Infraspecies,Species Author,Infraspecies Author,sourceStatus
Acacia rhamphophylla,Kundip Wattle,-,Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,64659,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64659,2022-10-05,https://id.biodiversity.org.au/name/apni/151314,Fabaceae,Acacia,rhamphophylla,-,-,Maslin,-,Endangered
Acacia rhetinocarpa,"Neat Wattle, Resin Wattle (SA)",-,Vulnerable,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,11282,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=11282,2022-10-05,https://id.biodiversity.org.au/name/apni/69709,Fabaceae,Acacia,rhetinocarpa,-,-,J.Black,-,Vulnerable
Acacia ruppii,Rupp's Wattle,-,Endangered,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,7559,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=7559,2022-10-05,https://id.biodiversity.org.au/name/apni/69888,Fabaceae,Acacia,ruppii,-,-,Maiden  E.Betche,-,Endangered
Acacia sciophanes,"Wundowlin Wattle, Ghost Wattle",-,Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,17877,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=17877,2022-10-05,https://id.biodiversity.org.au/name/apni/70040,Fabaceae,Acacia,sciophanes,-,-,Maslin,-,Endangered
Acacia spilleriana,Spiller's Wattle,-,Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,34123,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=34123,2022-10-05,https://id.biodiversity.org.au/name/apni/70603,Fabaceae,Acacia,spilleriana,-,-,J.E.Br.,-,Endangered
Acacia splendens,"Splendid Wattle, Dandaragan Wattle",-,Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,81510,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81510,2022-10-05,https://id.biodiversity.org.au/name/apni/205906,Fabaceae,Acacia,splendens,-,-,Maslin  C.P.Elliott,-,Endangered
Acacia subflexuosa subsp. capillata,Hairy-stemmed Zig-Zag Wattle,-,Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,64828,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64828,2022-10-05,https://id.biodiversity.org.au/name/apni/162213,Fabaceae,Acacia,subflexuosa,subsp.,capillata,-,R.S.Cowan  Maslin,Endangered
Acacia terminalis subsp. terminalis MS,Sunshine Wattle (Sydney region),-,Endangered,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,88882,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=88882,2022-10-05,https://id.biodiversity.org.au/name/apni/140818,Fabaceae,Acacia,terminalis,subsp.,terminalis MS,(Salisb.) J.F.Macbr.,-,Endangered
Acacia undoolyana,"Undoolya Wattle, Sickle-leaf Wattle",-,Vulnerable,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3073,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=3073,2022-10-05,https://id.biodiversity.org.au/name/apni/71509,Fabaceae,Acacia,undoolyana,-,-,G.J.Leach,-,Vulnerable
Acacia unguicula,a shrub,-,Critically Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,55592,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=55592,2022-10-05,https://id.biodiversity.org.au/name/apni/118005,Fabaceae,Acacia,unguicula,-,-,R.S.Cowan  Maslin,-,Critically Endangered
Acacia vassalii,Vassal's Wattle,-,Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,6144,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=6144,2022-10-05,https://id.biodiversity.org.au/name/apni/71653,Fabaceae,Acacia,vassalii,-,-,Maslin,-,Endangered
Acacia volubilis,"Tangled Wattle, Tangle Wattle",-,Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,6476,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=6476,2022-10-05,https://id.biodiversity.org.au/name/apni/71857,Fabaceae,Acacia,volubilis,-,-,F.Muell.,-,Endangered
Acacia whibleyana,"Whibley Wattle, Whibley's Wattle",-,Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,64497,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64497,2022-10-05,https://id.biodiversity.org.au/name/apni/135430,Fabaceae,Acacia,whibleyana,-,-,R.S.Cowan  Maslin,-,Endangered
Acacia wilsonii,Wilson's Wattle,-,Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,65228,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=65228,2022-10-05,https://id.biodiversity.org.au/name/apni/162214,Fabaceae,Acacia,wilsonii,-,-,Cowan  Maslin,-,Endangered
Acacia woodmaniorum,Woodman's Wattle,-,Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,85026,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=85026,2022-10-05,https://id.biodiversity.org.au/name/apni/211580,Fabaceae,Acacia,woodmaniorum,-,-,Maslin  Buscumb,-,Endangered
Acanthiza iredalei rosinae,Slender-billed Thornbill (Gulf St Vincent),-,Vulnerable,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,67080,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=67080,2022-10-05,-,Pardalotidae,Acanthiza,iredalei,-,rosinae,-,"Mathews, 1913",Vulnerable
Acanthiza lineata whitei,Kangaroo Island Striated Thornbill,-,Vulnerable,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,80759,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=80759,2022-10-05,-,Acanthizidae,Acanthiza,lineata,-,whitei,-,"Mathews, 1920",Vulnerable
Acanthiza pusilla archibaldi,"King Island Brown Thornbill, Brown Thornbill (King Island)",Acanthiza pusilla magnirostris,Endangered,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,59430,91709,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=59430,2022-10-05,-,Acanthizidae,Acanthiza,pusilla,-,archibaldi,-,"Mathews,1910",Endangered
Acanthocladium dockeri,"Spiny Everlasting, Spiny Daisy",-,Critically Endangered,-,Yes,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,17632,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=17632,2022-10-05,https://id.biodiversity.org.au/name/apni/72668,Asteraceae,Acanthocladium,dockeri,-,-,F.Muell.,-,Critically Endangered
Acanthophis hawkei,Plains Death Adder,-,Vulnerable,-,-,Yes,Yes,-,-,-,Yes,-,-,-,-,-,-,-,-,-,83821,-,Animalia,Reptilia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=83821,2022-10-05,-,Elapidae,Acanthophis,hawkei,-,-,"Wells  Wellington, 1985",-,Vulnerable
Acanthornis magna greeniana,"King Island Scrubtit, Scrubtit (King Island)",-,Critically Endangered,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,82329,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82329,2022-10-05,-,Acanthizidae,Acanthornis,magna,-,greeniana,-,"Schodde  Mason, 1999",Critically Endangered
Accipiter hiogaster natalis,Christmas Island Goshawk,-,Endangered,-,-,-,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,82408,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82408,2022-10-05,-,Accipitridae,Accipiter,hiogaster,-,natalis,-,"(Lister,1889)",Endangered
Achyranthes arborescens,"Chaff Tree, Soft-wood",-,Critically Endangered,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,-,-,-,65879,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=65879,2022-10-05,https://id.biodiversity.org.au/name/apni/125816,Amaranthaceae,Achyranthes,arborescens,-,-,R.Br.,-,Critically Endangered
Achyranthes margaretarum,Phillip Island Chaffy Tree,-,Critically Endangered,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,-,-,-,68426,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=68426,2022-10-05,https://id.biodiversity.org.au/name/apni/178591,Amaranthaceae,Achyranthes,margaretarum,-,-,de Lange,-,Critically Endangered
Acianthus ledwardii,-,-,Extinct,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,11200,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=11200,2022-10-05,https://id.biodiversity.org.au/name/apni/73206,Orchidaceae,Acianthus,ledwardii,-,-,Rupp,-,Extinct
Acriopsis emarginata,Pale Chandelier Orchid,-,Vulnerable,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,83928,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=83928,2022-10-05,https://id.biodiversity.org.au/name/apni/206419,Orchidaceae,Acriopsis,emarginata,-,-,D.L.Jones  M.A.Clem.,-,Vulnerable
Acronychia littoralis,Scented Acronychia,-,Endangered,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,8582,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=8582,2022-10-05,https://id.biodiversity.org.au/name/apni/73953,Rutaceae,Acronychia,littoralis,-,-,T.Hartley  J.Williams,-,Endangered
Acrophyllum australe,-,-,Vulnerable,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3983,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=3983,2022-10-05,https://id.biodiversity.org.au/name/apni/74085,Cunoniaceae,Acrophyllum,australe,-,-,(Cunn.) Hoogl.,-,Vulnerable
Actephila foetida,-,-,Vulnerable,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,12078,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=12078,2022-10-05,https://id.biodiversity.org.au/name/apni/74718,Euphorbiaceae,Actephila,foetida,-,-,Domin,-,Vulnerable
Actinotus schwarzii,Desert Flannel-flower,-,Vulnerable,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18659,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=18659,2022-10-05,https://id.biodiversity.org.au/name/apni/75177,Apiaceae,Actinotus,schwarzii,-,-,F.Muell.,-,Vulnerable
Adclarkia cameroni,Brigalow Woodland Snail,-,Endangered,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,83886,-,Animalia,Gastropoda,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=83886,2022-10-05,-,Camaenidae,Adclarkia,cameroni,-,-,"Stanisic, 2010",-,Endangered
Adclarkia dawsonensis,"Boggomoss Snail, Dawson River Snail, Dawson Valley Snail",-,Critically Endangered,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,67458,-,Animalia,Gastropoda,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=67458,2022-10-05,-,Camaenidae,Adclarkia,dawsonensis,-,-,-,-,Critically Endangered
Adclarkia dulacca,Dulacca Woodland Snail,-,Endangered,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,83885,-,Animalia,Gastropoda,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=83885,2022-10-05,-,Camaenidae,Adclarkia,dulacca,-,-,"Stanisic, 2010",-,Endangered
Adenanthos dobagii,Fitzgerald Woollybush,-,Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,21253,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=21253,2022-10-05,https://id.biodiversity.org.au/name/apni/75620,Proteaceae,Adenanthos,dobagii,-,-,E.C.Nelson,-,Endangered
Adenanthos ellipticus,Oval-leaf Adenanthos,-,Vulnerable,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,4570,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=4570,2022-10-05,https://id.biodiversity.org.au/name/apni/75640,Proteaceae,Adenanthos,ellipticus,-,-,A.S.George,-,Vulnerable
Adenanthos eyrei,Toolinna Adenanthos,-,Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,7763,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=7763,2022-10-05,https://id.biodiversity.org.au/name/apni/75647,Proteaceae,Adenanthos,eyrei,-,-,E.C.Nelson,-,Endangered
Adenanthos pungens subsp. effusus,Sprawling Spiky Adenanthos,-,Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,10742,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=10742,2022-10-05,https://id.biodiversity.org.au/name/apni/75835,Proteaceae,Adenanthos,pungens,subsp.,effusus,-,E.C.Nelson,Endangered
Adenanthos pungens subsp. pungens,Spiky Adenanthos,-,Vulnerable,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,19429,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=19429,2022-10-05,https://id.biodiversity.org.au/name/apni/75842,Proteaceae,Adenanthos,pungens,subsp.,pungens,Meisn.,-,Vulnerable
Adenanthos velutinus,Velvet Woollybush,-,Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,21594,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=21594,2022-10-05,https://id.biodiversity.org.au/name/apni/75937,Proteaceae,Adenanthos,velutinus,-,-,Meissner,-,Endangered
Advena campbellii,Campbell's Keeled Glass-snail,-,Critically Endangered,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,-,-,-,81250,-,Animalia,Gastropoda,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81250,2022-10-05,-,Helicarionidae,Advena,campbellii,-,-,"Gray, 1834",-,Critically Endangered
Aipysurus apraefrontalis,Short-nosed Seasnake,-,Critically Endangered,-,-,-,-,-,-,-,Yes,Yes,-,-,-,-,-,-,-,Yes,1115,-,Animalia,Reptilia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1115,2022-10-05,-,Hydrophiidae,Aipysurus,apraefrontalis,-,-,"M.A. Smith, 1926",-,Critically Endangered
Aipysurus foliosquama,Leaf-scaled Seasnake,-,Critically Endangered,-,-,-,-,-,-,-,Yes,Yes,-,-,-,-,-,-,-,Yes,1118,-,Animalia,Reptilia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1118,2022-10-05,-,Hydrophiidae,Aipysurus,foliosquama,-,-,"M.A. Smith, 1926",-,Critically Endangered
Alectryon ramiflorus,Isis Tamarind,-,Endangered,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,6416,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=6416,2022-10-05,https://id.biodiversity.org.au/name/apni/81075,Sapindaceae,Alectryon,ramiflorus,-,-,S.T.Reynolds,-,Endangered
Allocasuarina defungens,Dwarf Heath Casuarina,-,Endangered,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21924,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=21924,2022-10-05,https://id.biodiversity.org.au/name/apni/82241,Casuarinaceae,Allocasuarina,defungens,-,-,L.Johnson,-,Endangered
Allocasuarina emuina,"Emu Mountain Sheoak, Mt Emu She-oak",-,Endangered,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,21926,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=21926,2022-10-05,https://id.biodiversity.org.au/name/apni/82257,Casuarinaceae,Allocasuarina,emuina,-,-,L.Johnson,-,Endangered
Allocasuarina fibrosa,Woolly Sheoak,-,Vulnerable,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,17455,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=17455,2022-10-05,https://id.biodiversity.org.au/name/apni/82264,Casuarinaceae,Allocasuarina,fibrosa,-,-,(C.A.Gardner) L.A.S.Johnson,-,Vulnerable
Allocasuarina glareicola,-,-,Endangered,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21932,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=21932,2022-10-05,https://id.biodiversity.org.au/name/apni/82270,Casuarinaceae,Allocasuarina,glareicola,-,-,L.Johnson,-,Endangered
Allocasuarina portuensis,Nielsen Park She-oak,-,Endangered,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21937,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=21937,2022-10-05,https://id.biodiversity.org.au/name/apni/82332,Casuarinaceae,Allocasuarina,portuensis,-,-,L.A.S.Johnson,-,Endangered
Allocasuarina robusta,Mount Compass Oak-bush,-,Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,16377,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=16377,2022-10-05,https://id.biodiversity.org.au/name/apni/82344,Casuarinaceae,Allocasuarina,robusta,-,-,(Macklin) L.A.S.Johnson,-,Endangered
Allocasuarina simulans,Nabiac Casuarina,-,Vulnerable,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21935,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=21935,2022-10-05,https://id.biodiversity.org.au/name/apni/82349,Casuarinaceae,Allocasuarina,simulans,-,-,L.A.S.Johnson,-,Vulnerable
Allocasuarina thalassoscopica,-,-,Endangered,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,21927,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=21927,2022-10-05,https://id.biodiversity.org.au/name/apni/82358,Casuarinaceae,Allocasuarina,thalassoscopica,-,-,L.A.S.Johnson,-,Endangered
Allocasuarina tortiramula,Twisted Sheoak,-,Vulnerable,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,22124,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=22124,2022-10-05,https://id.biodiversity.org.au/name/apni/82361,Casuarinaceae,Allocasuarina,tortiramula,-,-,E.M.Benn.,-,Vulnerable
Alloxylon flammeum,"Red Silky Oak, Queensland Waratah, Tree Waratah",-,Vulnerable,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,56400,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56400,2022-10-05,https://id.biodiversity.org.au/name/apni/118923,Proteaceae,Alloxylon,flammeum,-,-,P.H.Weston  Crisp,-,Vulnerable
Almaleea cambagei,Torrington Pea,-,Vulnerable,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,56308,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56308,2022-10-05,https://id.biodiversity.org.au/name/apni/118817,Fabaceae,Almaleea,cambagei,-,-,(Miaden  Betche) Crisp  P.H.Weston,-,Vulnerable
Ammobium craspedioides,Yass Daisy,-,Vulnerable,Yes,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20758,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=20758,2022-10-05,https://id.biodiversity.org.au/name/apni/85943,Asteraceae,Ammobium,craspedioides,-,-,Benth.,-,Vulnerable
Ammoniropa vigens,Ammonite Pinwheel Snail,-,Critically Endangered,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,90200,-,Animalia,Gastropoda,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=90200,2022-10-05,-,Charopidae,Ammoniropa,vigens,-,-,"(Legrand, 1871)",-,Critically Endangered
Amperea xiphoclada var. pedicellata,-,-,Extinct,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55225,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=55225,2022-10-05,https://id.biodiversity.org.au/name/apni/117602,Euphorbiaceae,Amperea,xiphoclada,var.,pedicellata,-,R.J.F.Hend.,Extinct
Amphibromus fluitans,"River Swamp Wallaby-grass, Floating Swamp Wallaby-grass",-,Vulnerable,-,Yes,-,-,Yes,Yes,Yes,-,-,-,-,-,-,-,-,-,-,19215,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=19215,2022-10-05,https://id.biodiversity.org.au/name/apni/86430,Poaceae,Amphibromus,fluitans,-,-,Kirk,-,Vulnerable
Amphibromus whitei,-,-,Extinct,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,3590,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=3590,2022-10-05,https://id.biodiversity.org.au/name/apni/86466,Poaceae,Amphibromus,whitei,-,-,C.E.Hubb.,-,Extinct
Amyema plicatula,-,-,Endangered,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,81879,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81879,2022-10-05,https://id.biodiversity.org.au/name/apni/154737,Loranthaceae,Amyema,plicatula,-,-,(K.Krause) Danser,-,Endangered
Amytornis barbatus barbatus,"Bulloo Grey Grasswren, Grey Grasswren (Bulloo)",-,Endangered,-,Yes,-,Yes,Yes,-,-,-,-,-,-,-,-,-,-,-,-,67065,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=67065,2022-10-05,-,Maluridae,Amytornis,barbatus,-,barbatus,"Favaloro  McEvey, 1968",-,Endangered
Amytornis dorotheae,Carpentarian Grasswren,-,Endangered,-,-,Yes,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,558,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=558,2022-10-05,-,Maluridae,Amytornis,dorotheae,-,-,"(Mathews,1914)",-,Endangered
Amytornis merrotsyi merrotsyi,Short-tailed Grasswren (Flinders Ranges),-,Vulnerable,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,86269,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=86269,2022-10-05,-,Maluridae,Amytornis,merrotsyi,-,merrotsyi,"Mellor, 1913",-,Vulnerable
Amytornis merrotsyi pedleri,"Gawler Ranges Short-tailed Grasswren, Short-tailed Grasswren (Gawler Ranges)",-,Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,86270,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=86270,2022-10-05,-,Maluridae,Amytornis,merrotsyi,-,pedleri,-,"Christidis, Horton  Norman, 2008",Endangered
Amytornis modestus,Thick-billed Grasswren,-,Vulnerable,-,Yes,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,84121,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=84121,2022-10-05,-,Maluridae,Amytornis,modestus,-,-,"(North, 1902)",-,Vulnerable
Amytornis modestus obscurior,"Grey Range Thick-billed Grasswren, Thick-billed Grasswren (north-west NSW)",-,Critically Endangered,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,86183,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=86183,2022-10-05,-,Maluridae,Amytornis,modestus,-,obscurior,-,"Mathews, 1923",Critically Endangered
Amytornis textilis myall,Western Grasswren (Gawler Ranges),-,Vulnerable,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,64454,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64454,2022-10-05,-,Maluridae,Amytornis,textilis,-,myall,-,"(Mathews, 1916)",Vulnerable
Amytornis woodwardi,"White-throated Grasswren, Yirlinkirrkirr",-,Vulnerable,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,564,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=564,2022-10-05,-,Maluridae,Amytornis,woodwardi,-,-,"Hartert,1905",-,Vulnerable
Andersonia annelsii,-,-,Critically Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,84925,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=84925,2022-10-05,https://id.biodiversity.org.au/name/apni/211518,Ericaceae,Andersonia,annelsii,-,-,Lemson,-,Critically Endangered
