taxonID,kingdom,class,family,scientificName,vernacularName,scientificNameAuthorship,status,EPBCstatus,conservationSignificant,confidential,endemicity
6198,plants,land plants,Solanaceae,Solanum dissectum,,Symon,Endangered,Endangered,Yes,No,Queensland endemic
13541,plants,land plants,Solanaceae,Solanum elachophyllum,,F.Muell.,Endangered,,Yes,No,Australian endemic
29793,plants,land plants,Solanaceae,Solanum graniticum,granite nightshade,A.R.Bean,Endangered,Endangered,Yes,No,Queensland endemic
29787,plants,land plants,Solanaceae,Solanum johnsonianum,,A.R.Bean,Endangered,Endangered,Yes,No,Queensland endemic
29791,plants,land plants,Solanaceae,Solanum mentiens,,A.R.Bean,Endangered,,Yes,No,Queensland endemic
13793,plants,land plants,Solanaceae,Solanum papaverifolium,,Symon,Endangered,,Yes,No,Australian endemic
34296,plants,land plants,Solanaceae,Solanum unispinum,,A.R.Bean,Endangered,,Yes,No,Queensland endemic
12604,plants,land plants,Sparrmanniaceae,Corchorus cunninghamii,,F.Muell.,Endangered,Endangered,Yes,No,Australian endemic
6891,plants,land plants,Stackhousiaceae,Stackhousia sp. (McIvor River J.R.Clarkson 5201),,,Endangered,,Yes,No,Queensland endemic
34717,plants,land plants,Stylidiaceae,Stylidium elachophyllum,,A.R.Bean & M.T.Mathieson,Endangered,,Yes,No,Queensland endemic
12026,plants,land plants,Tectariaceae,Tectaria devexa var. devexa,,(Kunze ex Mett.) Copel.,Endangered,Endangered,Yes,Yes,Queensland endemic
9553,plants,land plants,Thelypteridaceae,Chingia australis,,Holttum,Endangered,Endangered,Yes,Yes,Queensland endemic
11646,plants,land plants,Thelypteridaceae,Plesioneuron tuberculatum,,(Ces.) Holttum,Endangered,Endangered,Yes,Yes,Naturally occurs in Queensland and overseas
11700,plants,land plants,Thelypteridaceae,Pneumatopteris pennigera,lime fern,(G.Forst.) Holttum,Endangered,,Yes,Yes,Naturally occurs in Australia and overseas
36397,plants,land plants,Thymelaeaceae,Pimelea approximans,,A.R.Bean,Endangered,,Yes,No,Queensland endemic
6478,plants,land plants,Zamiaceae,Macrozamia cranei,,D.L.Jones & P.I.Forst.,Endangered,Endangered,Yes,Yes,Queensland endemic
8511,plants,land plants,Zamiaceae,Macrozamia lomandroides,,D.L.Jones,Endangered,Endangered,Yes,Yes,Queensland endemic
16708,plants,land plants,Zamiaceae,Macrozamia pauli-guilielmi,,W.Hill & F.Muell.,Endangered,Endangered,Yes,Yes,Queensland endemic
16709,plants,land plants,Zamiaceae,Macrozamia platyrhachis,,F.M.Bailey,Endangered,Endangered,Yes,Yes,Queensland endemic
27445,plants,land plants,Zamiaceae,Macrozamia serpentina,,D.L.Jones & P.I.Forst.,Endangered,,Yes,Yes,Queensland endemic
6482,plants,land plants,Zamiaceae,Macrozamia viridis,,D.L.Jones & P.I.Forst.,Endangered,,Yes,Yes,Australian endemic
864,animals,mammals,Potoroidae,Bettongia gaimardi gaimardi,eastern bettong,"(Desmarest, 1822)   ",Extinct,Extinct,Yes,No,Australian endemic
29916,animals,mammals,Potoroidae,Bettongia lesueur graii,burrowing bettong,"(Gould, 1841)",Extinct,Extinct,Yes,No,Australian endemic
985,animals,mammals,Pteropodidae,Pteropus brunneus,Percy Island flying-fox,"Dobson, 1878",Extinct,Extinct,Yes,No,Queensland endemic
36772,animals,mammals,Muridae,Conilurus capricornensis,Capricorn rabbit-rat,"Cramb & Hocknull, 2010",Extinct,Extinct,Yes,No,Queensland endemic
27771,animals,mammals,Muridae,Pseudomys glaucus,silky mouse,"thomas, 1910",Extinct,Extinct,Yes,No,Australian endemic
648,animals,amphibians,Myobatrachidae,Rheobatrachus silus,southern gastric brooding frog,"Liem, 1973",Extinct in the wild,Extinct,Yes,No,Queensland endemic
651,animals,amphibians,Myobatrachidae,Taudactylus acutirostris,sharp snouted dayfrog,"(Andersson, 1916)",Extinct in the wild,Extinct,Yes,No,Queensland endemic
652,animals,amphibians,Myobatrachidae,Taudactylus diurnus,southern dayfrog,"Straughan & Lee, 1966",Extinct in the wild,Extinct,Yes,No,Queensland endemic
1119,animals,birds,Psittacidae,Psephotus pulcherrimus,paradise parrot,"Gould, 1845",Extinct in the wild,Extinct,Yes,No,Australian endemic
813,animals,mammals,Dasyuridae,Dasyurus geoffroii geoffroii,western quoll,"Gould, 1841",Extinct in the wild,Vulnerable,Yes,No,Australian endemic
867,animals,mammals,Potoroidae,Caloprymnus campestris,desert rat-kangaroo,"(Gould, 1843)",Extinct in the wild,Extinct,Yes,No,Australian endemic
779,animals,mammals,Muridae,Conilurus albipes,white-footed rabbit-rat,"(Lichenstein, 1829)",Extinct in the wild,Extinct,Yes,No,Australian endemic
760,animals,mammals,Muridae,Melomys rubicola,Bramble Cay melomys,"Thomas, 1924",Extinct in the wild,Extinct,Yes,No,Queensland endemic
756,animals,mammals,Muridae,Notomys mordax,Darling Downs hopping-mouse,"Thomas, 1922",Extinct in the wild,Extinct,Yes,No,Queensland endemic
35544,plants,land plants,Amaranthaceae,Ptilotus senarius,,A.R.Bean,Extinct in the wild,,Yes,No,Queensland endemic
8543,plants,land plants,Goodeniaceae,Goodenia arenicola,,Carolin,Extinct in the wild,,Yes,No,Queensland endemic
8513,plants,land plants,Hymenophyllaceae,Didymoglossum exiguum,,(Bedd.) Copel.,Extinct in the wild,Extinct,Yes,Yes,Queensland endemic
12047,plants,land plants,Hymenophyllaceae,Hymenophyllum lobbii,,T.Moore,Extinct in the wild,Extinct,Yes,Yes,Naturally occurs in Queensland and overseas
12357,plants,land plants,Lycopodiaceae,Huperzia serrata,,(Thunb. ex Murray) Trevis.,Extinct in the wild,Extinct,Yes,Yes,Naturally occurs in Queensland and overseas
41166,plants,land plants,Lycopodiaceae,Pseudodiphasium volubile,,(G.Forst.) Holub,Extinct in the wild,Extinct,Yes,Yes,Naturally occurs in Queensland and overseas
13831,plants,land plants,Musaceae,Musa fitzalanii,,F.Muell.,Extinct in the wild,Extinct,Yes,No,Queensland endemic
30697,plants,land plants,Myrsinaceae,Embelia flueckigeri,,F.Muell.,Extinct in the wild,,Yes,No,Queensland endemic
9879,plants,land plants,Poaceae,Amphibromus whitei,,C.E.Hubb.,Extinct in the wild,Extinct,Yes,No,Queensland endemic
10263,plants,land plants,Poaceae,Paspalum batianoffii,,B.K.Simon,Extinct in the wild,Extinct,Yes,No,Queensland endemic
11649,plants,land plants,Polypodiaceae,Lemmaphyllum accedens,,(Blume) Donk,Extinct in the wild,Extinct,Yes,Yes,Naturally occurs in Queensland and overseas
13162,plants,land plants,Proteaceae,Persoonia prostrata,,R.Br.,Extinct in the wild,Extinct,Yes,No,Queensland endemic
8486,plants,land plants,Psilotaceae,Tmesipteris lanceolata,,P.A.Dang.,Extinct in the wild,Extinct,Yes,Yes,Queensland endemic
41200,plants,land plants,Pteridaceae,Haplopteris dareicarpa,,(Hook.) S.Linds. & C.W.Chen,Extinct in the wild,,Yes,Yes,Queensland endemic
8232,plants,land plants,Rubiaceae,Oldenlandia tenelliflora var. papuana,,Valeton,Extinct in the wild,,Yes,No,Naturally occurs in Queensland and overseas
8509,plants,land plants,Rubiaceae,Wendlandia psychotrioides,,(F.Muell.) F.Muell.,Extinct in the wild,,Yes,No,Queensland endemic
6182,plants,land plants,Sparrmanniaceae,Corchorus thozetii,,Halford,Extinct in the wild,,Yes,No,Queensland endemic
706,animals,amphibians,Limnodynastidae,Adelotus brevis,tusked frog,"(Günther, 1863)",Vulnerable,,Yes,No,Australian endemic
686,animals,amphibians,Myobatrachidae,Crinia tinnula,wallum froglet,"Straughan & Main, 1966",Vulnerable,,Yes,No,Australian endemic
676,animals,amphibians,Myobatrachidae,Mixophyes iteratus,giant barred frog,"Straughan, 1968",Vulnerable,Vulnerable,Yes,Yes,Australian endemic
660,animals,amphibians,Myobatrachidae,Pseudophryne covacevichae,magnificent broodfrog,"Ingram & Corben, 1994",Vulnerable,Vulnerable,Yes,Yes,Queensland endemic
18173,animals,amphibians,Hylidae,Litoria andiirrmalin,Melville Range treefrog,"McDonald, 1997",Vulnerable,,Yes,Yes,Queensland endemic
579,animals,amphibians,Hylidae,Litoria dayi,Australian lacelid,"(Günther, 1897)",Vulnerable,Vulnerable,Yes,No,Queensland endemic
609,animals,amphibians,Hylidae,Litoria freycineti,wallum rocketfrog,"Tschudi, 1838",Vulnerable,,Yes,No,Australian endemic
593,animals,amphibians,Hylidae,Litoria olongburensis,wallum sedgefrog,"Liem & Ingram, 1977",Vulnerable,Vulnerable,Yes,No,Australian endemic
595,animals,amphibians,Hylidae,Litoria pearsoniana,cascade treefrog,"(Copland, 1961)",Vulnerable,,Yes,No,Australian endemic
610,animals,amphibians,Hylidae,Litoria serrata,tapping green eyed frog,"(Andersson, 1916)",Vulnerable,,Yes,No,Queensland endemic
587,animals,amphibians,Hylidae,Litoria subglandulosa,New England treefrog,"Tyler & Anstis, 1975",Vulnerable,,Yes,Yes,Australian endemic
720,animals,amphibians,Microhylidae,Cophixalus crepitans,northern nurseryfrog,"Zweifel, 1985",Vulnerable,,Yes,No,Queensland endemic
721,animals,amphibians,Microhylidae,Cophixalus exiguus,dainty nurseryfrog,"Zweifel & Parker, 1969",Vulnerable,,Yes,No,Queensland endemic
713,animals,amphibians,Microhylidae,Cophixalus peninsularis,Cape York nurseryfrog,"Zweifel, 1985",Vulnerable,,Yes,No,Queensland endemic
699,animals,amphibians,Microhylidae,Cophixalus saxatilis,Black Mountain boulderfrog,"Zweifel & Parker, 1977",Vulnerable,,Yes,No,Queensland endemic
19463,animals,amphibians,Microhylidae,Cophixalus zweifeli,Cape Melville boulderfrog,"Davies & McDonald, 1998",Vulnerable,,Yes,Yes,Queensland endemic
1100,animals,birds,Casuariidae,Casuarius casuarius johnsonii (northern population),southern cassowary (northern population),"Mueller, 1866",Vulnerable,Endangered,Yes,No,Queensland endemic
1273,animals,birds,Phaethontidae,Phaethon rubricauda,red-tailed tropicbird,"Boddaert, 1783",Vulnerable,,Yes,No,Naturally occurs in Australia and overseas
1785,animals,birds,Columbidae,Geophaps scripta scripta,squatter pigeon (southern subspecies),"Temminck, 1821",Vulnerable,Vulnerable,Yes,No,Australian endemic
1952,animals,birds,Podargidae,Podargus ocellatus plumiferus,plumed frogmouth,"Gould, 1846",Vulnerable,,Yes,No,Australian endemic
1971,animals,birds,Apodidae,Hirundapus caudacutus,white-throated needletail,"(Latham, 1801)",Vulnerable,Vulnerable,Yes,No,Naturally occurs in Australia and overseas
27767,animals,birds,Diomedeidae,Diomedea antipodensis antipodensis,Antipodean albatross,"Robertson & Warham, 1992",Vulnerable,Vulnerable,Yes,No,Naturally occurs in Australia and overseas
27768,animals,birds,Diomedeidae,Diomedea antipodensis gibsoni,Gibson's albatross,"Robertson & Warham, 1992",Vulnerable,Vulnerable,Yes,No,Naturally occurs in Australia and overseas
1255,animals,birds,Diomedeidae,Diomedea exulans,wandering albatross,"Linnaeus, 1758",Vulnerable,Vulnerable,Yes,No,Naturally occurs in Australia and overseas
1258,animals,birds,Diomedeidae,Phoebetria fusca,sooty albatross,"(Hilsenberg, 1822)",Vulnerable,Vulnerable,Yes,No,vagrant - origin not defined
18836,animals,birds,Diomedeidae,Thalassarche bulleri,Buller's albatross,"Rothschild, 1893",Vulnerable,Vulnerable,Yes,No,vagrant - origin not defined
1252,animals,birds,Diomedeidae,Thalassarche carteri,Indian yellow-nosed albatross,"Gmelin, 1789",Vulnerable,Vulnerable,Yes,No,Naturally occurs in Australia and overseas
27766,animals,birds,Diomedeidae,Thalassarche steadi,white-capped albatross,"Falla, 1933",Vulnerable,Vulnerable,Yes,No,Naturally occurs in Australia and overseas
1188,animals,birds,Procellariidae,Ardenna pacifica,wedge-tailed shearwater,"(Gmelin, 1789)",Vulnerable,,Yes,No,Naturally occurs in Australia and overseas
1233,animals,birds,Procellariidae,Halobaena caerulea,blue petrel,"(Gmelin, 1789)",Vulnerable,Vulnerable,Yes,No,vagrant - origin not defined
1223,animals,birds,Procellariidae,Macronectes halli,northern giant-petrel,"Mathews, 1912",Vulnerable,Vulnerable,Yes,No,vagrant - origin not defined
1705,animals,birds,Falconidae,Falco hypoleucos,grey falcon,"Gould, 1841",Vulnerable,Vulnerable,Yes,Yes,Australian endemic
1958,animals,birds,Burhinidae,Esacus magnirostris,beach stone-curlew," (Vieillot, 1818)",Vulnerable,,Yes,No,Naturally occurs in Australia and overseas
1948,animals,birds,Charadriidae,Charadrius leschenaultii,greater sand plover,"Lesson, 1826",Vulnerable,Vulnerable,Yes,No,Naturally occurs in Australia and overseas
1867,animals,birds,Scolopacidae,Limosa lapponica baueri,Western Alaskan bar-tailed godwit,"Naumann, 1836",Vulnerable,Vulnerable,Yes,No,Naturally occurs in Australia and overseas
1092,animals,birds,Turnicidae,Turnix melanogaster,black-breasted button-quail,"(Gould, 1837)",Vulnerable,Vulnerable,Yes,No,Australian endemic
1171,animals,birds,Cacatuidae,Calyptorhynchus lathami,glossy black-cockatoo,"(Temminck, 1807)",Vulnerable,,Yes,No,Australian endemic
22493,animals,birds,Cacatuidae,Calyptorhynchus lathami erebus,glossy black-cockatoo (northern),"Schodde & Mason, 1993",Vulnerable,,Yes,No,Queensland endemic
22494,animals,birds,Cacatuidae,Calyptorhynchus lathami lathami,glossy black-cockatoo (eastern),"Temminck, 1807",Vulnerable,,Yes,No,Australian endemic
1192,animals,birds,Cacatuidae,Lophochroa leadbeateri,Major Mitchell's cockatoo,"(Vigors, 1831)",Vulnerable,,Yes,No,Australian endemic
1165,animals,birds,Psittacidae,Cyclopsitta diophthalma macleayana,Macleay's fig-parrot,"Ramsay, 1874",Vulnerable,,Yes,No,Queensland endemic
1168,animals,birds,Psittacidae,Eclectus roratus macgillivrayi,eclectus parrot (Cape York Peninsula),"Mathews, 1913",Vulnerable,,Yes,No,Queensland endemic
1135,animals,birds,Psittacidae,Pezoporus wallicus wallicus,ground parrot,"(Kerr, 1792)",Vulnerable,,Yes,No,Australian endemic
1107,animals,birds,Strigidae,Ninox strenua,powerful owl,"(Gould, 1838)",Vulnerable,,Yes,No,Australian endemic
1097,animals,birds,Tytonidae,Tyto novaehollandiae kimberli,masked owl (northern subspecies),"Mathews, 1912",Vulnerable,Vulnerable,Yes,No,Australian endemic
1632,animals,birds,Atrichornithidae,Atrichornis rufescens,rufous scrub-bird,"(Ramsay, 1867)",Vulnerable,Endangered,Yes,Yes,Australian endemic
1569,animals,birds,Maluridae,Malurus coronatus,purple-crowned fairy-wren,"Gould, 1858",Vulnerable,,Yes,No,Australian endemic
1549,animals,birds,Maluridae,Stipiturus malachurus,southern emu-wren,"(Shaw, 1798)",Vulnerable,,Yes,Yes,Australian endemic
1514,animals,birds,Meliphagidae,Bolemoreus hindwoodi,Eungella honeyeater,"(Longmore & Boles, 1983)",Vulnerable,,Yes,No,Queensland endemic
1528,animals,birds,Meliphagidae,Epthianura crocea,yellow chat,"Castelnau & Ramsay, 1877",Vulnerable,,Yes,Yes,Australian endemic
22458,animals,birds,Meliphagidae,Epthianura crocea crocea,yellow chat (gulf),"Castelnau & Ramsay, 1877",Vulnerable,,Yes,Yes,Australian endemic
1521,animals,birds,Meliphagidae,Grantiella picta,painted honeyeater,"(Gould, 1838)",Vulnerable,Vulnerable,Yes,No,Australian endemic
2014,animals,insects,Papilionidae,Ornithoptera richmondia,Richmond birdwing,"(Gray, [1853])",Vulnerable,,Yes,No,Australian endemic
27,animals,insects,Lycaenidae,Acrodipsas illidgei,Illidge's ant-blue,"Waterhouse & Lyell, 1914",Vulnerable,,Yes,No,Australian endemic
18,animals,insects,Lycaenidae,Hypochrysops apollo apollo,Apollo jewel (Wet Tropics subspecies),"Miskin, 1891",Vulnerable,,Yes,Yes,Queensland endemic
9,animals,insects,Lycaenidae,Jalmenus eubulus,pale imperial hairstreak,"Miskin, 1876",Vulnerable,,Yes,No,Australian endemic
13,animals,insects,Lycaenidae,Nacaduba pactolus cela,bold blue-line,"Waterhouse & Lyell, 1914",Vulnerable,,Yes,No,Queensland endemic
33588,animals,malacostracans,Parastacidae,Cherax robustus,,"Riek, 1951",Vulnerable,,Yes,No,Queensland endemic
824,animals,mammals,Dasyuridae,Dasycercus blythi,brush-tailed mulgara,"(Waite, 1904)",Vulnerable,,Yes,No,Australian endemic
26895,animals,mammals,Dasyuridae,Dasycercus cristicauda,crest-tailed mulgara,"(Krefft, 1867)",Vulnerable,,Yes,No,Australian endemic
827,animals,mammals,Dasyuridae,Dasyuroides byrnei,kowari,"(Spencer, 1896)",Vulnerable,Vulnerable,Yes,No,Australian endemic
791,animals,mammals,Dasyuridae,Sminthopsis leucopus,white-footed dunnart,"(Gray, 1842)",Vulnerable,,Yes,No,Australian endemic
860,animals,mammals,Phascolarctidae,Phascolarctos cinereus,koala,"(Goldfuss, 1817)",Vulnerable,Endangered,Yes,No,Australian endemic
875,animals,mammals,Petauridae,Petaurus australis australis,yellow-bellied glider (southern subspecies),"Shaw, 1791",Vulnerable,,Yes,No,Australian endemic
2456,animals,mammals,Pseudocheiridae,Petauroides minor,northern greater glider,"(Collett, 1887)",Vulnerable,Vulnerable,Yes,No,Queensland endemic
848,animals,mammals,Pseudocheiridae,Petauroides volans sensu lato,greater glider,"(Kerr, 1792)",Vulnerable,Vulnerable,Yes,No,Australian endemic
18794,animals,mammals,Potoroidae,Potorous tridactylus tridactylus,long-nosed potoroo,"(Kerr, 1792)",Vulnerable,Vulnerable,Yes,No,Australian endemic
898,animals,mammals,Macropodidae,Petrogale coenensis,Cape York rock-wallaby,"Eldridge & Close, 1992",Vulnerable,Endangered,Yes,No,Queensland endemic
890,animals,mammals,Macropodidae,Petrogale penicillata,brush-tailed rock-wallaby,"(Gray, 1825)",Vulnerable,Vulnerable,Yes,No,Australian endemic
888,animals,mammals,Macropodidae,Petrogale purpureicollis,purple-necked rock-wallaby,"Le Souef, 1924",Vulnerable,,Yes,No,Queensland endemic
892,animals,mammals,Macropodidae,Petrogale sharmani,Sharman's rock-wallaby,"Eldridge & Close, 1992",Vulnerable,Vulnerable,Yes,No,Queensland endemic
894,animals,mammals,Macropodidae,Petrogale xanthopus celeris,yellow-footed rock-wallaby,"Gray, 1855",Vulnerable,Vulnerable,Yes,No,Queensland endemic
1002,animals,mammals,Hipposideridae,Hipposideros cervinus,fawn leaf-nosed bat,"(Gould, 1854)",Vulnerable,,Yes,No,Naturally occurs in Australia and overseas
991,animals,mammals,Hipposideridae,Hipposideros stenotis,northern leaf-nosed bat,"Thomas, 1913",Vulnerable,,Yes,No,Australian endemic
992,animals,mammals,Hipposideridae,Rhinonicteris aurantia,orange leaf-nosed bat,"(Gray, 1845)",Vulnerable,,Yes,No,Australian endemic
971,animals,mammals,Vespertilionidae,Chalinolobus dwyeri,large-eared pied bat,"Ryan, 1966",Vulnerable,Vulnerable,Yes,No,Australian endemic
957,animals,mammals,Vespertilionidae,Murina florium,tube-nosed insectivorous bat,"Thomas, 1908",Vulnerable,,Yes,No,Naturally occurs in Australia and overseas
939,animals,mammals,Vespertilionidae,Nyctophilus corbeni,eastern long-eared bat,"Parnaby, 2009",Vulnerable,Vulnerable,Yes,No,Australian endemic
780,animals,mammals,Muridae,Conilurus penicillatus,brush-tailed tree-rat,"(Gould, 1842)",Vulnerable,Vulnerable,Yes,No,Naturally occurs in Australia and overseas
752,animals,mammals,Muridae,Notomys aquilo,northern hopping-mouse,"Thomas, 1921",Vulnerable,Endangered,Yes,No,Australian endemic
751,animals,mammals,Muridae,Pseudomys novaehollandiae,New Holland mouse,"(Waterhouse,  1843)",Vulnerable,Vulnerable,Yes,No,Australian endemic
724,animals,mammals,Muridae,Xeromys myoides,water mouse,"Thomas, 1889",Vulnerable,Vulnerable,Yes,No,Naturally occurs in Australia and overseas
714,animals,mammals,Dugongidae,Dugong dugon,dugong,"(Muller, 1776)",Vulnerable,,Yes,No,Naturally occurs in Australia and overseas
1060,animals,mammals,Otariidae,Arctocephalus tropicalis,Subantarctic fur seal,"(Gray, 1872)",Vulnerable,Endangered,Yes,No,Australian endemic
1039,animals,mammals,Delphinidae,Orcaella heinsohni,Australian snubfin dolphin,"Beasley, Robertson, & Arnold, 2005",Vulnerable,,Yes,No,Australian endemic
1032,animals,mammals,Delphinidae,Sousa sahulensis,Australian humpback dolphin,"Jefferson & Rosenbaum, 2014",Vulnerable,,Yes,No,Naturally occurs in Australia and overseas
18166,animals,ray-finned fishes,Pseudomugilidae,Pseudomugil mellis,honey blue eye,"Allen & Ivantsoff, 1982",Vulnerable,Vulnerable,Yes,Yes,Queensland endemic
18167,animals,ray-finned fishes,Percichthyidae,Nannoperca oxleyana,Oxleyan pygmy perch,"Whitley, 1940",Vulnerable,Endangered,Yes,Yes,Australian endemic
32228,animals,ray-finned fishes,Gobiidae,Stiphodon pelewensis,Daintree cling goby,"Herre, 1936",Vulnerable,,Yes,Yes,Naturally occurs in Australia and overseas
33928,animals,ray-finned fishes,Gobiidae,Stiphodon rutilaureus,orange cling goby,"Watson, 1996",Vulnerable,,Yes,No,Naturally occurs in Australia and overseas
34839,animals,ray-finned fishes,Gobiidae,Stiphodon surrufus,emerald cling goby,"Watson & Kottelat, 1995",Vulnerable,,Yes,No,Naturally occurs in Queensland and overseas
584,animals,reptiles,Crocodylidae,Crocodylus porosus,estuarine crocodile,"Schneider, 1801",Vulnerable,,Yes,No,Naturally occurs in Australia and overseas
37,animals,reptiles,Cheloniidae,Chelonia mydas,green turtle,"(Linnaeus, 1758)",Vulnerable,Vulnerable,Yes,No,Naturally occurs in Australia and overseas
29,animals,reptiles,Cheloniidae,Natator depressus,flatback turtle,"(Garman, 1880)",Vulnerable,Vulnerable,Yes,No,Naturally occurs in Australia and overseas
18453,animals,reptiles,Chelidae,Elseya oneiros,Gulf snapping turtle,"Joseph-Ouni et al., 2020",Vulnerable,Endangered,Yes,No,Australian endemic
48,animals,reptiles,Chelidae,Rheodytes leukops,Fitzroy River turtle,"Legler & Cann, 1980",Vulnerable,Vulnerable,Yes,Yes,Queensland endemic
22659,animals,reptiles,Chelidae,Wollumbinia belli,Bell's turtle,"(Gray, 1844)",Vulnerable,Vulnerable,Yes,Yes,Australian endemic
405,animals,reptiles,Gekkonidae,Nactus galgajuga,Black Mountain gecko,"(Ingram, 1978)",Vulnerable,,Yes,No,Queensland endemic
379,animals,reptiles,Carphodactylidae,Phyllurus caudiannulatus,ringed thin-tailed gecko,"Covacevich, 1975",Vulnerable,,Yes,Yes,Queensland endemic
380,animals,reptiles,Carphodactylidae,Phyllurus isis,Mount Jukes broad-tailed gecko,"Couper, Covaevich & Moritz, 1993",Vulnerable,,Yes,Yes,Queensland endemic
324,animals,reptiles,Pygopodidae,Delma torquata,collared delma,"Kluge, 1974",Vulnerable,Vulnerable,Yes,No,Queensland endemic
315,animals,reptiles,Scincidae,Calyptotis thorntonensis,Thornton Peak calyptotis,"Greer, 1983",Vulnerable,,Yes,Yes,Queensland endemic
257,animals,reptiles,Scincidae,Ctenotus monticola,Atherton ctenotus,"Storr, 1981",Vulnerable,,Yes,No,Queensland endemic
232,animals,reptiles,Scincidae,Ctenotus rawlinsoni,Cape heath ctenotus,"Ingram, 1979",Vulnerable,,Yes,No,Queensland endemic
227,animals,reptiles,Scincidae,Egernia rugosa,yakka skink,"De Vis, 1888",Vulnerable,Vulnerable,Yes,Yes,Queensland endemic
34166,animals,reptiles,Scincidae,Emoia atrocostata australis,littoral whiptail-skink,"Brown, 1991",Vulnerable,,Yes,No,Queensland endemic
40918,animals,reptiles,Scincidae,Lerista alia,Bulleringa fine-lined slider,"Amey, Couper & Worthington Wilmer, 2019",Vulnerable,,Yes,No,Queensland endemic
162,animals,reptiles,Scincidae,Lerista ameles,limbless fine-lined slider,"Greer, 1979",Vulnerable,,Yes,No,Queensland endemic
164,animals,reptiles,Scincidae,Lerista cinerea,vine-thicket fine-lined slider,"Greer, McDonald & Lawrie, 1983",Vulnerable,,Yes,No,Queensland endemic
35942,animals,reptiles,Scincidae,Lerista hobsoni,Hobson's fine-line slider,"Amey, Couper & Worthington Wilmer, 2016",Vulnerable,,Yes,No,Queensland endemic
168,animals,reptiles,Scincidae,Lerista ingrami,Ingram's lerista,"Storr, 1991",Vulnerable,,Yes,No,Queensland endemic
40919,animals,reptiles,Scincidae,Lerista parameles,Chillagoe fine-lined slider,"Amey, Couper & Worthington Wilmer, 2019",Vulnerable,,Yes,No,Queensland endemic
144,animals,reptiles,Scincidae,Lerista storri,Mount Surprise slider,"Greer, McDonald & Lawrie, 1983",Vulnerable,,Yes,No,Queensland endemic
35941,animals,reptiles,Scincidae,Lerista vanderduysi,leaden-bellied fine-line slider,"Amey, Couper & Worthington Wilmer, 2016",Vulnerable,Vulnerable,Yes,No,Queensland endemic
146,animals,reptiles,Scincidae,Lerista vittata,Mount Cooper striped lerista,"Greer, McDonald & Lawrie, 1983",Vulnerable,Vulnerable,Yes,No,Queensland endemic
288,animals,reptiles,Scincidae,Liburnascincus scirtetis,Black Mountain rainbow-skink,"(Ingram & Covacevich, 1980)",Vulnerable,,Yes,No,Queensland endemic
141,animals,reptiles,Scincidae,Lygisaurus tanneri,Endeavour River litter-skink,"Ingram & Covacevich, 1988",Vulnerable,,Yes,No,Queensland endemic
187,animals,reptiles,Scincidae,Magmellia luteilateralis,orange-speckled forest-skink,"(Covacevich & McDonald, 1980)",Vulnerable,,Yes,Yes,Queensland endemic
30764,animals,reptiles,Scincidae,Saproscincus eungellensis,Eungella shadeskink,"Sadlier, Couper, Colgan, Vanderduys & Rickard, 2005",Vulnerable,,Yes,No,Queensland endemic
511,animals,reptiles,Elapidae,Acanthophis antarcticus,common death adder,"(Shaw & Nodder, 1802)",Vulnerable,,Yes,No,Australian endemic
22058,animals,reptiles,Elapidae,Acanthophis hawkei,plains death adder,"Wells & Wellington, 1985",Vulnerable,Vulnerable,Yes,No,Australian endemic
456,animals,reptiles,Elapidae,Cryptophis incredibilis,pink snake,"(Wells & Wellington, 1985)",Vulnerable,,Yes,No,Queensland endemic
483,animals,reptiles,Elapidae,Denisonia maculata,ornamental snake,"(Steindachner, 1867)",Vulnerable,Vulnerable,Yes,No,Queensland endemic
487,animals,reptiles,Elapidae,Furina dunmalli,Dunmall's snake,"(Worrell, 1955)",Vulnerable,Vulnerable,Yes,No,Queensland endemic
33649,animals,snails,Camaenidae,Adclarkia cameroni,,"Stanisic, 2010",Vulnerable,Endangered,Yes,No,Queensland endemic
5638,plants,Charophyceae,Characeae,Lychnothamnus barbatus,,(Mey.) Leonh.,Vulnerable,Endangered,Yes,No,Queensland endemic
15851,plants,land plants,Acanthaceae,Graptophyllum ilicifolium,holly-leaved graptophyllum,(F.Muell.) F.Muell. ex Benth.,Vulnerable,Vulnerable,Yes,No,Queensland endemic
9924,plants,land plants,Acanthaceae,Lepidagathis royenii,,Bremek.,Vulnerable,,Yes,No,Naturally occurs in Queensland and overseas
16281,plants,land plants,Acanthaceae,Rhaphidospora bonneyana,,(F.Muell.) R.M.Barker,Vulnerable,Vulnerable,Yes,No,Queensland endemic
8538,plants,land plants,Acanthaceae,Rhaphidospora cavernarum,,(F.Muell.) R.M.Barker,Vulnerable,,Yes,No,Naturally occurs in Queensland and overseas
34321,plants,land plants,Amaranthaceae,Nyssanthes impervia,,A.R.Bean,Vulnerable,,Yes,No,Queensland endemic
34180,plants,land plants,Amaranthaceae,Nyssanthes longistyla,,C.H.Miller,Vulnerable,,Yes,No,Queensland endemic
11750,plants,land plants,Anacardiaceae,Buchanania mangoides,,F.Muell.,Vulnerable,,Yes,No,Queensland endemic
8460,plants,land plants,Apocynaceae,Dischidia littoralis,,Schltr.,Vulnerable,Vulnerable,Yes,No,Naturally occurs in Queensland and overseas
41690,plants,land plants,Apocynaceae,Gymnema stramineum,,(P.I.Forst.) P.I.Forst.,Vulnerable,,Yes,No,Queensland endemic
