scientificName,vernacularName,status,sourceStatus
Thysanotus sp. Mount Madden (G.F. Craig 10516),,Priority 1: Poorly-known species,P1
Thysanotus sp. Yellowdine (A.S. George 6040),,Priority 2: Poorly-known species,P2
Thysanotus tenuis,,Priority 3: Poorly-known species,P3
Thysanotus unicupensis,,Priority 3: Poorly-known species,P3
Thysanotus vernalis,,Priority 3: Poorly-known species,P3
Thysanotus volubilis,,Priority 2: Poorly-known species,P2
Tinospora esiangkara,,Priority 2: Poorly-known species,P2
Trachymene anisocarpa var. trichocarpa,,Priority 3: Poorly-known species,P3
Trachymene croniniana,,Priority 3: Poorly-known species,P3
Trachymene dusenii,,Priority 3: Poorly-known species,P3
Trachymene oleracea subsp. sedimentum,,Priority 1: Poorly-known species,P1
Trachymene pavimentum,,Priority 1: Poorly-known species,P1
Trachymene pyrophila,,Priority 2: Poorly-known species,P2
Trachymene villosa,,Priority 1: Poorly-known species,P1
Trianthema kimberleyi,,Priority 1: Poorly-known species,P1
Trianthema sp. Bachsten Creek (R.L. Barrett & M.D. Barrett RLB 3824),,Priority 2: Poorly-known species,P2
Trianthema sp. Mitchell Plateau (P.A. Fryxell et al. 4723),,Priority 1: Poorly-known species,P1
Trianthema sp. Python Pool (G.R. Guerin & M.E. Trudgen GG 1023),,Priority 2: Poorly-known species,P2
Tribonanthes minor,,Priority 3: Poorly-known species,P3
Tribonanthes purpurea,,Vulnerable,VU
Tribulopis marliesiae,,Priority 3: Poorly-known species,P3
Tribulopis sp. Koolan Island (K.F. Kenneally 8278),,Priority 1: Poorly-known species,P1
Tribulopis sp. Mitchell Plateau (K.F. Kenneally 7935),,Priority 1: Poorly-known species,P1
Tribulus adelacanthus,,Priority 3: Poorly-known species,P3
Tribulus minutus,,Priority 1: Poorly-known species,P1
Trichosanthes pilosa,,Priority 1: Poorly-known species,P1
Tricoryne soullierae,,Priority 1: Poorly-known species,P1
Tricoryne sp. Bimbijy (G.J. Keighery & N. Gibson 7108),,Priority 2: Poorly-known species,P2
Tricoryne sp. Geraldton (G.J. Keighery 10461),,Priority 1: Poorly-known species,P1
Tricoryne sp. Wongan Hills (B.H. Smith 794),,Priority 2: Poorly-known species,P2
Tricostularia davisii,,Priority 3: Poorly-known species,P3
Tricostularia drummondii,,Priority 3: Poorly-known species,P3
Tricostularia lepschii,,Priority 2: Poorly-known species,P2
Tricostularia sandifordiana,,Priority 3: Poorly-known species,P3
"Tricostularia sp. Mogumber (A. Harris s.n., 23/12/2015) PN",,Priority 2: Poorly-known species,P2
Tricostularia sp. Porongurup (I. Abbott 18) PN,,Priority 1: Poorly-known species,P1
Tricostularia sp. Two Peoples Bay (G. Wardell-Johnson GWJ 114) PN,,Priority 2: Poorly-known species,P2
Triglochin protuberans,,Priority 3: Poorly-known species,P3
Triglochin sp. Condingup (R. Davis 10877),,Priority 2: Poorly-known species,P2
Triodia acutispicula,,Priority 3: Poorly-known species,P3
Triodia aeria,,"Priority 4: Rare, Near Threatened",P4
Triodia barbata,,Priority 1: Poorly-known species,P1
Triodia basitricha,,Priority 3: Poorly-known species,P3
Triodia birriliburu,,Priority 3: Poorly-known species,P3
Triodia bromoides,,"Priority 4: Rare, Near Threatened",P4
Triodia bunglensis,,Priority 2: Poorly-known species,P2
Triodia celsa,,Priority 2: Poorly-known species,P2
Triodia chichesterensis,,Priority 3: Poorly-known species,P3
Triodia cremnophila,,Priority 1: Poorly-known species,P1
Triodia cunninghamii,,Priority 1: Poorly-known species,P1
Triodia diantha,,Priority 1: Poorly-known species,P1
Triodia dielsii,,Priority 3: Poorly-known species,P3
Triodia fissura,,Priority 1: Poorly-known species,P1
Triodia fitzgeraldii,,Priority 1: Poorly-known species,P1
Triodia infesta,,Priority 2: Poorly-known species,P2
Triodia latzii,,Priority 3: Poorly-known species,P3
Triodia mallota,,Priority 1: Poorly-known species,P1
Triodia nana,,Priority 1: Poorly-known species,P1
Triodia pascoeana,,Priority 1: Poorly-known species,P1
Triodia pisoliticola,,Priority 3: Poorly-known species,P3
Triodia plurinervata,,Priority 3: Poorly-known species,P3
Triodia prona,,Priority 1: Poorly-known species,P1
Triodia racemigera,,Priority 1: Poorly-known species,P1
Triodia roscida,,Priority 1: Poorly-known species,P1
Triodia sp. Hidden Island (T. Handasyde TH 6109),,Priority 1: Poorly-known species,P1
Triodia sp. Karijini (S. van Leeuwen 4111),,Priority 1: Poorly-known species,P1
Triodia sp. Kurungal (A.B. Craig ABC 1675),,Priority 1: Poorly-known species,P1
Triodia sp. Mt Ella (M.E. Trudgen 12739),,Priority 3: Poorly-known species,P3
Triodia sp. Prince Regent River (R.L. Barrett & M.D. Barrett RLB 3680),,Priority 2: Poorly-known species,P2
Triodia sp. Silvergrass (P.-L. de Kock BES 00808),,Priority 1: Poorly-known species,P1
Triodia sp. Theda (M.D. Barrett & R.L. Barrett MDB 2143),,Priority 1: Poorly-known species,P1
Triodia triticoides,,Priority 1: Poorly-known species,P1
Triodia veniciae,,Priority 1: Poorly-known species,P1
Tripterococcus sp. Brachylobus (A.S. George 14234),,"Priority 4: Rare, Near Threatened",P4
Trithuria australis,,"Priority 4: Rare, Near Threatened",P4
Trithuria occidentalis,,Endangered,EN
Trithuria polybracteata,,Priority 1: Poorly-known species,P1
Triumfetta aspera,,Priority 2: Poorly-known species,P2
Triumfetta echinata,,Priority 3: Poorly-known species,P3
Triumfetta fissurata,,Priority 1: Poorly-known species,P1
Triumfetta hapala,,Priority 1: Poorly-known species,P1
Triumfetta mitchellii,,Priority 3: Poorly-known species,P3
Triumfetta pustulata,,Priority 1: Poorly-known species,P1
Triumfetta rubiginosa,,Priority 2: Poorly-known species,P2
Triumfetta rupestris,,Priority 1: Poorly-known species,P1
Triumfetta saccata,,Priority 1: Poorly-known species,P1
Triumfetta sp. Mt Bomford (M.D. Barrett MDB 1001),,Priority 1: Poorly-known species,P1
Triumfetta trisecta,,Priority 1: Poorly-known species,P1
Trymalium densiflorum,,Priority 1: Poorly-known species,P1
Trymalium litorale,,Priority 1: Poorly-known species,P1
Trymalium monospermum,,Priority 2: Poorly-known species,P2
Trymalium myrtillus subsp. pungens,,Priority 1: Poorly-known species,P1
Typhonium nudibaccatum,,Priority 1: Poorly-known species,P1
Typhonium peltandroides,,Priority 1: Poorly-known species,P1
Typhonium sp. Kununurra (A.N. Start ANS 1467),,Endangered,EN
Typhonium sp. Middle Creek (M.D. Barrett MDB 3246) PN,,Priority 1: Poorly-known species,P1
Typhonium sp. Morgan River (M.D. Barrett & R.L. Barrett MDB 2265),,Priority 1: Poorly-known species,P1
Typhonium sp. Prince Regent River (R.L. Barrett & M.D. Barrett RLB 1716),,Priority 3: Poorly-known species,P3
Typhonium sp. Theda (M.D. Barrett & R.L. Barrett MDB 1504),,Priority 1: Poorly-known species,P1
Urochloa polyphylla,,Priority 1: Poorly-known species,P1
Urodon capitatus,,Priority 3: Poorly-known species,P3
Urodon sp. Narkal (B.H. Smith 1440),,Priority 1: Poorly-known species,P1
Usnea pulvinata,,Priority 1: Poorly-known species,P1
Utricularia albertiana,,Priority 1: Poorly-known species,P1
Utricularia aurea,,Priority 2: Poorly-known species,P2
Utricularia baliboongarnang,,Priority 2: Poorly-known species,P2
Utricularia bidentata,,Priority 3: Poorly-known species,P3
Utricularia byrneana,,Priority 1: Poorly-known species,P1
Utricularia circumvoluta,,Priority 1: Poorly-known species,P1
Utricularia dunlopii,,Priority 1: Poorly-known species,P1
Utricularia hamata,,Priority 1: Poorly-known species,P1
Utricularia helix,,Priority 2: Poorly-known species,P2
Utricularia magna,,Priority 2: Poorly-known species,P2
Utricularia muelleri,,Priority 3: Poorly-known species,P3
Utricularia oppositiflora,,Priority 3: Poorly-known species,P3
Utricularia papilliscapa,,Priority 2: Poorly-known species,P2
Utricularia stellaris,,Priority 1: Poorly-known species,P1
Utricularia tridactyla,,Priority 1: Poorly-known species,P1
Utricularia tubulata,,Priority 1: Poorly-known species,P1
Utricularia wannanii,,Priority 2: Poorly-known species,P2
Utricularia westonii,,Priority 2: Poorly-known species,P2
Uvedalia clementii,,Priority 1: Poorly-known species,P1
Vallisneria sp. Weelarrana (M.N. Lyons & S.D. Lyons 3050),,Priority 1: Poorly-known species,P1
Verticordia aereiflora,,Priority 2: Poorly-known species,P2
Verticordia albida,,Critically Endangered,CR
Verticordia amphigia,,Priority 3: Poorly-known species,P3
Verticordia apecta,,Critically Endangered,CR
Verticordia argentea,,Priority 2: Poorly-known species,P2
Verticordia attenuata,,Priority 3: Poorly-known species,P3
Verticordia aurea,,"Priority 4: Rare, Near Threatened",P4
Verticordia brevifolia subsp. brevifolia,,Priority 3: Poorly-known species,P3
Verticordia brevifolia subsp. stirlingensis,,Priority 2: Poorly-known species,P2
Verticordia capillaris,,"Priority 4: Rare, Near Threatened",P4
Verticordia carinata,,Vulnerable,VU
Verticordia chrysostachys var. pallida,,Priority 3: Poorly-known species,P3
Verticordia citrella,,Priority 2: Poorly-known species,P2
Verticordia comosa,,Priority 1: Poorly-known species,P1
Verticordia cooloomia,,Priority 3: Poorly-known species,P3
Verticordia coronata,,Priority 3: Poorly-known species,P3
Verticordia crebra,,Vulnerable,VU
Verticordia dasystylis subsp. dasystylis,,Priority 2: Poorly-known species,P2
Verticordia dasystylis subsp. kalbarriensis,,Priority 2: Poorly-known species,P2
Verticordia dasystylis subsp. oestopoia,,Priority 1: Poorly-known species,P1
Verticordia densiflora var. pedunculata,,Endangered,EN
Verticordia densiflora var. roseostella,,Priority 3: Poorly-known species,P3
Verticordia dichroma var. dichroma,,Priority 3: Poorly-known species,P3
Verticordia dichroma var. syntoma,,Priority 3: Poorly-known species,P3
Verticordia elizabethiae,,Priority 1: Poorly-known species,P1
Verticordia endlicheriana var. angustifolia,,Priority 3: Poorly-known species,P3
Verticordia fimbrilepis subsp. australis,,Endangered,EN
Verticordia fimbrilepis subsp. fimbrilepis,,Vulnerable,VU
Verticordia fragrans,,Priority 3: Poorly-known species,P3
Verticordia galeata,,Priority 2: Poorly-known species,P2
Verticordia gracilis,,Priority 3: Poorly-known species,P3
Verticordia halophila,,Priority 2: Poorly-known species,P2
Verticordia harveyi,,"Priority 4: Rare, Near Threatened",P4
Verticordia helichrysantha,,Vulnerable,VU
Verticordia huegelii var. tridens,,Priority 3: Poorly-known species,P3
Verticordia hughanii,,Endangered,EN
Verticordia insignis subsp. eomagis,,Priority 3: Poorly-known species,P3
Verticordia integra,,"Priority 4: Rare, Near Threatened",P4
Verticordia jamiesonii,,Priority 3: Poorly-known species,P3
Verticordia lehmannii,,"Priority 4: Rare, Near Threatened",P4
Verticordia lepidophylla var. quantula,,Priority 1: Poorly-known species,P1
Verticordia lindleyi subsp. lindleyi,,"Priority 4: Rare, Near Threatened",P4
Verticordia longistylis,,Priority 3: Poorly-known species,P3
Verticordia luteola var. luteola,,Priority 3: Poorly-known species,P3
Verticordia luteola var. rosea,,Priority 1: Poorly-known species,P1
Verticordia mirabilis,,Priority 1: Poorly-known species,P1
Verticordia mitchelliana subsp. mitchelliana,,Priority 3: Poorly-known species,P3
Verticordia mitodes,,Priority 3: Poorly-known species,P3
Verticordia muelleriana subsp. minor,,Priority 2: Poorly-known species,P2
Verticordia muelleriana subsp. muelleriana,,Priority 3: Poorly-known species,P3
Verticordia multiflora subsp. solox,,Priority 2: Poorly-known species,P2
Verticordia paludosa,,"Priority 4: Rare, Near Threatened",P4
Verticordia penicillaris,,"Priority 4: Rare, Near Threatened",P4
Verticordia pityrhops,,Endangered,EN
Verticordia plumosa var. ananeotes,,Critically Endangered,CR
Verticordia plumosa var. vassensis,,Endangered,EN
Verticordia polytricha,,"Priority 4: Rare, Near Threatened",P4
Verticordia pulchella,,Priority 2: Poorly-known species,P2
Verticordia roei subsp. meiogona,,Priority 1: Poorly-known species,P1
Verticordia rutilastra,,Priority 3: Poorly-known species,P3
Verticordia serotina,,Priority 2: Poorly-known species,P2
Verticordia serrata var. Udumung (D. Hunter & B. Yarran 941006),,Priority 2: Poorly-known species,P2
Verticordia serrata var. linearis,,Priority 3: Poorly-known species,P3
Verticordia setacea,,Priority 2: Poorly-known species,P2
Verticordia sieberi var. pachyphylla,,Priority 1: Poorly-known species,P1
Verticordia sp. Dundas (C.A. Gardner 2848),,Priority 1: Poorly-known species,P1
Verticordia spicata subsp. squamosa,,Critically Endangered,CR
Verticordia staminosa subsp. cylindracea var. cylindracea,,Vulnerable,VU
Verticordia staminosa subsp. cylindracea var. erecta,,Critically Endangered,CR
Verticordia staminosa subsp. staminosa,,Critically Endangered,CR
Verticordia stenopetala,,Priority 3: Poorly-known species,P3
Verticordia venusta,,Priority 3: Poorly-known species,P3
Verticordia verticordina,,Priority 3: Poorly-known species,P3
Verticordia wonganensis,,Priority 2: Poorly-known species,P2
Verticordia x eurardyensis,,Priority 1: Poorly-known species,P1
Vigna triodiophila,,Priority 3: Poorly-known species,P3
Vincetoxicum polyanthum,,Priority 1: Poorly-known species,P1
Viscum articulatum,,Priority 1: Poorly-known species,P1
Viscum ovalifolium,,Priority 1: Poorly-known species,P1
Viscum whitei subsp. flexicaule,,Priority 2: Poorly-known species,P2
Vittadinia blackii,,Priority 2: Poorly-known species,P2
Vittadinia cervicularis var. occidentalis,,Priority 1: Poorly-known species,P1
Vittadinia cervicularis var. oldfieldii,,Priority 1: Poorly-known species,P1
Vittadinia pustulata,,Priority 3: Poorly-known species,P3
Vittadinia sp. A Kimberley Flora (R.J. Cranfield 6527),,Priority 3: Poorly-known species,P3
Vittadinia sp. Coondewanna Flats (S. van Leeuwen 4684),,Priority 3: Poorly-known species,P3
Walteranthus erectus,,Priority 2: Poorly-known species,P2
Warnstorfia fluitans,,Priority 2: Poorly-known species,P2
Westringia acifolia,,Priority 1: Poorly-known species,P1
Westringia fitzgeraldensis,,Priority 2: Poorly-known species,P2
Westringia ophioglossa,,Priority 1: Poorly-known species,P1
Whiteochloa capillipes,,Priority 1: Poorly-known species,P1
Whiteochloa sp. Hann River (Aplin et al. 917),,Priority 1: Poorly-known species,P1
Wurmbea calcicola,,Vulnerable,VU
Wurmbea fluviatilis,,Priority 2: Poorly-known species,P2
Wurmbea murchisoniana,,"Priority 4: Rare, Near Threatened",P4
Wurmbea saccata,,Priority 3: Poorly-known species,P3
Wurmbea sp. Cranbrook (A.R. Annels 3819),,Priority 3: Poorly-known species,P3
Wurmbea sp. Denham Pool (F. Hort et al. 2216),,Priority 1: Poorly-known species,P1
Wurmbea sp. Muggon (T.D. Macfarlane & R. Davis TDM 3336),,Priority 1: Poorly-known species,P1
Wurmbea tubulosa,,Vulnerable,VU
Xanthoparmelia darlingensis,,Priority 1: Poorly-known species,P1
Xanthoparmelia dayiana,,Priority 3: Poorly-known species,P3
Xanthoparmelia fumigata,,Priority 2: Poorly-known species,P2
Xanthoparmelia gerhardii,,Priority 2: Poorly-known species,P2
Xanthoparmelia hypoleiella,,Priority 3: Poorly-known species,P3
Xanthoparmelia kondininensis,,Priority 2: Poorly-known species,P2
Xanthoparmelia louisii,,Priority 2: Poorly-known species,P2
Xanthoparmelia nashii,,Priority 3: Poorly-known species,P3
Xanthoparmelia norpraegnans,,Priority 2: Poorly-known species,P2
Xanthoparmelia norpumila,,Priority 2: Poorly-known species,P2
Xanthoparmelia sammyi,,Priority 1: Poorly-known species,P1
Xanthoparmelia sargentii,,Priority 1: Poorly-known species,P1
Xanthoparmelia scabrosina,,Priority 1: Poorly-known species,P1
Xanthoparmelia subalpina,,Priority 2: Poorly-known species,P2
Xanthoparmelia subbarbatica,,Priority 1: Poorly-known species,P1
Xanthoparmelia subimitatrix,,Priority 3: Poorly-known species,P3
Xanthoparmelia xanthomelanoides,,Priority 2: Poorly-known species,P2
Xanthorrhoea brevistyla,,"Priority 4: Rare, Near Threatened",P4
