scientificName,vernacularName,family,genus,sourceStatus,status
Thelymitra atronitida,Black-hooded Sun Orchid,Orchidaceae,Thelymitra,Critically Endangered,Critically Endangered
Rotala tripartita,,Lythraceae,Rotala,Endangered,Endangered
Pultenaea maritima,Coast Headland Pea,Fabaceae (Faboideae),Pultenaea,Vulnerable,Vulnerable
Diuris ochroma,Pale Golden Moths,Orchidaceae,Diuris,Endangered,Endangered
Commersonia rosea,,Malvaceae,Commersonia,Endangered,Endangered
Philoria pughi,,Limnodynastidae,Philoria,Endangered,Endangered
Philoria richmondensis,,Limnodynastidae,Philoria,Endangered,Endangered
Nitella partita,,Characeae,Nitella,Endangered,Endangered
Phebalium bifidum,,Rutaceae,Phebalium,Endangered,Endangered
Keyacris scurra,Key’s Matchstick Grasshopper,Eumastacidae,Keyacris,Endangered,Endangered
Corybas dowlingii,Red Helmet Orchid,Orchidaceae,Corybas,Endangered,Endangered
Senecio linearifolius var. dangarensis,,Asteraceae,Senecio,Endangered,Endangered
Pterostylis despectans,,Orchidaceae,Pterostylis,Critically Endangered,Critically Endangered
Caladenia montana,,Orchidaceae,Caladenia,Vulnerable,Vulnerable
Amyema plicatula,,Loranthaceae,Amyema,Endangered,Endangered
Eucalyptus sp. Cattai,,Myrtaceae,Eucalyptus,Critically Endangered,Critically Endangered
Eucalyptus sp. Howes Swamp Creek,,Myrtaceae,Eucalyptus,Endangered,Endangered
Gossia fragrantissima,Sweet Myrtle,Myrtaceae,Gossia,Endangered,Endangered
Pultenaea sp. Genowlan Point,,Fabaceae (Faboideae),Pultenaea,Critically Endangered,Critically Endangered
Bettongia lesueur graii,"Boodie, Burrowing Bettong (mainland)",Potoroidae,Bettongia,Extinct,Extinct
Bettongia penicillata penicillata,Brush-tailed Bettong (South-East Mainland),Potoroidae,Bettongia,Extinct,Extinct
Isoodon auratus auratus,Golden Bandicoot (mainland),Peramelidae,Isoodon,Extinct,Extinct
Astrotricha sp. Wallagaraugh,Merimbula Star-hair,Araliaceae,Astrotricha,Endangered,Endangered
Pommerhelix duralensis,Dural Land Snail,Camaenidae,Pommerhelix,Endangered,Endangered
Pseudomys glaucus,Blue-grey Mouse,Muridae,Pseudomys,Extinct,Extinct
Petalura litorea,Coastal Petaltail,Petaluridae,Petalura,Endangered,Endangered
Myrsine richmondensis,Ripple-leaf Muttonwood,Primulaceae,Myrsine,Endangered,Endangered
Niemeyera whitei,"Rusty Plum, Plum Boxwood",Sapotaceae,Niemeyera,Vulnerable,Vulnerable
Goodenia nocoleche,Nocoleche Goodenia,Goodeniaceae,Goodenia,Endangered,Endangered
Bertya opponens,Coolabah Bertya,Euphorbiaceae,Bertya,Vulnerable,Vulnerable
Pultenaea parrisiae,Parris' Bush-pea,Fabaceae (Faboideae),Pultenaea,Vulnerable,Vulnerable
Pultenaea elusa,Elusive Bush-pea,Fabaceae (Faboideae),Pultenaea,Critically Endangered,Critically Endangered
Boronia inflexa subsp. torringtonensis,,Rutaceae,Boronia,Critically Endangered,Critically Endangered
Genoplesium littorale,Tuncurry Midge Orchid,Orchidaceae,Genoplesium,Critically Endangered,Critically Endangered
Pherosphaera fitzgeraldii,Dwarf Mountain Pine,Podocarpaceae,Pherosphaera,Endangered,Endangered
Coatesia paniculata,Axe-Breaker,Rutaceae,Coatesia,Endangered,Endangered
Pomaderris walshii,Carrington Falls Pomaderris,Rhamnaceae,Pomaderris,Critically Endangered,Critically Endangered
"Bertya sp. (Chambigne NR, M. Fatemi 24)",Chambigne Bertya,Euphorbiaceae,Bertya,Endangered,Endangered
Homoranthus bebo,,Myrtaceae,Homoranthus,Critically Endangered,Critically Endangered
Pandion cristatus,Eastern Osprey,Accipitridae,Pandion,Vulnerable,Vulnerable
Prasophyllum innubum,,Orchidaceae,Prasophyllum,Critically Endangered,Critically Endangered
Prasophyllum keltonii,Kelton's Leek Orchid,Orchidaceae,Prasophyllum,Critically Endangered,Critically Endangered
Daphnandra johnsonii,Illawarra Socketwood,Monimiaceae,Daphnandra,Endangered,Endangered
Kardomia prominens,,Myrtaceae,Kardomia,Critically Endangered,Critically Endangered
Kardomia silvestris,Woodland Babingtonia,Myrtaceae,Kardomia,Endangered,Endangered
Thelymitra kangaloonica,Kangaloon Sun Orchid,Orchidaceae,Thelymitra,Critically Endangered,Critically Endangered
Grevillea ilicifolia subsp. ilicifolia,Holly-leaf Grevillea,Proteaceae,Grevillea,Critically Endangered,Critically Endangered
Triflorensia cameronii,Cameron's Tarenna,Rubiaceae,Triflorensia,Endangered,Endangered
Philotheca obovatifolia,,Rutaceae,Philotheca,Endangered,Endangered
Philotheca papillata,,Rutaceae,Philotheca,Vulnerable,Vulnerable
Pimelea cremnophila,Gorge Rice-flower,Thymelaeaceae,Pimelea,Critically Endangered,Critically Endangered
Calochilus pulchellus,Pretty Beard Orchid,Orchidaceae,Calochilus,Endangered,Endangered
Setirostris eleryi,Bristle-faced Free-tailed Bat,Molossidae,Setirostris,Endangered,Endangered
Prasophyllum sp. Moama,,Orchidaceae,Prasophyllum,Critically Endangered,Critically Endangered
Calomnion complanatum,,Calomniaceae,Calomnion,Endangered,Endangered
Pelargonium sp. Striatellum,Omeo Storksbill,Geraniaceae,Pelargonium,Endangered,Endangered
Correa lawrenceana var. genoensis,Genoa River Correa,Rutaceae,Correa,Endangered,Endangered
Prostanthera sejuncta,,Lamiaceae,Prostanthera,Vulnerable,Vulnerable
"Bertya sp. (Clouds Creek, M. Fatemi 4)",,Euphorbiaceae,Bertya,Endangered,Endangered
Bossiaea fragrans,,Fabaceae (Faboideae),Bossiaea,Critically Endangered,Critically Endangered
Jalmenus eubulus,Pale Imperial Hairstreak,Lycaenidae,Jalmenus,Critically Endangered,Critically Endangered
Bossiaea bombayensis,Bombay Bossiaea,Fabaceae (Faboideae),Bossiaea,Vulnerable,Vulnerable
Demansia rimicola,a whip snake,Elapidae,Demansia,Vulnerable,Vulnerable
Prasophyllum pallens,Musty Leek Orchid,Orchidaceae,Prasophyllum,Vulnerable,Vulnerable
Hibbertia sp. Bankstown,,Dilleniaceae,Hibbertia,Critically Endangered,Critically Endangered
Pterostylis bicornis,Horned Greenhood,Orchidaceae,Pterostylis,Endangered,Endangered
Genoplesium insigne,Variable Midge Orchid,Orchidaceae,Genoplesium,Critically Endangered,Critically Endangered
Prasophyllum bagoense,,Orchidaceae,Prasophyllum,Critically Endangered,Critically Endangered
Solanum armourense,,Solanaceae,Solanum,Endangered,Endangered
Diuris eborensis,,Orchidaceae,Diuris,Endangered,Endangered
Pterostylis riparia,,Orchidaceae,Pterostylis,Vulnerable,Vulnerable
Pterostylis ventricosa,,Orchidaceae,Pterostylis,Critically Endangered,Critically Endangered
Pterostylis vernalis,,Orchidaceae,Pterostylis,Critically Endangered,Critically Endangered
Callistemon megalongensis,Megalong Valley Bottlebrush,Myrtaceae,Callistemon,Critically Endangered,Critically Endangered
Callistemon purpurascens,,Myrtaceae,Callistemon,Critically Endangered,Critically Endangered
Solanum sulphureum,Manning Yellow Solanum,Solanaceae,Solanum,Endangered,Endangered
Nyctophilus corbeni,Corben's Long-eared Bat,Vespertilionidae,Nyctophilus,Vulnerable,Vulnerable
Corunastylis sp. Charmhaven (NSW896673),,Orchidaceae,Corunastylis,Critically Endangered,Critically Endangered
Elaeocarpus sedentarius,Minyon Quandong,Elaeocarpaceae,Elaeocarpus,Endangered,Endangered
Hibbertia stricta subsp. furcatula,,Dilleniaceae,Hibbertia,Endangered,Endangered
Rhaponticum australe,Austral Cornflower,Asteraceae,Rhaponticum,Extinct,Extinct
Antechinus arktos,Black-tailed Antechinus,Dasyuridae,Antechinus,Endangered,Endangered
Ctenophorus mirrityana,Barrier Range Dragon,Agamidae,Ctenophorus,Endangered,Endangered
Commersonia procumbens,,Malvaceae,Commersonia,Vulnerable,Vulnerable
Commersonia prostrata,Dwarf Kerrawang,Malvaceae,Commersonia,Endangered,Endangered
Gudeoconcha sophiae magnifica,Magnificent Helicarionid Land Snail,Helicarionidae,Gudeoconcha,Critically Endangered,Critically Endangered
Mystivagor mastersi,Masters Charopid Land Snail,Charopidae,Mystivagor,Critically Endangered,Critically Endangered
Pseudocharopa ledgbirdi,Mount Lidgbird Charopid Land Snail,Charopidae,Pseudocharopa,Critically Endangered,Critically Endangered
Pseudocharopa whiteleggei,Whitelegge's Land Snail,Charopidae,Pseudocharopa,Critically Endangered,Critically Endangered
Thelymitra alpicola,Alpine Sun-orchid,Orchidaceae,Thelymitra,Vulnerable,Vulnerable
Banksia vincentia,,Proteaceae,Banksia,Critically Endangered,Critically Endangered
Leionema lamprophyllum subsp. fractum,,Rutaceae,Leionema,Critically Endangered,Critically Endangered
Diplodactylus platyurus,Eastern Fat-tailed Gecko,Diplodactylidae,Diplodactylus,Endangered,Endangered
Myuchelys georgesi,Bellinger River Snapping Turtle,Chelidae,Myuchelys,Critically Endangered,Critically Endangered
Prostanthera gilesii,,Lamiaceae,Prostanthera,Critically Endangered,Critically Endangered
Diospyros yandina,Shiny-leaved Ebony,Ebenaceae,Diospyros,Endangered,Endangered
Ozimops lumsdenae,Northern Free-tailed Bat,Molossidae,Ozimops,Vulnerable,Vulnerable
Argyrotegium nitidulum,Shining Cudweed,Asteraceae,Argyrotegium,Vulnerable,Vulnerable
Veronica blakelyi,,Plantaginaceae,Veronica,Vulnerable,Vulnerable
Diuris byronensis,Byron Bay Diuris,Orchidaceae,Diuris,Endangered,Endangered
Hibbertia spanantha,Julian's Hibbertia,Dilleniaceae,Hibbertia,Critically Endangered,Critically Endangered
Phebalium speciosum,,Rutaceae,Phebalium,Critically Endangered,Critically Endangered
Hibbertia fumana,,Dilleniaceae,Hibbertia,Critically Endangered,Critically Endangered
Uperoleia mahonyi,Mahony's Toadlet,Myobatrachidae,Uperoleia,Endangered,Endangered
Myuchelys purvisi,"Manning River Helmeted Turtle, Purvis' Turtle",Chelidae,Myuchelys,Endangered,Endangered
Gingidia rupicola,,Apiaceae,Gingidia,Endangered,Endangered
Amytornis modestus inexpectatus,Thick-billed Grasswren (central NSW subspecies),Maluridae,Amytornis,Extinct,Extinct
Amytornis modestus obscurior,Thick-billed Grasswren (north-west NSW subspecies),Maluridae,Amytornis,Critically Endangered,Critically Endangered
Zieria odorifera subsp. copelandii,,Rutaceae,Zieria,Critically Endangered,Critically Endangered
Cucumis althaeoides,,Cucurbitaceae,Cucumis,Critically Endangered,Critically Endangered
Nitella parooensis,,Characeae,Nitella,Critically Endangered,Critically Endangered
Lenwebbia sp. Main Range,,Myrtaceae,Lenwebbia,Critically Endangered,Critically Endangered
Zieria odorifera subsp. warrabahensis,,Rutaceae,Zieria,Critically Endangered,Critically Endangered
Anthosachne kingiana subsp. kingiana,Philip Island Wheat Grass,Poaceae,Anthosachne,Critically Endangered,Critically Endangered
Miniopterus orianae oceanensis,Large Bent-winged Bat,Miniopteridae,Miniopterus,Vulnerable,Vulnerable
Hibbertia circinata,Connie's Guinea Flower,Dilleniaceae,Hibbertia,Critically Endangered,Critically Endangered
Antrophyum austroqueenslandicum,,Pteridaceae,Antrophyum,Critically Endangered,Critically Endangered
Homoranthus bruhlii,,Myrtaceae,Homoranthus,Critically Endangered,Critically Endangered
Homoranthus elusus,,Myrtaceae,Homoranthus,Critically Endangered,Critically Endangered
Meridolum maryae,Maroubra Woodland Snail,Camaenidae,Meridolum,Endangered,Endangered
Egernia roomi,Kaputar Rock Skink,Scincidae,Egernia,Critically Endangered,Critically Endangered
Tympanocryptis osbornei,Monaro Grassland Earless Dragon,Agamidae,Tympanocryptis,Endangered,Endangered
Tympanocryptis mccartneyi,Bathurst Grassland Earless Dragon,Agamidae,Tympanocryptis,Critically Endangered,Critically Endangered
Leionema westonii,,Rutaceae,Leionema,Critically Endangered,Critically Endangered
Thinornis cucullatus cucullatus,Eastern Hooded Dotterel,Charadriidae,Thinornis,Critically Endangered,Critically Endangered
Prasophyllum sandrae,Majors Creek Leek Orchid,Orchidaceae,Prasophyllum,Critically Endangered,Critically Endangered
Acacia terminalis subsp. Eastern Sydney,Sunshine wattle,Fabaceae (Mimosoideae),Acacia,Endangered,Endangered
Backhousia subargentea,Giant Ironwood,Myrtaceae,Backhousia,Endangered,Endangered
Epacris gnidioides,Budawangs Cliff-heath,Ericaceae,Epacris,Vulnerable,Vulnerable
Muehlenbeckia sp. Mt Norman,Scrambling Lignum,Polygonaceae,Muehlenbeckia,Vulnerable,Vulnerable
Lobelia claviflora,,Campanulaceae,Lobelia,Critically Endangered,Critically Endangered
Fontainea sp. Coffs Harbour,,Euphorbiaceae,Fontainea,Critically Endangered,Critically Endangered
Melichrus gibberagee,Narrow-leaf Melichrus,Ericaceae,Melichrus,Endangered,Endangered
Pittosporum sp. Coffs Harbour,,Pittosporaceae,Pittosporum,Critically Endangered,Critically Endangered
Amytornis striatus howei,,Maluridae,Amytornis,Endangered,Endangered
Cormodes darwini,,Cleridae,Cormodes,Critically Endangered,Critically Endangered
Promethis sterrha,,Tenebrionidae,Promethis,Critically Endangered,Critically Endangered
Litoria watsoni,,Hylidae,Litoria,Endangered,Endangered
Perameles fasciata,Liverpool Plains Barred Bandicoot,Peramelidae,Perameles,Extinct,Extinct
Leucochrysum albicans subsp. tricolor,Hoary Sunray,Asteraceae,Leucochrysum,Endangered,Endangered
