NSXCODE,SPECIESNR,SYNONYM,SUPRAFAMILY,FAMILY,FAMILY_NUM,STATUS,GENUS,SPECIES,SPECIES_AUTHOR,INFRASP_RANK,INFRASP_NAME,INFRASP_AUTHOR,EPBC_STATUS,NPWSA_STATUS,HYBRID,HYBRIDRANK,SYNQUALIFIER,COMMON_NAME_1,COMMON_NAME_2,NW,NW_QUEST,NW_FLAG,LE,LE_QUEST,LE_FLAG,NU,NU_QUEST,NU_FLAG,GT,GT_QUEST,GT_FLAG,FR,FR_QUEST,FR_FLAG,EA,EA_QUEST,EA_FLAG,EP,EP_QUEST,EP_FLAG,NL,NL_QUEST,NL_FLAG,MU,MU_QUEST,MU_FLAG,YP,YP_QUEST,YP_FLAG,SL,SL_QUEST,SL_FLAG,KI,KI_QUEST,KI_FLAG,SE,SE_QUEST,SE_FLAG,Final data modification on: Tuesday 15 March 2022 2:45 AM. Extract created on: Tuesday 15 March 2022 11:40 AM
Q32380,28079,1,Angiospermae,Polygalaceae,91.227,,Polygala,isingii,auct.non Pedley: Barker et al.(2005),,,,,,,,partly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M02002,4119,0,Angiospermae,Polygalaceae,91.227,*,Polygala,monspeliaca,L.,,,,,,,,,Annual Milkwort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SE,,*,
Z02003,4120,0,Angiospermae,Polygalaceae,91.227,*,Polygala,myrtifolia,L.,,,,,,,,,Myrtle-leaf Milkwort,Parrot Bush,,,,,,,,,,,,,,,,,,,EP,,*,,,,,,,YP,,*,SL,,*,KI,,*,SE,,*,
S32381,28080,0,Angiospermae,Polygalaceae,91.227,,Polygala,triflora,L.,,,,,,,,,,,,,,LE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S32381,28082,1,Angiospermae,Polygalaceae,91.227,,Polygala,isingii,auct.non Pedley: Barker et al.(2005),,,,,,,,partly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A04128,7942,0,Angiospermae,Polygalaceae,91.227,*,Polygala,virgata,Thunb.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EP,,?e,,,,,,,,,,SL,,*,,,,SE,,*,
Y06356,14077,0,Angiospermae,Anacardiaceae,91.23,?e,Rhus,typhina,L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,?e,,,,,,,
G03875,13119,0,Angiospermae,Anacardiaceae,91.23,*,Schinus,molle,L.,,,,,,,,,Pepper-tree,,,,,,,,NU,,*,GT,,*,FR,,*,EA,,*,EP,,*,NL,,*,MU,,*,YP,,*,SL,,*,,,,SE,,*,
G03875,19547,1,Angiospermae,Anacardiaceae,91.23,,Schinus,areira,L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G03875,19548,1,Angiospermae,Anacardiaceae,91.23,,Schinus,molle,L.,var.,areira,(L.) DC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q32444,28372,0,Angiospermae,Aceraceae,91.234,?e,Acer,campestre,L.,,,,,,,,,Field Maple,Hedge Maple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,?e,,,,,,,
C04649,8673,0,Angiospermae,Aceraceae,91.234,*,Acer,negundo,L.,,,,,,,,,Box Elder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,*,,,,SE,,?e,
W02031,4156,0,Angiospermae,Aceraceae,91.234,*,Acer,pseudoplatanus,L.,,,,,,,,,Sycamore Maple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,*,,,,SE,,*,
Q04652,8676,0,Angiospermae,Sapindaceae,91.236,,Alectryon,oleifolius,(Desf.) S.T.Reynolds,ssp.,canescens,S.T.Reynolds,,,,,,Bullock Bush,Cattle Bush,NW,,,LE,,,NU,,,GT,,,FR,,,EA,,,EP,,,NL,,,MU,,,YP,,,SL,,,,,,,,,
Q04652,14563,1,Angiospermae,Sapindaceae,91.236,,Heterodendrum,microcalyx,Radlk.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q04652,14564,1,Angiospermae,Sapindaceae,91.236,,Heterodendrum,oleifolium,Desf.,var.,macrocalyx,(Radlk.) Domin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q04652,14565,1,Angiospermae,Sapindaceae,91.236,,Heterodendrum,oleifolium,Desf.,var.,microcalyx,auct.non (Radlk.) Domin: J.G.West(1986),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S02005,4123,0,Angiospermae,Sapindaceae,91.236,,Atalaya,hemiglauca,(F.Muell.) F.Muell. ex Benth.,,,,,,,,,Whitewood,,,,,LE,,,,,,,,,,,,EA,,,,,,,,,,,,,,,,,,,,,,,,
S02005,14860,1,Angiospermae,Sapindaceae,91.236,,Thouinia,hemiglauca,F.Muell.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G32599,29039,0,Angiospermae,Sapindaceae,91.236,*,Cardiospermum,grandiflorum,Sw.,,,,,,,,,Balloon Vine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,*,,,,,,,
W02007,4126,0,Angiospermae,Sapindaceae,91.236,,Dodonaea,baueri,Endl.,,,,,,,,,Crinkled Hop-bush,,,,,,,,,,,,,,FR,,,EA,,,EP,,,NL,,,MU,,,YP,,,SL,,,KI,,,,,,
W02007,16394,1,Angiospermae,Sapindaceae,91.236,,Dodonaea,deflexa,F.Muell.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A02008,4128,0,Angiospermae,Sapindaceae,91.236,,Dodonaea,bursariifolia,F.Muell.,,,,,,,,,Small Hop-bush,,,,,,,,,,,GT,,,FR,,?id,,,,EP,,,,,,MU,,,YP,,,SL,,,,,,SE,,,
M02010,4130,0,Angiospermae,Sapindaceae,91.236,,Dodonaea,hexandra,F.Muell.,,,,,,,,,Horned Hop-bush,,,,,,,,,,,,,,,,,,,,EP,,,NL,,,MU,,,YP,,,SL,,,KI,,,SE,,,
U06238,13904,0,Angiospermae,Sapindaceae,91.236,,Dodonaea,hexandra,F.Muell.,,,,,, X Dodonaea humilis Endl.,,,,,,,,,,,,,,,,,,,,,,,EP,,,,,,,,,,,,,,,KI,,,SE,,,
Z02011,4131,0,Angiospermae,Sapindaceae,91.236,,Dodonaea,humilis,Endl.,,,,,,,,,Dwarf Hop-bush,Limestone Hop-bush,,,,,,,,,,,,,,,,,,,EP,,,,,,MU,,,YP,,,SL,,,KI,,,SE,,,
Z02011,16395,1,Angiospermae,Sapindaceae,91.236,,Dodonaea,boroniifolia,auct.non G.Don: Tate(1890),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S04653,8680,0,Angiospermae,Sapindaceae,91.236,,Dodonaea,intricata,J.G.West,,,,,,,,,Gawler Ranges Hop-bush,,,,,,,,,,,GT,,,,,,,,,EP,,,,,,,,,,,,,,,,,,,,,
S04653,16396,1,Angiospermae,Sapindaceae,91.236,,Dodonaea,sp. A,Jessop(1984),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q02012,4132,0,Angiospermae,Sapindaceae,91.236,,Dodonaea,lobulata,F.Muell.,,,,,,,,,Lobed-leaf Hop-bush,Lobed Hop-bush,NW,,,LE,,,NU,,,GT,,,FR,,,EA,,,EP,,,NL,,,MU,,,YP,,,,,,,,,,,,
W06239,14177,0,Angiospermae,Sapindaceae,91.236,,Dodonaea,lobulata,F.Muell.,,,,,, X Dodonaea microzyga F.Muell. var. microzyga,,,,,,,,,,,NU,,,GT,,,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,
M04898,9142,0,Angiospermae,Sapindaceae,91.236,,Dodonaea,microzyga,F.Muell.,var.,microzyga,,,,,,,Brilliant Hop-bush,,NW,,,LE,,,NU,,,GT,,,FR,,,EA,,,EP,,,,,,,,,,,,,,,,,,,,,
Y32256,27601,0,Angiospermae,Sapindaceae,91.236,,Dodonaea,petiolaris,F.Muell.,,,,,,,,,Balloon Hop-bush,Green Hop-bush,,,,LE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C06329,14039,0,Angiospermae,Sapindaceae,91.236,,Dodonaea,procumbens,,,,,,, X Dodonaea viscosa ssp.,,,,,,,,,,,,,,,,,,,,,,,,,,NL,,,,,,,,,,,,,,,,,,
A02016,4138,0,Angiospermae,Sapindaceae,91.236,,Dodonaea,stenozyga,F.Muell.,,,,,,,,,Desert Hop-bush,,NW,,,,,,NU,,,GT,,,FR,,,,,,EP,,,NL,,,MU,,,YP,,,SL,,,,,,,,,
K04757,16399,1,Angiospermae,Sapindaceae,91.236,,Dodonaea,adenophora,Miq.,var.,ovata,Ewart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K04757,16397,1,Angiospermae,Sapindaceae,91.236,,Dodonaea,sp. B,Jessop(1984),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K04757,16398,1,Angiospermae,Sapindaceae,91.236,,Dodonaea,tenuifolia,auct.non Lindl.: J.M.Black(1952),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E02018,4141,0,Angiospermae,Sapindaceae,91.236,,Dodonaea,tepperi,F.Muell. ex Tepper,,,,,,,species,,Streaked Hop-bush,Tepper's Hop-bush,,,,,,,,,,,,,FR,,,,,,EP,,,,,,MU,,,YP,,,SL,,,,,,,,,
C04921,9187,0,Angiospermae,Sapindaceae,91.236,,Dodonaea,viscosa,Jacq.,ssp.,angustissima,(DC.) J.G.West,,,,,,Narrow-leaf Hop-bush,Slender Hop-bush,NW,,,LE,,,NU,,,GT,,,FR,,,EA,,,EP,,,NL,,,MU,,,YP,,,SL,,,KI,,,SE,,,
C04921,16402,1,Angiospermae,Sapindaceae,91.236,,Dodonaea,angustissima,DC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C04921,16400,1,Angiospermae,Sapindaceae,91.236,,Dodonaea,attenuata,A.Cunn.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C04921,16401,1,Angiospermae,Sapindaceae,91.236,,Dodonaea,attenuata,A.Cunn.,var.,linearis,Benth.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U04726,8790,0,Angiospermae,Sapindaceae,91.236,,Dodonaea,viscosa,Jacq.,ssp.,cuneata,(Sm.) J.G.West,,,,,,Wedge-leaf Hop-bush,,,,,,,,,,,,,,,,,,,,,,,NL,,,MU,,,,,,SL,,,,,,SE,,,
U04726,16403,1,Angiospermae,Sapindaceae,91.236,,Dodonaea,cuneata,Sm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U04726,16404,1,Angiospermae,Sapindaceae,91.236,,Dodonaea,cuneata,Sm.,var.,coriacea,Benth.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U04654,8682,0,Angiospermae,Sapindaceae,91.236,,Dodonaea,viscosa,Jacq.,ssp.,mucronata,J.G.West,,,,,,Northern Hop-bush,Tjininypa,NW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U04654,16406,1,Angiospermae,Sapindaceae,91.236,,Dodonaea,petiolaris,auct.non F.Muell.: J.M.Black(1952),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U04654,16405,1,Angiospermae,Sapindaceae,91.236,,Dodonaea,viscosa,Jacq.,var.,spatulata,auct.non (Sm.) Benth.: Benth.(1863),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K04781,8902,0,Angiospermae,Sapindaceae,91.236,,Dodonaea,viscosa,Jacq.,ssp.,spatulata,(Sm.) J.G.West,,,,,,Sticky Hop-bush,Spoon-leaf Hop-bush,NW,,,LE,,,,,,,,,FR,,,,,,EP,,,NL,,,MU,,,YP,,,SL,,,KI,,,SE,,,
K04781,16407,1,Angiospermae,Sapindaceae,91.236,,Dodonaea,spatulata,Sm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K04781,16408,1,Angiospermae,Sapindaceae,91.236,,Dodonaea,viscosa,Jacq.,var.,spatulata,(Sm.) Benth.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z32119,26868,0,Angiospermae,Sapindaceae,91.236,?e,Koelreuteria,paniculata,Laxm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NL,,?e,,,,,,,SL,,?e,,,,,,,
M04650,8674,0,Angiospermae,Hippocastanaceae,91.238,?e,Aesculus,hippocastanum,L.,,,,,,,,,Common Horse-chestnut,Buck-eye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,?e,,,,,,,
S02021,4144,0,Angiospermae,Melianthaceae,91.241,*,Melianthus,comosus,Vahl,,,,,,,,,Tufted Honey-flower,Kruidje-roer-my-nie,,,,,,,,,,,,,,,,,,,,,,,,,,,,YP,,*,SL,,*,,,,SE,,*,
U02022,4145,0,Angiospermae,Melianthaceae,91.241,*,Melianthus,major,L.,,,,,,,,,Cape Honey-flower,,,,,,,,,,,,,,,,,,,,,,,NL,,?e,,,,YP,,?e,SL,,*,,,,SE,,*,
W02023,4146,0,Angiospermae,Aquifoliaceae,91.248,*,Ilex,aquifolium,L.,,,,,,,,,Holly,Common Holly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,*,,,,,,,
U06114,13689,0,Angiospermae,Celastraceae,91.251,?e,Euonymus,europaeus,L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SE,,?e,
W06115,13690,0,Angiospermae,Celastraceae,91.251,?e,Euonymus,japonicus,Thunb.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MU,,?e,,,,,,,,,,,,,
K04289,8120,0,Angiospermae,Stackhousiaceae,91.256,,Macgregoria,racemigera,F.Muell.,,,,,,,,,Snowflake,,,,,LE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K04289,18048,1,Angiospermae,Stackhousiaceae,91.256,,Macgregoria,racemosa,"Benth., orthographic error in Hooker(1877)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K04025,13489,0,Angiospermae,Stackhousiaceae,91.256,,Stackhousia,aspericocca,Schuch.,ssp.,Cylindrical inflorescence (W.R.Barker 1418),W.R.Barker,,,,,,Bushy Candles,Rough Candles,,,,,,,,,,,,,,,,,,,EP,,,NL,,,MU,,,YP,,,SL,,,KI,,,SE,,,
K04025,20010,1,Angiospermae,Stackhousiaceae,91.256,,Stackhousia,aspericocca,Schuch.,race,1,W.R.Barker(1977),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K04025,20009,1,Angiospermae,Stackhousiaceae,91.256,,Stackhousia,aspericocca,Schuch.,ssp.,A,W.R.Barker in Jessop & Toelken (1986),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K04025,28960,1,Angiospermae,Stackhousiaceae,91.256,,Stackhousia,aspericocca,Schuch.,ssp.,"""Cylindrical inflorescence"" (W.R.Barker 1418)",W.R.Barker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K04025,20011,1,Angiospermae,Stackhousiaceae,91.256,,Stackhousia,monogyna,auct.non Labill.: J.M.Black(1952),,,,,,,,partly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z04783,13490,0,Angiospermae,Stackhousiaceae,91.256,,Stackhousia,aspericocca,Schuch.,ssp.,One-sided inflorescence (W.R.Barker 697),W.R.Barker,,,,,,One-sided Candles,Rough Candles,,,,,,,,,,,,,,,,,,,EP,,,,,,MU,,,YP,,,SL,,,KI,,,SE,,,
Z04783,20013,1,Angiospermae,Stackhousiaceae,91.256,,Stackhousia,aspericocca,Schuch.,race,2,W.R.Barker(1977),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z04783,20012,1,Angiospermae,Stackhousiaceae,91.256,,Stackhousia,aspericocca,Schuch.,ssp.,B,W.R.Barker in Jessop & Toelken(1986),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z04783,28961,1,Angiospermae,Stackhousiaceae,91.256,,Stackhousia,aspericocca,Schuch.,ssp.,"""One-sided inflorescence"" (W.R.Barker 697)",W.R.Barker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z04783,20014,1,Angiospermae,Stackhousiaceae,91.256,,Stackhousia,monogyna,auct.non Labill.: J.M.Black(1952),,,,,,,,partly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E03150,6186,0,Angiospermae,Stackhousiaceae,91.256,,Stackhousia,clementii,Domin,,,,,,,,,Limestone Candles,,NW,,,LE,,,,,,GT,,,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,
E03150,20015,1,Angiospermae,Stackhousiaceae,91.256,,Stackhousia,muricata,auct.non Lindl.: J.M.Black(1952),,,,,,,,partly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y02028,4151,0,Angiospermae,Stackhousiaceae,91.256,,Stackhousia,megaloptera,F.Muell.,,,,,,,,,Dune Candles,,NW,,,,,,NU,,,,,,,,,,,,,,,,,,MU,,,,,,,,,,,,,,,
K32565,28953,0,Angiospermae,Stackhousiaceae,91.256,,Stackhousia,monogyna,Labill.,,,,,,,,,Creamy Candles,Creamy Stackhousia,,,,,,,,,,,,,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,
K32565,28955,1,Angiospermae,Stackhousiaceae,91.256,,Stackhousia,flava,auct.non Hook.: J.M.Black(1952),,,,,,,,partly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E05334,13491,0,Angiospermae,Stackhousiaceae,91.256,,Stackhousia,muricata,Lindl.,ssp.,Annual (W.R.Barker 2172),W.R.Barker,,,,,,Annual Yellow Candles,Western Candles,NW,,,,,,NU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E05334,20018,1,Angiospermae,Stackhousiaceae,91.256,,Stackhousia,muricata,Lindl.,ssp.,B,W.R.Barker in Jessop & Toelken(1986),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E05334,20019,1,Angiospermae,Stackhousiaceae,91.256,,Stackhousia,occidentalis,Domin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C05333,13492,0,Angiospermae,Stackhousiaceae,91.256,,Stackhousia,muricata,Lindl.,ssp.,Perennial (W.R.Barker 3641),W.R.Barker,,,,,,Yellow Candles,,,,,,,,NU,,,GT,,,FR,,,EA,,,EP,,,,,,,,,,,,,,,,,,,,,
C05333,20022,1,Angiospermae,Stackhousiaceae,91.256,,Stackhousia,elata,F.Muell.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C05333,20020,1,Angiospermae,Stackhousiaceae,91.256,,Stackhousia,muricata,Lindl.,ssp.,A,W.R.Barker in Jessop & Toelken(1986),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C05333,20021,1,Angiospermae,Stackhousiaceae,91.256,,Stackhousia,muricata,Lindl.,ssp.,muricata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C05333,20023,1,Angiospermae,Stackhousiaceae,91.256,,Stackhousia,viminea,auct.non Smith: J.M.Black(1952),,,,,,,,partly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z03411,6713,0,Angiospermae,Stackhousiaceae,91.256,,Stackhousia,spathulata,Sieber ex Spreng.,,,,,,,,,Coast Candles,Coast Stackhousia,,,,,,,,,,,,,,,,,,,EP,,,,,,,,,YP,,,,,,KI,,,SE,,,
Z03411,20025,1,Angiospermae,Stackhousiaceae,91.256,,Stackhousia,monogyna,auct.non Labill.: Labill.(1804),,,,,,,,partly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z03411,20024,1,Angiospermae,Stackhousiaceae,91.256,,Tripterococcus,spathulatus,F.Muell.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y32564,28951,0,Angiospermae,Stackhousiaceae,91.256,,Stackhousia,subterranea,W.R.Barker,,,,,,,,,Creamy Candles,Creamy Stackhousia,,,,,,,,,,,,,FR,,,EA,,,EP,,,NL,,,MU,,,YP,,,SL,,,KI,,,SE,,,
Y32564,20016,1,Angiospermae,Stackhousiaceae,91.256,,Stackhousia,flava,auct.non Hook.: J.M.Black(1952),,,,,,,,partly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y32564,28958,1,Angiospermae,Stackhousiaceae,91.256,,Stackhousia,gunnii,Hook.f.,,,,,,,,nom.illeg.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y32564,28962,1,Angiospermae,Stackhousiaceae,91.256,,Stackhousia,linariifolia,A.Cunn.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y32564,28957,1,Angiospermae,Stackhousiaceae,91.256,,Stackhousia,monogyna,auct.non Labill.: Barker et al.(2005),,,,,,,,partly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y32564,28952,1,Angiospermae,Stackhousiaceae,91.256,,Stackhousia,monogyna,auct.non Labill.: W.R.Barker in Jessop & Toelken(1986),,,,,,,,partly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y32564,28959,1,Angiospermae,Stackhousiaceae,91.256,,Stackhousia,sp. 1,"W.R.Barker (Fl.Vict., 1999)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q05612,12642,0,Angiospermae,Rhamnaceae,91.263,?e,Ceanothus,thyrsiflorus,Eschsch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NL,,?e,,,,,,,,,,,,,,,,
W05799,13117,0,Angiospermae,Rhamnaceae,91.263,,Cryptandra,aridicola,Rye,,,,,,,,,,,NW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E04006,27503,0,Angiospermae,Rhamnaceae,91.263,,Cryptandra,campanulata,Schltdl.,,,,,Rare,,,,Long-flower Cryptandra,Bell-flower Cryptandra,,,,,,,,,,,,,FR,,,EA,,,,,,NL,,,MU,,,,,,,,,,,,,,,
E04006,16127,1,Angiospermae,Rhamnaceae,91.263,,Cryptandra,amara,Sm.,var.,longiflora,F.Muell. ex Maiden & Betche,,,,,partly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E04006,27504,1,Angiospermae,Rhamnaceae,91.263,,Cryptandra,sp. Long hypanthium (C.R.Alcock 10626),W.R.Barker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U02030,4155,0,Angiospermae,Rhamnaceae,91.263,,Cryptandra,hispidula,Reissek & F.Muell. ex Reissek,,,,,,,,,Rough Cryptandra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,,KI,,,,,,
G05919,26658,0,Angiospermae,Rhamnaceae,91.263,,Cryptandra,myriantha,Diels,,,,,,,,,Heath Cryptandra,Velvet Cryptandra,,,,,,,,,,,,,,,,,,,EP,,,,,,,,,YP,,,,,,,,,SE,,,
G05919,26659,1,Angiospermae,Rhamnaceae,91.263,,Cryptandra,sp. Simple-haired calyx (D.E. Symon 8875),W.R.Barker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G05919,16128,1,Angiospermae,Rhamnaceae,91.263,,Cryptandra,tomentosa,auct.non Lindl.: E.M.Canning(1986),,,,,,,,partly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G05919,16129,1,Angiospermae,Rhamnaceae,91.263,,Cryptandra,tomentosa,Lindl.,var.,2,N.G.Walsh & F.Udovicic(1999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C02033,4161,0,Angiospermae,Rhamnaceae,91.263,,Cryptandra,propinqua,A.Cunn. ex Fenzl,,,,,,,,,Silky Cryptandra,Tjilyi-tjilyi,NW,,,,,,,,,GT,,,FR,,,,,,EP,,,,,,MU,,,,,,,,,,,,SE,?,,
Y32792,29850,0,Angiospermae,Rhamnaceae,91.263,,Cryptandra,sabulicola,Kellermann,,,,,,,,,Sand Cryptandra,,,,,,,,,,,,,,,,,,,,EP,,,,,,MU,,,,,,,,,,,,,,,
Y32792,29852,1,Angiospermae,Rhamnaceae,91.263,,Cryptandra,amara,Sm.,var.,floribunda,auct.non Maiden & Betche: Black(1952),,,,,partly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y32792,29853,1,Angiospermae,Rhamnaceae,91.263,,Cryptandra,sp. Floriferous (W.R.Barker 4131),W.R.Barker,,,,,,,,partly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y32792,29856,1,Angiospermae,Rhamnaceae,91.263,,Cryptandra,tomentosa,auct.non Lindl.: Jessop & Toelken(1986),,,,,,,,partly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q32348,29844,0,Angiospermae,Rhamnaceae,91.263,,Cryptandra,setifera,Kellermann,,,,,,,,,Gawler Ranges Cryptandra,,,,,,,,,,,,,,FR,,,,,,EP,,,,,,,,,,,,,,,,,,,,,
Q32348,29846,1,Angiospermae,Rhamnaceae,91.263,,Cryptandra,amara,auct.non Sm.: Black(1952),,,,,,,,partly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q32348,29847,1,Angiospermae,Rhamnaceae,91.263,,Cryptandra,amara,Sm.,var.,floribunda,auct.non Maiden & Betche: Black(1952),,,,,partly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q32348,27901,1,Angiospermae,Rhamnaceae,91.263,,Cryptandra,sp. Floriferous (W.R.Barker 4131),auct.non W.R.Barker: Barker et al.(2005),,,,,,,,partly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q32348,29845,1,Angiospermae,Rhamnaceae,91.263,,Cryptandra,sp. Hiltaba (Anon. NPGA-8100),Kellermann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G32791,29848,0,Angiospermae,Rhamnaceae,91.263,,Cryptandra,sp. Floriferous (W.R.Barker 4131),W.R.Barker,,,,,,,,,Pretty Cryptandra,Bitter Cryptandra,,,,,,,,,,,,,,,,EA,,,EP,,,NL,,,MU,,,YP,,,,,,,,,SE,,,
