scientificName,vernacularName,category,WildNetTaxonID,status,kingdom,family,generalisation
Pterostylis mitchellii,,SL,12695,Special least concern,Plantae,Orchidaceae,2 km
Pterostylis mutica,midget greenhood,SL,14295,Special least concern,Plantae,Orchidaceae,2 km
Pterostylis mystacina,,SL,33979,Special least concern,Plantae,Orchidaceae,2 km
Pterostylis nigricans,,NT,9232,Near Threatened,Plantae,Orchidaceae,2 km
Pterostylis nutans,,SL,9321,Special least concern,Plantae,Orchidaceae,2 km
Pterostylis obtusa,,SL,16346,Special least concern,Plantae,Orchidaceae,2 km
Pterostylis ophioglossa,,SL,9322,Special least concern,Plantae,Orchidaceae,2 km
Pterostylis ophioglossa subsp. fusca,,LC,40233,Least concern,Plantae,Orchidaceae,2 km
Pterostylis parviflora,tiny greenhood,SL,16347,Special least concern,Plantae,Orchidaceae,2 km
Pterostylis pearsonii,,SL,36534,Special least concern,Plantae,Orchidaceae,2 km
Pterostylis pedunculata,maroonhood,SL,12696,Special least concern,Plantae,Orchidaceae,2 km
Pterostylis praetermissa,,SL,7912,Special least concern,Plantae,Orchidaceae,2 km
Pterostylis procera,,SL,7913,Special least concern,Plantae,Orchidaceae,2 km
Pterostylis revoluta,autumn greenhood,LC,16348,Least concern,Plantae,Orchidaceae,2 km
Pterostylis rufa,,SL,16349,Special least concern,Plantae,Orchidaceae,2 km
Pterostylis russellii,,SL,9834,Special least concern,Plantae,Orchidaceae,2 km
Pterostylis scoliosa,,EN,18888,Endangered,Plantae,Orchidaceae,2 km
Pterostylis setifera,,NT,8556,Near Threatened,Plantae,Orchidaceae,2 km
Pterostylis sp. (Gundiah W.W.Abell AQ72188),,NT,6689,Near Threatened,Plantae,Orchidaceae,2 km
Pterostylis sp. (Mt Maroon J.R.Clarkson+ 1114),,UK,6688,,Plantae,Orchidaceae,2 km
Pterostylis stricta,,SL,12699,Special least concern,Plantae,Orchidaceae,2 km
Pterostylis taurus,charging bull orchid,SL,9776,Special least concern,Plantae,Orchidaceae,2 km
Pterostylis torquata,,SL,35660,Special least concern,Plantae,Orchidaceae,2 km
Pterostylis venusta,,SL,41381,Special least concern,Plantae,Orchidaceae,2 km
Pterostylis vitrea,,SL,32533,Special least concern,Plantae,Orchidaceae,2 km
Pterostylis whitei,,LC,39917,Least concern,Plantae,Orchidaceae,2 km
Pterostylis woollsii,long-tailed greenhood,SL,8557,Special least concern,Plantae,Orchidaceae,2 km
Rhinerrhiza,,LC,21397,Least concern,Plantae,Orchidaceae,2 km
Rhinerrhiza divitiflora,,SL,12705,Special least concern,Plantae,Orchidaceae,2 km
Rhipidorchis micrantha,,SL,30796,Special least concern,Plantae,Orchidaceae,2 km
Rhizanthella,,LC,21402,Least concern,Plantae,Orchidaceae,2 km
Rhizanthella omissa,,EN,30870,Endangered,Plantae,Orchidaceae,2 km
Rhomboda polygonoides,,VU,35496,Vulnerable,Plantae,Orchidaceae,2 km
Rhynchophreatia,,LC,21410,Least concern,Plantae,Orchidaceae,2 km
Robiquetia,,UK,21419,,Plantae,Orchidaceae,2 km
Robiquetia gracilistipes,,SL,8180,Special least concern,Plantae,Orchidaceae,2 km
Robiquetia rectifolia,,LC,39918,Least concern,Plantae,Orchidaceae,2 km
Robiquetia wassellii,,NT,12706,Near Threatened,Plantae,Orchidaceae,2 km
Saccolabiopsis,,LC,21434,Least concern,Plantae,Orchidaceae,2 km
Saccolabiopsis armitii,,SL,12707,Special least concern,Plantae,Orchidaceae,2 km
Saccolabiopsis rectifolia,,SL,9835,Special least concern,Plantae,Orchidaceae,2 km
Saccolabium virgatum,,LC,39907,Least concern,Plantae,Orchidaceae,2 km
Salacistis ochroleuca,,EN,35326,Endangered,Plantae,Orchidaceae,2 km
Sarcochilus,,UK,12662,,Plantae,Orchidaceae,2 km
Sarcochilus bancroftii,,LC,39908,Least concern,Plantae,Orchidaceae,2 km
Sarcochilus borealis,,SL,7914,Special least concern,Plantae,Orchidaceae,2 km
Sarcochilus ceciliae,fairy bells,SL,9187,Special least concern,Plantae,Orchidaceae,2 km
Sarcochilus dilatatus,brown sarcochilus,SL,12659,Special least concern,Plantae,Orchidaceae,2 km
Sarcochilus falcatus,orange blossom orchid,SL,12709,Special least concern,Plantae,Orchidaceae,2 km
Sarcochilus fitzgeraldii,ravine orchid,EN,12658,Endangered,Plantae,Orchidaceae,2 km
Sarcochilus hartmannii,,VU,12710,Vulnerable,Plantae,Orchidaceae,2 km
Sarcochilus hillii,,SL,12657,Special least concern,Plantae,Orchidaceae,2 km
Sarcochilus hirticalcar,harlequin orchid,VU,8224,Vulnerable,Plantae,Orchidaceae,2 km
Sarcochilus loganii,,SL,40952,Special least concern,Plantae,Orchidaceae,2 km
Sarcochilus newportii,,LC,39909,Least concern,Plantae,Orchidaceae,2 km
Sarcochilus parviflorus,,SL,35904,Special least concern,Plantae,Orchidaceae,2 km
Sarcochilus platystachys,,LC,39910,Least concern,Plantae,Orchidaceae,2 km
Sarcochilus roseus,,SL,9324,Special least concern,Plantae,Orchidaceae,2 km
Sarcochilus serrulatus,,SL,14268,Special least concern,Plantae,Orchidaceae,2 km
Sarcochilus spathulatus,,SL,8223,Special least concern,Plantae,Orchidaceae,2 km
Sarcochilus tricalliatus,,SL,4361,Special least concern,Plantae,Orchidaceae,2 km
Sarcochilus weinthalii,blotched sarcochilus,EN,12661,Endangered,Plantae,Orchidaceae,2 km
Schistotylus,,LC,21465,Least concern,Plantae,Orchidaceae,2 km
Schoenorchis,,LC,21472,Least concern,Plantae,Orchidaceae,2 km
Schoenorchis micrantha,,SL,8463,Special least concern,Plantae,Orchidaceae,2 km
Schoenorchis sarcophylla,,VU,12663,Vulnerable,Plantae,Orchidaceae,2 km
Spathoglottis,,UK,21522,,Plantae,Orchidaceae,2 km
Spathoglottis papuana var. puberiflora,,UK,38625,,Plantae,Orchidaceae,2 km
Spathoglottis paulinae,,NT,12668,Near Threatened,Plantae,Orchidaceae,2 km
Spathoglottis plicata,New Guinea ground orchid,VU,12667,Vulnerable,Plantae,Orchidaceae,2 km
Spathoglottis soutteriana,,LC,39911,Least concern,Plantae,Orchidaceae,2 km
Speculantha borealis,,LC,40956,Least concern,Plantae,Orchidaceae,2 km
Spiranthes,,UK,21534,,Plantae,Orchidaceae,2 km
Spiranthes australis,,SL,5003,Special least concern,Plantae,Orchidaceae,2 km
Stigmatodactylus amplexicaulis,,SL,41758,Special least concern,Plantae,Orchidaceae,2 km
Stigmatodactylus sublestus,,NT,41755,Near Threatened,Plantae,Orchidaceae,2 km
Taeniophyllum,,UK,12671,,Plantae,Orchidaceae,2 km
Taeniophyllum baumei,,SL,40484,Special least concern,Plantae,Orchidaceae,2 km
Taeniophyllum clementsii,,SL,36103,Special least concern,Plantae,Orchidaceae,2 km
Taeniophyllum confertum,,NT,8558,Near Threatened,Plantae,Orchidaceae,2 km
Taeniophyllum cylindrocentrum,,SL,41733,Special least concern,Plantae,Orchidaceae,2 km
Taeniophyllum cymbiforme,,LC,39912,Least concern,Plantae,Orchidaceae,2 km
Taeniophyllum epacridicola,,SL,36337,Special least concern,Plantae,Orchidaceae,2 km
Taeniophyllum explanatum,,SL,35944,Special least concern,Plantae,Orchidaceae,2 km
Taeniophyllum lobatum,,NT,9841,Near Threatened,Plantae,Orchidaceae,2 km
Taeniophyllum malianum,,SL,12670,Special least concern,Plantae,Orchidaceae,2 km
Taeniophyllum muelleri,,SL,9840,Special least concern,Plantae,Orchidaceae,2 km
Taeniophyllum triquetroradix,,SL,35918,Special least concern,Plantae,Orchidaceae,2 km
Taeniophyllum walkeri,,SL,41210,Special least concern,Plantae,Orchidaceae,2 km
Taeniophyllum wilkianum,,LC,39913,Least concern,Plantae,Orchidaceae,2 km
Tainia,,LC,21587,Least concern,Plantae,Orchidaceae,2 km
Tainia trinervis,,SL,9081,Special least concern,Plantae,Orchidaceae,2 km
Thelasis,,UK,21620,,Plantae,Orchidaceae,2 km
Thelasis carinata,,VU,12673,Vulnerable,Plantae,Orchidaceae,2 km
Thelychiton,,UK,41410,,Plantae,Orchidaceae,2 km
Thelymitra,,UK,13082,,Plantae,Orchidaceae,2 km
Thelymitra angustifolia,,SL,7915,Special least concern,Plantae,Orchidaceae,2 km
Thelymitra carnea,,SL,12677,Special least concern,Plantae,Orchidaceae,2 km
Thelymitra fragrans,,SL,9199,Special least concern,Plantae,Orchidaceae,2 km
Thelymitra ixioides,,SL,6207,Special least concern,Plantae,Orchidaceae,2 km
Thelymitra longifolia,,UK,28222,,Plantae,Orchidaceae,2 km
Thelymitra longiloba,,UK,25956,,Plantae,Orchidaceae,2 km
Thelymitra malvina,,SL,7917,Special least concern,Plantae,Orchidaceae,2 km
Thelymitra media,,UK,20037,,Plantae,Orchidaceae,2 km
Thelymitra media var. media,tall sun orchid,LC,12674,Least concern,Plantae,Orchidaceae,2 km
Thelymitra nuda,scented sun orchid,LC,13081,Least concern,Plantae,Orchidaceae,2 km
Thelymitra pauciflora,slender sun orchid,SL,12675,Special least concern,Plantae,Orchidaceae,2 km
Thelymitra purpurata,wallum sun orchid,SL,7916,Special least concern,Plantae,Orchidaceae,2 km
Thelymitra queenslandica,,SL,29280,Special least concern,Plantae,Orchidaceae,2 km
Thelymitra venosa,large veined sun orchid,UK,12676,,Plantae,Orchidaceae,2 km
Thelymitra x merraniae,,SL,29290,Special least concern,Plantae,Orchidaceae,2 km
Thelymitra x truncata,,UK,28167,,Plantae,Orchidaceae,2 km
Thrixspermum,,UK,21627,,Plantae,Orchidaceae,2 km
Thrixspermum congestum,,SL,22806,Special least concern,Plantae,Orchidaceae,2 km
Thrixspermum platystachys,,SL,12678,Special least concern,Plantae,Orchidaceae,2 km
Thunia alba var. marshelliana,,UK,39044,,Plantae,Orchidaceae,2 km
Trachoma,,UK,21895,,Plantae,Orchidaceae,2 km
Trachoma speciosum,,SL,8182,Special least concern,Plantae,Orchidaceae,2 km
Trachoma stellatum,,SL,8183,Special least concern,Plantae,Orchidaceae,2 km
Trachoma subluteum,,SL,34091,Special least concern,Plantae,Orchidaceae,2 km
Trichoglottis,,UK,21658,,Plantae,Orchidaceae,2 km
Trichoglottis australiensis,,VU,11357,Vulnerable,Plantae,Orchidaceae,2 km
Vanda,,LC,21710,Least concern,Plantae,Orchidaceae,2 km
Vanda hindsii,Cape York vanda,VU,12680,Vulnerable,Plantae,Orchidaceae,2 km
Vanda whiteana,,LC,40770,Least concern,Plantae,Orchidaceae,2 km
Vanilla planifolia,,UK,31261,,Plantae,Orchidaceae,2 km
Vrydagzynea,,UK,21729,,Plantae,Orchidaceae,2 km
Vrydagzynea grayi,,EN,30794,Endangered,Plantae,Orchidaceae,2 km
Zeuxine,,UK,21765,,Plantae,Orchidaceae,2 km
Zeuxine attenuata,,LC,40091,Least concern,Plantae,Orchidaceae,2 km
Zeuxine oblonga,hairy jewel orchid,SL,15903,Special least concern,Plantae,Orchidaceae,2 km
Drosera,,UK,17351,,Plantae,Droseraceae,2 km
Drosera adelae,,NT,11623,Near Threatened,Plantae,Droseraceae,2 km
Drosera buubugujin,,CR,41407,Critically Endangered,Plantae,Droseraceae,2 km
Drosera prolifera,trailing sundew,VU,11621,Vulnerable,Plantae,Droseraceae,2 km
Drosera schizandra,notched sundew,VU,9811,Vulnerable,Plantae,Droseraceae,2 km
Nepenthes,,LC,16623,Least concern,Plantae,Nepenthaceae,2 km
Nepenthes albolineata,,LC,40154,Least concern,Plantae,Nepenthaceae,2 km
Nepenthes alicae,,LC,40155,Least concern,Plantae,Nepenthaceae,2 km
Nepenthes armbrustae,,LC,40147,Least concern,Plantae,Nepenthaceae,2 km
Nepenthes bernaysii,,UK,40148,,Plantae,Nepenthaceae,2 km
Nepenthes cholmondeleyi,,LC,40149,Least concern,Plantae,Nepenthaceae,2 km
Nepenthes garrawayae,,LC,40150,Least concern,Plantae,Nepenthaceae,2 km
Nepenthes jardinei,,LC,40151,Least concern,Plantae,Nepenthaceae,2 km
Nepenthes mirabilis,tropical pitcher plant,SL,16622,Special least concern,Plantae,Nepenthaceae,2 km
Nepenthes mirabilis (Bramston Beach),,EN,22495,Endangered,Plantae,Nepenthaceae,2 km
Nepenthes moorei,,LC,40152,Least concern,Plantae,Nepenthaceae,2 km
Nepenthes parvula,,SL,36037,Special least concern,Plantae,Nepenthaceae,2 km
Nepenthes pascoensis,,LC,40143,Least concern,Plantae,Nepenthaceae,2 km
Nepenthes rowanae,,LC,40144,Least concern,Plantae,Nepenthaceae,2 km
Nepenthes rowaniae,,SL,35625,Special least concern,Plantae,Nepenthaceae,2 km
Nepenthes tenax,,SL,31114,Special least concern,Plantae,Nepenthaceae,2 km
Alsophila baileyana,,LC,40762,Least concern,Plantae,Cyatheaceae,2 km
Alsophila cunninghamii,,NT,41744,Near Threatened,Plantae,Cyatheaceae,2 km
Alsophila exilis,,EN,41582,Endangered,Plantae,Cyatheaceae,2 km
Sphaeropteris celebica,,NT,41745,Near Threatened,Plantae,Cyatheaceae,2 km
Sphaeropteris felina,,EN,41592,Endangered,Plantae,Cyatheaceae,2 km
Calochlaena villosa,,NT,13958,Near Threatened,Plantae,Dicksoniaceae,2 km
Cycas,,UK,18759,,Plantae,Cycadaceae,2 km
Cycas angulata,,SL,12076,Special least concern,Plantae,Cycadaceae,2 km
Cycas badensis,,SL,5934,Special least concern,Plantae,Cycadaceae,2 km
Cycas brunnea,,VU,8338,Vulnerable,Plantae,Cycadaceae,2 km
Cycas cairnsiana,,VU,12077,Vulnerable,Plantae,Cycadaceae,2 km
Cycas candida,,SL,27956,Special least concern,Plantae,Cycadaceae,2 km
Cycas couttsiana,,VU,8439,Vulnerable,Plantae,Cycadaceae,2 km
Cycas cupida,,VU,27451,Vulnerable,Plantae,Cycadaceae,2 km
Cycas desolata,,VU,6326,Vulnerable,Plantae,Cycadaceae,2 km
Cycas distans,,EN,36662,Endangered,Plantae,Cycadaceae,2 km
Cycas media,,SL,17503,Special least concern,Plantae,Cycadaceae,2 km
Cycas media - Cycas platyphylla,,LC,8337,Least concern,Plantae,Cycadaceae,2 km
Cycas media subsp. banksii,,SL,5939,Special least concern,Plantae,Cycadaceae,2 km
Cycas media subsp. ensata,,SL,5935,Special least concern,Plantae,Cycadaceae,2 km
Cycas media subsp. media,,SL,5940,Special least concern,Plantae,Cycadaceae,2 km
Cycas media subsp. media - C.ophiolitica,,LC,7045,Least concern,Plantae,Cycadaceae,2 km
Cycas megacarpa,,EN,8445,Endangered,Plantae,Cycadaceae,2 km
Cycas ophiolitica,Marlborough blue,EN,8437,Endangered,Plantae,Cycadaceae,2 km
Cycas papuana,,SL,34680,Special least concern,Plantae,Cycadaceae,2 km
Cycas platyphylla,,VU,8897,Vulnerable,Plantae,Cycadaceae,2 km
Cycas revoluta,,UK,38955,,Plantae,Cycadaceae,2 km
Cycas scratchleyana,,SL,30730,Special least concern,Plantae,Cycadaceae,2 km
Cycas semota,,EN,5936,Endangered,Plantae,Cycadaceae,2 km
Cycas silvestris,,VU,8384,Vulnerable,Plantae,Cycadaceae,2 km
Cycas terryana,,VU,34314,Vulnerable,Plantae,Cycadaceae,2 km
Cycas tuckeri,,VU,5937,Vulnerable,Plantae,Cycadaceae,2 km
Cycas xipholepis,,SL,5781,Special least concern,Plantae,Cycadaceae,2 km
Cycas yorkiana,,SL,5938,Special least concern,Plantae,Cycadaceae,2 km
Bowenia,,LC,9800,Least concern,Plantae,Zamiaceae,2 km
Bowenia serrulata,Byfield fern,SL,17845,Special least concern,Plantae,Zamiaceae,2 km
Bowenia spectabilis,,SL,17846,Special least concern,Plantae,Zamiaceae,2 km
Lepidozamia,,LC,20973,Least concern,Plantae,Zamiaceae,2 km
Lepidozamia hopei,Hope's cycad,SL,16811,Special least concern,Plantae,Zamiaceae,2 km
Lepidozamia peroffskyana,shining burrawang,SL,12056,Special least concern,Plantae,Zamiaceae,2 km
Macrozamia,,UK,12011,,Plantae,Zamiaceae,2 km
Macrozamia cardiacensis,,VU,18142,Vulnerable,Plantae,Zamiaceae,2 km
Macrozamia conferta,,VU,6525,Vulnerable,Plantae,Zamiaceae,2 km
Macrozamia cranei,,EN,6478,Endangered,Plantae,Zamiaceae,2 km
Macrozamia crassifolia,,VU,6479,Vulnerable,Plantae,Zamiaceae,2 km
Macrozamia douglasii,,SL,8435,Special least concern,Plantae,Zamiaceae,2 km
Macrozamia fearnsidei,,SL,8851,Special least concern,Plantae,Zamiaceae,2 km
Macrozamia fearnsidei x Macrozamia moorei,,LC,5850,Least concern,Plantae,Zamiaceae,2 km
Macrozamia lomandroides,,EN,8511,Endangered,Plantae,Zamiaceae,2 km
Macrozamia lomandroides - Macrozamia pauli-guilielmi,,LC,29176,Least concern,Plantae,Zamiaceae,2 km
Macrozamia lomandroides x M.pauli-guilielmi,,LC,5876,Least concern,Plantae,Zamiaceae,2 km
Macrozamia longispina,,NT,21873,Near Threatened,Plantae,Zamiaceae,2 km
Macrozamia longispina - Macrozamia macleayi,,LC,33772,Least concern,Plantae,Zamiaceae,2 km
Macrozamia lucida,pineapple zamia,SL,14429,Special least concern,Plantae,Zamiaceae,2 km
Macrozamia lucida x Macrozamia macleayi,,LC,32994,Least concern,Plantae,Zamiaceae,2 km
Macrozamia machinii,,VU,6480,Vulnerable,Plantae,Zamiaceae,2 km
Macrozamia macleayi,,SL,22414,Special least concern,Plantae,Zamiaceae,2 km
Macrozamia macleayi - Macrozamia mountperriensis,,LC,34393,Least concern,Plantae,Zamiaceae,2 km
Macrozamia miquelii,,SL,16707,Special least concern,Plantae,Zamiaceae,2 km
Macrozamia moorei,,SL,12010,Special least concern,Plantae,Zamiaceae,2 km
Macrozamia mountperriensis,,SL,8972,Special least concern,Plantae,Zamiaceae,2 km
Macrozamia occidua,,VU,6483,Vulnerable,Plantae,Zamiaceae,2 km
Macrozamia parcifolia,,VU,6481,Vulnerable,Plantae,Zamiaceae,2 km
Macrozamia pauli-guilielmi,,EN,16708,Endangered,Plantae,Zamiaceae,2 km
Macrozamia platyrhachis,,EN,16709,Endangered,Plantae,Zamiaceae,2 km
Macrozamia serpentina,,EN,27445,Endangered,Plantae,Zamiaceae,2 km
Macrozamia viridis,,EN,6482,Endangered,Plantae,Zamiaceae,2 km
Austrocallerya pilipes,,NT,41292,Near Threatened,Plantae,Leguminosae,2 km
Hydnophytum,,UK,20873,,Plantae,Rubiaceae,2 km
Hydnophytum ferrugineum,,VU,27448,Vulnerable,Plantae,Rubiaceae,2 km
Hydnophytum moseleyanum,,SL,18900,Special least concern,Plantae,Rubiaceae,2 km
Myrmecodia,,UK,21120,,Plantae,Rubiaceae,2 km
Myrmecodia beccarii,,VU,12228,Vulnerable,Plantae,Rubiaceae,2 km
Myrmecodia platytyrea,,LC,19935,Least concern,Plantae,Rubiaceae,2 km
Myrmecodia platytyrea subsp. antoinii,,SL,16610,Special least concern,Plantae,Rubiaceae,2 km
Myrmecodia tuberosa,,SL,8188,Special least concern,Plantae,Rubiaceae,2 km
Dipteris conjugata,,NT,12034,Near Threatened,Plantae,Dipteridaceae,2 km
Sticherus milnei,,VU,12024,Vulnerable,Plantae,Gleicheniaceae,2 km
Crepidomanes aphlebioides,,CR,21854,Critically Endangered,Plantae,Hymenophyllaceae,2 km
Crepidomanes majoriae,,VU,14093,Vulnerable,Plantae,Hymenophyllaceae,2 km
Didymoglossum exiguum,,EW,8513,Extinct in the wild,Plantae,Hymenophyllaceae,2 km
Didymoglossum mindorense,,NT,33356,Near Threatened,Plantae,Hymenophyllaceae,2 km
Hymenophyllum digitatum,,VU,29896,Vulnerable,Plantae,Hymenophyllaceae,2 km
Hymenophyllum eboracense,,VU,13884,Vulnerable,Plantae,Hymenophyllaceae,2 km
Hymenophyllum gracilescens,,VU,12052,Vulnerable,Plantae,Hymenophyllaceae,2 km
Hymenophyllum kerianum,,VU,13885,Vulnerable,Plantae,Hymenophyllaceae,2 km
Hymenophyllum lobbii,,EW,12047,Extinct in the wild,Plantae,Hymenophyllaceae,2 km
Hymenophyllum pallidum,,NT,33348,Near Threatened,Plantae,Hymenophyllaceae,2 km
Hymenophyllum reinwardtii,,CR,41411,Critically Endangered,Plantae,Hymenophyllaceae,2 km
Hymenophyllum whitei,,CR,13883,Critically Endangered,Plantae,Hymenophyllaceae,2 km
Polyphlebium endlicherianum,,VU,33350,Vulnerable,Plantae,Hymenophyllaceae,2 km
Striga asiatica,,UK,37837,,Plantae,Orobanchaceae,2 km
Huperzia,,UK,8163,,Plantae,Lycopodiaceae,2 km
Huperzia serrata,,EW,12357,Extinct in the wild,Plantae,Lycopodiaceae,2 km
Phlegmariurus,,UK,40994,,Plantae,Lycopodiaceae,2 km
Phlegmariurus carinatus,,EN,34745,Endangered,Plantae,Lycopodiaceae,2 km
Phlegmariurus creber,rat-tail tassel-fern,CR,36500,Critically Endangered,Plantae,Lycopodiaceae,2 km
Phlegmariurus dalhousieanus,blue tassel-fern,CR,34757,Critically Endangered,Plantae,Lycopodiaceae,2 km
Phlegmariurus delbrueckii,,VU,36497,Vulnerable,Plantae,Lycopodiaceae,2 km
Phlegmariurus harmsii,,SL,40988,Special least concern,Plantae,Lycopodiaceae,2 km
Phlegmariurus ledermannii,,VU,40992,Vulnerable,Plantae,Lycopodiaceae,2 km
Phlegmariurus lockyeri,,VU,34766,Vulnerable,Plantae,Lycopodiaceae,2 km
Phlegmariurus nummulariifolius,,UK,40556,,Plantae,Lycopodiaceae,2 km
Phlegmariurus phlegmaria,,LC,34778,Least concern,Plantae,Lycopodiaceae,2 km
Phlegmariurus phlegmarioides,,VU,34782,Vulnerable,Plantae,Lycopodiaceae,2 km
Phlegmariurus pinifolius,,EN,41046,Endangered,Plantae,Lycopodiaceae,2 km
Phlegmariurus proliferus,,UK,40557,,Plantae,Lycopodiaceae,2 km
Phlegmariurus squarrosus,water tassel-fern,CR,34780,Critically Endangered,Plantae,Lycopodiaceae,2 km
Phlegmariurus tetrastichoides,,VU,34772,Vulnerable,Plantae,Lycopodiaceae,2 km
Phlegmariurus varius,,VU,34771,Vulnerable,Plantae,Lycopodiaceae,2 km
Pseudodiphasium volubile,,EW,41166,Extinct in the wild,Plantae,Lycopodiaceae,2 km
Pseudolycopodiella limosa,,NT,41174,Near Threatened,Plantae,Lycopodiaceae,2 km
Asplenium normale,,VU,12111,Vulnerable,Plantae,Aspleniaceae,2 km
Asplenium pellucidum,,VU,12113,Vulnerable,Plantae,Aspleniaceae,2 km
Hymenasplenium perriei,,VU,41607,Vulnerable,Plantae,Aspleniaceae,2 km
Hymenasplenium wildii,,VU,41579,Vulnerable,Plantae,Aspleniaceae,2 km
Diplazium cordifolium,,VU,12084,Vulnerable,Plantae,Athyriaceae,2 km
Diplazium pallidum,,EN,12083,Endangered,Plantae,Athyriaceae,2 km
Diplazium squamuligerum,,CR,34929,Critically Endangered,Plantae,Athyriaceae,2 km
Blechnum reticulatum,,NT,41596,Near Threatened,Plantae,Blechnaceae,2 km
Dryopteris hasseltii,,NT,10282,Near Threatened,Plantae,Dryopteridaceae,2 km
Dryopteris sparsa,,VU,12039,Vulnerable,Plantae,Dryopteridaceae,2 km
Dryopteris wattsii,,VU,34742,Vulnerable,Plantae,Dryopteridaceae,2 km
Elaphoglossum callifolium,,NT,9860,Near Threatened,Plantae,Dryopteridaceae,2 km
Lastreopsis dissecta,,NT,36593,Near Threatened,Plantae,Dryopteridaceae,2 km
Lastreopsis silvestris,,VU,13855,Vulnerable,Plantae,Dryopteridaceae,2 km
Lastreopsis walleri,,VU,9868,Vulnerable,Plantae,Dryopteridaceae,2 km
Parapolystichum grayi,,VU,41599,Vulnerable,Plantae,Dryopteridaceae,2 km
Parapolystichum tinarooense,,VU,41598,Vulnerable,Plantae,Dryopteridaceae,2 km
Lindsaea pulchella var. blanda,,UK,12057,,Plantae,Lindsaeaceae,2 km
Lindsaea terrae-reginae,,EN,12058,Endangered,Plantae,Lindsaeaceae,2 km
Ctenopterella blechnoides,,VU,41542,Vulnerable,Plantae,Polypodiaceae,2 km
Drynaria x dumicola,,VU,21874,Vulnerable,Plantae,Polypodiaceae,2 km
Lemmaphyllum accedens,,EW,11649,Extinct in the wild,Plantae,Polypodiaceae,2 km
Microsorum membranifolium,pimple fern,NT,16625,Near Threatened,Plantae,Polypodiaceae,2 km
Oreogrammitis albosetosa,,VU,41560,Vulnerable,Plantae,Polypodiaceae,2 km
Oreogrammitis leonardii,,VU,41570,Vulnerable,Plantae,Polypodiaceae,2 km
Oreogrammitis reinwardtii,,VU,41726,Vulnerable,Plantae,Polypodiaceae,2 km
Tomophyllum walleri,,VU,41541,Vulnerable,Plantae,Polypodiaceae,2 km
Antrophyum austroqueenslandicum,,CR,2427,Critically Endangered,Plantae,Pteridaceae,2 km
Antrophyum plantagineum,,NT,14034,Near Threatened,Plantae,Pteridaceae,2 km
Antrophyum subfalcatum,,VU,11744,Vulnerable,Plantae,Pteridaceae,2 km
Haplopteris dareicarpa,,EW,41200,Extinct in the wild,Plantae,Pteridaceae,2 km
Tectaria devexa,,LC,39465,Least concern,Plantae,Tectariaceae,2 km
Tectaria devexa var. devexa,,EN,12026,Endangered,Plantae,Tectariaceae,2 km
Tectaria siifolia,,VU,12027,Vulnerable,Plantae,Tectariaceae,2 km
Amblovenatum immersum,,CR,41350,Critically Endangered,Plantae,Thelypteridaceae,2 km
Amblovenatum tildeniae,,CR,41354,Critically Endangered,Plantae,Thelypteridaceae,2 km
Chingia australis,,EN,9553,Endangered,Plantae,Thelypteridaceae,2 km
Pakau pennigera,,EN,42078,Endangered,Plantae,Thelypteridaceae,2 km
Plesioneuron tuberculatum,,EN,11646,Endangered,Plantae,Thelypteridaceae,2 km
Pneumatopteris pennigera,lime fern,UK,11700,,Plantae,Thelypteridaceae,2 km
Reholttumia costata,,NT,42079,Near Threatened,Plantae,Thelypteridaceae,2 km
Thelypteris confluens,,VU,16042,Vulnerable,Plantae,Thelypteridaceae,2 km
Macadamia jansenii,,CR,8185,Critically Endangered,Plantae,Proteaceae,2 km
Tmesipteris lanceolata,,EW,8486,Extinct in the wild,Plantae,Psilotaceae,2 km
