"Supplied Name","guid","scientificName","family","kingdom","family","sourceStatus","status","Introduced  Status"
"Mordellistena rhizophorae","urn:lsid:biodiversity.org.au:afd.taxon:22b50306-002c-49c8-93ef-e118754c8226","Mordellistena rhizophorae","Mordellidae",,,,"(not listed)","Endemic to the N.T."
"Petrolisthes teres","urn:lsid:biodiversity.org.au:afd.taxon:fabcc67c-263a-43c9-bbf1-2454fa2c42c9","Petrolisthes teres","Porcellanidae",,,,"(not listed)","(not listed)"
"Stomatia phymotis","urn:lsid:biodiversity.org.au:afd.taxon:1ddd7384-7282-46d3-aa00-ea5e9c5aa35b","Stomatia phymotis","Trochidae",,,,"(not listed)","(not listed)"
"Sacciolepis myosuroides  ","https://id.biodiversity.org.au/node/apni/2890854","Sacciolepis myosuroides","Poaceae",,,,"Least Concern","Native to the N.T."
"Rissoina canaliculata","urn:lsid:biodiversity.org.au:afd.taxon:0bd3ac96-6176-4f43-9124-4251ab6b7406","Rissoina (Rissoina) canaliculata","Rissoinidae",,,,"(not listed)","(not listed)"
"Didemnum ossium","urn:lsid:biodiversity.org.au:afd.taxon:01766102-e153-4750-aab4-f94850429dfd","Didemnum ossium","Didemnidae",,,,"(not listed)","(not listed)"
"Stylidium nominatum  ","https://id.biodiversity.org.au/node/apni/2911247","Stylidium nominatum","Stylidiaceae",,,,"Data Deficient","Endemic to the N.T."
"Macrobrachium bullatum","urn:lsid:biodiversity.org.au:afd.taxon:9a10231b-b9b7-461a-9df6-1ae7603aba53","Macrobrachium bullatum","Palaemonidae",,,,"(not listed)","(not listed)"
"Cytherura densuireticulata","urn:lsid:biodiversity.org.au:afd.taxon:40625937-21ab-4793-8e15-91ef2913ae10","Cytherura densuireticulata","Cytheruridae",,,,"(not listed)","(not listed)"
"Tephrosia leptoclada  ","https://id.biodiversity.org.au/node/apni/2902281","Tephrosia leptoclada","Fabaceae",,,,"Least Concern","Native to the N.T."
"Lepidiota rothei","urn:lsid:biodiversity.org.au:afd.taxon:c7f98ed6-985f-4853-935d-fad0fce4087a","Lepidiota rothei","Scarabaeidae",,,,"(not listed)","(not listed)"
"Zyzomys argurus","urn:lsid:biodiversity.org.au:afd.taxon:46611113-a1e3-45b1-b58c-7aef088a9da7","Zyzomys argurus","Muridae",,,,"Least Concern","Native to the N.T."
"Clathria hallmanni","urn:lsid:biodiversity.org.au:afd.taxon:78e43b48-d95f-42d8-826d-aac7fbdbcaf9","Clathria (Thalysias) hallmanni","Microcionidae",,,,"(not listed)","(not listed)"
"Iphione ovata","urn:lsid:biodiversity.org.au:afd.taxon:f8dbee44-8296-4ee2-98e6-e351410db5b3","Iphione ovata","Polynoidae",,,,"(not listed)","(not listed)"
"Acrocalanus gibber","urn:lsid:biodiversity.org.au:afd.taxon:115fadad-f177-499b-90aa-d99fbaf9af3d","Acrocalanus gibber","Paracalanidae",,,,"(not listed)","Endemic to the N.T."
"Thryssa baelama","urn:lsid:biodiversity.org.au:afd.taxon:25990aac-ad16-4ceb-be22-698cded08e80","Thryssa baelama","Engraulidae",,,,"(not listed)","(not listed)"
"Dioscorea bulbifera  ","https://id.biodiversity.org.au/taxon/apni/51283457","Dioscorea bulbifera","Dioscoreaceae",,,,"Least Concern","Native to the N.T."
"Haliichthys taeniophorus","urn:lsid:biodiversity.org.au:afd.taxon:7c615423-9a95-4170-9b02-ceb1b5fb3231","Haliichthys taeniophora","Syngnathidae",,,,"(not listed)","(not listed)"
"Leptophion anici","urn:lsid:biodiversity.org.au:afd.taxon:6f741af7-d95b-4523-9fbe-194c04cbeb92","Leptophion anici","Ichneumonidae",,,,"(not listed)","(not listed)"
"Anadara gubernaculum","urn:lsid:biodiversity.org.au:afd.taxon:d4b1bd6b-13a6-4e9a-be42-eeb80abf92d8","Anadara (Anadara) gubernaculum","Arcidae",,,,"(not listed)","(not listed)"
"Norileca indica","urn:lsid:biodiversity.org.au:afd.taxon:02d672f9-2f5a-4fae-b2a5-0182625a448b","Norileca indica","Cymothoidae",,,,"(not listed)","(not listed)"
"Platybothrium spinuliferum","urn:lsid:biodiversity.org.au:afd.taxon:2229f462-d7d8-4634-ab38-8ae486b89288","Platybothrium spinuliferum","Onchobothriidae",,,,"(not listed)","(not listed)"
"Trachinotus blochii","urn:lsid:biodiversity.org.au:afd.taxon:cf2ad1dc-c7f3-466f-9db7-09b36f951eb6","Trachinotus blochii","Carangidae",,,,"(not listed)","(not listed)"
"Elasmopus alalo","urn:lsid:biodiversity.org.au:afd.taxon:e0665d42-d684-430b-ab08-856a168a411f","Elasmopus alalo","Maeridae",,,,"(not listed)","(not listed)"
"Aganippe simpsoni","urn:lsid:biodiversity.org.au:afd.taxon:bdf42a6e-db51-4728-b8df-3652273b0931","Species Inquirenda","Idiopidae",,,,"(not listed)","(not listed)"
"Gallinula tenebrosa","urn:lsid:biodiversity.org.au:afd.taxon:8f1c6d04-ccf5-42d6-a969-6abfc5ca3887","Gallinula (Gallinula) tenebrosa","Rallidae",,,,"Least Concern","Native to the N.T."
"Chenopodium giganteum  ","https://id.biodiversity.org.au/node/apni/2906983","Chenopodium giganteum","Chenopodiaceae",,,,"Least Concern","Introduced"
"Solanum melanospermum  ","https://id.biodiversity.org.au/node/apni/2911337","Solanum melanospermum","Solanaceae",,,,"Least Concern","Endemic to the N.T."
"Cenchrus pedicellatus subsp. pedicellatus","https://id.biodiversity.org.au/node/apni/2914620","Cenchrus pedicellatus subsp. pedicellatus","Poaceae",,,,"Least Concern","Introduced"
"Trichaptum byssogenum  ","1b9fe79c-2c50-487e-b215-38988690b1a7","Trichaptum byssogenum",,,,,,"(not listed)"
"Ipomoea versipellis  ","https://id.biodiversity.org.au/node/apni/7109240","Ipomoea versipellis","Convolvulaceae",,,,"Least Concern","Native to the N.T."
"Livistona mariae subsp. rigida","https://id.biodiversity.org.au/taxon/apni/51266907","Livistona mariae subsp. rigida","Arecaceae",,,,"Least Concern","(not listed)"
"Pyramica shattucki","urn:lsid:biodiversity.org.au:afd.taxon:fdd28ccd-a952-42a8-a8e9-cdb509ecd290","Strumigenys shattucki","Formicidae",,,,"(not listed)","Endemic to the N.T."
"Pandaka lidwilli","urn:lsid:biodiversity.org.au:afd.taxon:05fc7087-bad9-4879-ba96-a81b8da16030","Pandaka lidwilli","Gobiidae",,,,"(not listed)","(not listed)"
"Drosera subtilis  ","https://id.biodiversity.org.au/node/apni/2917481","Drosera subtilis","Droseraceae",,,,"Least Concern","Native to the N.T."
"Eriachne sulcata  ","https://id.biodiversity.org.au/node/apni/2916576","Eriachne sulcata","Poaceae",,,,"Least Concern","Native to the N.T."
"Xylocarpus granatum  ","https://id.biodiversity.org.au/node/apni/2895660","Xylocarpus granatum","Meliaceae",,,,"Near Threatened","Native to the N.T."
"Cracticus quoyi","ALA_Cracticus_quoyi","Cracticus quoyi",,,,,"Least Concern","Native to the N.T."
"Sida sp. Mt Bundey  ","ALA_Sida_sp_Mt_Bundey","Sida sp. Mt Bundey",,,,,"Least Concern","Native to the N.T."
"Pterygotrigla elichryste","ALA_Pterygotrigla_elichryste","Pterygotrigla elichryste",,,,,"(not listed)","(not listed)"
"Aname atra","urn:lsid:biodiversity.org.au:afd.taxon:b8a09696-fae2-4dde-a21e-55a6e5a32d52","Aname atra","Nemesiidae",,,,"(not listed)","Endemic to the N.T."
"Cyanthillium patulum  ","https://id.biodiversity.org.au/node/apni/2888522","Cyanthillium patulum","Asteraceae",,,,"Data Deficient","(not listed)"
"Heliacus stramineus","urn:lsid:biodiversity.org.au:afd.taxon:85537417-99d3-41b1-8e84-83b2502d701c","Heliacus (Grandeliacus) stramineus","Architectonicidae",,,,"(not listed)","(not listed)"
"Falcaustra elseya","urn:lsid:biodiversity.org.au:afd.taxon:fa99d7f3-18ad-47a3-b7a5-9336b888bbde","Falcaustra elseya","Kathlaniidae",,,,"(not listed)","Endemic to the N.T."
"Polyrhachis macropus","urn:lsid:biodiversity.org.au:afd.taxon:7f21a918-d6a8-417f-98d8-a6d31dc7e976","Polyrhachis (Campomyrma) macropa","Formicidae",,,,"(not listed)","(not listed)"
"Tamarindus indica  ","https://id.biodiversity.org.au/node/apni/2902401","Tamarindus indica","Fabaceae",,,,"Least Concern","Introduced"
"Tricholeiochiton tridens","urn:lsid:biodiversity.org.au:afd.taxon:704c9d7e-2962-4f38-a46c-1392deea5e5c","Tricholeiochiton tridens","Hydroptilidae",,,,"(not listed)","(not listed)"
"Eriachne ciliata  ","https://id.biodiversity.org.au/node/apni/2917321","Eriachne ciliata","Poaceae",,,,"Least Concern","Native to the N.T."
"Oldenlandia laceyi  ","https://id.biodiversity.org.au/node/apni/2912679","Oldenlandia laceyi","Rubiaceae",,,,"Least Concern","Native to the N.T."
"Patelloida mimula","urn:lsid:biodiversity.org.au:afd.taxon:170f91b7-f50f-4356-a8fc-f025281c78dd","Patelloida mimula","Lottiidae",,,,"(not listed)","(not listed)"
"Sesbania cannabina  ","https://id.biodiversity.org.au/taxon/apni/51285723","Sesbania cannabina","Fabaceae",,,,"INFRA","Native to the N.T."
"Triodia basedowii  ","https://id.biodiversity.org.au/node/apni/2897122","Triodia basedowii","Poaceae",,,,"Least Concern","Native to the N.T."
"Litosus sexspinosus","urn:lsid:biodiversity.org.au:afd.taxon:a02fac06-9eaa-4d70-85cf-e6a45a36f0c8","Litosus sexspinosus","Inachidae",,,,"(not listed)","(not listed)"
"Delma australis","urn:lsid:biodiversity.org.au:afd.taxon:f84ec405-6618-4a11-a946-0740d9ca5b14","Delma australis","Pygopodidae",,,,"Least Concern","Native to the N.T."
"Thaumatotibia aclyta","urn:lsid:biodiversity.org.au:afd.taxon:dee9f3e6-3cf5-423f-812b-3c9b93ca5952","Thaumatotibia aclyta","Tortricidae",,,,"(not listed)","(not listed)"
"Boronia lanuginosa  ","https://id.biodiversity.org.au/node/apni/2891306","Boronia lanuginosa","Rutaceae",,,,"Least Concern","Native to the N.T."
"Oxyurichthys ophthalmonema","urn:lsid:biodiversity.org.au:afd.taxon:dcdc64a0-f98f-49d4-93a8-fd50879dd5d3","Oxyurichthys ophthalmonema","Gobiidae",,,,"(not listed)","(not listed)"
"Sauropus gracilis  ","https://id.biodiversity.org.au/node/apni/2886950","Sauropus gracilis","Phyllanthaceae",,,,"Data Deficient","Endemic to the N.T."
"Hibbertia marrawalina  ","https://id.biodiversity.org.au/node/apni/2917510","Hibbertia marrawalina","Dilleniaceae",,,,"Data Deficient","Endemic to the N.T."
"Acacia ptychophylla  ","https://id.biodiversity.org.au/node/apni/2896329","Acacia ptychophylla","Fabaceae",,,,"Near Threatened","Native to the N.T."
"Drummondita calida  ","https://id.biodiversity.org.au/node/apni/2901394","Drummondita calida","Rutaceae",,,,"Near Threatened","(not listed)"
"Mnestia bizona","urn:lsid:biodiversity.org.au:afd.taxon:fcec8ce4-016f-4f05-81cf-10cb1e56f10e","Mnestia bizona","Haminoeidae",,,,"(not listed)","(not listed)"
"Phryganoporus nigrinus","urn:lsid:biodiversity.org.au:afd.taxon:dc356247-39bc-47fd-9fdd-43e1eae00173","Phryganoporus nigrinus","Desidae",,,,"(not listed)","(not listed)"
"Liparetrus melallus","urn:lsid:biodiversity.org.au:afd.taxon:758d63d4-c176-45ed-a254-4e4b5ccce298","Liparetrus melallus","Scarabaeidae",,,,"(not listed)","(not listed)"
"Circulus venusta","urn:lsid:biodiversity.org.au:afd.taxon:0d967a3b-cc09-4675-826f-3974a779429a","Circlotoma venusta","Tornidae",,,,"(not listed)","(not listed)"
"Abutilon fraseri subsp. fraseri","https://id.biodiversity.org.au/node/apni/2902433","Abutilon fraseri subsp. fraseri","Malvaceae",,,,"Least Concern","Native to the N.T."
"Cyperus leiocaulon  ","https://id.biodiversity.org.au/taxon/apni/51300025","Cyperus leiocaulon","Cyperaceae",,,,"Not Evaluated","(not listed)"
"Desmodium tortuosum  ","https://id.biodiversity.org.au/node/apni/2888434","Desmodium tortuosum","Fabaceae",,,,"Least Concern","Introduced"
"Lamium amplexicaule  ","https://id.biodiversity.org.au/node/apni/2915890","Lamium amplexicaule","Lamiaceae",,,,"Least Concern","Introduced"
"Acacia ramulosa var. linophylla","https://id.biodiversity.org.au/node/apni/2919030","Acacia ramulosa var. linophylla","Fabaceae",,,,"Not Evaluated","(not listed)"
"Acacia orthotricha  ","https://id.biodiversity.org.au/node/apni/2889017","Acacia orthotricha","Fabaceae",,,,"Least Concern","Native to the N.T."
"Cirriformia filigera","urn:lsid:biodiversity.org.au:afd.taxon:422e71ab-3aaf-4f9e-a624-17fd55ab63a1","Cirriformia filigera","Cirratulidae",,,,"(not listed)","(not listed)"
"Phorticosomus randalli","urn:lsid:biodiversity.org.au:afd.taxon:5f462171-b3ea-4cbc-ba22-ddc09c800ce6","Phorticosomus randalli","Carabidae",,,,"(not listed)","(not listed)"
"Nassaria acuminata","urn:lsid:biodiversity.org.au:afd.taxon:77bfb674-b28c-4041-8df3-9e8759434cb8","Nassaria (Nassaria) acuminata","Nassariidae",,,,"(not listed)","(not listed)"
"Fumaria parviflora var. parviflora","https://id.biodiversity.org.au/node/apni/2917164","Fumaria parviflora var. parviflora","Papaveraceae",,,,"Least Concern","(not listed)"
"Spodoptera mauritia","urn:lsid:biodiversity.org.au:afd.taxon:41c356bf-cdba-4268-a098-fb0f3e572a55","Spodoptera mauritia","Noctuidae",,,,"(not listed)","(not listed)"
"Diospyros humilis  ","https://id.biodiversity.org.au/taxon/apni/51283812","Diospyros humilis","Ebenaceae",,,,"Least Concern","Native to the N.T."
"Monotheca flexuosa","urn:lsid:biodiversity.org.au:afd.taxon:b7604e75-4279-48c6-b90b-e06a4a1173bb","Monotheca flexuosa","Plumulariidae",,,,"(not listed)","(not listed)"
"Spinasteron ludwigi","urn:lsid:biodiversity.org.au:afd.taxon:5d5613b3-d38a-4098-9919-492bcfa41d67","Spinasteron ludwigi","Zodariidae",,,,"(not listed)","Endemic to the N.T."
"Chenopodium desertorum subsp. rectum","https://id.biodiversity.org.au/node/apni/2894099","Chenopodium desertorum subsp. rectum","Chenopodiaceae",,,,"Least Concern","Native to the N.T."
"Bandidus fuscus","urn:lsid:biodiversity.org.au:afd.taxon:23bbc9a8-a637-4948-b267-c874ecd4f18f","Bandidus fuscus","Myrmeleontidae",,,,"(not listed)","Endemic to the N.T."
"Lipocarpha chinensis  ","https://id.biodiversity.org.au/taxon/apni/51283068","Cyperus albescens","Cyperaceae",,,,"Data Deficient","Native to the N.T."
"Metrodira subulata","urn:lsid:biodiversity.org.au:afd.taxon:270d32d4-bff7-4e22-a79c-06772dd79d14","Metrodira subulata","Echinasteridae",,,,"(not listed)","(not listed)"
"Poliocephalus poliocephalus","urn:lsid:biodiversity.org.au:afd.taxon:2ba93200-2c16-431b-bf4d-d42a31325afb","Poliocephalus poliocephalus","Podicipedidae",,,,"Least Concern","Native to the N.T."
"Synaptantha scleranthoides  ","https://id.biodiversity.org.au/node/apni/2897503","Synaptantha scleranthoides","Rubiaceae",,,,"Least Concern","Native to the N.T."
"Timoclea lionata","23380161","Timoclea lionata","Veneridae",,,,"(not listed)","(not listed)"
"Neobidessodes mjobergi","urn:lsid:biodiversity.org.au:afd.taxon:29805eaf-16d5-49b5-9713-caf984c36d17","Neobidessodes mjobergi","Dytiscidae",,,,"(not listed)","(not listed)"
"Minuria integerrima  ","https://id.biodiversity.org.au/node/apni/2919942","Minuria integerrima","Asteraceae",,,,"Least Concern","Native to the N.T."
"Monomorium fieldi","urn:lsid:biodiversity.org.au:afd.taxon:38cc0279-105e-4fcc-be36-a705b5f7b3b4","Monomorium fieldi","Formicidae",,,,"(not listed)","(not listed)"
"Sticherus flabellatus var. compactus","https://id.biodiversity.org.au/node/apni/2906519","Sticherus flabellatus var. compactus","Gleicheniaceae",,,,"Vulnerable","Native to the N.T."
"Austromegabalanus nigrescens","urn:lsid:biodiversity.org.au:afd.taxon:f3ea0413-2d95-4d40-8d39-f3810372f211","Austromegabalanus nigrescens","Balanidae",,,,"(not listed)","(not listed)"
"Utricularia fistulosa  ","https://id.biodiversity.org.au/node/apni/2901025","Utricularia fistulosa","Lentibulariaceae",,,,"Data Deficient","Native to the N.T."
"Ischnura aurora","urn:lsid:biodiversity.org.au:afd.taxon:eba0227f-f618-41b7-b5f6-1e4041ae1d5c","Ischnura aurora","Coenagrionidae",,,,"(not listed)","(not listed)"
"Pholcus tagoman","urn:lsid:biodiversity.org.au:afd.taxon:0fda030e-f573-4542-a6b0-1eb83c0e0a92","Pholcus tagoman","Pholcidae",,,,"(not listed)","(not listed)"
"Apemosphaera naranagi","urn:lsid:biodiversity.org.au:afd.taxon:7a01a662-1c2d-43e7-8234-962f00864412","Apemosphaera naranagi","Sphaeromatidae",,,,"(not listed)","Endemic to the N.T."
"Tentoriceps cristatus","urn:lsid:biodiversity.org.au:afd.taxon:df313d47-e7da-4701-8dd8-cc4f3f381794","Tentoriceps cristatus","Trichiuridae",,,,"(not listed)","(not listed)"
"Temnoplectron rotundum","urn:lsid:biodiversity.org.au:afd.taxon:8d4175ee-8d24-4501-8e19-3cceee57ad03","Temnoplectron rotundum","Scarabaeidae",,,,"(not listed)","(not listed)"
"Aspideurus flavescens","urn:lsid:biodiversity.org.au:afd.taxon:bcea50d7-bde8-4e7b-9fd4-0607a446fc66","Aspideurus flavescens","Pentatomidae",,,,"(not listed)","(not listed)"
"Sternula albifrons","urn:lsid:biodiversity.org.au:afd.taxon:3f0c9473-1850-45b9-84f0-4b5a6c30c071","Sternula albifrons","Laridae",,,,"Least Concern","Native to the N.T."
"Synalpheus coutierei","urn:lsid:biodiversity.org.au:afd.taxon:55f6ab92-c3f1-4cdf-8855-c0021eb55e52","Synalpheus coutierei","Alpheidae",,,,"(not listed)","(not listed)"
"Attacus wardi","urn:lsid:biodiversity.org.au:afd.taxon:8a05008e-53e8-4773-855a-43ac29cc6056","Attacus wardi","Saturniidae",,,,"Vulnerable","(not listed)"
"Siganus canaliculatus","37438004","Siganus canaliculatus","Siganidae",,,,"(not listed)","(not listed)"
"Gerygone fusca","urn:lsid:biodiversity.org.au:afd.taxon:db296a35-e0a4-4399-8a0a-4c1672bb3934","Gerygone fusca","Acanthizidae",,,,"Least Concern","Native to the N.T."
"Cenchrus setaceus  ","https://id.biodiversity.org.au/node/apni/2906266","Cenchrus setaceus","Poaceae",,,,"Least Concern","Introduced"
"Parapercis diplospilus","urn:lsid:biodiversity.org.au:afd.taxon:7900dd94-2696-4592-a357-35700967e003","Parapercis diplospilus","Pinguipedidae",,,,"(not listed)","(not listed)"
"Cratogaster unicolor","urn:lsid:biodiversity.org.au:afd.taxon:9d58bb21-1347-4900-b476-bc84a1f7166a","Cratogaster unicolor","Carabidae",,,,"(not listed)","(not listed)"
"Clivina monilicornis","urn:lsid:biodiversity.org.au:afd.taxon:d85a8add-69cb-4c24-8c93-e4aff93e9e27","Clivina (Clivina) monilicornis","Carabidae",,,,"(not listed)","(not listed)"
"Temognatha macfarlani","urn:lsid:biodiversity.org.au:afd.taxon:e07fe2c2-37c0-4c12-ae94-5b215aa1961d","Temognatha macfarlani","Buprestidae",,,,"(not listed)","(not listed)"
"Roa australis","urn:lsid:biodiversity.org.au:afd.taxon:79c8ced8-edc5-4d3c-a8a8-8bd057517237","Roa australis","Chaetodontidae",,,,"(not listed)","(not listed)"
"Eremophila hughesii  ","https://id.biodiversity.org.au/node/apni/2886139","Eremophila hughesii","Scrophulariaceae",,,,"Data Deficient","Native to the N.T."
"Amycterus variegatus","urn:lsid:biodiversity.org.au:afd.taxon:ff7116e6-91b1-410d-a2c5-55796a43ad2a","Amycterus variegatus","Curculionidae",,,,"(not listed)","(not listed)"
"Cullen patens  ","https://id.biodiversity.org.au/node/apni/2914479","Cullen patens","Fabaceae",,,,"Least Concern","Native to the N.T."
"Rumex crystallinus  ","https://id.biodiversity.org.au/node/apni/2917206","Rumex crystallinus","Polygonaceae",,,,"Near Threatened","Native to the N.T."
"Lysiana spathulata  ","https://id.biodiversity.org.au/node/apni/7498517","Lysiana spathulata","Loranthaceae",,,,"Least Concern","Native to the N.T."
"Sorghum bulbosum  ","https://id.biodiversity.org.au/node/apni/2914895","Sorghum bulbosum","Poaceae",,,,"Least Concern","Native to the N.T."
"Corbula macgillivrayi","urn:lsid:biodiversity.org.au:afd.taxon:2da1a0a5-b728-42b5-92f4-19db918a2be0","Corbula (Anisocorbula) macgillivrayi","Corbulidae",,,,"(not listed)","(not listed)"
"Fimbristylis dipsacea  ","https://id.biodiversity.org.au/node/apni/2918775","Fimbristylis dipsacea","Cyperaceae",,,,"Data Deficient","Endemic to the N.T."
"Mitrasacme epigaea  ","https://id.biodiversity.org.au/node/apni/2899938","Mitrasacme epigaea","Loganiaceae",,,,"Data Deficient","Native to the N.T."
"Dendrodoris elongata","urn:lsid:biodiversity.org.au:afd.taxon:e6d5e0f2-63f3-4e86-b822-91318354d779","Dendrodoris elongata","Dendrodorididae",,,,"(not listed)","(not listed)"
"Tarenna dallachiana  ","https://id.biodiversity.org.au/node/apni/2898737","Tarenna dallachiana","Rubiaceae",,,,"Least Concern","Native to the N.T."
"Lepas anatifera","urn:lsid:biodiversity.org.au:afd.taxon:0ace3b24-57f8-47f4-ab41-f75428c0243c","Lepas (Anatifa) anatifera","Lepadidae",,,,"(not listed)","(not listed)"
"Stylidium candelabrum  ","https://id.biodiversity.org.au/node/apni/2899652","Stylidium candelabrum","Stylidiaceae",,,,"Least Concern","Endemic to the N.T."
"Repomucenus belcheri","urn:lsid:biodiversity.org.au:afd.taxon:4c6d5e04-6809-47be-8e4a-92291c2393a3","Repomucenus belcheri","Callionymidae",,,,"(not listed)","(not listed)"
