Taxon_Name,Status,Authority,Taxon_Geoprivacy,taxon_id,wildnetID,Description,url,iNaturalist_Place_ID,Username
Pterostylis woollsii,Special least concern,Qld Department of Environment and Science,obscured,1149188,8557,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=8557,7308,peggydnew
Rhinerrhiza divitiflora,Special least concern,Qld Department of Environment and Science,obscured,534402,12705,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=12705,7308,peggydnew
Rhizanthella omissa,Endangered,Qld Department of Environment and Science,obscured,962238,30870,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=30870,7308,peggydnew
Rhomboda polygonoides,Vulnerable,Qld Department of Environment and Science,obscured,1150288,35496,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=35496,7308,peggydnew
Robiquetia gracilistipes,Special least concern,Qld Department of Environment and Science,obscured,1164284,8180,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=8180,7308,peggydnew
Robiquetia wassellii,Near Threatened,Qld Department of Environment and Science,obscured,1402639,12706,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=12706,7308,peggydnew
Saccolabiopsis rectifolia,Special least concern,Qld Department of Environment and Science,obscured,1160193,9835,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=9835,7308,peggydnew
Sarcochilus,,Qld Department of Environment and Science,obscured,140417,12662,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=12662,7308,peggydnew
Sarcochilus hillii,Special least concern,Qld Department of Environment and Science,obscured,1031168,12657,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=12657,7308,peggydnew
Sarcochilus serrulatus,Special least concern,Qld Department of Environment and Science,obscured,1094141,14268,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=14268,7308,peggydnew
Sarcochilus tricalliatus,Special least concern,Qld Department of Environment and Science,obscured,1240801,4361,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=4361,7308,peggydnew
Sarcochilus weinthalii,Endangered,Qld Department of Environment and Science,obscured,1094818,12661,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=12661,7308,peggydnew
Sphaeropteris celebica,Near Threatened,Qld Department of Environment and Science,obscured,1394659,41745,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=41745,7308,peggydnew
Sphaeropteris felina,Endangered,Qld Department of Environment and Science,obscured,1394765,41592,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=41592,7308,peggydnew
Spiranthes,,Qld Department of Environment and Science,obscured,50741,21534,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=21534,7308,peggydnew
Spiranthes australis,Special least concern,Qld Department of Environment and Science,obscured,923031,5003,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=5003,7308,peggydnew
Stagonopleura guttata,Vulnerable,Qld Department of Environment and Science,obscured,14093,1355,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=1355,7308,peggydnew
Striga asiatica,,Qld Department of Environment and Science,obscured,169410,37837,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=37837,7308,peggydnew
Taeniophyllum,,Qld Department of Environment and Science,obscured,140359,12671,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=12671,7308,peggydnew
Taeniophyllum lobatum,Near Threatened,Qld Department of Environment and Science,obscured,1263589,9841,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=9841,7308,peggydnew
Taeniophyllum muelleri,Special least concern,Qld Department of Environment and Science,obscured,947316,9840,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=9840,7308,peggydnew
Taeniophyllum walkeri,Special least concern,Qld Department of Environment and Science,obscured,746086,41210,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=41210,7308,peggydnew
Tectaria devexa,Least concern,Qld Department of Environment and Science,obscured,778248,39465,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=39465,7308,peggydnew
Tectaria siifolia,Vulnerable,Qld Department of Environment and Science,obscured,1398683,12027,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=12027,7308,peggydnew
Tenuibranchiurus glypticus,Endangered,Qld Department of Environment and Science,obscured,113889,33603,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=33603,7308,peggydnew
Thelymitra,,Qld Department of Environment and Science,obscured,54686,13082,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=13082,7308,peggydnew
Thelymitra angustifolia,Special least concern,Qld Department of Environment and Science,obscured,406517,7915,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=7915,7308,peggydnew
Thelymitra fragrans,Special least concern,Qld Department of Environment and Science,obscured,1081776,9199,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=9199,7308,peggydnew
Thelymitra pauciflora,Special least concern,Qld Department of Environment and Science,obscured,406514,12675,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=12675,7308,peggydnew
Thelymitra purpurata,Special least concern,Qld Department of Environment and Science,obscured,956951,7916,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=7916,7308,peggydnew
Thelymitra queenslandica,Special least concern,Qld Department of Environment and Science,obscured,1154772,29280,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=29280,7308,peggydnew
Thelymitra venosa,,Qld Department of Environment and Science,obscured,54685,12676,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=12676,7308,peggydnew
Thelymitra x merraniae,Special least concern,Qld Department of Environment and Science,obscured,1170290,29290,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=29290,7308,peggydnew
Thrixspermum,,Qld Department of Environment and Science,obscured,140357,21627,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=21627,7308,peggydnew
Trachoma,,Qld Department of Environment and Science,obscured,1069342,21895,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=21895,7308,peggydnew
Turnix olivii,Critically Endangered,Qld Department of Environment and Science,obscured,20902,1093,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=1093,7308,peggydnew
Vanilla planifolia,,Qld Department of Environment and Science,obscured,61393,31261,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=31261,7308,peggydnew
Zeuxine,,Qld Department of Environment and Science,obscured,124430,21765,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=21765,7308,peggydnew
