scientificName,family,vernacularName,status,sourceStatus
Grevillea masonii,Proteaceae,Mason's Grevillea,Endangered,Endangered
Grevillea wilkinsonii,Proteaceae,Tumut Grevillea,Critically Endangered,Critically Endangered
Haloragis exalata subsp. exalata,Haloragaceae,Square Raspwort,Vulnerable,Vulnerable
Homoranthus prolixus,Myrtaceae,Granite Homoranthus,Vulnerable,Vulnerable
Indigofera longibractea,Fabaceae (Faboideae),Showy Indigo,Endangered,Endangered
Lepidium foliosum,Brassicaceae,Leafy Peppercress,Extinct,Extinct
Ozothamnus tesselatus,Asteraceae,,Vulnerable,Vulnerable
Parsonsia dorrigoensis,Apocynaceae,Milky Silkpod,Vulnerable,Vulnerable
Persoonia bargoensis,Proteaceae,Bargo Geebung,Endangered,Endangered
Persoonia laxa,Proteaceae,,Extinct,Extinct
Pomaderris elachophylla,Rhamnaceae,Lacy Pomaderris,Endangered,Endangered
Pomaderris gilmourii var. cana,Rhamnaceae,Grey Deua Pomaderris,Critically Endangered,Critically Endangered
Prasophyllum petilum,Orchidaceae,Tarengo Leek Orchid,Endangered,Endangered
Pseudanthus ovalifolius,Picrodendraceae,Oval-leafed Pseudanthus,Endangered,Endangered
Pterostylis sp. Botany Bay,Orchidaceae,Botany Bay Bearded Orchid,Endangered,Endangered
Scaevola collaris,Goodeniaceae,Fan Flower,Endangered,Endangered
Senecio spathulatus,Asteraceae,Coast Groundsel,Endangered,Endangered
Swainsona pyrophila,Fabaceae (Faboideae),Yellow Swainson-pea,Vulnerable,Vulnerable
Tylophora linearis,Apocynaceae,,Vulnerable,Vulnerable
Viola cleistogamoides,Violaceae,Hidden Violet,Endangered,Endangered
Westringia kydrensis,Lamiaceae,Kydra Westringia,Endangered,Endangered
Zieria adenodonta,Rutaceae,Wollumbin Zieria,Endangered,Endangered
Zieria baeuerlenii,Rutaceae,Bomaderry Zieria,Endangered,Endangered
Zieria buxijugum,Rutaceae,Box Range Zieria,Critically Endangered,Critically Endangered
Zieria citriodora,Rutaceae,Lemon Zieria,Endangered,Endangered
Zieria covenyi,Rutaceae,Coveny's Zieria,Endangered,Endangered
Zieria floydii,Rutaceae,Floyd's Zieria,Endangered,Endangered
Zieria formosa,Rutaceae,Shapely Zieria,Critically Endangered,Critically Endangered
Zieria ingramii,Rutaceae,Keith's Zieria,Endangered,Endangered
Zieria lasiocaulis,Rutaceae,Willi Willi Zieria,Endangered,Endangered
Zieria parrisiae,Rutaceae,Parris' Zieria,Critically Endangered,Critically Endangered
Zieria prostrata,Rutaceae,Headland Zieria,Endangered,Endangered
Zieria tuberculata,Rutaceae,Warty Zieria,Vulnerable,Vulnerable
Genoplesium superbum,Orchidaceae,Superb Midge Orchid,Endangered,Endangered
Leucopogon fletcheri subsp. fletcheri,Ericaceae,,Endangered,Endangered
Pomaderris cocoparrana,Rhamnaceae,Cocoparra Pomaderris,Endangered,Endangered
Paspalidium grandispiculatum,Poaceae,,Vulnerable,Vulnerable
Microtis angusii,Orchidaceae,Angus's Onion Orchid,Endangered,Endangered
Micromyrtus grandis,Myrtaceae,Severn River Heath-myrtle,Endangered,Endangered
Triplarina nowraensis,Myrtaceae,Nowra Heath Myrtle,Endangered,Endangered
Angophora inopina,Myrtaceae,Charmhaven Apple,Vulnerable,Vulnerable
Pterostylis saxicola,Orchidaceae,Sydney Plains Greenhood,Endangered,Endangered
Placostylus bivaricosus,Bulimulidae,Lord Howe Placostylus,Endangered,Endangered
Thersites mitchellae,Camaenidae,Mitchell's Rainforest Snail,Endangered,Endangered
Synemon plana,Castniidae,Golden Sun Moth,Vulnerable,Vulnerable
Paralucia spinifera,Lycaenidae,"Purple Copper Butterfly, Bathurst Copper Butterfly",Endangered,Endangered
Dryococelus australis,Phasmatidae,Lord Howe Island Phasmid,Critically Endangered,Critically Endangered
Meridolum corneovirens,Camaenidae,Cumberland Plain Land Snail,Endangered,Endangered
Ninox novaeseelandiae albaria,Strigidae,Southern Boobook (Lord Howe Is. subsp.),Extinct,Extinct
Rhipidura fuliginosa,Rhipiduridae,New Zealand Fantail (Lord Howe Is. subsp.),Extinct,Extinct
Porphyrio albus,Rallidae,White Gallinule,Extinct,Extinct
Gerygone insularis,Acanthizidae,Lord Howe Gerygone,Extinct,Extinct
Columba vitiensis godmanae,Columbidae,White-throated Pigeon (Lord Howe Is. subsp.),Extinct,Extinct
Aplonis fusca hulliana,Sturnidae,Tasman Starling (Lord Howe Is. subsp.),Extinct,Extinct
Zosterops strenuus,Zosteropidae,Robust White-eye,Extinct,Extinct
Pachycephala pectoralis contempta,Pachycephalidae,Golden Whistler (Lord Howe Is. subsp.),Vulnerable,Vulnerable
Zosterops lateralis tephropleurus,Zosteropidae,Silvereye (Lord Howe Is. subsp.),Vulnerable,Vulnerable
Cyclodomorphus praealtus,Scincidae,Alpine She-oak Skink,Endangered,Endangered
Myuchelys bellii,Chelidae,"Western Sawshelled Turtle, Bell's Turtle",Endangered,Endangered
Pseudophryne pengilleyi,Myobatrachidae,Northern Corroboree Frog,Critically Endangered,Critically Endangered
Triplarina imbricata,Myrtaceae,Creek Triplarina,Endangered,Endangered
Genoplesium plumosum,Orchidaceae,Tallong Midge Orchid,Critically Endangered,Critically Endangered
Petalura gigantea,Petaluridae,Giant Dragonfly,Endangered,Endangered
Cyperus semifertilis,Cyperaceae,Missionary Nutgrass,Endangered,Endangered
Grevillea raybrownii,Proteaceae,,Vulnerable,Vulnerable
Angophora exul,Myrtaceae,Gibraltar Rock Apple,Endangered,Endangered
Eucalyptus dissita,Myrtaceae,Gibraltar Mallee,Vulnerable,Vulnerable
Eucalyptus fracta,Myrtaceae,Broken Back Ironbark,Vulnerable,Vulnerable
Phyllanthus microcladus,Phyllanthaceae,Brush Sauropus,Endangered,Endangered
Baeckea kandos,Myrtaceae,,Endangered,Endangered
Chamaesyce psammogeton,Euphorbiaceae,Sand Spurge,Endangered,Endangered
Pomaderris adnata,Rhamnaceae,Sublime Point Pomaderris,Endangered,Endangered
Pomaderris delicata,Rhamnaceae,Delicate Pomaderris,Critically Endangered,Critically Endangered
Pomaderris bodalla,Rhamnaceae,Bodalla Pomaderris,Vulnerable,Vulnerable
Pomaderris reperta,Rhamnaceae,Denman Pomaderris,Critically Endangered,Critically Endangered
Prostanthera junonis,Lamiaceae,Somersby Mintbush,Endangered,Endangered
Prostanthera askania,Lamiaceae,Tranquility Mintbush,Endangered,Endangered
Prostanthera palustris,Lamiaceae,Swamp Mint-bush,Vulnerable,Vulnerable
Pimelea axiflora subsp. pubescens,Thymelaeaceae,Bungonia Rice-flower,Endangered,Endangered
Pterostylis elegans,Orchidaceae,Elegant Greenhood,Vulnerable,Vulnerable
Pterostylis metcalfei,Orchidaceae,Metcalfe's Greenhood,Endangered,Endangered
Eucalyptus pachycalyx subsp. banyabba,Myrtaceae,Banyabba Shiny-barked Gum,Endangered,Endangered
Distichlis distichophylla,Poaceae,Australian Saltgrass,Endangered,Endangered
Quassia sp. Moonee Creek,Simaroubaceae,Moonee Quassia,Endangered,Endangered
Pultenaea sp. Olinda,Fabaceae (Faboideae),,Endangered,Endangered
Cullen parvum,Fabaceae (Faboideae),Small Scurf-pea,Endangered,Endangered
Persoonia hindii,Proteaceae,,Endangered,Endangered
Grevillea parviflora subsp. parviflora,Proteaceae,Small-flower Grevillea,Vulnerable,Vulnerable
Eucalyptus corticosa,Myrtaceae,Creswick Apple Box,Vulnerable,Vulnerable
Acacia carneorum,Fabaceae (Mimosoideae),Purple-wood Wattle,Vulnerable,Vulnerable
Euphrasia ruptura,Orobanchaceae,,Extinct,Extinct
Lepidosperma evansianum,Cyperaceae,Evans Sedge,Vulnerable,Vulnerable
Homoranthus croftianus,Myrtaceae,Bolivia Homoranthus,Endangered,Endangered
Dillwynia glaucula,Fabaceae (Faboideae),Michelago Parrot-pea,Endangered,Endangered
Carex archeri,Cyperaceae,Archer's Carex,Endangered,Endangered
Austrostipa nullanulla,Poaceae,A spear-grass,Endangered,Endangered
Austrostipa wakoolica,Poaceae,A spear-grass,Endangered,Endangered
Austrostipa metatoris,Poaceae,A spear-grass,Vulnerable,Vulnerable
Calystegia affinis,Convolvulaceae,Lord Howe Island Morning Glory,Critically Endangered,Critically Endangered
Litoria verreauxii alpina,Hylidae,Alpine Tree Frog,Endangered,Endangered
Coprosma inopinata,Rubiaceae,Small-leaved Currant Bush,Critically Endangered,Critically Endangered
Geniostoma huttonii,Loganiaceae,Hutton's Geniostoma,Endangered,Endangered
Xylosma parvifolia,Flacourtiaceae,Mountain Xylosma,Endangered,Endangered
Macrozamia humilis,Zamiaceae,Inverell Cycad,Endangered,Endangered
Lasiopetalum behrii,Malvaceae,Pink Velvet Bush,Critically Endangered,Critically Endangered
Phyllanthus maderaspatensis,Phyllanthaceae,,Endangered,Endangered
Baloskion longipes,Restionaceae,Dense Cord-rush,Vulnerable,Vulnerable
Persoonia pauciflora,Proteaceae,North Rothbury Persoonia,Critically Endangered,Critically Endangered
Leionema lachnaeoides,Rutaceae,,Endangered,Endangered
Leionema ralstonii,Rutaceae,Ralston's Leionema,Vulnerable,Vulnerable
Leionema sympetalum,Rutaceae,Rylstone Bell,Vulnerable,Vulnerable
Nematolepis rhytidophylla,Rutaceae,Nalbaugh Nematolepis,Vulnerable,Vulnerable
Prostanthera cryptandroides subsp. cryptandroides,Lamiaceae,Wollemi Mint-bush,Vulnerable,Vulnerable
Typhonium sp. aff. brownii,Araceae,Stinky Lily,Endangered,Endangered
Boronia boliviensis,Rutaceae,Bolivia Hill Boronia,Critically Endangered,Critically Endangered
Diuris arenaria,Orchidaceae,Sand Doubletail,Endangered,Endangered
Grevillea parviflora subsp. supplicans,Proteaceae,,Endangered,Endangered
Hakea archaeoides,Proteaceae,Big Nellie Hakea,Vulnerable,Vulnerable
Hakea dohertyi,Proteaceae,Kowmung Hakea,Endangered,Endangered
Pomaderris paniculosa subsp. paniculosa,Rhamnaceae,,Extinct,Extinct
Harnieria hygrophiloides,Acanthaceae,Native Justicia,Endangered,Endangered
Rytidosperma vickeryae,Poaceae,Perisher Wallaby-grass,Endangered,Endangered
Asterolasia buxifolia,Rutaceae,,Endangered,Endangered
Eucalyptus oresbia,Myrtaceae,Small-fruited Mountain Gum,Vulnerable,Vulnerable
Eucalyptus canobolensis,Myrtaceae,Silver-Leaf Candlebark,Endangered,Endangered
Carex klaphakei,Cyperaceae,Klaphake's Sedge,Endangered,Endangered
Grevillea juniperina subsp. juniperina,Proteaceae,Juniper-leaved Grevillea,Vulnerable,Vulnerable
Caladenia amnicola,Orchidaceae,,Endangered,Endangered
Prasophyllum canaliculatum,Orchidaceae,Summer Leek Orchid,Critically Endangered,Critically Endangered
Dodonaea stenozyga,Sapindaceae,Desert Hopbush,Critically Endangered,Critically Endangered
Davidsonia jerseyana,Cunoniaceae,Davidson's Plum,Endangered,Endangered
Davidsonia johnsonii,Cunoniaceae,Smooth Davidson's Plum,Endangered,Endangered
Rytidosperma pumilum,Poaceae,Feldmark Grass,Vulnerable,Vulnerable
Eucalyptus alligatrix subsp. alligatrix,Myrtaceae,,Vulnerable,Vulnerable
Philotheca angustifolia subsp. angustifolia,Rutaceae,,Extinct,Extinct
Acacia atrox,Fabaceae (Mimosoideae),Myall Creek Wattle,Critically Endangered,Critically Endangered
Aponogeton queenslandicus,Aponogetonaceae,,Endangered,Endangered
Nurus atlas,Carabidae,Atlas Rainforest Ground-beetle,Critically Endangered,Critically Endangered
Nurus brevis,Carabidae,Shorter Rainforest Ground-beetle,Vulnerable,Vulnerable
Mitrasacme pygmaea,Loganiaceae,Pygmy Bishop's Hat,Endangered,Endangered
Wollemia nobilis,Araucariaceae,Wollemi Pine,Critically Endangered,Critically Endangered
"Diuris sp. (Oaklands, D.L. Jones 5380)",Orchidaceae,Oaklands Diuris,Endangered,Endangered
Pericryptodrilus nanus,Megascolecidae,Lord Howe Earthworm,Critically Endangered,Critically Endangered
Brachyscome ascendens,Asteraceae,Border Ranges Daisy,Endangered,Endangered
Caladenia attenuata,Orchidaceae,Duramana Fingers,Critically Endangered,Critically Endangered
Xanthosia scopulicola,Apiaceae,,Vulnerable,Vulnerable
Pultenaea humilis,Fabaceae (Faboideae),Dwarf Bush-pea,Vulnerable,Vulnerable
Cyclodomorphus venustus,Scincidae,,Endangered,Endangered
Myotis macropus,Vespertilionidae,Southern Myotis,Vulnerable,Vulnerable
Hibbertia superans,Dilleniaceae,,Endangered,Endangered
Homoranthus binghiensis,Myrtaceae,Binghi Homoranthus,Endangered,Endangered
Nyctophilus howensis,Vespertilionidae,Lord Howe Island Bat,Extinct,Extinct
Artamus cyanopterus cyanopterus,Artamidae,Dusky Woodswallow,Vulnerable,Vulnerable
Calyptorhynchus banksii banksii,Cacatuidae,Red-tailed Black-Cockatoo (coastal subspecies),Critically Endangered,Critically Endangered
Calyptorhynchus banksii samueli,Cacatuidae,Red-tailed Black-Cockatoo (inland subspecies),Vulnerable,Vulnerable
Calyptorhynchus lathami lathami,Cacatuidae,South-eastern Glossy Black-Cockatoo,Vulnerable,Vulnerable
Climacteris picumnus victoriae,Climacteridae,Brown Treecreeper (eastern subspecies),Vulnerable,Vulnerable
Geophaps scripta scripta,Columbidae,Squatter Pigeon (southern subspecies),Critically Endangered,Critically Endangered
Poephila cincta cincta,Estrildidae,Black-throated Finch (southern subspecies),Extinct,Extinct
Amytornis barbatus barbatus,Maluridae,Grey Grasswren,Endangered,Endangered
Amytornis striatus striatus,Maluridae,,Critically Endangered,Critically Endangered
Melithreptus gularis gularis,Meliphagidae,Black-chinned Honeyeater (eastern subspecies),Vulnerable,Vulnerable
Turdus poliocephalus vinitinctus,Turdidae,Island Thrush (Lord Howe Is. subsp.),Extinct,Extinct
Melanodryas cucullata cucullata,Petroicidae,South-eastern Hooded Robin,Endangered,Endangered
Pomatostomus temporalis temporalis,Pomatostomidae,Grey-crowned Babbler (eastern subspecies),Vulnerable,Vulnerable
Pterodroma leucoptera leucoptera,Procellariidae,Gould's Petrel,Vulnerable,Vulnerable
Pterodroma neglecta neglecta,Procellariidae,Kermadec Petrel (west Pacific subspecies),Vulnerable,Vulnerable
Cyanoramphus novaezelandiae subflavescens,Psittacidae,Red-crowned Parakeet (Lord Howe Is. subsp.),Extinct,Extinct
Pezoporus wallicus wallicus,Psittacidae,Eastern Ground Parrot,Vulnerable,Vulnerable
Tyto longimembris,Tytonidae,Eastern Grass Owl,Vulnerable,Vulnerable
Genoplesium vernale,Orchidaceae,East Lynne Midge Orchid,Vulnerable,Vulnerable
Diomedea antipodensis,Diomedeidae,Antipodean Albatross,Vulnerable,Vulnerable
Diomedea gibsoni,Diomedeidae,Gibson's Albatross,Vulnerable,Vulnerable
Hibbertia tenuifolia,Dilleniaceae,Narrow-leaved Guinea Flower,Endangered,Endangered
Glycine latrobeana,Fabaceae (Faboideae),Clover Glycine,Critically Endangered,Critically Endangered
Hygrocybe austropratensis,Hygrophoraceae,,Endangered,Endangered
Hygrocybe reesiae,Hygrophoraceae,,Vulnerable,Vulnerable
Hygrocybe anomala var. ianthinomarginata,Hygrophoraceae,,Vulnerable,Vulnerable
Hygrocybe aurantipes,Hygrophoraceae,,Vulnerable,Vulnerable
Hygrocybe lanecovensis,Hygrophoraceae,,Endangered,Endangered
Camarophyllopsis kearneyi,Hygrophoraceae,,Endangered,Endangered
Calotis pubescens,Asteraceae,Max Mueller's Burr-daisy,Endangered,Endangered
Eucalyptus boliviana,Myrtaceae,Bolivia Stringybark,Vulnerable,Vulnerable
Leptorhynchos orientalis,Asteraceae,Lanky Buttons,Endangered,Endangered
Prasophyllum retroflexum,Orchidaceae,Kiandra Leek Orchid,Vulnerable,Vulnerable
Convolvulus tedmoorei,Convolvulaceae,Bindweed,Endangered,Endangered
Ocybadistes knightorum,Hesperiidae,Black Grass-dart Butterfly,Endangered,Endangered
Argynnis hyperbius,Nymphalidae,Laced Fritillary,Endangered,Endangered
Eidothea hardeniana,Proteaceae,Nightcap Oak,Endangered,Endangered
Hygrocybe collucera,Hygrophoraceae,,Endangered,Endangered
Hygrocybe griseoramosa,Hygrophoraceae,,Endangered,Endangered
Cyclodomorphus melanops elongatus,Scincidae,Mallee Slender Blue-tongue Lizard,Endangered,Endangered
Hibbertia puberula,Dilleniaceae,,Endangered,Endangered
Isoodon obesulus obesulus,Peramelidae,Southern Brown Bandicoot (eastern),Endangered,Endangered
Arctocephalus pusillus doriferus,Otariidae,Australian Fur-seal,Vulnerable,Vulnerable
Litoria daviesae,Hylidae,Davies' Tree Frog,Vulnerable,Vulnerable
Solanum celatum,Solanaceae,,Endangered,Endangered
Solanum limitare,Solanaceae,Border Ranges Nightshade,Endangered,Endangered
Thelymitra adorata,Orchidaceae,Wyong Sun Orchid,Critically Endangered,Critically Endangered
Phyllodes imperialis southern subspecies,Noctuidae,Southern Pink Underwing Moth,Endangered,Endangered
Liopholis guthega,Scincidae,Guthega Skink,Endangered,Endangered
Liopholis montana,Scincidae,,Endangered,Endangered
Panesthia lata,Blaberidae,Lord Howe Island wood-feeding cockroach,Endangered,Endangered
Hygrocybe rubronivea,Hygrophoraceae,,Vulnerable,Vulnerable
Hybomorphus melanosomus,Curculionidae,Lord Howe Island ground weevil,Extinct,Extinct
Ctenotus pantherinus ocellifer,Scincidae,Leopard Ctenotus,Endangered,Endangered
Asterolasia beckersii,Rutaceae,Dungowan Starbush,Critically Endangered,Critically Endangered
Eucalyptus castrensis,Myrtaceae,Singleton Mallee,Endangered,Endangered
Thelymitra atronitida,Orchidaceae,Black-hooded Sun Orchid,Critically Endangered,Critically Endangered
Rotala tripartita,Lythraceae,,Endangered,Endangered
Pultenaea maritima,Fabaceae (Faboideae),Coast Headland Pea,Vulnerable,Vulnerable
Diuris ochroma,Orchidaceae,Pale Golden Moths,Endangered,Endangered
Commersonia rosea,Malvaceae,,Endangered,Endangered
Philoria pughi,Limnodynastidae,,Endangered,Endangered
Philoria richmondensis,Limnodynastidae,,Endangered,Endangered
Nitella partita,Characeae,,Endangered,Endangered
Phebalium bifidum,Rutaceae,,Endangered,Endangered
Keyacris scurra,Eumastacidae,Key’s Matchstick Grasshopper,Endangered,Endangered
Corybas dowlingii,Orchidaceae,Red Helmet Orchid,Endangered,Endangered
Senecio linearifolius var. dangarensis,Asteraceae,,Endangered,Endangered
Pterostylis despectans,Orchidaceae,,Critically Endangered,Critically Endangered
Caladenia montana,Orchidaceae,,Vulnerable,Vulnerable
Amyema plicatula,Loranthaceae,,Endangered,Endangered
Eucalyptus sp. Cattai,Myrtaceae,,Critically Endangered,Critically Endangered
Eucalyptus sp. Howes Swamp Creek,Myrtaceae,,Endangered,Endangered
Gossia fragrantissima,Myrtaceae,Sweet Myrtle,Endangered,Endangered
Pultenaea sp. Genowlan Point,Fabaceae (Faboideae),,Critically Endangered,Critically Endangered
Bettongia lesueur graii,Potoroidae,"Boodie, Burrowing Bettong (mainland)",Extinct,Extinct
Bettongia penicillata penicillata,Potoroidae,Brush-tailed Bettong (South-East Mainland),Extinct,Extinct
Isoodon auratus auratus,Peramelidae,Golden Bandicoot (mainland),Extinct,Extinct
Astrotricha sp. Wallagaraugh,Araliaceae,Merimbula Star-hair,Endangered,Endangered
Pommerhelix duralensis,Camaenidae,Dural Land Snail,Endangered,Endangered
Pseudomys glaucus,Muridae,Blue-grey Mouse,Extinct,Extinct
Petalura litorea,Petaluridae,Coastal Petaltail,Endangered,Endangered
Myrsine richmondensis,Primulaceae,Ripple-leaf Muttonwood,Endangered,Endangered
Niemeyera whitei,Sapotaceae,"Rusty Plum, Plum Boxwood",Vulnerable,Vulnerable
Goodenia nocoleche,Goodeniaceae,Nocoleche Goodenia,Vulnerable,Vulnerable
Bertya opponens,Euphorbiaceae,Coolabah Bertya,Vulnerable,Vulnerable
Pultenaea parrisiae,Fabaceae (Faboideae),Parris' Bush-pea,Vulnerable,Vulnerable
Pultenaea elusa,Fabaceae (Faboideae),Elusive Bush-pea,Critically Endangered,Critically Endangered
Boronia inflexa subsp. torringtonensis,Rutaceae,,Critically Endangered,Critically Endangered
Genoplesium littorale,Orchidaceae,Tuncurry Midge Orchid,Critically Endangered,Critically Endangered
Pherosphaera fitzgeraldii,Podocarpaceae,Dwarf Mountain Pine,Endangered,Endangered
Coatesia paniculata,Rutaceae,Axe-Breaker,Endangered,Endangered
Pomaderris walshii,Rhamnaceae,Carrington Falls Pomaderris,Critically Endangered,Critically Endangered
"Bertya sp. (Chambigne NR, M. Fatemi 24)",Euphorbiaceae,Chambigne Bertya,Endangered,Endangered
Homoranthus bebo,Myrtaceae,,Critically Endangered,Critically Endangered
Pandion cristatus,Accipitridae,Eastern Osprey,Vulnerable,Vulnerable
Prasophyllum innubum,Orchidaceae,,Critically Endangered,Critically Endangered
Prasophyllum keltonii,Orchidaceae,Kelton's Leek Orchid,Critically Endangered,Critically Endangered
Daphnandra johnsonii,Monimiaceae,Illawarra Socketwood,Endangered,Endangered
Kardomia prominens,Myrtaceae,,Critically Endangered,Critically Endangered
Kardomia silvestris,Myrtaceae,Woodland Babingtonia,Endangered,Endangered
Thelymitra kangaloonica,Orchidaceae,Kangaloon Sun Orchid,Critically Endangered,Critically Endangered
Grevillea ilicifolia subsp. ilicifolia,Proteaceae,Holly-leaf Grevillea,Critically Endangered,Critically Endangered
Triflorensia cameronii,Rubiaceae,Cameron's Tarenna,Endangered,Endangered
Philotheca obovatifolia,Rutaceae,,Endangered,Endangered
Philotheca papillata,Rutaceae,,Vulnerable,Vulnerable
Pimelea cremnophila,Thymelaeaceae,Gorge Rice-flower,Critically Endangered,Critically Endangered
Calochilus pulchellus,Orchidaceae,Pretty Beard Orchid,Endangered,Endangered
Setirostris eleryi,Molossidae,Bristle-faced Free-tailed Bat,Endangered,Endangered
Prasophyllum sp. Moama,Orchidaceae,,Critically Endangered,Critically Endangered
Calomnion complanatum,Calomniaceae,,Endangered,Endangered
Pelargonium sp. Striatellum,Geraniaceae,Omeo Storksbill,Endangered,Endangered
Correa lawrenceana var. genoensis,Rutaceae,Genoa River Correa,Endangered,Endangered
Prostanthera sejuncta,Lamiaceae,,Vulnerable,Vulnerable
"Bertya sp. (Clouds Creek, M. Fatemi 4)",Euphorbiaceae,,Endangered,Endangered
Bossiaea fragrans,Fabaceae (Faboideae),,Critically Endangered,Critically Endangered
Jalmenus eubulus,Lycaenidae,Pale Imperial Hairstreak,Critically Endangered,Critically Endangered
Bossiaea bombayensis,Fabaceae (Faboideae),Bombay Bossiaea,Vulnerable,Vulnerable
Demansia rimicola,Elapidae,a whip snake,Vulnerable,Vulnerable
Prasophyllum pallens,Orchidaceae,Musty Leek Orchid,Vulnerable,Vulnerable
Hibbertia sp. Bankstown,Dilleniaceae,,Critically Endangered,Critically Endangered
Pterostylis bicornis,Orchidaceae,Horned Greenhood,Endangered,Endangered
Genoplesium insigne,Orchidaceae,Variable Midge Orchid,Critically Endangered,Critically Endangered
Prasophyllum bagoense,Orchidaceae,,Critically Endangered,Critically Endangered
Solanum armourense,Solanaceae,,Endangered,Endangered
Diuris eborensis,Orchidaceae,,Endangered,Endangered
Pterostylis riparia,Orchidaceae,,Vulnerable,Vulnerable
Pterostylis ventricosa,Orchidaceae,,Critically Endangered,Critically Endangered
Pterostylis vernalis,Orchidaceae,,Critically Endangered,Critically Endangered
Callistemon megalongensis,Myrtaceae,Megalong Valley Bottlebrush,Critically Endangered,Critically Endangered
Callistemon purpurascens,Myrtaceae,,Critically Endangered,Critically Endangered
Solanum sulphureum,Solanaceae,Manning Yellow Solanum,Endangered,Endangered
Nyctophilus corbeni,Vespertilionidae,Corben's Long-eared Bat,Vulnerable,Vulnerable
Corunastylis sp. Charmhaven (NSW896673),Orchidaceae,,Critically Endangered,Critically Endangered
Elaeocarpus sedentarius,Elaeocarpaceae,Minyon Quandong,Endangered,Endangered
Hibbertia stricta subsp. furcatula,Dilleniaceae,,Endangered,Endangered
Rhaponticum australe,Asteraceae,Austral Cornflower,Extinct,Extinct
Antechinus arktos,Dasyuridae,Black-tailed Antechinus,Endangered,Endangered
Ctenophorus mirrityana,Agamidae,Barrier Range Dragon,Endangered,Endangered
Commersonia procumbens,Malvaceae,,Vulnerable,Vulnerable
Commersonia prostrata,Malvaceae,Dwarf Kerrawang,Endangered,Endangered
Gudeoconcha sophiae magnifica,Helicarionidae,Magnificent Helicarionid Land Snail,Critically Endangered,Critically Endangered
Mystivagor mastersi,Charopidae,Masters Charopid Land Snail,Critically Endangered,Critically Endangered
Pseudocharopa ledgbirdi,Charopidae,Mount Lidgbird Charopid Land Snail,Critically Endangered,Critically Endangered
Pseudocharopa whiteleggei,Charopidae,Whitelegge's Land Snail,Critically Endangered,Critically Endangered
Thelymitra alpicola,Orchidaceae,Alpine Sun-orchid,Vulnerable,Vulnerable
Banksia vincentia,Proteaceae,,Critically Endangered,Critically Endangered
Leionema lamprophyllum subsp. fractum,Rutaceae,,Critically Endangered,Critically Endangered
Diplodactylus platyurus,Diplodactylidae,Eastern Fat-tailed Gecko,Endangered,Endangered
Myuchelys georgesi,Chelidae,Bellinger River Snapping Turtle,Critically Endangered,Critically Endangered
Prostanthera gilesii,Lamiaceae,,Critically Endangered,Critically Endangered
Diospyros yandina,Ebenaceae,Shiny-leaved Ebony,Endangered,Endangered
Ozimops lumsdenae,Molossidae,Northern Free-tailed Bat,Vulnerable,Vulnerable
Argyrotegium nitidulum,Asteraceae,Shining Cudweed,Vulnerable,Vulnerable
Veronica blakelyi,Plantaginaceae,,Vulnerable,Vulnerable
Diuris byronensis,Orchidaceae,Byron Bay Diuris,Endangered,Endangered
Hibbertia spanantha,Dilleniaceae,Julian's Hibbertia,Critically Endangered,Critically Endangered
Phebalium speciosum,Rutaceae,,Critically Endangered,Critically Endangered
Hibbertia fumana,Dilleniaceae,,Critically Endangered,Critically Endangered
Uperoleia mahonyi,Myobatrachidae,Mahony's Toadlet,Endangered,Endangered
Myuchelys purvisi,Chelidae,"Manning River Helmeted Turtle, Purvis' Turtle",Endangered,Endangered
Gingidia rupicola,Apiaceae,,Endangered,Endangered
Amytornis modestus inexpectatus,Maluridae,Thick-billed Grasswren (central NSW subspecies),Extinct,Extinct
Amytornis modestus obscurior,Maluridae,Thick-billed Grasswren (north-west NSW subspecies),Critically Endangered,Critically Endangered
Zieria odorifera subsp. copelandii,Rutaceae,,Critically Endangered,Critically Endangered
Cucumis althaeoides,Cucurbitaceae,,Critically Endangered,Critically Endangered
Nitella parooensis,Characeae,,Critically Endangered,Critically Endangered
Lenwebbia sp. Main Range,Myrtaceae,,Critically Endangered,Critically Endangered
Zieria odorifera subsp. warrabahensis,Rutaceae,,Critically Endangered,Critically Endangered
Anthosachne kingiana subsp. kingiana,Poaceae,Philip Island Wheat Grass,Critically Endangered,Critically Endangered
Miniopterus orianae oceanensis,Miniopteridae,Large Bent-winged Bat,Vulnerable,Vulnerable
Hibbertia circinata,Dilleniaceae,Connie's Guinea Flower,Critically Endangered,Critically Endangered
Antrophyum austroqueenslandicum,Pteridaceae,,Critically Endangered,Critically Endangered
Homoranthus bruhlii,Myrtaceae,,Critically Endangered,Critically Endangered
Homoranthus elusus,Myrtaceae,,Critically Endangered,Critically Endangered
Meridolum maryae,Camaenidae,Maroubra Woodland Snail,Endangered,Endangered
Veronica lithophila,Plantaginaceae,,Endangered,Endangered
Egernia roomi,Scincidae,Kaputar Rock Skink,Critically Endangered,Critically Endangered
Tympanocryptis osbornei,Agamidae,Monaro Grassland Earless Dragon,Endangered,Endangered
Tympanocryptis mccartneyi,Agamidae,Bathurst Grassland Earless Dragon,Critically Endangered,Critically Endangered
Leionema westonii,Rutaceae,,Critically Endangered,Critically Endangered
Thinornis cucullatus cucullatus,Charadriidae,Eastern Hooded Dotterel,Critically Endangered,Critically Endangered
