scientificName,family,vernacularName,status,sourceStatus
acacia sp. bradshaw,fabaceae,"acacia, wattle",DD,Data Deficient
acacia sp. gimbat,fabaceae,"acacia, wattle",DD,Data Deficient
acacia sp. gove,fabaceae,"acacia, wattle",DD,Data Deficient
acacia sp. indiana station,fabaceae,"acacia, wattle",DD,Data Deficient
acacia sp. jim jim falls,fabaceae,"acacia, wattle",DD,Data Deficient
acacia sp. krichauff range,fabaceae,"acacia, wattle",DD,Data Deficient
acacia sp. kununurra,fabaceae,"acacia, wattle",NT,Near Threatened
acacia sp. lake mackay,fabaceae,"acacia, wattle",DD,Data Deficient
acacia sp. affin. oncinocarpa,fabaceae,"acacia, wattle",DD,Data Deficient
acacia sp. blue mulga,fabaceae,"acacia, wattle",DD,Data Deficient
acacia sp. laterite,fabaceae,"acacia, wattle",DD,Data Deficient
acacia stellaticeps,fabaceae,"acacia, wattle",DD,Data Deficient
acacia stipulosa,fabaceae,"acacia, wattle",NT,Near Threatened
acacia subcontorta,fabaceae,,DD,Data Deficient
acacia symonii,fabaceae,"acacia, symons wattle, wattle",DD,Data Deficient
acacia synchronicia,fabaceae,"acacia, wattle",DD,Data Deficient
acacia tenuior,fabaceae,"acacia, wattle",NT,Near Threatened
acacia tephrina,fabaceae,"acacia, boree, wattle",NT,Near Threatened
acacia undoolyana,fabaceae,"acacia, sickle-leaf wattle, undoolya wattle, wattle",VU,Vulnerable
alysicarpus brownii,fabaceae,alysicarpus,DD,Data Deficient
alysicarpus suffruticosus,fabaceae,,DD,Data Deficient
aphyllodium stylosanthoides,fabaceae,aphyllodium,DD,Data Deficient
austrodolichos errabundus var. variabilis,fabaceae,austrodolichos,DD,Data Deficient
austrodolichos sp. arnhem,fabaceae,austrodolichos,DD,Data Deficient
bauhinia gilva,fabaceae,"bauhinia, wild bauhinia tree, lysiphyllum",NT,Near Threatened
cajanus crassicaulis,fabaceae,cajanus,DD,Data Deficient
cajanus sp. elcho island,fabaceae,,DD,Data Deficient
cajanus sp. limmen,fabaceae,,DD,Data Deficient
canavalia cathartica,fabaceae,canavalia,NT,Near Threatened
chamaecrista deserti,fabaceae,chamaecrista,DD,Data Deficient
chamaecrista longipes,fabaceae,chamaecrista,DD,Data Deficient
chamaecrista nomame var. grandiflora,fabaceae,chamaecrista,DD,Data Deficient
crotalaria dissitiflora subsp. dissitiflora,fabaceae,"crotalaria, grey rattlepod, rattlepod",DD,Data Deficient
crotalaria eremaea subsp. eremaea,fabaceae,"crotalaria, desert rattlepod, rattlepod",DD,Data Deficient
crotalaria montana var. exserta,fabaceae,"crotalaria, rattlepod",DD,Data Deficient
crotalaria prostrata,fabaceae,"crotalaria, rattlepod",NT,Near Threatened
crotalaria quinquefolia,fabaceae,"crotalaria, rattlepod",NT,Near Threatened
crotalaria sessiliflora,fabaceae,"crotalaria, rattlepod",DD,Data Deficient
crotalaria sessiliflora var. anthylloides,fabaceae,"crotalaria, rattlepod",DD,Data Deficient
cullen corallum,fabaceae,cullen,DD,Data Deficient
cullen cuneatum,fabaceae,cullen,DD,Data Deficient
cullen walkingtonii,fabaceae,cullen,NT,Near Threatened
cynometra iripa,fabaceae,"cynometra, wrinkle-pod mangrove",DD,Data Deficient
dendrolobium stipatum,fabaceae,dendrolobium,NT,Near Threatened
desmodium hannii,fabaceae,desmodium,DD,Data Deficient
desmodium rhytidophyllum,fabaceae,desmodium,NT,Near Threatened
desmodium tiwiense,fabaceae,desmodium,NT,Near Threatened
entada rheedii,fabaceae,"entada, matchbox bean",NT,Near Threatened
galactia sp. katherine,fabaceae,galactia,DD,Data Deficient
galactia sp. litchfield,fabaceae,galactia,DD,Data Deficient
galactia sp. short inflorescence,fabaceae,galactia,DD,Data Deficient
glycine gracei,fabaceae,glycine,DD,Data Deficient
glycine hirticaulis subsp. hirticaulis,fabaceae,glycine,DD,Data Deficient
glycine montis-douglas,fabaceae,glycine,NT,Near Threatened
glycine rubiginosa,fabaceae,glycine,DD,Data Deficient
glycine sp. arnhem,fabaceae,glycine,DD,Data Deficient
glycine sp. mt sanford,fabaceae,,DD,Data Deficient
glycine sp. talipata,fabaceae,glycine,NT,Near Threatened
glycine tabacina,fabaceae,glycine,DD,Data Deficient
indigofera adenotricha,fabaceae,indigofera,DD,Data Deficient
indigofera ammobia,fabaceae,indigofera,DD,Data Deficient
indigofera brennanii,fabaceae,,DD,Data Deficient
indigofera brevidens,fabaceae,indigofera,DD,Data Deficient
indigofera cinericolor,fabaceae,indigofera,DD,Data Deficient
indigofera polygaloides,fabaceae,indigofera,DD,Data Deficient
indigofera schultziana,fabaceae,indigofera,DD,Data Deficient
intsia bijuga,fabaceae,intsia,CR,Critically Endangered
isotropis browniae,fabaceae,,DD,Data Deficient
isotropis faucicola,fabaceae,isotropis,NT,Near Threatened
isotropis parviflora,fabaceae,isotropis,DD,Data Deficient
jacksonia aculeata,fabaceae,jacksonia,DD,Data Deficient
jacksonia divisa,fabaceae,jacksonia,VU,Vulnerable
jacksonia lateritica,fabaceae,jacksonia,DD,Data Deficient
mirbelia ramulosa,fabaceae,mirbelia,NT,Near Threatened
plagiocarpus arnhemicus,fabaceae,,DD,Data Deficient
plagiocarpus longiflorus,fabaceae,,DD,Data Deficient
pueraria lobata,fabaceae,pueraria,DD,Data Deficient
pueraria lobata var. lobata,fabaceae,pueraria,DD,Data Deficient
rhynchosia filiformis,fabaceae,rhynchosia,NT,Near Threatened
rhynchosia rhomboidea,fabaceae,rhynchosia,NT,Near Threatened
senna artemisioides subsp. james range,fabaceae,"senna, cassia",DD,Data Deficient
senna artemisioides subsp. kuyunba,fabaceae,"senna, cassia",DD,Data Deficient
senna artemisioides subsp. glaucifolia,fabaceae,"senna, cassia",NT,Near Threatened
senna artemisioides subsp. symonii,fabaceae,"senna, cassia",DD,Data Deficient
senna phyllodinea,fabaceae,"senna, silver cassia",NT,Near Threatened
senna procumbens,fabaceae,"senna, cassia",DD,Data Deficient
sesbania cannabina var. sericea,fabaceae,"sesbania, yellow pea-bush, sesbania pea",DD,Data Deficient
sesbania erubescens,fabaceae,sesbania,DD,Data Deficient
sophora longipes,fabaceae,sophora,NT,Near Threatened
swainsona acuticarinata,fabaceae,swainsona,DD,Data Deficient
swainsona colutoides,fabaceae,"swainsona, bladder swainsona",NT,Near Threatened
swainsona cyclocarpa,fabaceae,swainsona,DD,Data Deficient
swainsona disjuncta,fabaceae,swainsona,DD,Data Deficient
swainsona formosa,fabaceae,"swainsona, sturt pea, sturts desert pea",NT,Near Threatened
swainsona laciniata,fabaceae,swainsona,DD,Data Deficient
swainsona oliveri,fabaceae,swainsona,NT,Near Threatened
swainsona purpurea,fabaceae,swainsona,DD,Data Deficient
swainsona tenuis,fabaceae,swainsona,DD,Data Deficient
tephrosia brachyodon var. cloncurrensis,fabaceae,tephrosia,DD,Data Deficient
tephrosia crocea,fabaceae,tephrosia,DD,Data Deficient
tephrosia forrestiana,fabaceae,tephrosia,DD,Data Deficient
tephrosia humifusa,fabaceae,tephrosia,NT,Near Threatened
tephrosia laxa,fabaceae,tephrosia,DD,Data Deficient
tephrosia procera,fabaceae,tephrosia,NT,Near Threatened
tephrosia sp. central,fabaceae,,DD,Data Deficient
tephrosia sp. f kimberley flora,fabaceae,tephrosia,DD,Data Deficient
tephrosia sp. g kimberley flora,fabaceae,tephrosia,DD,Data Deficient
tephrosia sp. maud creek,fabaceae,tephrosia,DD,Data Deficient
tephrosia sp. mistake creek,fabaceae,tephrosia,DD,Data Deficient
tephrosia sp. tee dee hills,fabaceae,tephrosia,DD,Data Deficient
tephrosia sp. dunes,fabaceae,tephrosia,DD,Data Deficient
tephrosia sp. metamorphics,fabaceae,tephrosia,DD,Data Deficient
tephrosia valleculata,fabaceae,tephrosia,DD,Data Deficient
vachellia suberosa,fabaceae,"vachellia, wattle",DD,Data Deficient
vigna marina,fabaceae,vigna,NT,Near Threatened
vigna vexillata var. youngiana,fabaceae,vigna,DD,Data Deficient
zornia acuta,fabaceae,zornia,DD,Data Deficient
zornia adenophora,fabaceae,zornia,DD,Data Deficient
zornia disticha,fabaceae,zornia,DD,Data Deficient
zornia muelleriana subsp. muelleriana,fabaceae,zornia,DD,Data Deficient
zornia oligantha,fabaceae,zornia,DD,Data Deficient
zornia sp. darwin,fabaceae,zornia,DD,Data Deficient
frankenia cupularis,frankeniaceae,frankenia,NT,Near Threatened
frankenia muscosa,frankeniaceae,frankenia,DD,Data Deficient
frankenia punctata,frankeniaceae,frankenia,NT,Near Threatened
frankenia stuartii,frankeniaceae,frankenia,DD,Data Deficient
hoppea dichotoma,gentianaceae,hoppea,DD,Data Deficient
schenkia clementii,gentianaceae,schenkia,DD,Data Deficient
erodium angustilobum,geraniaceae,erodium,DD,Data Deficient
dampiera dentata,goodeniaceae,dampiera,NT,Near Threatened
goodenia anfracta,goodeniaceae,"goodenia, zig-zag hand-flower",DD,Data Deficient
goodenia angustifolia,goodeniaceae,goodenia,NT,Near Threatened
goodenia argillacea,goodeniaceae,goodenia,DD,Data Deficient
goodenia brunnea,goodeniaceae,goodenia,NT,Near Threatened
goodenia calcarata,goodeniaceae,"goodenia, streaked goodenia",NT,Near Threatened
goodenia campestris,goodeniaceae,goodenia,DD,Data Deficient
goodenia chthonocephala,goodeniaceae,goodenia,DD,Data Deficient
goodenia cylindrocarpa,goodeniaceae,goodenia,DD,Data Deficient
goodenia debilis,goodeniaceae,goodenia,DD,Data Deficient
goodenia durackiana,goodeniaceae,goodenia,DD,Data Deficient
goodenia elaiosoma,goodeniaceae,goodenia,DD,Data Deficient
goodenia faucium,goodeniaceae,"goodenia, mt liebig goodenia",NT,Near Threatened
goodenia glandulosa,goodeniaceae,goodenia,NT,Near Threatened
goodenia havilandii,goodeniaceae,goodenia,NT,Near Threatened
goodenia kakadu,goodeniaceae,goodenia,DD,Data Deficient
goodenia malvina,goodeniaceae,goodenia,DD,Data Deficient
goodenia minutiflora,goodeniaceae,goodenia,DD,Data Deficient
goodenia nigrescens,goodeniaceae,"goodenia, barkly hand-flower",DD,Data Deficient
goodenia occidentalis,goodeniaceae,goodenia,NT,Near Threatened
goodenia potamica,goodeniaceae,goodenia,DD,Data Deficient
goodenia psammophila,goodeniaceae,goodenia,DD,Data Deficient
goodenia quadrifida,goodeniaceae,goodenia,DD,Data Deficient
goodenia rupestris,goodeniaceae,"goodenia, rock hand-flower",DD,Data Deficient
goodenia sp. great sandy desert,goodeniaceae,goodenia,DD,Data Deficient
goodenia subauriculata,goodeniaceae,goodenia,DD,Data Deficient
lechenaultia sp. liverpool river,goodeniaceae,,DD,Data Deficient
scaevola collina,goodeniaceae,scaevola,NT,Near Threatened
scaevola graminea,goodeniaceae,scaevola,DD,Data Deficient
scaevola humilis,goodeniaceae,scaevola,DD,Data Deficient
scaevola obovata,goodeniaceae,scaevola,DD,Data Deficient
scaevola revoluta subsp. stenostachya,goodeniaceae,scaevola,DD,Data Deficient
scaevola sp. mt liebig,goodeniaceae,scaevola,DD,Data Deficient
glischrocaryon aureum,haloragaceae,"glischrocaryon, yellow popflower",NT,Near Threatened
glischrocaryon aureum var. angustifolium,haloragaceae,"glischrocaryon, yellow popflower",NT,Near Threatened
gonocarpus implexus,haloragaceae,gonocarpus,DD,Data Deficient
haloragis odontocarpa,haloragaceae,"haloragis, mulga nettle, toothed raspwort",DD,Data Deficient
haloragis odontocarpa f. octoforma,haloragaceae,,DD,Data Deficient
haloragis odontocarpa f. pterocarpa,haloragaceae,,DD,Data Deficient
haloragis odontocarpa f. rugosa,haloragaceae,,DD,Data Deficient
clerodendrum floribundum var. angustifolium,lamiaceae,"clerodendrum, smooth clerodendrum, smooth spiderbush, lollybrush, lolly bush",DD,Data Deficient
clerodendrum floribundum var. attenuatum,lamiaceae,clerodendrum,DD,Data Deficient
clerodendrum longiflorum,lamiaceae,clerodendrum,DD,Data Deficient
clerodendrum longiflorum var. glabrum,lamiaceae,clerodendrum,DD,Data Deficient
cymaria dichotoma,lamiaceae,cymaria,DD,Data Deficient
dasymalla chorisepala,lamiaceae,pityrodia,DD,Data Deficient
dicrastylis doranii,lamiaceae,dicrastylis,DD,Data Deficient
mentha australis,lamiaceae,"mentha, native mint, australian mint, river mint",NT,Near Threatened
microcorys macredieana,lamiaceae,microcorys,NT,Near Threatened
muniria megalophylla,lamiaceae,pityrodia,DD,Data Deficient
newcastelia cladotricha,lamiaceae,"newcastelia, lambs tail",DD,Data Deficient
pityrodia byrnesii,lamiaceae,pityrodia,DD,Data Deficient
pityrodia loricata,lamiaceae,pityrodia,NT,Near Threatened
pityrodia serrata,lamiaceae,pityrodia,NT,Near Threatened
premna dallachyana,lamiaceae,premna,NT,Near Threatened
prostanthera centralis,lamiaceae,prostanthera,NT,Near Threatened
prostanthera schultzii,lamiaceae,wrixonia,VU,Vulnerable
prostanthera wilkieana,lamiaceae,prostanthera,NT,Near Threatened
quoya loxocarpa,lamiaceae,pityrodia,NT,Near Threatened
teucrium albicaule,lamiaceae,teucrium,NT,Near Threatened
teucrium disjunctum,lamiaceae,"spartothamnella, red-berried stick-plant",NT,Near Threatened
teucrium grandiusculum,lamiaceae,teucrium,NT,Near Threatened
teucrium grandiusculum subsp. grandiusculum,lamiaceae,teucrium,NT,Near Threatened
vitex velutinifolia,lamiaceae,vitex,DD,Data Deficient
barringtonia asiatica,lecythidaceae,barringtonia,NT,Near Threatened
utricularia australis,lentibulariaceae,"utricularia, bladderwort",DD,Data Deficient
utricularia cheiranthos,lentibulariaceae,"utricularia, bladderwort",NT,Near Threatened
utricularia dunstaniae,lentibulariaceae,"utricularia, bladderwort",VU,Vulnerable
utricularia fistulosa,lentibulariaceae,"utricularia, bladderwort",DD,Data Deficient
utricularia foveolata,lentibulariaceae,"utricularia, bladderwort",DD,Data Deficient
utricularia hamiltonii,lentibulariaceae,"utricularia, bladderwort",NT,Near Threatened
utricularia holtzei,lentibulariaceae,"utricularia, bladderwort",NT,Near Threatened
utricularia limmenensis,lentibulariaceae,utricularia  ,DD,Data Deficient
utricularia linearis,lentibulariaceae,,DD,Data Deficient
utricularia rhododactylos,lentibulariaceae,"utricularia, bladderwort",NT,Near Threatened
utricularia simmonsii,lentibulariaceae,"utricularia, bladderwort",DD,Data Deficient
utricularia singeriana,lentibulariaceae,"utricularia, bladderwort",VU,Vulnerable
utricularia sp. towns river,lentibulariaceae,,DD,Data Deficient
utricularia stellaris,lentibulariaceae,"utricularia, bladderwort",DD,Data Deficient
utricularia subulata,lentibulariaceae,"utricularia, bladderwort",NT,Near Threatened
utricularia tridactyla,lentibulariaceae,,DD,Data Deficient
utricularia tubulata,lentibulariaceae,"utricularia, bladderwort",DD,Data Deficient
bonnaya cowiei,linderniaceae,lindernia,DD,Data Deficient
lindernia cleistandra,linderniaceae,lindernia,NT,Near Threatened
lindernia dierythra,linderniaceae,lindernia,DD,Data Deficient
lindernia enypniastina,linderniaceae,lindernia,DD,Data Deficient
lindernia grossidentata,linderniaceae,lindernia,DD,Data Deficient
lindernia lucrusmiana,linderniaceae,lindernia,DD,Data Deficient
lindernia murfetiana,linderniaceae,lindernia,DD,Data Deficient
lindernia plantaginea,linderniaceae,lindernia,DD,Data Deficient
lindernia pronanthera,linderniaceae,lindernia,DD,Data Deficient
lindernia robyniae,linderniaceae,lindernia,DD,Data Deficient
lindernia scutellata,linderniaceae,lindernia,DD,Data Deficient
lindernia sp. willowra,linderniaceae,lindernia,DD,Data Deficient
lindernia subulata,linderniaceae,lindernia,DD,Data Deficient
lindernia tectanthera,linderniaceae,lindernia,DD,Data Deficient
mitrasacme brachystemonea,loganiaceae,mitrasacme,DD,Data Deficient
mitrasacme epigaea,loganiaceae,mitrasacme,DD,Data Deficient
mitrasacme galbina,loganiaceae,,DD,Data Deficient
mitrasacme geniculosa,loganiaceae,mitrasacme,DD,Data Deficient
mitrasacme inornata,loganiaceae,mitrasacme,DD,Data Deficient
mitrasacme lutea,loganiaceae,mitrasacme,NT,Near Threatened
mitrasacme nudicaulis var. citrina,loganiaceae,mitrasacme,NT,Near Threatened
mitrasacme patens,loganiaceae,mitrasacme,DD,Data Deficient
mitrasacme phascoides,loganiaceae,mitrasacme,DD,Data Deficient
mitrasacme squamigera,loganiaceae,mitrasacme,DD,Data Deficient
mitrasacme troglodytica,loganiaceae,mitrasacme,DD,Data Deficient
orianthera centralis,loganiaceae,logania,NT,Near Threatened
strychnos minor,loganiaceae,strychnos,NT,Near Threatened
amyema conspicua,loranthaceae,"amyema, mistletoe",DD,Data Deficient
amyema conspicua subsp. obscurinervis,loranthaceae,"amyema, mistletoe",DD,Data Deficient
amyema eburna,loranthaceae,"amyema, mistletoe",DD,Data Deficient
amyema herbertiana,loranthaceae,"amyema, mistletoe",DD,Data Deficient
amyema miraculosa,loranthaceae,"amyema, fleshy mistletoe, mistletoe",DD,Data Deficient
amyema miraculosa subsp. boormanii,loranthaceae,"amyema, fleshy mistletoe, mistletoe",DD,Data Deficient
amyema sp. alligator,loranthaceae,"amyema, mistletoe",DD,Data Deficient
amyema subcapitata,loranthaceae,"amyema, mistletoe",DD,Data Deficient
lysiana maritima,loranthaceae,"lysiana, mangrove mistletoe, mistletoe",DD,Data Deficient
ammannia crinipes,lythraceae,nesaea,DD,Data Deficient
ammannia fitzgeraldii,lythraceae,,DD,Data Deficient
ammannia striatiflora,lythraceae,nesaea,DD,Data Deficient
lythrum paradoxum,lythraceae,lythrum,DD,Data Deficient
lythrum wilsonii,lythraceae,lythrum,NT,Near Threatened
rotala rosea,lythraceae,rotala,DD,Data Deficient
rotala tripartita,lythraceae,rotala,NT,Near Threatened
sonneratia lanceolata,lythraceae,"sonneratia, river pornupan mangrove",NT,Near Threatened
abutilon halophilum,malvaceae,"abutilon, gibber lantern-bush, plains lantern-bush",NT,Near Threatened
abutilon sp. mataranka,malvaceae,abutilon,DD,Data Deficient
androcalva luteiflora,malvaceae,rulingia,NT,Near Threatened
brachychiton fitzgeraldianus,malvaceae,"brachychiton, kurrajong",NT,Near Threatened
brachychiton sp. wangi,malvaceae,"brachychiton, kurrajong",DD,Data Deficient
commersonia bartramia,malvaceae,commersonia,NT,Near Threatened
corchorus macropetalus,malvaceae,corchorus,DD,Data Deficient
corchorus obclavatus,malvaceae,corchorus,DD,Data Deficient
corchorus pascuorum,malvaceae,"corchorus, native jute",DD,Data Deficient
decaschistia byrnesii,malvaceae,decaschistia,NT,Near Threatened
decaschistia byrnesii subsp. byrnesii,malvaceae,decaschistia,NT,Near Threatened
dicarpidium sp. purnululu,malvaceae,dicarpidium,DD,Data Deficient
gilesia biniflora,malvaceae,"gilesia, gilesia",NT,Near Threatened
gossypium cunninghamii,malvaceae,gossypium,NT,Near Threatened
gossypium nelsonii,malvaceae,gossypium,NT,Near Threatened
helicteres macrothrix,malvaceae,helicteres,EN,Endangered
helicteres tenuipila,malvaceae,helicteres,NT,Near Threatened
hibiscus aneuthe,malvaceae,hibiscus,DD,Data Deficient
hibiscus arenicola,malvaceae,hibiscus,DD,Data Deficient
hibiscus brachychlaenus,malvaceae,hibiscus,NT,Near Threatened
hibiscus brennanii,malvaceae,hibiscus,VU,Vulnerable
hibiscus cravenii,malvaceae,hibiscus,VU,Vulnerable
hibiscus fryxellii,malvaceae,hibiscus,NT,Near Threatened
hibiscus fryxellii var. fryxellii,malvaceae,hibiscus,NT,Near Threatened
hibiscus fryxellii var. mollis,malvaceae,hibiscus,NT,Near Threatened
hibiscus inimicus,malvaceae,hibiscus,NT,Near Threatened
hibiscus lobatus,malvaceae,hibiscus,DD,Data Deficient
hibiscus petherickii,malvaceae,hibiscus,NT,Near Threatened
hibiscus riceae,malvaceae,hibiscus,DD,Data Deficient
hibiscus sturtii var. sturtii,malvaceae,"hibiscus, sturts hibiscus, sturt's hibiscus, hill hibiscus",NT,Near Threatened
hibiscus symonii,malvaceae,hibiscus,NT,Near Threatened
hibiscus thegaleus,malvaceae,hibiscus,DD,Data Deficient
hibiscus vitifolius,malvaceae,hibiscus,DD,Data Deficient
hildegardia australiensis,malvaceae,hildegardia,NT,Near Threatened
lawrencia sp. glen helen,malvaceae,lawrencia,DD,Data Deficient
lawrencia sp. the granites,malvaceae,lawrencia,DD,Data Deficient
lawrencia squamata,malvaceae,lawrencia,NT,Near Threatened
lawrencia viridigrisea,malvaceae,lawrencia,DD,Data Deficient
pentapetes phoenicea,malvaceae,pentapetes,NT,Near Threatened
schoutenia ovata,malvaceae,schoutenia,EN,Endangered
sida calyxhymenia,malvaceae,"sida, tall sida",NT,Near Threatened
sida echinocarpa,malvaceae,sida,DD,Data Deficient
sida everistiana,malvaceae,sida,NT,Near Threatened
sida intricata,malvaceae,"sida, twiggy sida",NT,Near Threatened
sida rohlenae subsp. occidentalis,malvaceae,"sida, shrub sida",DD,Data Deficient
sida sp. chewings range,malvaceae,sida,NT,Near Threatened
sida sp. hale river,malvaceae,,DD,Data Deficient
sida sp. horseshoe bend,malvaceae,sida,DD,Data Deficient
sida sp. walhallow station,malvaceae,sida,NT,Near Threatened
sida sp. excedentifolia,malvaceae,sida,DD,Data Deficient
sida spenceriana,malvaceae,sida,DD,Data Deficient
sida subcordata,malvaceae,sida,DD,Data Deficient
triumfetta antrorsa,malvaceae,triumfetta,DD,Data Deficient
triumfetta aquila,malvaceae,triumfetta,NT,Near Threatened
triumfetta chaetocarpa,malvaceae,triumfetta,DD,Data Deficient
triumfetta clivorum,malvaceae,triumfetta,DD,Data Deficient
triumfetta clivorum subsp. brevipetala,malvaceae,triumfetta,DD,Data Deficient
triumfetta deserticola,malvaceae,triumfetta,DD,Data Deficient
triumfetta fissurata,malvaceae,triumfetta,DD,Data Deficient
triumfetta inermis,malvaceae,triumfetta,DD,Data Deficient
triumfetta litticola,malvaceae,triumfetta,DD,Data Deficient
triumfetta oenpelliensis,malvaceae,triumfetta,DD,Data Deficient
triumfetta prostrata,malvaceae,triumfetta,DD,Data Deficient
triumfetta repens,malvaceae,triumfetta,NT,Near Threatened
triumfetta ryeae,malvaceae,triumfetta,DD,Data Deficient
triumfetta ryeae subsp. ryeae,malvaceae,triumfetta,DD,Data Deficient
triumfetta sp. bradshaw,malvaceae,triumfetta,DD,Data Deficient
triumfetta sp. fleshy,malvaceae,triumfetta,NT,Near Threatened
triumfetta triandra,malvaceae,triumfetta,DD,Data Deficient
melastoma imbricatum,melastomataceae,"melastoma, native lasiandra",DD,Data Deficient
pternandra coerulescens,melastomataceae,pternandra,VU,Vulnerable
turraea pubescens,meliaceae,turraea,NT,Near Threatened
xylocarpus granatum,meliaceae,"xylocarpus, cannonball mangrove",NT,Near Threatened
hypserpa decumbens,menispermaceae,hypserpa,DD,Data Deficient
hypserpa polyandra,menispermaceae,hypserpa,NT,Near Threatened
hypserpa polyandra var. polyandra,menispermaceae,,NT,Near Threatened
stephania japonica var. japonica,menispermaceae,stephania,DD,Data Deficient
tiliacora australiana,menispermaceae,tiliacora,NT,Near Threatened
nymphoides exiliflora,menyanthaceae,nymphoides,DD,Data Deficient
nymphoides planosperma,menyanthaceae,nymphoides,NT,Near Threatened
nymphoides simulans,menyanthaceae,nymphoides,DD,Data Deficient
nymphoides subacuta,menyanthaceae,nymphoides,NT,Near Threatened
glinus orygioides,molluginaceae,glinus,NT,Near Threatened
glinus sessiliflorus,molluginaceae,glinus,DD,Data Deficient
fatoua villosa,moraceae,fatoua,NT,Near Threatened
ficus lilliputiana,moraceae,"ficus, lilliput's rock-fig",NT,Near Threatened
ficus lilliputiana f. lilliputiana,moraceae,,NT,Near Threatened
