scientificName,vernacularName,family,genus,sourceStatus,listedSpratTaxonId,currentSpratTaxonId,status
Bettongia lesueur graii,"Boodie (inland), Burrowing Bettong (inland)",Potoroidae,Bettongia,Extinct,66657,,Extinct
Bettongia lesueur lesueur,"Burrowing Bettong (Shark Bay), Boodie",Potoroidae,Bettongia,Vulnerable,66659,,Vulnerable
Bettongia penicillata ogilbyi,Woylie,Potoroidae,Bettongia,Endangered,66844,,Endangered
Bettongia penicillata penicillata,"Brush-tailed Bettong (central and south-east), Brush-tailed Bettong (south-east mainland)",Potoroidae,Bettongia,Extinct,66658,,Extinct
Bettongia pusilla,Nullarbor Dwarf Bettong,Potoroidae,Bettongia,Extinct,85133,,Extinct
Bettongia tropica,Northern Bettong,Potoroidae,Bettongia,Endangered,214,,Endangered
Beyeria lepidopetala,"Small-petalled Beyeria, Short-petalled Beyeria",Euphorbiaceae,Beyeria,Endangered,18362,,Endangered
Beyeria subtecta,Kangaroo Island Turpentine Bush,Euphorbiaceae,Beyeria,Vulnerable,2076,,Vulnerable
Bidyanus bidyanus,"Silver Perch, Bidyan",Terapontidae,Bidyanus,Critically Endangered,76155,,Critically Endangered
Blechnum norfolkianum,Norfolk Island Water-fern,Blechnaceae,Blechnum,Endangered,65885,,Endangered
Boehmeria australis subsp. australis,"Tree Nettle, Nettletree",Urticaceae,Boehmeria,Critically Endangered,83309,,Critically Endangered
Boronia adamsiana,Barbalin Boronia,Rutaceae,Boronia,Vulnerable,16935,,Vulnerable
Boronia capitata subsp. capitata,a shrub,Rutaceae,Boronia,Endangered,29156,,Endangered
Boronia clavata,Bremer Boronia,Rutaceae,Boronia,Endangered,5538,,Endangered
Boronia deanei,Deane's Boronia,Rutaceae,Boronia,Vulnerable,8397,,Vulnerable
Boronia exilis,Scott River Boronia,Rutaceae,Boronia,Endangered,64844,,Endangered
Boronia galbraithiae,"Aniseed Boronia, Galbraith's Boronia",Rutaceae,Boronia,Vulnerable,56484,,Vulnerable
Boronia granitica,Granite Boronia,Rutaceae,Boronia,Endangered,18598,,Endangered
Boronia gunnii,"Gunn's Boronia, Cataract Gorge Boronia",Rutaceae,Boronia,Vulnerable,29394,,Vulnerable
Boronia hemichiton,Mt Arthur Boronia,Rutaceae,Boronia,Vulnerable,78926,,Vulnerable
Boronia hippopala,Velvet Boronia,Rutaceae,Boronia,Vulnerable,78925,,Vulnerable
Boronia inflexa subsp. torringtonensis,-,Rutaceae,Boronia,Critically Endangered,78597,,Critically Endangered
Boronia keysii,Key's Boronia,Rutaceae,Boronia,Vulnerable,21632,,Vulnerable
Boronia quadrilata,a shrub,Rutaceae,Boronia,Vulnerable,64846,,Vulnerable
Boronia repanda,"Repand Boronia, Border Boronia",Rutaceae,Boronia,Endangered,21315,,Endangered
Boronia revoluta,Ironcap Boronia,Rutaceae,Boronia,Endangered,9167,,Endangered
Boronia umbellata,Orara Boronia,Rutaceae,Boronia,Vulnerable,56301,,Vulnerable
Boronia viridiflora,a shrub,Rutaceae,Boronia,Vulnerable,64851,,Vulnerable
Borya mirabilis,Grampians Pincushion-lily,Boryaceae,Borya,Endangered,16564,,Endangered
Bosistoa transversa,"Three-leaved Bosistoa, Yellow Satinheart",Rutaceae,Bosistoa,Vulnerable,16091,,Vulnerable
Bossiaea fragrans,-,Fabaceae,Bossiaea,Critically Endangered,84403,,Critically Endangered
Bossiaea oligosperma,-,Fabaceae,Bossiaea,Vulnerable,10059,,Vulnerable
Bossiaea peninsularis,Sword Bossiaea,Fabaceae,Bossiaea,Endangered,86647,,Endangered
Bossiaea sp. Frankland (E.M.Sandiford EMS 896),-,Fabaceae,Bossiaea,Endangered,89794,,Endangered
Botaurus poiciloptilus,Australasian Bittern,Ardeidae,Botaurus,Endangered,1001,,Endangered
Bothriochloa bunyensis,Satin-top Grass,Poaceae,Bothriochloa,Vulnerable,15961,,Vulnerable
Brachionichthys hirsutus,Spotted Handfish,Brachionichthyidae,Brachionichthys,Critically Endangered,64418,,Critically Endangered
Brachiopsilus ziebelli,"Ziebell's Handfish, Waterfall Bay Handfish",Brachionichthyidae,Brachiopsilus,Vulnerable,83757,,Vulnerable
Brachychiton sp. Ormeau (L.H.Bird AQ435851),Ormeau Bottle Tree,Malvaceae,Brachychiton,Critically Endangered,84105,,Critically Endangered
Brachyscias verecundus,Ironstone Brachyscias,Apiaceae,Brachyscias,Critically Endangered,81321,,Critically Endangered
Brachyscome muelleri,Corunna Daisy,Asteraceae,Brachyscome,Endangered,18836,,Endangered
Brachyscome muelleroides,Mueller Daisy,Asteraceae,Brachyscome,Vulnerable,15572,,Vulnerable
Brachyscome papillosa,Mossgiel Daisy,Asteraceae,Brachyscome,Vulnerable,6625,,Vulnerable
Breynia macrantha,-,Phyllanthaceae,Breynia,Vulnerable,91387,,Vulnerable
Bruguiera x hainesii,Haines's Orange Mangrove,Rhizophoraceae,Bruguiera,Critically Endangered,91351,,Critically Endangered
Budawangia gnidioides,Budawangs Cliff-heath,Epacridaceae,Budawangia,Vulnerable,55850,88291.0,Vulnerable
Bulbophyllum globuliforme,"Miniature Moss-orchid, Hoop Pine Orchid",Orchidaceae,Bulbophyllum,Vulnerable,6649,,Vulnerable
Bulbophyllum gracillimum,Wispy Umbrella Orchid,Orchidaceae,Bulbophyllum,Vulnerable,10002,,Vulnerable
Bulbophyllum longiflorum,Pale Umbrella Orchid,Orchidaceae,Bulbophyllum,Vulnerable,9227,,Vulnerable
Burmannia sp. Bathurst Island (R.Fensham 1021),-,Burmanniaceae,Burmannia,Endangered,82017,,Endangered
Burramys parvus,Mountain Pygmy-possum,Burramyidae,Burramys,Endangered,267,,Endangered
Cadellia pentastylis,Ooline,Surianaceae,Cadellia,Vulnerable,9828,,Vulnerable
Caladenia actensis,Canberra Spider Orchid,Orchidaceae,Caladenia,Critically Endangered,76138,,Critically Endangered
Caladenia amoena,Charming Spider-orchid,Orchidaceae,Caladenia,Endangered,64502,,Endangered
Caladenia anthracina,Black-tipped Spider-orchid,Orchidaceae,Caladenia,Critically Endangered,64855,,Critically Endangered
Caladenia arenaria,Sand-hill Spider-orchid,Orchidaceae,Caladenia,Endangered,9275,,Endangered
Caladenia argocalla,White-beauty Spider-orchid,Orchidaceae,Caladenia,Endangered,54991,,Endangered
Caladenia atroclavia,Black-clubbed Spider-orchid,Orchidaceae,Caladenia,Endangered,20859,,Endangered
Caladenia attenuata,Duramana Fingers,Orchidaceae,Caladenia,Critically Endangered,87595,,Critically Endangered
Caladenia audasii,"McIvor Spider-orchid, Audas' Spider-orchid",Orchidaceae,Caladenia,Endangered,11727,,Endangered
Caladenia barbarella,"Small Dragon Orchid, Common Dragon Orchid",Orchidaceae,Caladenia,Endangered,68686,,Endangered
Caladenia behrii,Pink-lipped Spider-orchid,Orchidaceae,Caladenia,Endangered,11161,,Endangered
Caladenia brachyscapa,Short Spider-orchid,Orchidaceae,Caladenia,Extinct,11980,,Extinct
Caladenia brumalis,Winter Spider-orchid,Orchidaceae,Caladenia,Vulnerable,54993,,Vulnerable
Caladenia bryceana subsp. bryceana,Dwarf Spider-orchid,Orchidaceae,Caladenia,Endangered,64503,,Endangered
Caladenia bryceana subsp. cracens,Northern Dwarf Spider-orchid,Orchidaceae,Caladenia,Vulnerable,64556,,Vulnerable
Caladenia busselliana,Bussell's Spider-orchid,Orchidaceae,Caladenia,Endangered,24369,,Endangered
Caladenia caesarea subsp. maritima,Cape Spider-orchid,Orchidaceae,Caladenia,Endangered,64856,,Endangered
Caladenia calcicola,Limestone Spider-orchid,Orchidaceae,Caladenia,Vulnerable,10065,,Vulnerable
Caladenia campbellii,"Thick-stem Caladenia, Thick-stem Fairy Fingers",Orchidaceae,Caladenia,Critically Endangered,64857,,Critically Endangered
Caladenia caudata,Tailed Spider-orchid,Orchidaceae,Caladenia,Vulnerable,17067,,Vulnerable
Caladenia christineae,Christine's Spider Orchid,Orchidaceae,Caladenia,Vulnerable,56716,,Vulnerable
Caladenia colorata,"Coloured Spider-orchid, Small Western Spider-orchid, Painted Spider-orchid",Orchidaceae,Caladenia,Endangered,54999,,Endangered
Caladenia concolor,"Crimson Spider-orchid, Maroon Spider-orchid",Orchidaceae,Caladenia,Vulnerable,5505,,Vulnerable
Caladenia conferta,Coast Spider-orchid,Orchidaceae,Caladenia,Endangered,55000,,Endangered
Caladenia cremna,"Don's Spider Orchid, Beady Spider Orchid",Orchidaceae,Caladenia,Critically Endangered,82403,,Critically Endangered
Caladenia dienema,Windswept Spider-orchid,Orchidaceae,Caladenia,Endangered,64858,,Endangered
Caladenia dorrienii,Cossack Spider-orchid,Orchidaceae,Caladenia,Endangered,6596,,Endangered
Caladenia drakeoides,Hinged Dragon Orchid,Orchidaceae,Caladenia,Endangered,68687,,Endangered
Caladenia elegans,Elegant Spider-orchid,Orchidaceae,Caladenia,Endangered,56775,,Endangered
Caladenia excelsa,Giant Spider-orchid,Orchidaceae,Caladenia,Endangered,56717,,Endangered
Caladenia formosa,"Elegant Spider-orchid, Blood-red Spider-orchid",Orchidaceae,Caladenia,Vulnerable,24370,,Vulnerable
Caladenia fulva,Tawny Spider-orchid,Orchidaceae,Caladenia,Endangered,24371,,Endangered
Caladenia gladiolata,"Bayonet Spider-orchid, Clubbed Spider-orchid",Orchidaceae,Caladenia,Endangered,8079,,Endangered
Caladenia graniticola,"Pingaring Spider-orchid, Granite Spider-orchid",Orchidaceae,Caladenia,Endangered,84996,,Endangered
Caladenia granitora,-,Orchidaceae,Caladenia,Endangered,65292,,Endangered
Caladenia harringtoniae,"Harrington's Spider-orchid, Pink Spider-orchid",Orchidaceae,Caladenia,Vulnerable,56786,,Vulnerable
Caladenia hastata,Melblom's Spider-orchid,Orchidaceae,Caladenia,Endangered,16118,,Endangered
Caladenia hoffmanii,Hoffman's Spider-orchid,Orchidaceae,Caladenia,Endangered,56719,,Endangered
Caladenia hopperiana,"Quindanning Spider Orchid, Boddington Spider Orchid",Orchidaceae,Caladenia,Endangered,88195,,Endangered
Caladenia huegelii,"King Spider-orchid, Grand Spider-orchid, Rusty Spider-orchid",Orchidaceae,Caladenia,Endangered,7309,,Endangered
Caladenia insularis,French Island Spider-orchid,Orchidaceae,Caladenia,Vulnerable,24372,,Vulnerable
Caladenia intuta,Ghost Spider-orchid,Orchidaceae,Caladenia,Critically Endangered,82821,,Critically Endangered
Caladenia leucochila,Collie Spider Orchid,Orchidaceae,Caladenia,Endangered,88196,,Endangered
Caladenia lindleyana,Lindley's Spider-orchid,Orchidaceae,Caladenia,Critically Endangered,9305,,Critically Endangered
Caladenia lodgeana,Lodge's Spider-orchid,Orchidaceae,Caladenia,Critically Endangered,68664,,Critically Endangered
Caladenia lowanensis,Wimmera Spider-orchid,Orchidaceae,Caladenia,Endangered,24374,,Endangered
Caladenia luteola,Lemon Spider Orchid,Orchidaceae,Caladenia,Critically Endangered,68713,,Critically Endangered
Caladenia macroclavia,Large-club Spider-orchid,Orchidaceae,Caladenia,Endangered,55012,,Endangered
Caladenia melanema,"Ballerina Orchid, Ballerina Spider Orchid",Orchidaceae,Caladenia,Critically Endangered,65295,,Critically Endangered
Caladenia orientalis,Eastern Spider Orchid,Orchidaceae,Caladenia,Endangered,83410,,Endangered
Caladenia ornata,Ornate Pink Fingers,Orchidaceae,Caladenia,Vulnerable,76213,,Vulnerable
Caladenia ovata,Kangaroo Island Spider-orchid,Orchidaceae,Caladenia,Vulnerable,3957,,Vulnerable
Caladenia pallida,"Rosy Spider Orchid, Pale Spider-orchid, Summer Spider-orchid",Orchidaceae,Caladenia,Critically Endangered,9604,,Critically Endangered
Caladenia procera,Carbunup King Spider Orchid,Orchidaceae,Caladenia,Critically Endangered,68679,,Critically Endangered
Caladenia pumila,Dwarf Spider-orchid,Orchidaceae,Caladenia,Critically Endangered,4155,,Critically Endangered
Caladenia richardsiorum,Little Dip Spider-orchid,Orchidaceae,Caladenia,Endangered,55018,,Endangered
Caladenia rigida,Stiff White Spider-orchid,Orchidaceae,Caladenia,Endangered,13419,,Endangered
Caladenia robinsonii,Frankston Spider-orchid,Orchidaceae,Caladenia,Endangered,24375,,Endangered
Caladenia rosella,"Rosella Spider-orchid, Little Pink Spider-orchid",Orchidaceae,Caladenia,Endangered,5086,,Endangered
Caladenia saggicola,Sagg Spider-orchid,Orchidaceae,Caladenia,Critically Endangered,64859,,Critically Endangered
Caladenia sp. Kilsyth South (G.S.Lorimer 1253),Kilsyth South Spider-orchid,Orchidaceae,Caladenia,Critically Endangered,82021,,Critically Endangered
Caladenia sylvicola,Forest Fingers,Orchidaceae,Caladenia,Critically Endangered,64860,,Critically Endangered
Caladenia tensa,"Greencomb Spider-orchid, Rigid Spider-orchid",Orchidaceae,Caladenia,Endangered,24390,,Endangered
Caladenia tessellata,"Thick-lipped Spider-orchid, Daddy Long-legs",Orchidaceae,Caladenia,Vulnerable,2119,,Vulnerable
Caladenia thysanochila,Fringed Spider-orchid,Orchidaceae,Caladenia,Endangered,24391,,Endangered
Caladenia tonellii,Robust Fingers,Orchidaceae,Caladenia,Critically Endangered,64861,,Critically Endangered
Caladenia versicolor,Candy Spider-orchid,Orchidaceae,Caladenia,Vulnerable,24392,,Vulnerable
Caladenia viridescens,Dunsborough Spider-orchid,Orchidaceae,Caladenia,Endangered,56776,,Endangered
Caladenia wanosa,Kalbarri Spider-orchid,Orchidaceae,Caladenia,Vulnerable,5878,,Vulnerable
Caladenia williamsiae,Williams Spider Orchid,Orchidaceae,Caladenia,Endangered,68732,,Endangered
Caladenia winfieldii,Majestic Spider-orchid,Orchidaceae,Caladenia,Endangered,64504,,Endangered
Caladenia woolcockiorum,Woolcock's Spider-orchid,Orchidaceae,Caladenia,Vulnerable,55023,,Vulnerable
Caladenia xanthochila,Yellow-lip Spider-orchid,Orchidaceae,Caladenia,Endangered,55509,,Endangered
Caladenia xantholeuca,"White Rabbits, Flinders Ranges White Caladenia",Orchidaceae,Caladenia,Endangered,55025,,Endangered
Calamanthus pyrrhopygius parkeri,Chestnut-rumped Heathwren (Mt Lofty Ranges),Acanthizidae,Calamanthus,Endangered,80826,67071.0,Endangered
Calectasia cyanea,Blue Tinsel Lily,Dasypogonaceae,Calectasia,Critically Endangered,7669,,Critically Endangered
Calectasia pignattiana,Stilted Tinsel Lily,Dasypogonaceae,Calectasia,Vulnerable,82018,,Vulnerable
Calidris canutus,"Red Knot, Knot",Scolopacidae,Calidris,Endangered,855,,Endangered
Calidris ferruginea,Curlew Sandpiper,Scolopacidae,Calidris,Critically Endangered,856,,Critically Endangered
Calidris tenuirostris,Great Knot,Scolopacidae,Calidris,Critically Endangered,862,,Critically Endangered
Callistemon forresterae,Forrester's Bottlebrush,Myrtaceae,Callistemon,Vulnerable,56501,,Vulnerable
Callistemon kenmorrisonii,Betka Bottlebrush,Myrtaceae,Callistemon,Vulnerable,64862,,Vulnerable
Callistemon megalongensis,Megalong Valley Bottlebrush,Myrtaceae,Callistemon,Critically Endangered,85098,,Critically Endangered
Callistemon pungens,-,Myrtaceae,Callistemon,Vulnerable,55581,,Vulnerable
Callistemon purpurascens,a bottlebrush,Myrtaceae,Callistemon,Critically Endangered,88226,,Critically Endangered
Callistemon wimmerensis,Wimmera Bottlebrush,Myrtaceae,Callistemon,Critically Endangered,82943,,Critically Endangered
Callitris oblonga,"Pygmy Cypress-pine, Pigmy Cypress-pine, Dwarf Cypress-pine",Cupressaceae,Callitris,Vulnerable,66687,,Vulnerable
Callitris oblonga subsp. corangensis,Corang Pine,Cupressaceae,Callitris,Critically Endangered,66688,,Critically Endangered
Callitris oblonga subsp. oblonga,South Esk Pine,Cupressaceae,Callitris,Endangered,64864,,Endangered
Callocephalon fimbriatum,Gang-gang Cockatoo,Cacatuidae,Callocephalon,Endangered,768,,Endangered
Calochilus cupreus,Copper Beard Orchid,Orchidaceae,Calochilus,Critically Endangered,46998,,Critically Endangered
Calochilus psednus,Cardwell Beard Orchid,Orchidaceae,Calochilus,Endangered,55851,,Endangered
Calochilus pulchellus,"Pretty Beard Orchid, Pretty Beard-orchid",Orchidaceae,Calochilus,Endangered,84677,,Endangered
Calochilus richiae,Bald-tip Beard-orchid,Orchidaceae,Calochilus,Endangered,64865,,Endangered
Calophyllum bicolor,-,Clusiaceae,Calophyllum,Vulnerable,11371,,Vulnerable
Caloprymnus campestris,Desert Rat-kangaroo,Potoroidae,Caloprymnus,Extinct,215,,Extinct
Calotis glandulosa,Mauve Burr-daisy,Asteraceae,Calotis,Vulnerable,7842,,Vulnerable
Calotis moorei,Moore's Burr-daisy,Asteraceae,Calotis,Endangered,55381,,Endangered
Calyptorhynchus banksii graptogyne,South-eastern Red-tailed Black-Cockatoo,Cacatuidae,Calyptorhynchus,Endangered,25982,,Endangered
Calyptorhynchus banksii naso,"Forest Red-tailed Black-Cockatoo, Karrak",Cacatuidae,Calyptorhynchus,Vulnerable,67034,,Vulnerable
Calyptorhynchus baudinii,"Baudin's Cockatoo, Long-billed Black-Cockatoo",Cacatuidae,Calyptorhynchus,Endangered,769,87736.0,Endangered
Calyptorhynchus lathami halmaturinus,"Kangaroo Island Glossy Black-Cockatoo, Glossy Black-Cockatoo (South Australian)",Cacatuidae,Calyptorhynchus,Endangered,64436,,Endangered
Calyptorhynchus lathami lathami,South-eastern Glossy Black-Cockatoo,Cacatuidae,Calyptorhynchus,Vulnerable,67036,,Vulnerable
Calyptorhynchus latirostris,"Carnaby's Cockatoo,  Short-billed Black-Cockatoo",Cacatuidae,Calyptorhynchus,Endangered,59523,87737.0,Endangered
Calystegia affinis,-,Convolvulaceae,Calystegia,Critically Endangered,48909,,Critically Endangered
Calytrix breviseta subsp. breviseta,Swamp Starflower,Myrtaceae,Calytrix,Endangered,23879,,Endangered
Calytrix gurulmundensis,-,Myrtaceae,Calytrix,Vulnerable,24241,,Vulnerable
Canarium acutifolium,-,Burseraceae,Canarium,Vulnerable,23956,,Vulnerable
Capparis thozetiana,-,Capparaceae,Capparis,Vulnerable,6021,,Vulnerable
Carcharias taurus (east coast population),Grey Nurse Shark (east coast population),Carcharhinidae,Carcharias,Critically Endangered,68751,,Critically Endangered
Carcharias taurus (west coast population),Grey Nurse Shark (west coast population),Carcharhinidae,Carcharias,Vulnerable,68752,,Vulnerable
Carcharodon carcharias,"White Shark, Great White Shark",Lamnidae,Carcharodon,Vulnerable,64470,,Vulnerable
Caretta caretta,Loggerhead Turtle,Cheloniidae,Caretta,Endangered,1763,,Endangered
Carinascincus palfreymani,"Pedra Branca Skink,  Pedra Branca Cool-skink, Red-throated Skink",Scincidae,Carinascincus,Vulnerable,90203,,Vulnerable
Carronia pedicellata,-,Menispermaceae,Carronia,Endangered,24178,,Endangered
Cassinia heleniae,-,Asteraceae,Cassinia,Endangered,91096,,Endangered
Cassinia rugata,"Wrinkled Cassinia, Wrinkled Dollybush",Asteraceae,Cassinia,Vulnerable,21885,,Vulnerable
Cassinia tegulata,Avenue Cassinia,Asteraceae,Cassinia,Critically Endangered,81640,,Critically Endangered
Casuarius casuarius johnsonii,"Southern Cassowary, Australian Cassowary, Double-wattled Cassowary",Casuariidae,Casuarius,Endangered,25986,,Endangered
Centrolepis pedderensis,"Pedder Centrolepis, Pedder Bristlewort",Centrolepidaceae,Centrolepis,Endangered,12647,,Endangered
Centrophorus harrissoni,"Harrisson's Dogfish, Endeavour Dogfish, Dumb Gulper Shark, Harrison's Deepsea Dogfish",Centrophoridae,Centrophorus,Conservation Dependent,68444,,Conservation Dependent
Centrophorus uyato,Little Gulper Shark,Centrophoridae,Centrophorus,Conservation Dependent,68446,,Conservation Dependent
Cepobaculum carronii,an orchid,Orchidaceae,Cepobaculum,Vulnerable,78700,10822.0,Vulnerable
Cereopsis novaehollandiae grisea,"Cape Barren Goose (south-western), Recherche Cape Barren Goose",Anatidae,Cereopsis,Vulnerable,25978,,Vulnerable
Ceyx azureus diemenensis,Tasmanian Azure Kingfisher,Alcedinidae,Ceyx,Endangered,25977,,Endangered
Chaeropus ecaudatus,"Pig-footed Bandicoot, Kanjilpa, Wilalya",Peramelidae,Chaeropus,Extinct,297,,Extinct
Chaeropus yirratji,"Yirratji, Northern Pig-footed Bandicoot",Peramelidae,Chaeropus,Extinct,90573,,Extinct
Chalcophaps indica natalis,"Christmas Island Emerald Dove, Emerald Dove (Christmas Island)",Columbidae,Chalcophaps,Endangered,67030,,Endangered
Chalinolobus dwyeri,"Large-eared Pied Bat, Large Pied Bat",Vespertilionidae,Chalinolobus,Vulnerable,183,,Vulnerable
Chamelaucium sp. Cataby (G.J.Keighery 11009),Griffin's Waxflower,Myrtaceae,Chamelaucium,Vulnerable,82509,,Vulnerable
Chamelaucium sp. Gingin (N.G.Marchant 6),Gingin Wax,Myrtaceae,Chamelaucium,Endangered,88881,92777.0,Endangered
Chamelaucium sp. S coastal plain (R.D.Royce 4872),Royce's Waxflower,Myrtaceae,Chamelaucium,Vulnerable,87814,,Vulnerable
Charadrius leschenaultii,"Greater Sand Plover, Large Sand Plover",Charadriidae,Charadrius,Vulnerable,877,,Vulnerable
Charadrius mongolus,"Lesser Sand Plover, Mongolian Plover",Charadriidae,Charadrius,Endangered,879,,Endangered
Cheiranthera volubilis,Twining Finger-flower,Pittosporaceae,Cheiranthera,Vulnerable,3125,,Vulnerable
Chelonia mydas,Green Turtle,Cheloniidae,Chelonia,Vulnerable,1765,,Vulnerable
Cherax robustus,Sand Yabby,Parastacidae,Cherax,Vulnerable,91922,,Vulnerable
Cherax tenuimanus,"Hairy Marron, Margaret River Hairy Marron, Margaret River Marron",Parastacidae,Cherax,Critically Endangered,78931,,Critically Endangered
Chiloglottis anaticeps,Duck's-head Wasp-orchid,Orchidaceae,Chiloglottis,Endangered,55027,,Endangered
Chingia australis,-,Thelypteridaceae,Chingia,Endangered,24603,,Endangered
Chlamydogobius micropterus,Elizabeth Springs Goby,Gobiidae,Chlamydogobius,Endangered,64698,,Endangered
Chlamydogobius squamigenus,Edgbaston Goby,Gobiidae,Chlamydogobius,Vulnerable,66675,,Vulnerable
Chordifex abortivus,Manypeaks Rush,Restionaceae,Chordifex,Endangered,64868,,Endangered
Choretrum spicatum subsp. spicatum,Spiked Sour-bush,Santalaceae,Choretrum,Endangered,91273,,Endangered
