scientificName,vernacularName,status,sourceStatus
Utricularia gibba,Floating Bladderwort,Endangered,Endangered
Utricularia monanthos,Tasmanian Bladderwort,Endangered,Endangered
Utricularia violacea,Violet Bladderwort,Endangered,Endangered
Veronica hillebrandii,Coast Speedwell,Endangered,Endangered
Veronica nivea,Milfoil Speedwell,Endangered,Endangered
Viola X zophodes,Dark Violet,Endangered,Endangered
Viola betonicifolia subsp. novaguineensis,Floodplain Violet,Endangered,Endangered
Viola caleyana,Swamp Violet,Vulnerable,Vulnerable
Viola fuscoviolacea,Dusky Violet,Endangered,Endangered
Viola sieberiana s.s.,Tiny Violet,Endangered,Endangered
Vittadinia blackii,Western New Holland Daisy,Endangered,Endangered
Vittadinia condyloides,Club-hair New Holland Daisy,Endangered,Endangered
Vittadinia cuneata var. hirsuta,Fuzzy New Holland Daisy,Endangered,Endangered
Vittadinia cuneata var. morrisii,Fuzzy New Holland Daisy,Endangered,Endangered
Vittadinia megacephala,Giant New Holland Daisy,Endangered,Endangered
Vittadinia pterochaeta,Winged New Holland Daisy,Endangered,Endangered
Vittadinia pustulata,Warty New Holland Daisy,Critically Endangered,Critically Endangered
Vittadinia tenuissima,Delicate New Holland Daisy,Vulnerable,Vulnerable
Wahlenbergia densifolia,Fairy Bluebell,Endangered,Endangered
Wahlenbergia planiflora subsp. planiflora,Flat Bluebell,Vulnerable,Vulnerable
Wahlenbergia tumidifructa,Mallee Annual-bluebell,Endangered,Endangered
Westringia crassifolia,Whipstick Westringia,Endangered,Endangered
Westringia cremnophila,Snowy River Westringia,Endangered,Endangered
Westringia glabra,Violet Westringia,Endangered,Endangered
Westringia lucida,Shining Westringia,Critically Endangered,Critically Endangered
Westringia senifolia,Alpine Westringia,Endangered,Endangered
Wittsteinia vacciniacea,Baw Baw Berry,Vulnerable,Vulnerable
Wurmbea biglandulosa subsp. biglandulosa,Glandular Early Nancy,Endangered,Endangered
Wurmbea uniflora,One-flower Early Nancy,Vulnerable,Vulnerable
Xanthoparmelia suberadicata,Underdark Sheild,Endangered,Endangered
Xanthorrhoea caespitosa,Tufted Grass-tree,Vulnerable,Vulnerable
Xanthorrhoea glauca subsp. angustifolia,Grey Grass-tree,Critically Endangered,Critically Endangered
Xanthosia leiophylla,Parsley Xanthosia,Endangered,Endangered
Xanthosia stellata,Star Xanthosia,Critically Endangered,Critically Endangered
Xanthosia tasmanica,Southern Xanthosia,Endangered,Endangered
Xerochrysum palustre,Swamp Everlasting,Critically Endangered,Critically Endangered
Xerochrysum papillosum,Island Everlasting,Critically Endangered,Critically Endangered
Xyris juncea,Dwarf Yellow-eye,Critically Endangered,Critically Endangered
Zannichellia palustris,Horned Pondweed,Critically Endangered,Critically Endangered
Zieria aspalathoides subsp. aspalathoides,Whorled Zieria,Endangered,Endangered
Zieria cytisoides,Downy Zieria,Endangered,Endangered
Zieria littoralis,Dwarf Zieria,Critically Endangered,Critically Endangered
Zieria oreocena,Grampians Zieria,Endangered,Endangered
Zieria robusta,Round-leaf Zieria,Endangered,Endangered
Zieria smithii,Sandfly Zieria,Endangered,Endangered
Zieria veronicea subsp. veronicea,Pink Zieria,Endangered,Endangered
Zoysia macrantha subsp. walshii,Walsh's Couch,Endangered,Endangered
Amphiura (Amphiura) trisacantha,Brittle Star species,Endangered,Endangered
Apsolidium densum,Sea Cucumber 5251,Endangered,Endangered
Apsolidium falconerae,Sea-cucumber,Critically Endangered,Critically Endangered
Apsolidium handrecki,Sea Cucumber 5052,Endangered,Endangered
Arctophoca forsteri,Long-nosed Fur Seal,Vulnerable,Vulnerable
Australomedusa baylii,Brackish Jellyfish,Endangered,Endangered
Balaenoptera musculus,Blue Whale,Endangered,Endangered
Bassethullia glypta,Chiton 5254,Critically Endangered,Critically Endangered
Carcharias taurus,Grey Nurse Shark,Critically Endangered,Critically Endangered
Carcharodon carcharias,Great White Shark,Endangered,Endangered
Clarkcoma australis,Brittle Star species,Critically Endangered,Critically Endangered
Dermochelys coriacea,Leathery Turtle,Critically Endangered,Critically Endangered
Eubalaena australis,Southern Right Whale,Endangered,Endangered
Lovettia sealii,Australian Whitebait,Critically Endangered,Critically Endangered
Megaptera novaeangliae australis,Southern Humpback Whale,Critically Endangered,Critically Endangered
Pentocnus bursatus,Sea Cucumber (species 5258),Critically Endangered,Critically Endangered
Platydoris galbana,Sea slug,Endangered,Endangered
Ralpharia coccinea,Stalked Hydroid species,Critically Endangered,Critically Endangered
Rhodope rousei,Marine opisthobranch,Critically Endangered,Critically Endangered
Rowedota shepherdi,Sea-cucumber species,Critically Endangered,Critically Endangered
Seriolella brama,Blue Warehou,Conservation Dependent,Conservation Dependent
Sphyrna lewini,Scalloped Hammerhead,Conservation Dependent,Conservation Dependent
Thunnus maccoyii,Southern Bluefin Tuna,Conservation Dependent,Conservation Dependent
Thyone nigra,Sea-cucumber species,Endangered,Endangered
Tursiops australis,Burrunan Dolphin,Critically Endangered,Critically Endangered
Acanthiza iredalei hedleyi,Slender-billed Thornbill (Lowan Mallee),Endangered,Endangered
Acanthophis antarcticus,Common Death Adder,Critically Endangered,Critically Endangered
Accipiter novaehollandiae,Grey Goshawk,Endangered,Endangered
Acrodipsas brisbanensis,Large Ant Blue Butterfly,Endangered,Endangered
Acrodipsas myrmecophila,Small Ant Blue Butterfly,Endangered,Endangered
Actitis hypoleucos,Common Sandpiper,Vulnerable,Vulnerable
Aepyprymnus rufescens,Rufous Bettong,Extinct,Extinct
Allocharopa erskinensis,Land Snail,Vulnerable,Vulnerable
Anseranas semipalmata,Magpie Goose,Vulnerable,Vulnerable
Antechinus minimus maritimus,Swamp Antechinus,Vulnerable,Vulnerable
Anthochaera phrygia,Regent Honeyeater,Critically Endangered,Critically Endangered
Antigone rubicunda,Brolga,Endangered,Endangered
Antipodia atralba,Diamond Sand-skipper Butterfly,Vulnerable,Vulnerable
Aprasia aurita,Mallee Worm-Lizard,Endangered,Endangered
Aprasia parapulchella,Pink-tailed Worm-Lizard,Endangered,Endangered
Aprasia striolata,Striped Worm-Lizard,Endangered,Endangered
Arachnocampa (Lucifera) buffaloensis,Mt Buffalo Glow-worm,Critically Endangered,Critically Endangered
Ardea alba modesta,Eastern Great Egret,Vulnerable,Vulnerable
Ardea intermedia plumifera,Plumed Egret,Critically Endangered,Critically Endangered
Ardeotis australis,Australian Bustard,Critically Endangered,Critically Endangered
Arenaria interpres,Ruddy Turnstone,Endangered,Endangered
Austropyrgus grampianensis,Dairy Creek Austropyrgus Snail,Critically Endangered,Critically Endangered
Bettongia gaimardi gaimardi,Eastern Bettong,Extinct,Extinct
Bettongia penicillata penicillata,Brush-tailed Bettong (eastern subspecies),Extinct,Extinct
Biziura lobata,Musk Duck,Vulnerable,Vulnerable
Botaurus poiciloptilus,Australasian Bittern,Critically Endangered,Critically Endangered
Burhinus grallarius,Bush Stone-curlew,Critically Endangered,Critically Endangered
Burramys parvus,Mountain Pygmy-possum,Endangered,Endangered
Calamanthus pyrrhopygius,Chestnut-rumped Heathwren,Vulnerable,Vulnerable
Calidris canutus,Red Knot,Endangered,Endangered
Calidris ferruginea,Curlew Sandpiper,Critically Endangered,Critically Endangered
Calidris tenuirostris,Great Knot,Critically Endangered,Critically Endangered
Callocephalon fimbriatum,Gang-gang Cockatoo,Endangered,Endangered
Calyptorhynchus banksii graptogyne,Red-tailed Black-Cockatoo (south-eastern),Endangered,Endangered
Calyptorhynchus lathami,Glossy Black-Cockatoo,Vulnerable,Vulnerable
Candalides noelkeri,Golden Rayed Blue Butterfly,Endangered,Endangered
Canis lupus dingo,Dingo,Vulnerable,Vulnerable
Chaeropus ecaudatus,Pig-footed Bandicoot,Extinct,Extinct
Charadrius leschenaultii,Greater Sand Plover,Vulnerable,Vulnerable
Charadrius mongolus,Lesser Sand Plover,Endangered,Endangered
Chlamydera maculata,Spotted Bowerbird,Extinct,Extinct
Climacteris affinis,White-browed Treecreeper,Endangered,Endangered
Conilurus albipes,White-footed Rabbit-rat,Extinct,Extinct
Coracina maxima,Ground Cuckoo-shrike,Endangered,Endangered
Crinia sloanei,Sloane's Froglet,Endangered,Endangered
Ctenotus olympicus,Saltbush Striped Skink,Critically Endangered,Critically Endangered
Cyclodomorphus michaeli,Eastern She-oak Skink,Critically Endangered,Critically Endangered
Cyclodomorphus praealtus,Alpine She-oak Skink,Critically Endangered,Critically Endangered
Dasyornis brachypterus,Eastern Bristlebird,Critically Endangered,Critically Endangered
Dasyornis broadbenti broadbenti,Rufous Bristlebird (Coorong),Endangered,Endangered
Dasyornis broadbenti caryochrous,Rufous Bristlebird (Otway),Vulnerable,Vulnerable
Dasyurus maculatus maculatus,Spot-tailed Quoll,Endangered,Endangered
Dasyurus viverrinus,Eastern Quoll,Endangered,Endangered (Extinct in Victoria)
Delma impar,Striped Legless Lizard,Endangered,Endangered
Denisonia devisi,De Vis' Banded Snake,Critically Endangered,Critically Endangered
Dinotoperla walkeri,Stonefly,Endangered,Endangered
Diomedea epomophora,Southern Royal Albatross,Critically Endangered,Critically Endangered
Diomedea exulans,Wandering Albatross,Critically Endangered,Critically Endangered
Drysdalia mastersii,Masters' Snake,Critically Endangered,Critically Endangered
Dupetor flavicollis,Black Bittern,Endangered,Endangered
Echiopsis curta,Bardick,Endangered,Endangered
Egretta garzetta,Little Egret,Endangered,Endangered
Eulamprus kosciuskoi,Alpine Water Skink,Endangered,Endangered
Eulamprus tympanum marnieae,Corangamite Water Skink,Endangered,Endangered
Falco hypoleucos,Grey Falcon,Vulnerable,Vulnerable
Falco subniger,Black Falcon,Critically Endangered,Critically Endangered
Furina diadema,Red-naped Snake,Endangered,Endangered
Gelochelidon macrotarsa,Australian Gull-billed Tern,Endangered,Endangered
Geminoropa scindocataracta,Land Snail,Endangered,Endangered
Geopelia cuneata,Diamond Dove,Vulnerable,Vulnerable
Grantiella picta,Painted Honeyeater,Vulnerable,Vulnerable
Gymnobelideus leadbeateri,Leadbeater's Possum,Critically Endangered,Critically Endangered
Haliaeetus leucogaster,White-bellied Sea-Eagle,Endangered,Endangered
Heleioporus australiacus,Giant Burrowing Frog,Critically Endangered,Critically Endangered
Hemiergis millewae,Millewa Skink,Endangered,Endangered
Hesperilla flavescens,Yellow Sedge-skipper Butterfly,Endangered,Endangered
Heteronympha cordace wilsoni,Western Bright-eyed Brown Butterfly,Critically Endangered,Critically Endangered
Hieraaetus morphnoides,Little Eagle,Vulnerable,Vulnerable
Hirundapus caudacutus,White-throated Needletail,Vulnerable,Vulnerable
Hydroprogne caspia,Caspian Tern,Vulnerable,Vulnerable
Hypochrysops ignitus ignitus,Fiery Jewel Butterfly,Endangered,Endangered
Hypocysta adiante,Orange Ringlet Butterfly,Extinct,Extinct
Isoodon auratus auratus,Golden Bandicoot (mainland),Extinct,Extinct
Isoodon obesulus obesulus,Southern Brown Bandicoot,Endangered,Endangered
Ixobrychus dubius,Australian Little Bittern,Endangered,Endangered
Jalmenus icilius,Amethyst Hairstreak Butterfly,Endangered,Endangered
Keyacris scurra,Key's Matchstick Grasshopper,Endangered,Endangered
Lagorchestes leporides,Eastern Hare-wallaby,Extinct,Extinct
Lathamus discolor,Swift Parrot,Critically Endangered,Critically Endangered
Leipoa ocellata,Malleefowl,Vulnerable,Vulnerable
Leporillus apicalis,Lesser Stick-nest Rat,Extinct,Extinct
Lerista timida,Dwarf Burrowing Skink,Endangered,Endangered
Lewinia pectoralis,Lewin's Rail,Vulnerable,Vulnerable
Lichenostomus cratitius,Purple-gaped Honeyeater,Vulnerable,Vulnerable
Lichenostomus melanops cassidix,Helmeted Honeyeater,Critically Endangered,Critically Endangered
Limnodynastes interioris,Giant Bullfrog,Endangered,Endangered
Limosa lapponica,Bar-tailed Godwit,Vulnerable,Vulnerable
Limosa limosa,Black-tailed Godwit,Critically Endangered,Critically Endangered
Liopholis guthega,Guthega Skink,Critically Endangered,Critically Endangered
Liopholis montana,Mountain Skink,Endangered,Endangered
Liopholis multiscutata,Heath Skink,Critically Endangered,Critically Endangered
Lissolepis coventryi,Swamp Skink,Endangered,Endangered
Litoria booroolongensis,Booroolong Tree Frog,Endangered,Endangered
Litoria quiritatus,Screaming Tree Frog,Critically Endangered,Critically Endangered
Litoria raniformis,Growling Grass Frog,Vulnerable,Vulnerable
Litoria spenceri,Spotted Tree Frog,Critically Endangered,Critically Endangered
Litoria verreauxii alpina,Alpine Tree Frog,Critically Endangered,Critically Endangered
Litoria watsoni,Watson's Tree Frog,Endangered,Endangered
Lophochroa leadbeateri,Major Mitchell's Cockatoo,Critically Endangered,Critically Endangered
Lophoictinia isura,Square-tailed Kite,Vulnerable,Vulnerable
Macronectes giganteus,Southern Giant-Petrel,Endangered,Endangered
Macronectes halli,Northern Giant-Petrel,Endangered,Endangered
Manorina melanotis,Black-eared Miner,Critically Endangered,Critically Endangered
Marteena rubricincta,Large Yellow-spotted Cicada,Critically Endangered,Critically Endangered
Mastacomys fuscus mordicus,Broad-toothed Rat,Vulnerable,Vulnerable
Megascolides australis,Giant Gippsland Earthworm,Endangered,Endangered
Melanodryas cucullata,Hooded Robin,Vulnerable,Vulnerable
Michelea microphylla,Michelea Species 5256,Critically Endangered,Critically Endangered
Miniopterus orianae bassanii, Southern Bent-winged Bat,Critically Endangered,Critically Endangered
Miniopterus orianae oceanensis,Eastern Bent-winged Bat,Critically Endangered,Critically Endangered
Mixophyes balbus,Southern Barred Frog,Critically Endangered,Critically Endangered
Morelia spilota metcalfei,Carpet Python,Endangered,Endangered
Morelia spilota spilota,Diamond Python,Critically Endangered,Critically Endangered
Morethia adelaidensis,Samphire Skink,Endangered,Endangered
Neophema chrysogaster,Orange-bellied Parrot,Critically Endangered,Critically Endangered
Neophema elegans,Elegant Parrot,Vulnerable,Vulnerable
Neophema pulchella,Turquoise Parrot,Vulnerable,Vulnerable
Neophema splendida,Scarlet-chested Parrot,Endangered,Endangered
Neophoca cinerea,Sea-lion,Endangered,Endangered
Ninox connivens,Barking Owl,Critically Endangered,Critically Endangered
Ninox strenua,Powerful Owl,Vulnerable,Vulnerable
Numenius madagascariensis,Eastern Curlew,Critically Endangered,Critically Endangered
Numenius phaeopus,Whimbrel,Endangered,Endangered
Nyctophilus corbeni,South-eastern Long-eared Bat,Endangered,Endangered
Ogyris genoveva,Genoveva Blue,Endangered,Endangered
Ogyris halmaturia,Large Bronze Azure Butterfly,Critically Endangered,Critically Endangered
Ogyris otanes,Small Brown Azure Butterfly,Critically Endangered,Critically Endangered
Ogyris subterrestris subterrestris,Mildura Ogyris Butterfly,Endangered,Endangered
Onychogalea fraenata,Bridled Nail-tailed Wallaby,Extinct,Extinct
Oreixenica latialis theddora,Small Alpine Xenica Butterfly,Critically Endangered,Critically Endangered
Oreoica gutturalis,Crested Bellbird,Endangered,Endangered
Ornithorhynchus anatinus,Platypus,Vulnerable,Vulnerable
Osphranter robustus robustus,Eastern Wallaroo,Endangered,Endangered
Oxyura australis,Blue-billed Duck,Vulnerable,Vulnerable
Oxyuranus microlepidotus,Small-scaled Snake,Extinct,Extinct
Pachycephala rufogularis,Red-lored Whistler,Vulnerable,Vulnerable
Paralucia pyrodiscus lucida,Eltham Copper Butterfly,Endangered,Endangered
Parasuta spectabilis,Port Lincoln Snake,Endangered,Endangered
Pasma tasmanica,Two-spotted Grass-skipper Butterfly,Endangered,Endangered
Pedionomus torquatus,Plains-wanderer,Critically Endangered,Critically Endangered
Pelagodroma marina,White-faced Storm-Petrel,Endangered,Endangered
Peltohyas australis,Inland Dotterel,Vulnerable,Vulnerable
Perameles gunnii,Eastern Barred Bandicoot,Endangered,Endangered
Perameles notina,,Extinct,Extinct
Pernagera gatliffi,Land Snail,Endangered,Endangered
Peronomyrmex bartoni,Ant species,Critically Endangered,Critically Endangered
Petauroides volans,Southern Greater Glider,Endangered,Endangered
Petaurus australis,Yellow-bellied Glider,Vulnerable,Vulnerable
Petaurus norfolcensis,Squirrel Glider,Vulnerable,Vulnerable
Petrogale penicillata,Brush-tailed Rock-wallaby,Critically Endangered,Critically Endangered
Pezoporus wallicus,Ground Parrot,Endangered,Endangered
Phascogale calura,Red-tailed Phascogale,Vulnerable,Vulnerable
Phascogale tapoatafa,Brush-tailed Phascogale,Vulnerable,Vulnerable
Philoria frosti,Baw Baw Frog,Critically Endangered,Critically Endangered
Phoebetria fusca,Sooty Albatross,Critically Endangered,Critically Endangered
Phoebetria palpebrata,Light-mantled Sooty Albatross,Critically Endangered,Critically Endangered
Phreatoicopsis raffae,freshwater isopod,Vulnerable,Vulnerable
Phreatoicopsis terricola,freshwater isopod,Vulnerable,Vulnerable
Planigale gilesi,Gile's Planigale,Vulnerable,Vulnerable
Pluvialis fulva,Pacific Golden Plover,Vulnerable,Vulnerable
Pluvialis squatarola,Grey Plover,Vulnerable,Vulnerable
Pogona barbata,Bearded Dragon,Vulnerable,Vulnerable
Polytelis anthopeplus monarchoides,Regent Parrot,Vulnerable,Vulnerable
Polytelis swainsonii,Superb Parrot,Endangered,Endangered
Pomatostomus temporalis,Grey-crowned Babbler,Vulnerable,Vulnerable
Potorous longipes,Long-footed Potoroo,Endangered,Endangered
Potorous tridactylus trisulcatus,Long-nosed Potoroo,Vulnerable,Vulnerable
Pseudemoia cryodroma,Alpine Bog Skink,Endangered,Endangered
Pseudemoia pagenstecheri,Tussock Skink,Endangered,Endangered
Pseudemoia pagenstecheri (High Country),Tussock skink (High Country),Endangered,Endangered
Pseudemoia rawlinsoni,Glossy Grass Skink,Endangered,Endangered
Pseudomys auritus,Long-eared Mouse,Extinct,Extinct
Pseudomys bolami,Bolam's Mouse,Extinct,Extinct
Pseudomys desertor,Desert Mouse,Extinct,Extinct
Pseudomys fumeus,Smoky Mouse,Endangered,Endangered
Pseudomys novaehollandiae,New Holland Mouse,Endangered,Endangered
Pseudomys shortridgei,Heath Mouse,Endangered,Endangered
Pseudophryne bibronii,Brown Toadlet,Endangered,Endangered
Pseudophryne semimarmorata,Southern Toadlet,Endangered,Endangered
Psophodes cristatus,Chirruping Wedgebill,Extinct,Extinct
Psophodes nigrogularis leucogaster,Western Whipbird (Mallee),Critically Endangered,Critically Endangered
Pteropus poliocephalus,Grey-headed Flying-fox,Vulnerable,Vulnerable
Ptilotula plumula,Grey-fronted Honeyeater,Endangered,Endangered
Pycnoptilus floccosus,Pilotbird,Vulnerable,Vulnerable
Pygopus schraderi,Hooded Scaly-foot,Critically Endangered,Critically Endangered
Pyrrholaemus brunneus,Redthroat,Endangered,Endangered
Pyrrholaemus sagittatus,Speckled Warbler,Endangered,Endangered
Rankinia diemensis (Grampians),Mountain Dragon Grampians form,Critically Endangered,Critically Endangered
Rhinolophus megaphyllus megaphyllus,Eastern Horseshoe Bat,Endangered,Endangered
Rhynchoedura ormsbyi,Beaked Gecko,Endangered,Endangered
Rostratula australis,Australian Painted-snipe,Critically Endangered,Critically Endangered
Saccolaimus flaviventris,Yellow-bellied Sheathtail Bat,Vulnerable,Vulnerable
Sminthopsis crassicaudata,Fat-tailed Dunnart,Vulnerable,Vulnerable
Sminthopsis leucopus,White-footed Dunnart,Vulnerable,Vulnerable
Sminthopsis murina murina,Common Dunnart,Vulnerable,Vulnerable
Spatula rhynchotis,Australasian Shoveler,Vulnerable,Vulnerable
Stagonopleura guttata,Diamond Firetail,Vulnerable,Vulnerable
Sternula albifrons,Little Tern,Critically Endangered,Critically Endangered
Sternula nereis,Fairy Tern,Critically Endangered,Critically Endangered
Stictonetta naevosa,Freckled Duck,Endangered,Endangered
Stipiturus mallee,Mallee Emu-wren,Endangered,Endangered
Struthidea cinerea,Apostlebird,Vulnerable,Vulnerable
Synamphisopus ambiguus,freshwater isopod,Vulnerable,Vulnerable
Synamphisopus doegi,freshwater isopod,Vulnerable,Vulnerable
Synemon discalis,Small Orange-spotted Sun Moth,Endangered,Endangered
Synemon jcaria,Reddish-orange Sun Moth,Endangered,Endangered
Synemon nais,Orange Sun Moth,Endangered,Endangered
Synemon plana,Golden Sun Moth,Vulnerable,Vulnerable
Synemon selene,Pale Sun Moth,Endangered,Endangered
Synemon theresa,Cryptic Sun Moth,Extinct,Extinct
Synoicus chinensis,King Quail,Endangered,Endangered
Telicota eurychlora,Southern Sedge-darter Butterfly,Endangered,Endangered
Temognatha flavocincta,Jewel Beetle,Vulnerable,Vulnerable
Temognatha maculiventris,Jewel Beetle,Vulnerable,Vulnerable
Temognatha sanguinipennis,Jewel Beetle,Endangered,Endangered
Temognatha tricolorata,Jewel Beetle,Vulnerable,Vulnerable
Thalassarche bulleri,Buller's Albatross,Endangered,Endangered
Thalassarche carteri,Indian Yellow-nosed Albatross,Endangered,Endangered
Thalassarche cauta,Shy Albatross,Endangered,Endangered
Thalassarche chrysostoma,Grey-headed Albatross,Endangered,Endangered
Theclinesthes albocinctus,Bitterbush Blue Butterfly,Endangered,Endangered
Thinornis cucullatus,Hooded Plover,Vulnerable,Vulnerable
Thylogale billardierii,Rufous-bellied Pademelon,Threatened,Threatened
Trapezites luteus luteus,Yellow Ochre Butterfly,Endangered,Endangered
Tringa brevipes,Grey-tailed Tattler,Critically Endangered,Critically Endangered
Tringa glareola,Wood Sandpiper,Endangered,Endangered
Tringa nebularia,Common Greenshank,Endangered,Endangered
Tringa stagnatilis,Marsh Sandpiper,Endangered,Endangered
Turnix pyrrhothorax,Red-chested Button-quail,Endangered,Endangered
Tympanocryptis petersi,Lined Earless Dragon,Endangered,Endangered
Tympanocryptis pinguicolla,Grassland Earless Dragon,Critically Endangered,Critically Endangered
Tyto novaehollandiae,Masked Owl,Critically Endangered,Critically Endangered
Tyto tenebricosa,Sooty Owl,Endangered,Endangered
Uperoleia martini,Martin's Toadlet,Critically Endangered,Critically Endangered
Uperoleia rugosa,Rugose Toadlet,Endangered,Endangered
Varanus rosenbergi,Rosenberg's Goanna,Critically Endangered,Critically Endangered
Varanus varius,Lace Monitor,Endangered,Endangered
Vermicella annulata,Bandy Bandy,Endangered,Endangered
Victaphanta compacta,Otway Black Snail,Endangered,Endangered
Xenus cinereus,Terek Sandpiper,Endangered,Endangered
Xylocopa (Lestis) aeratus,Metallic Green Carpenter Bee,Extinct,Extinct
